window_id,target_pair,target_set,n_valid_years,n_missing_years,n_low_quality_peak_years,Y_std,Y_range,Y_iqr,n_near_zero_delta_years,y_quality_flag,corr_score_y,dominant_object,dominant_object_loading_fraction,dominant_time_half,perm_p,perm_q90,perm_q95,perm_q99,perm_pass_90,perm_pass_95,perm_pass_99,min_corr_without_year,max_abs_delta_corr,worst_left_out_year,min_loading_corr,single_year_dominated_flag,median_test_corr,frac_positive_test_corr,median_loading_corr,split_half_stability_flag,phase_separation_flag,high_low_Y_shift,cohens_d_high_low,result_usability_level,downgrade_reasons,interpretation_permission
W160,P-V,priority,45,0,45,5.34203835042147,25.0,5.0,14,warning_many_low_quality_peaks,0.8137323324575758,V,0.2892412542838172,late_half,0.03592814371257485,0.7816185959226096,0.799780984614711,0.8309187708074438,True,True,False,0.7836591618202787,0.030073170637297086,1983,0.8989723964834483,False,0.05114538612035022,0.58,0.06693630163305524,unstable_or_unclear,clear,8.733333333333333,2.001808872596267,Level_B_candidate,warning_many_low_quality_peaks;split_half_unstable_or_unclear,candidate_result; requires cautious interpretation
W160,P-H,exploratory_full_pair,45,0,45,6.087327455916558,31.0,8.0,9,warning_many_low_quality_peaks,0.7630183863041884,V,0.25681024955957443,late_half,0.2155688622754491,0.7789958016785364,0.7933360566035431,0.8231182006223032,False,False,False,0.7361116708065844,0.027964725146178315,2004,0.8982793472029745,False,0.05449211988944401,0.66,0.07053072775290276,marginal,clear,10.2,2.334197678645174,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W160,P-Je,exploratory_full_pair,45,0,45,6.320321561951152,29.0,8.0,12,warning_many_low_quality_peaks,0.7193027340209905,Je,0.2931884304783326,balanced_or_full_window,0.5049900199600799,0.7774497903137991,0.788786910810566,0.8198352027954369,False,False,False,0.6927152349382657,0.03878500151775277,2010,0.873378322944422,False,-0.05938972608231564,0.32,0.05114997688409683,unstable_or_unclear,clear,9.6,1.973343484303291,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W160,P-Jw,exploratory_full_pair,45,0,45,6.783074598594727,33.0,8.0,10,warning_many_low_quality_peaks,0.7600525398217585,Je,0.2863548242610861,late_half,0.21157684630738524,0.7831217732096134,0.792561965524964,0.816522014190999,False,False,False,0.7332855443987253,0.03345703384165777,1979,0.8983889996965378,False,0.017311273357140014,0.55,0.06028614664658438,unstable_or_unclear,clear,10.133333333333335,1.8308602701956196,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W160,V-H,exploratory_full_pair,45,0,45,5.715210964053415,28.0,5.0,10,warning_many_low_quality_peaks,0.7042234306621706,Jw,0.2532192325311084,late_half,0.6427145708582834,0.7793390144411227,0.7948022060118175,0.8145886985374217,False,False,False,0.6808099671231838,0.03838104211367366,2021,0.9250970767322946,False,0.027109190974086088,0.55,0.07537527068767133,unstable_or_unclear,clear,8.133333333333333,1.8440903217161253,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W160,V-Je,priority,45,0,45,7.595719155876519,40.0,10.0,6,warning_many_low_quality_peaks,0.7007992019387169,P,0.27836247469663156,early_half,0.6706586826347305,0.7866086997009527,0.7965000738311379,0.8250271392775157,False,False,False,0.6737962468971465,0.04086438102384149,2021,0.9089954497173878,False,-0.152976330773679,0.16,0.10092381550241189,unstable_or_unclear,clear,12.8,2.461408424376188,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W160,V-Jw,exploratory_full_pair,45,0,45,7.605619931698832,41.0,9.0,9,warning_many_low_quality_peaks,0.7661991667002884,V,0.26327373119537534,late_half,0.17964071856287425,0.782963809184019,0.7968181555774669,0.8196254429623767,False,False,False,0.7457796972518155,0.04360426462863587,2003,0.8696102172470576,False,0.01559019096384397,0.55,0.06554547719279835,unstable_or_unclear,clear,10.933333333333334,1.6212894271633809,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W160,H-Je,exploratory_full_pair,45,0,45,6.569519454159936,31.0,9.0,10,warning_many_low_quality_peaks,0.7152121709690025,P,0.30823561258093657,balanced_or_full_window,0.5508982035928144,0.7810206169077155,0.7910387361321215,0.815438763950621,False,False,False,0.6946959948023714,0.04653460363286377,2004,0.9118863169567766,False,-0.03568384311905748,0.4,0.06664435873011387,unstable_or_unclear,clear,10.0,1.7891952135513671,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W160,H-Jw,priority,45,0,45,6.993503478878874,31.0,10.0,6,warning_many_low_quality_peaks,0.754518047052012,V,0.28191674032652186,late_half,0.25948103792415167,0.7812068318723173,0.7935329585994594,0.8195915522814657,False,False,False,0.7132268220585295,0.04129122499348248,2022,0.9359535010122614,False,-0.1705884087771884,0.15,0.12844643833414676,unstable_or_unclear,clear,10.333333333333332,1.8247926813389865,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W160,Je-Jw,exploratory_full_pair,45,0,45,7.380837870917343,39.0,10.0,3,warning_many_low_quality_peaks,0.7341578184187104,Je,0.3132966060336891,early_half,0.41916167664670656,0.7871177287686952,0.7991495272354828,0.8201807834357334,False,False,False,0.714405128838517,0.042277450105953185,2010,0.877700029230853,False,-0.09973284480588836,0.34,0.10219101254957981,unstable_or_unclear,clear,10.2,1.4749526815207603,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
