window_id,year,som_grid,node_id,node_x,node_y,node_count,distance_to_node_center,som_role
W045,1997,2x3,1,0,1,7,5.417125832580078,topology_audit_only_not_primary_type_evidence
W045,1998,2x3,4,1,1,9,7.372414300820546,topology_audit_only_not_primary_type_evidence
W045,1999,2x3,0,0,0,9,4.533679287977561,topology_audit_only_not_primary_type_evidence
W045,2000,2x3,0,0,0,9,3.946163461124751,topology_audit_only_not_primary_type_evidence
W045,2001,2x3,3,1,0,9,3.8705226750354824,topology_audit_only_not_primary_type_evidence
W045,2002,2x3,4,1,1,9,4.805903061424086,topology_audit_only_not_primary_type_evidence
W045,2003,2x3,4,1,1,9,3.908280606130216,topology_audit_only_not_primary_type_evidence
W045,2004,2x3,1,0,1,7,4.79703473839237,topology_audit_only_not_primary_type_evidence
W045,2005,2x3,3,1,0,9,3.367143139139833,topology_audit_only_not_primary_type_evidence
W045,2006,2x3,2,0,2,6,4.746184435915563,topology_audit_only_not_primary_type_evidence
W045,2007,2x3,2,0,2,6,3.6923947045563126,topology_audit_only_not_primary_type_evidence
W045,2008,2x3,1,0,1,7,5.053907815627109,topology_audit_only_not_primary_type_evidence
W045,2009,2x3,5,1,2,5,5.7321273916257836,topology_audit_only_not_primary_type_evidence
W045,2010,2x3,5,1,2,5,4.751152714581881,topology_audit_only_not_primary_type_evidence
W045,2011,2x3,1,0,1,7,5.8871859619340725,topology_audit_only_not_primary_type_evidence
W045,2012,2x3,4,1,1,9,5.640415634274791,topology_audit_only_not_primary_type_evidence
W045,2013,2x3,3,1,0,9,2.847181121858634,topology_audit_only_not_primary_type_evidence
W045,2014,2x3,3,1,0,9,1.8575664209684055,topology_audit_only_not_primary_type_evidence
W045,2015,2x3,2,0,2,6,6.523650514856687,topology_audit_only_not_primary_type_evidence
W045,2016,2x3,4,1,1,9,2.880628852241534,topology_audit_only_not_primary_type_evidence
W045,2017,2x3,3,1,0,9,3.253231569276112,topology_audit_only_not_primary_type_evidence
W045,2018,2x3,3,1,0,9,4.6353486472168095,topology_audit_only_not_primary_type_evidence
W045,2019,2x3,4,1,1,9,4.081616507834147,topology_audit_only_not_primary_type_evidence
W045,2020,2x3,2,0,2,6,4.450425153112306,topology_audit_only_not_primary_type_evidence
W045,2021,2x3,2,0,2,6,6.704013944198805,topology_audit_only_not_primary_type_evidence
W045,2022,2x3,2,0,2,6,7.292266323163663,topology_audit_only_not_primary_type_evidence
W045,2023,2x3,5,1,2,5,3.975447342799792,topology_audit_only_not_primary_type_evidence
W045,1979,3x3,0,0,0,8,2.208134921111617,topology_audit_only_not_primary_type_evidence
W045,1980,3x3,6,2,0,7,4.33858016291834,topology_audit_only_not_primary_type_evidence
W045,1981,3x3,0,0,0,8,3.9389640008141114,topology_audit_only_not_primary_type_evidence
W045,1982,3x3,1,0,1,6,6.02897347034788,topology_audit_only_not_primary_type_evidence
W045,1983,3x3,8,2,2,5,4.095768345545672,topology_audit_only_not_primary_type_evidence
W045,1984,3x3,1,0,1,6,4.537057289125298,topology_audit_only_not_primary_type_evidence
W045,1985,3x3,7,2,1,3,4.83576668257865,topology_audit_only_not_primary_type_evidence
W045,1986,3x3,7,2,1,3,4.351135763288159,topology_audit_only_not_primary_type_evidence
W045,1987,3x3,4,1,1,6,3.5416911625880516,topology_audit_only_not_primary_type_evidence
W045,1988,3x3,0,0,0,8,6.253954645814093,topology_audit_only_not_primary_type_evidence
W045,1989,3x3,0,0,0,8,3.1238641977901973,topology_audit_only_not_primary_type_evidence
W045,1990,3x3,8,2,2,5,2.8718316911393966,topology_audit_only_not_primary_type_evidence
W045,1991,3x3,4,1,1,6,5.146734644746849,topology_audit_only_not_primary_type_evidence
W045,1992,3x3,2,0,2,4,6.405841653197893,topology_audit_only_not_primary_type_evidence
W045,1993,3x3,6,2,0,7,4.453309983492972,topology_audit_only_not_primary_type_evidence
W045,1994,3x3,0,0,0,8,3.6758117792999325,topology_audit_only_not_primary_type_evidence
W045,1995,3x3,3,1,0,2,2.5273925338565277,topology_audit_only_not_primary_type_evidence
W045,1996,3x3,1,0,1,6,3.9240524725007497,topology_audit_only_not_primary_type_evidence
W045,1997,3x3,1,0,1,6,6.544574763250334,topology_audit_only_not_primary_type_evidence
W045,1998,3x3,8,2,2,5,6.525588023612179,topology_audit_only_not_primary_type_evidence
W045,1999,3x3,0,0,0,8,5.53063037871275,topology_audit_only_not_primary_type_evidence
W045,2000,3x3,0,0,0,8,3.701167425100758,topology_audit_only_not_primary_type_evidence
W045,2001,3x3,4,1,1,6,3.94493772720013,topology_audit_only_not_primary_type_evidence
W045,2002,3x3,8,2,2,5,4.167634910036136,topology_audit_only_not_primary_type_evidence
W045,2003,3x3,8,2,2,5,3.1783548640994583,topology_audit_only_not_primary_type_evidence
W045,2004,3x3,0,0,0,8,5.343137925293997,topology_audit_only_not_primary_type_evidence
W045,2005,3x3,5,1,2,4,2.849559892036311,topology_audit_only_not_primary_type_evidence
W045,2006,3x3,2,0,2,4,4.230097451450284,topology_audit_only_not_primary_type_evidence
W045,2007,3x3,5,1,2,4,4.350352177615215,topology_audit_only_not_primary_type_evidence
W045,2008,3x3,1,0,1,6,3.5691979483154115,topology_audit_only_not_primary_type_evidence
W045,2009,3x3,2,0,2,4,6.339963779277606,topology_audit_only_not_primary_type_evidence
W045,2010,3x3,6,2,0,7,3.837886266924032,topology_audit_only_not_primary_type_evidence
W045,2011,3x3,6,2,0,7,5.070405122431375,topology_audit_only_not_primary_type_evidence
W045,2012,3x3,7,2,1,3,4.008445029389632,topology_audit_only_not_primary_type_evidence
W045,2013,3x3,4,1,1,6,3.488066200657441,topology_audit_only_not_primary_type_evidence
W045,2014,3x3,3,1,0,2,2.531763648808585,topology_audit_only_not_primary_type_evidence
W045,2015,3x3,5,1,2,4,5.113268338263529,topology_audit_only_not_primary_type_evidence
W045,2016,3x3,6,2,0,7,2.8817572954395017,topology_audit_only_not_primary_type_evidence
W045,2017,3x3,6,2,0,7,3.120395396669058,topology_audit_only_not_primary_type_evidence
W045,2018,3x3,4,1,1,6,4.289781589850051,topology_audit_only_not_primary_type_evidence
W045,2019,3x3,6,2,0,7,3.28963033229116,topology_audit_only_not_primary_type_evidence
W045,2020,3x3,2,0,2,4,6.381008889668355,topology_audit_only_not_primary_type_evidence
W045,2021,3x3,4,1,1,6,6.156556049707471,topology_audit_only_not_primary_type_evidence
W045,2022,3x3,5,1,2,4,7.707050920233437,topology_audit_only_not_primary_type_evidence
W045,2023,3x3,1,0,1,6,4.543980921908076,topology_audit_only_not_primary_type_evidence
