object,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary
H,CP001,38,05-09,34,41,38,0.2829520409536668,0.27681767226017107,0.14454320482358124,0.010401941901857304,support_floor,support_floor,False
H,CP002,48,05-19,46,50,48,0.008775803099103918,0.0015481834657062737,0.010401941901857304,0.010401941901857304,support_floor,support_floor,False
H,CP003,58,05-29,56,60,58,0.06265965540176067,0.003996074700059471,0.06066161805173094,0.010401941901857304,support_floor,support_floor,False
Jw,CP001,16,04-17,14,18,16,3.7548200096440065,0.16796474903330072,3.670837635127356,3.490839669742174,support_floor,support_floor,False
Jw,CP002,40,05-11,35,47,41,14.495777682247253,12.722490701922752,8.134532331285877,3.490839669742174,support_floor,support_floor,True
