object,peak_id,peak_day,peak_score,peak_prominence,peak_rank,source_type
H,LP001,38,0.2829520409536668,0.27681767226017107,1,local_peak
H,LP003,58,0.06265965540176067,0.003996074700059471,2,local_peak
H,LP002,48,0.008775803099103918,0.0015481834657062737,3,local_peak
Jw,LP002,40,14.495777682247253,12.722490701922752,1,local_peak
Jw,LP001,16,3.7548200096440065,0.16796474903330072,2,local_peak
