mean_Y_high,median_Y_high,n_years_high,prob_A_earlier_high,prob_B_earlier_high,mean_Y_low,median_Y_low,n_years_low,prob_A_earlier_low,prob_B_earlier_low,high_low_Y_shift,order_probability_shift_A_earlier,cohens_d_high_low,phase_separation_flag,window_id,target_pair,target_set
3.0,2.0,15,0.6666666666666666,0.26666666666666666,-2.933333333333333,-2.0,15,0.2,0.8,5.933333333333334,0.4666666666666666,1.4687617120663312,clear,W045,P-V,exploratory_full_pair
5.8,4.0,15,0.8666666666666667,0.06666666666666667,-5.066666666666666,-4.0,15,0.0,0.9333333333333333,10.866666666666667,0.8666666666666667,2.3606194832224205,clear,W045,P-H,exploratory_full_pair
4.866666666666666,4.0,15,0.8666666666666667,0.06666666666666667,-5.266666666666667,-4.0,15,0.13333333333333333,0.8666666666666667,10.133333333333333,0.7333333333333334,2.187835064978649,clear,W045,P-Je,exploratory_full_pair
4.8,5.0,15,0.8666666666666667,0.13333333333333333,-5.733333333333333,-6.0,15,0.06666666666666667,0.8666666666666667,10.533333333333333,0.8,2.3609529608979014,clear,W045,P-Jw,priority
4.8,5.0,15,0.8666666666666667,0.13333333333333333,-3.1333333333333333,-1.0,15,0.13333333333333333,0.5333333333333333,7.933333333333334,0.7333333333333334,1.7051030608615876,clear,W045,V-H,exploratory_full_pair
5.866666666666666,5.0,15,0.9333333333333333,0.06666666666666667,-5.133333333333334,-3.0,15,0.06666666666666667,0.6666666666666666,11.0,0.8666666666666667,2.207158598686239,clear,W045,V-Je,exploratory_full_pair
3.6,3.0,15,0.7333333333333333,0.06666666666666667,-6.266666666666667,-6.0,15,0.13333333333333333,0.8,9.866666666666667,0.6,2.119932999628399,clear,W045,V-Jw,priority
4.0,3.0,15,0.7333333333333333,0.2,-4.866666666666666,-3.0,15,0.2,0.8,8.866666666666667,0.5333333333333332,1.613328008698237,clear,W045,H-Je,exploratory_full_pair
4.333333333333333,6.0,15,0.8,0.2,-6.266666666666667,-7.0,15,0.06666666666666667,0.9333333333333333,10.6,0.7333333333333334,2.202967222288236,clear,W045,H-Jw,exploratory_full_pair
6.2,6.0,15,0.8666666666666667,0.06666666666666667,-4.933333333333334,-3.0,15,0.06666666666666667,0.8666666666666667,11.133333333333333,0.8,2.486530619353357,clear,W045,Je-Jw,priority
