window_id,anchor_day,field,feature_index,lat_value,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,day,relative_to_anchor,raw_progress,progress
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,58,13,1.074698726213419,1.0
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,59,14,1.0896180519683893,1.0
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,60,15,1.119337311769709,1.0
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,30,-15,-0.3263152332362655,0.0
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,31,-14,-0.22237608444079476,0.0
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,32,-13,-0.13434637393972182,0.0
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,33,-12,-0.04798957311577362,0.0
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,34,-11,0.03982183336491178,0.03982183336491178
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,35,-10,0.13551193259767746,0.13551193259767746
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,36,-9,0.23467824215960237,0.23467824215960237
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,37,-8,0.32101525661036306,0.32101525661036306
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,38,-7,0.4026652035131679,0.4026652035131679
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,39,-6,0.4523494390809238,0.4523494390809238
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,40,-5,0.47819988572002564,0.47819988572002564
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,41,-4,0.4697376730976623,0.4697376730976623
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,42,-3,0.46831932045237623,0.46831932045237623
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,43,-2,0.47247801718681015,0.47247801718681015
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,44,-1,0.4592679726983044,0.4592679726983044
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,45,0,0.4307886496070862,0.4307886496070862
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,46,1,0.4254610081845188,0.4254610081845188
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,47,2,0.43042427982664044,0.43042427982664044
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,48,3,0.453952383894536,0.453952383894536
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,49,4,0.5156671887578183,0.5156671887578183
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,50,5,0.6236404920360235,0.6236404920360235
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,51,6,0.7047258044181369,0.7047258044181369
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,52,7,0.7600073039370845,0.7600073039370845
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,53,8,0.8279003964585191,0.8279003964585191
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,54,9,0.889755096748745,0.889755096748745
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,55,10,0.9368559522041694,0.9368559522041694
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,56,11,0.9899273811819642,0.9899273811819642
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,57,12,1.040068689052203,1.0
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,58,13,1.0735030362671902,1.0
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,59,14,1.0996493402302019,1.0
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,60,15,1.1423401078570063,1.0
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,30,-15,-0.3127777503683103,0.0
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,31,-14,-0.2024100571440321,0.0
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,32,-13,-0.11125886691068271,0.0
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,33,-12,-0.02659633855525257,0.0
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,34,-11,0.047764212368713165,0.047764212368713165
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,35,-10,0.12378752191109373,0.12378752191109373
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,36,-9,0.20371275190131558,0.20371275190131558
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,37,-8,0.27777852679715287,0.27777852679715287
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,38,-7,0.3370621912809618,0.3370621912809618
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,39,-6,0.3630226784515419,0.3630226784515419
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,40,-5,0.36633829224437464,0.36633829224437464
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,41,-4,0.3401856033572724,0.3401856033572724
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,42,-3,0.32951978368222007,0.32951978368222007
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,43,-2,0.33804166351473997,0.33804166351473997
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,44,-1,0.33822429220391204,0.33822429220391204
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,45,0,0.327548490934917,0.327548490934917
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,46,1,0.34349979888919846,0.34349979888919846
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,47,2,0.37442948463261483,0.37442948463261483
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,48,3,0.41935433537382083,0.41935433537382083
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,49,4,0.4944406858138276,0.4944406858138276
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,50,5,0.6106111271377632,0.6106111271377632
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,51,6,0.6917271058600862,0.6917271058600862
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,52,7,0.7523931534256275,0.7523931534256275
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,53,8,0.8280454634612725,0.8280454634612725
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,54,9,0.8943793233312742,0.8943793233312742
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,55,10,0.9359504147795566,0.9359504147795566
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,56,11,0.9816976458906211,0.9816976458906211
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,57,12,1.0267810058188938,1.0
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,58,13,1.067479969290922,1.0
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,59,14,1.1037053243454864,1.0
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,60,15,1.161960853081973,1.0
