feature_index,lat_value,n_samples,n_valid_midpoints,valid_midpoint_fraction,onset_median,onset_q05,onset_q95,midpoint_median,midpoint_q05,midpoint_q95,midpoint_q25,midpoint_q75,midpoint_iqr,midpoint_q90_width,finish_median,finish_q05,finish_q95,duration_median,duration_q25,duration_q75,dominant_progress_quality_label,dominant_prepost_separation_label,timing_class,timing_class_note
0,15.0,1000,1000,1.0,36.0,34.0,41.0,38.0,34.0,52.0,36.0,40.0,4.0,18.0,40.0,35.0,54.0,4.0,3.0,11.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
1,17.0,1000,1000,1.0,36.0,34.0,47.049999999999955,39.0,34.0,52.0,36.0,45.0,9.0,18.0,42.0,34.0,54.0,5.0,3.0,11.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
2,19.0,1000,1000,1.0,34.0,30.0,49.0,37.0,30.0,53.0,33.0,46.0,13.0,23.0,41.0,30.0,55.0,3.0,1.0,12.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
3,21.0,1000,1000,1.0,37.0,30.0,50.0,38.0,32.0,54.0,36.0,42.0,6.0,22.0,40.0,34.0,55.0,3.0,2.0,11.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
4,23.0,1000,1000,1.0,37.0,35.0,41.0,39.0,36.0,51.0,37.0,40.0,3.0,15.0,41.5,37.0,55.0,5.0,4.0,15.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
5,25.0,1000,1000,1.0,37.0,36.0,39.0,39.0,37.0,49.0,38.0,40.0,2.0,12.0,42.0,38.0,54.0,6.0,5.0,15.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
6,27.0,1000,1000,1.0,37.0,36.0,38.0,39.0,37.0,44.0,38.0,40.0,2.0,7.0,43.0,38.0,54.0,7.0,5.0,16.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
7,29.0,1000,1000,1.0,36.0,36.0,38.0,39.0,37.0,49.0,38.0,40.0,2.0,12.0,50.0,38.0,54.0,14.0,5.0,16.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
8,31.0,1000,1000,1.0,36.0,35.0,38.0,39.0,37.0,50.0,38.0,42.0,4.0,13.0,51.0,38.0,54.0,15.0,8.0,17.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
9,33.0,1000,1000,1.0,37.0,35.0,39.0,43.0,37.0,51.0,38.0,50.0,12.0,14.0,52.0,40.95,54.0,16.0,15.0,17.25,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
10,35.0,1000,1000,1.0,37.0,36.0,46.0,49.0,38.0,51.0,47.0,50.0,3.0,13.0,52.0,50.0,54.0,16.0,14.0,17.0,monotonic_clear_progress,clear_separation,late_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
