feature_index,lat_value,n_samples,n_valid_midpoints,valid_midpoint_fraction,onset_median,onset_q05,onset_q95,midpoint_median,midpoint_q05,midpoint_q95,midpoint_q25,midpoint_q75,midpoint_iqr,midpoint_q90_width,finish_median,finish_q05,finish_q95,duration_median,duration_q25,duration_q75,dominant_progress_quality_label,dominant_prepost_separation_label,timing_class,timing_class_note
0,15.0,45,45,1.0,35.0,35.0,36.0,37.0,37.0,38.0,37.0,38.0,1.0,1.0,39.0,39.0,41.0,5.0,5.0,5.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
1,17.0,45,45,1.0,36.0,35.0,37.0,39.0,38.0,40.8,39.0,39.0,0.0,2.799999999999997,45.0,40.2,48.0,10.0,6.0,11.0,monotonic_clear_progress,clear_separation,early_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
2,19.0,45,45,1.0,34.0,33.0,43.999999999999986,45.0,34.0,46.0,35.0,45.0,10.0,12.0,45.0,35.0,47.0,12.0,8.0,13.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
3,21.0,45,45,1.0,37.0,36.2,37.0,38.0,37.2,39.0,38.0,38.0,0.0,1.7999999999999972,40.0,38.2,42.8,4.0,3.0,5.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
4,23.0,45,45,1.0,37.0,37.0,37.0,39.0,38.0,39.0,38.0,39.0,1.0,1.0,42.0,40.2,52.8,6.0,5.0,7.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
5,25.0,45,45,1.0,37.0,37.0,37.0,39.0,38.2,39.0,39.0,39.0,0.0,0.7999999999999972,43.0,41.2,52.0,7.0,6.0,15.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
6,27.0,45,45,1.0,37.0,36.0,37.0,39.0,39.0,39.0,39.0,39.0,0.0,0.0,43.0,42.0,52.0,7.0,7.0,15.0,nonmonotonic_progress,clear_separation,unstable_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
7,29.0,45,45,1.0,37.0,36.0,37.0,39.0,39.0,39.0,39.0,39.0,0.0,0.0,51.0,44.6,52.0,16.0,15.0,16.0,monotonic_clear_progress,clear_separation,early_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
8,31.0,45,45,1.0,37.0,36.0,37.0,39.0,39.0,40.0,39.0,39.0,0.0,1.0,52.0,51.0,52.0,16.0,16.0,17.0,monotonic_clear_progress,clear_separation,early_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
9,33.0,45,45,1.0,37.0,36.0,37.0,49.0,40.0,50.0,49.0,49.0,0.0,10.0,52.0,52.0,53.0,16.0,16.0,17.0,monotonic_clear_progress,clear_separation,late_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
10,35.0,45,45,1.0,37.0,37.0,37.0,50.0,49.0,50.0,49.0,50.0,1.0,1.0,53.0,52.0,53.0,17.0,16.0,17.0,monotonic_clear_progress,clear_separation,late_feature,diagnostic tertile class based on feature midpoint_median within W45 H features; not a statistical significance label
