window_id,anchor_day,field,feature_index,lat_value,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,bootstrap_id,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,progress_quality_label,near_left_boundary,near_right_boundary
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,6,0.0030840926609900787,0.037336345446978725,0.05169658173027848,0.0692798217176579,no_clear_separation,36.0,36.0,36.0,1.0,0.1325384591902061,3,3,3,no_clear_prepost_separation,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,6,0.586953877813811,0.13046833545380276,0.12174721701829658,4.654382904274603,clear_separation,36.0,38.0,38.0,3.0,0.6435236742163754,3,3,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,6,0.8686990945059494,0.1623851980033727,0.12345489330607134,6.078217303390357,clear_separation,37.0,38.0,54.0,18.0,0.8578238636285554,1,3,1,nonmonotonic_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,6,0.7898966921486699,0.1453109497976088,0.09988734209652145,6.442921653657214,clear_separation,37.0,39.0,54.0,18.0,0.9073274881964212,1,3,1,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,6,0.6693060232548718,0.12384643681676664,0.08110178958112309,6.531464409444939,clear_separation,37.0,39.0,53.0,17.0,0.9211834461655534,1,3,1,nonmonotonic_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,6,0.5692729771044855,0.1050402202022323,0.06721108542907082,6.6097957865861545,clear_separation,37.0,39.0,53.0,17.0,0.9268949591610848,1,3,1,nonmonotonic_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,6,0.5155921960427586,0.09044482502196624,0.05739771712637922,6.97488271702522,clear_separation,37.0,51.0,53.0,17.0,0.9321860886364054,1,3,1,nonmonotonic_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,6,0.4994294944732661,0.07856762281676716,0.04983454335687427,7.779144376584677,clear_separation,37.0,51.0,53.0,17.0,0.9381695540479875,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,6,0.5074678138906786,0.06812944490803795,0.043498549979815816,9.092124504993757,clear_separation,38.0,50.0,53.0,16.0,0.9471657536473973,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,7,0.3386983363000706,0.015793688221438923,0.07450934015597246,7.501372708720631,clear_separation,42.0,45.0,47.0,6.0,0.9299701243153593,1,1,3,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,7,0.3819874297680208,0.04184360197324949,0.07159167778511008,6.734896419791048,clear_separation,45.0,47.0,53.0,9.0,0.911732387386056,1,1,3,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,7,0.19547149458810997,0.11316604259609521,0.08089707609090584,2.014514616776472,clear_separation,30.0,30.0,55.0,26.0,0.45966033514538185,4,2,2,boundary_limited_progress,True,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,7,0.35292528919000055,0.20803936709207171,0.07389972935456847,2.503556928680813,clear_separation,35.0,36.0,37.0,3.0,0.6024851899591771,1,1,2,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,7,0.668687835305984,0.18439531381707824,0.032457059215939096,6.1672171343774425,clear_separation,36.0,37.0,38.0,3.0,0.7659400544522463,1,1,1,monotonic_clear_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,7,0.6317776595518949,0.13946474632448033,0.010845174068659466,8.406333499359942,clear_separation,36.0,38.0,40.0,5.0,0.8499451693715486,1,1,1,monotonic_clear_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,7,0.5200414225665329,0.11168010431222093,0.017015913955344422,8.081701820444195,clear_separation,36.0,38.0,42.0,7.0,0.8700808721104133,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,7,0.4033295956792329,0.0976467883705275,0.026676066231684503,6.488422373557183,clear_separation,36.0,38.0,42.0,7.0,0.8683169438821683,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,7,0.32406538604078894,0.0916335320353782,0.038287758994457785,4.988641714796072,clear_separation,36.0,37.0,42.0,7.0,0.8701663693515006,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,7,0.2984667367352305,0.0895635099663283,0.0502029676758559,4.270934515428849,clear_separation,36.0,37.0,43.0,8.0,0.9030633609494759,1,1,5,nonmonotonic_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,7,0.31375123140841854,0.08791342381134473,0.05741394551264703,4.317854687159801,clear_separation,36.0,42.0,54.0,19.0,0.9506949855441054,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,8,0.29267392150856897,0.15151008505434355,0.028202311861377227,3.2571366976154272,clear_separation,35.0,36.0,37.0,3.0,0.706273344230069,1,1,3,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,8,0.34823762665099833,0.1269052725232397,0.029571120705340903,4.4509925038704345,clear_separation,35.0,37.0,41.0,7.0,0.8904462664360908,1,1,3,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,8,0.23504540360539128,0.0945142159667315,0.04392828242555724,3.3955672041683953,clear_separation,35.0,41.0,47.0,13.0,0.8670069356110294,1,3,5,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,8,0.22713453184527715,0.04580509369413492,0.06526240100529897,4.090027103894779,clear_separation,38.0,38.0,39.0,2.0,0.6389475306825259,2,3,5,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,8,0.6340509595496063,0.06607123645464492,0.05515647009618937,10.460495831838077,clear_separation,37.0,39.0,43.0,7.0,0.9178292012702185,1,1,3,nonmonotonic_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,8,0.6549633239662045,0.06901014484692983,0.04855479205470959,11.142154135684805,clear_separation,38.0,40.0,45.0,8.0,0.9523905839795364,1,1,3,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,8,0.5905684838898483,0.05804230105020258,0.04148535734131578,11.867424461144731,clear_separation,38.0,41.0,51.0,14.0,0.9643276922311073,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,8,0.5227759589908464,0.04792829542978655,0.033724540929588834,12.804845055894164,clear_separation,38.0,42.0,51.0,14.0,0.9733439186464067,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,8,0.47746253201977273,0.04286368869745938,0.030364400740634526,13.040420299654905,clear_separation,38.0,43.0,51.0,14.0,0.9811802710979581,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,8,0.4711652792273727,0.04045610007346648,0.03061135231934352,13.25966425839634,clear_separation,38.0,49.0,51.0,14.0,0.9849471402887642,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,8,0.48725085414403013,0.038983933429027756,0.033372898706377885,13.46799852206743,clear_separation,39.0,49.0,51.0,13.0,0.9836585038617207,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,9,0.2981253330958843,0.01665775708072753,0.09167352166666323,5.50395668799508,clear_separation,53.0,54.0,55.0,3.0,0.7546652126547824,1,1,1,monotonic_clear_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,9,0.33583753286747464,0.05253618291997168,0.10279203000211781,4.324230950002649,clear_separation,53.0,54.0,55.0,3.0,0.6984894704040381,1,1,1,monotonic_clear_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,9,0.12583783680652572,0.13032645068237442,0.12479457189761967,0.9864952369111983,weak_separation,30.0,30.0,30.0,1.0,0.18611039739319415,2,2,2,boundary_limited_progress,True,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,9,0.5168725442534838,0.243174608711819,0.1103727895649027,2.923922205452088,clear_separation,35.0,36.0,37.0,3.0,0.6253957153062006,1,1,2,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,9,0.860142618673283,0.22002618686632852,0.030857763885998736,6.856896314707345,clear_separation,36.0,38.0,39.0,4.0,0.791049412020908,1,1,1,monotonic_clear_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,9,0.7806303838056514,0.16412705242480746,0.013047971455798162,8.811968715442523,clear_separation,37.0,38.0,42.0,6.0,0.8934535321374605,1,1,1,monotonic_clear_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,9,0.6461477887151581,0.125141739198179,0.026442830539687004,8.525244882431123,clear_separation,37.0,39.0,43.0,7.0,0.9340846299497696,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,9,0.5251651460702855,0.09742712801440037,0.030071577943189085,8.2379682541521,clear_separation,37.0,40.0,44.0,8.0,0.9563181838131252,1,1,3,nonmonotonic_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,9,0.4475432094895311,0.07846561877941773,0.03227791416477059,8.082516379660706,clear_separation,38.0,42.0,50.0,13.0,0.9778718072962108,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,9,0.4114027774553206,0.06643558131132887,0.035535320697606954,8.069023012294231,clear_separation,38.0,43.0,52.0,15.0,0.9915422503864758,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,9,0.39864203718263036,0.05804936987623106,0.035277034828165216,8.542963557564514,clear_separation,40.0,44.0,53.0,14.0,0.9926506057087751,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,10,0.4757205918261973,0.03145631883552169,0.03872049350690941,13.55777146135787,clear_separation,43.0,48.0,53.0,11.0,0.9563415807733296,1,1,1,monotonic_clear_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,10,0.5211103329911029,0.06967193606563896,0.030081443400541807,10.447973507650959,clear_separation,46.0,48.0,53.0,8.0,0.9008910316196365,1,1,1,monotonic_clear_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,10,0.3737652101707436,0.14333668786721995,0.03000160088645204,4.312552210522653,clear_separation,30.0,52.0,53.0,24.0,0.7164123130660898,2,4,1,boundary_limited_progress,True,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,10,0.1318585176309282,0.2298600358561329,0.03516190507025102,0.9950762353412839,weak_separation,34.0,35.0,35.0,2.0,0.5101296754161628,1,1,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,10,0.51723672661986,0.20262030936124542,0.04904549856608052,4.110504568543638,clear_separation,35.0,37.0,38.0,4.0,0.7088107303744787,1,1,3,nonmonotonic_progress,False,False
