window_id,anchor_day,field,feature_index,lat_value,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,bootstrap_id,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,progress_quality_label,near_left_boundary,near_right_boundary
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,0,0.31104260199942757,0.0644446706871123,0.035473724695714345,6.2259326883998725,clear_separation,37.0,38.0,39.0,3.0,0.7760943707046287,1,1,1,monotonic_clear_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,0,0.3126818026795811,0.029762821394520883,0.07034039802611398,6.247187742472926,clear_separation,38.0,39.0,41.0,4.0,0.8061258620427272,1,1,1,monotonic_clear_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,0,0.15470904760053517,0.05448919643169031,0.1326490991535475,1.653419436305754,clear_separation,30.0,43.0,44.0,15.0,0.43070474250049584,3,2,2,boundary_limited_progress,True,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,0,0.32907045038089416,0.1918949348103866,0.1975329764883807,1.6900198513338855,clear_separation,35.0,36.0,36.0,2.0,0.1962641132768781,3,3,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,0,0.6270489015202166,0.21974845965394607,0.14294537121899456,3.4577312771356596,clear_separation,35.0,37.0,38.0,4.0,0.6154833351322053,1,3,3,nonmonotonic_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,0,0.6258358048436763,0.18695083477826036,0.09176402564228525,4.490867863269853,clear_separation,36.0,37.0,39.0,4.0,0.7627279893000591,1,3,3,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,0,0.5660689383901686,0.15599576773617127,0.06285614835670342,5.1730772888894565,clear_separation,36.0,37.0,40.0,5.0,0.8139051666155759,1,1,3,nonmonotonic_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,0,0.511094960618647,0.13268891365346314,0.04502375141684642,5.751925001076175,clear_separation,36.0,38.0,40.0,5.0,0.8573847030202841,1,3,3,nonmonotonic_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,0,0.49199618945003987,0.11792616898459284,0.03454105853078522,6.453795972566795,clear_separation,36.0,38.0,53.0,18.0,0.9039529431989521,1,3,1,nonmonotonic_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,0,0.5099698965066055,0.10730821746812513,0.027939462797794204,7.5412738391723835,clear_separation,36.0,50.0,52.0,17.0,0.93378405331116,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,0,0.550260254750027,0.1003915571602644,0.026399400469293066,8.679802803430688,clear_separation,37.0,50.0,52.0,16.0,0.9456012696037938,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,1,0.501146413046615,0.10395001364826736,0.06828231553708067,5.8194232803004855,clear_separation,36.0,39.0,48.0,13.0,0.9544059370267713,1,3,1,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,1,0.49793201294121414,0.10887768703536396,0.06346762358008028,5.778306484317132,clear_separation,36.0,39.0,48.0,13.0,0.9536917784813912,1,3,1,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,1,0.27174825132284797,0.09316823315528658,0.06605813257141,3.4133574559614797,clear_separation,35.0,39.0,49.0,15.0,0.794698190476924,3,3,1,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,1,0.35048251206633574,0.04026181882734949,0.05305542884004422,7.511634147377181,clear_separation,38.0,40.0,41.0,4.0,0.7648870419560978,1,1,4,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,1,0.6718573993279251,0.0730349411096701,0.034145440223656204,12.536947358415174,clear_separation,37.0,40.0,42.0,6.0,0.8624398223144639,1,1,1,monotonic_clear_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,1,0.6781634896720362,0.0949808552599873,0.02712385109802066,11.107900913705485,clear_separation,37.0,40.0,42.0,6.0,0.8907687059725758,1,1,1,monotonic_clear_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,1,0.6227938186640037,0.10419316817468181,0.023377934837653734,9.763869778471987,clear_separation,37.0,39.0,41.0,5.0,0.8894173380488228,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,1,0.560920490121422,0.11164572968992946,0.023891702633428227,8.27698268290832,clear_separation,36.0,39.0,41.0,6.0,0.8834111419743884,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,1,0.527565975608906,0.11684144222515833,0.026554981197666333,7.358146918991763,clear_separation,36.0,38.0,41.0,6.0,0.8993936223574269,1,1,3,nonmonotonic_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,1,0.5250278610545279,0.11938084369150076,0.0327830959780321,6.900818448679417,clear_separation,36.0,39.0,51.0,16.0,0.9288344416449086,1,1,3,nonmonotonic_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,1,0.5459245541280762,0.12033015370366722,0.041295541940495915,6.755417843004792,clear_separation,36.0,39.0,53.0,18.0,0.9543922117572842,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,2,0.29630912352039007,0.08058814184577412,0.06041336465502724,4.202921385304534,clear_separation,36.0,37.0,39.0,4.0,0.711386339938973,1,1,5,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,2,0.343332144354054,0.0750055814815061,0.06338870982574776,4.961651829797646,clear_separation,36.0,38.0,40.0,5.0,0.8452863388598758,1,1,5,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,2,0.190364714049706,0.05336897775578228,0.10869709772776286,2.3492234692470833,clear_separation,36.0,39.0,40.0,5.0,0.624868416603354,3,7,5,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,2,0.3694270619145552,0.01540155936294146,0.1734472092297658,3.9124116578953307,clear_separation,38.0,42.0,42.0,5.0,0.548394846332293,3,5,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,2,0.7266933479597525,0.06940475786934001,0.15180478563941413,6.570180801665314,clear_separation,38.0,41.0,55.0,18.0,0.870140069694854,1,3,1,nonmonotonic_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,2,0.7180979573248261,0.07732184526011829,0.11446676284909257,7.488431814557291,clear_separation,38.0,42.0,54.0,17.0,0.9366006575207941,1,3,1,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,2,0.6563230448216482,0.07055379379789424,0.08688026253852081,8.337751819223126,clear_separation,38.0,42.0,54.0,17.0,0.9662924108398474,1,3,1,nonmonotonic_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,2,0.5865206324928458,0.06166115304626388,0.06538339162458001,9.23330685317047,clear_separation,39.0,43.0,53.0,15.0,0.9821149528382773,1,3,1,nonmonotonic_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,2,0.5296136908473534,0.05471331930492036,0.05253115477808417,9.87675486995384,clear_separation,40.0,49.0,53.0,14.0,0.9851908430125169,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,2,0.5024917654825405,0.047548106393008896,0.044855011141020515,10.876078186141527,clear_separation,42.0,50.0,53.0,12.0,0.9792464239085946,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,2,0.5044175105267945,0.03719936235485119,0.04144571564152374,12.827694329128072,clear_separation,43.0,49.0,52.0,10.0,0.9727262564762124,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,3,0.3894166588119138,0.014516935975449785,0.058356171075560556,10.687527252780345,clear_separation,39.0,52.0,53.0,15.0,0.9567267784977324,1,1,1,monotonic_clear_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,3,0.3441925866791975,0.013566566163174143,0.04860832745214726,11.071754743889368,clear_separation,49.0,52.0,53.0,5.0,0.8855797942215115,1,1,1,monotonic_clear_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,3,0.0588615598946598,0.028718948113196696,0.04453115609730926,1.6071392806185358,clear_separation,32.0,32.0,54.0,23.0,0.3401989287710384,5,5,5,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,3,0.5743141646093362,0.06165753114475513,0.05602882489936712,9.760080673825225,clear_separation,37.0,39.0,41.0,5.0,0.8315613647296987,1,1,1,monotonic_clear_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,3,0.8033855558479959,0.06921610437602818,0.05237975196947034,13.214028503604073,clear_separation,38.0,41.0,43.0,6.0,0.9343274623789712,1,1,1,monotonic_clear_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,3,0.7420681203680997,0.06301809116821347,0.05027367554934683,13.100124428370812,clear_separation,38.0,41.0,49.0,12.0,0.9636512354275522,1,1,1,monotonic_clear_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,3,0.6554926164561246,0.05769638425436949,0.0403031698008195,13.377461209131685,clear_separation,38.0,41.0,49.0,12.0,0.9726793587888032,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,3,0.5664732369203972,0.054049541958086283,0.032889003449825746,13.03157843852797,clear_separation,38.0,42.0,50.0,13.0,0.9806630063421173,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,3,0.49537909312899575,0.050706161698426705,0.031942408089844665,11.987602311475383,clear_separation,38.0,43.0,51.0,14.0,0.9874164637422691,1,3,1,nonmonotonic_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,3,0.4616261977512517,0.048718585901519215,0.036706466385407116,10.80774750221821,clear_separation,38.0,49.0,52.0,15.0,0.9797541738640385,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,3,0.46615404274149264,0.049026197716997566,0.04251307135961585,10.184788395921364,clear_separation,47.0,49.0,53.0,7.0,0.955903247522569,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,4,0.4475503927317587,0.07681129451021523,0.03685700601371411,7.8746737773151825,clear_separation,37.0,39.0,41.0,5.0,0.8656158825413589,1,1,3,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,4,0.35127697618041975,0.04313094286466018,0.03677311352905163,8.79246916929418,clear_separation,38.0,40.0,41.0,4.0,0.8810550922757576,1,1,3,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,4,0.04034967157487346,0.01753466681423141,0.04016808856455126,1.3985353492603412,moderate_separation,30.0,30.0,42.0,13.0,0.25849637852712054,6,8,8,boundary_limited_progress,True,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,4,0.6763586672679579,0.11698090801658162,0.05497260998056275,7.866761612534422,clear_separation,37.0,38.0,43.0,7.0,0.8934044450444254,1,1,3,nonmonotonic_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,4,1.0118596609535464,0.15980147047955345,0.045157628946140824,9.873771535676672,clear_separation,37.0,39.0,43.0,7.0,0.9205193611559018,1,1,1,monotonic_clear_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,4,0.8687471048866197,0.13914668025388718,0.039356171768392664,9.733705596686525,clear_separation,37.0,39.0,43.0,7.0,0.9175537081517623,1,1,1,monotonic_clear_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,4,0.7067707684933424,0.1158461446771937,0.030975974186162686,9.62757892278463,clear_separation,37.0,39.0,42.0,6.0,0.9171487988946891,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,4,0.5694928641832231,0.09482286967551332,0.025417509943404,9.472572624581979,clear_separation,37.0,39.0,43.0,7.0,0.9303249897921135,1,1,3,nonmonotonic_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,4,0.48398812833200455,0.08021090779113188,0.026653662702244854,9.05797171295314,clear_separation,37.0,39.0,50.0,14.0,0.957580867112026,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,4,0.45107775305767017,0.0694717635542528,0.0301557191128953,9.055287576735221,clear_separation,37.0,48.0,50.0,14.0,0.9742217483231651,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,4,0.4559774699157617,0.06050878316712108,0.032549992779576764,9.799773643425882,clear_separation,38.0,49.0,50.0,13.0,0.9630475449094106,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,5,0.333417952061807,0.06886251930099124,0.029802241922501985,6.758602522734484,clear_separation,37.0,38.0,39.0,3.0,0.7861820228222125,1,3,3,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,5,0.3762321783991409,0.03575676960250723,0.03533128332282473,10.584962251919746,clear_separation,39.0,53.0,54.0,16.0,0.9206953378542246,1,3,1,nonmonotonic_progress,False,False
W002,45,H,2,19.0,40,48,30,60,30,37,53,60,5,0.16812164217170167,0.051059120093531,0.04573102360010099,3.4739413694927443,clear_separation,32.0,54.0,54.0,23.0,0.6441801963056452,3,1,1,nonmonotonic_progress,False,False
W002,45,H,3,21.0,40,48,30,60,30,37,53,60,5,0.38076645560581424,0.16002898384288872,0.05332773665602519,3.5692942290438254,clear_separation,36.0,36.0,37.0,2.0,0.6794178388241403,1,1,1,monotonic_clear_progress,False,False
W002,45,H,4,23.0,40,48,30,60,30,37,53,60,5,0.6922401855445703,0.17485863863299655,0.03586268531792565,6.570195863985987,clear_separation,36.0,37.0,39.0,4.0,0.8430353508565986,1,1,3,nonmonotonic_progress,False,False
W002,45,H,5,25.0,40,48,30,60,30,37,53,60,5,0.6859072175608155,0.14661704487140503,0.041300653329383936,7.300081089974054,clear_separation,36.0,38.0,42.0,7.0,0.921389304189771,1,1,3,nonmonotonic_progress,False,False
W002,45,H,6,27.0,40,48,30,60,30,37,53,60,5,0.619020405376095,0.11624063057548611,0.046979091813987205,7.585117733400004,clear_separation,36.0,39.0,51.0,16.0,0.9565224474043229,1,1,1,monotonic_clear_progress,False,False
W002,45,H,7,29.0,40,48,30,60,30,37,53,60,5,0.5521107441144667,0.09000650449817348,0.05086152171792544,7.838694967723352,clear_separation,37.0,41.0,51.0,15.0,0.9771259950391662,1,1,1,monotonic_clear_progress,False,False
W002,45,H,8,31.0,40,48,30,60,30,37,53,60,5,0.5067086768978871,0.07424513585613766,0.05507535717537473,7.836479200037964,clear_separation,38.0,49.0,52.0,15.0,0.9864177880366369,1,1,1,monotonic_clear_progress,False,False
W002,45,H,9,33.0,40,48,30,60,30,37,53,60,5,0.4982919248555244,0.0688637662225953,0.05868350918945247,7.8134467904226765,clear_separation,38.0,50.0,53.0,16.0,0.9832052133627884,1,1,1,monotonic_clear_progress,False,False
W002,45,H,10,35.0,40,48,30,60,30,37,53,60,5,0.5193905739830255,0.07274827218431937,0.058216161748590144,7.931780535792902,clear_separation,42.0,50.0,53.0,12.0,0.9758803790947703,1,1,1,monotonic_clear_progress,False,False
W002,45,H,0,15.0,40,48,30,60,30,37,53,60,6,0.23023264764861462,0.041546369770276564,0.027551424214175377,6.663965211212286,clear_separation,41.0,45.0,53.0,13.0,0.9397644104073535,1,3,1,nonmonotonic_progress,False,False
W002,45,H,1,17.0,40,48,30,60,30,37,53,60,6,0.22608782535379213,0.01989779424939042,0.008081791995231097,16.160912699778883,clear_separation,43.0,45.0,52.0,10.0,0.9394934667043958,1,1,3,nonmonotonic_progress,False,False
