window,contrast,lag_label,region,region_mean_R2_contrast,region_integrated_R2_contrast,positive_contrast_area_fraction,n_valid_grid
S3,V_NS_diff_minus_V_strength,positive_lag_max,main_meiyu,0.012210544426266115,48.22454839831719,0.7357535753575357,4545
S3,V_NS_diff_minus_V_strength,positive_lag_max,south_china,0.02337945917427383,38.454818379195004,0.8117580553985303,1769
S3,V_NS_diff_minus_V_strength,positive_lag_max,scs,0.003537987329998531,14.132739130655121,0.4991547935281333,4141
S3,V_NS_diff_minus_V_strength,positive_lag_max,south_china_scs,0.012354839853137118,72.38114987016947,0.6372342152248012,6161
S3,V_NS_diff_minus_V_strength,positive_lag_max,north_northeast,0.003931615321532008,17.806180006238943,0.6654763837039441,6161
S3,V_NS_diff_minus_V_strength,positive_lag_max,main_easm_domain,0.008215469502963209,158.2126373825812,0.647460464296727,22701
T3_early,V_NS_diff_minus_V_strength,positive_lag_max,main_meiyu,0.016066106684533597,63.451776786806164,0.6664466446644665,4545
T3_early,V_NS_diff_minus_V_strength,positive_lag_max,south_china,0.024278079688623562,39.932880314398474,0.8162803843979649,1769
T3_early,V_NS_diff_minus_V_strength,positive_lag_max,scs,0.014540290442676893,58.08221243980422,0.5998551074619657,4141
T3_early,V_NS_diff_minus_V_strength,positive_lag_max,south_china_scs,0.020362730847706567,119.29558705526463,0.671644213601688,6161
T3_early,V_NS_diff_minus_V_strength,positive_lag_max,north_northeast,0.0059574445708712774,26.981106169051554,0.5885408212952443,6161
T3_early,V_NS_diff_minus_V_strength,positive_lag_max,main_easm_domain,0.011346304532098953,218.50592518441346,0.6008545879036166,22701
T3_full,V_NS_diff_minus_V_strength,positive_lag_max,main_meiyu,0.01846445384275987,72.9238530980847,0.7922992299229923,4545
T3_full,V_NS_diff_minus_V_strength,positive_lag_max,south_china,0.01985478811970066,32.657396623641205,0.7840587902769927,1769
T3_full,V_NS_diff_minus_V_strength,positive_lag_max,scs,0.019811909185338705,79.14006413265992,0.662158898816711,4141
T3_full,V_NS_diff_minus_V_strength,positive_lag_max,south_china_scs,0.027281634098631467,159.83016128653128,0.7222853432884272,6161
T3_full,V_NS_diff_minus_V_strength,positive_lag_max,north_northeast,0.0014984874990032933,6.786609564323881,0.5344911540334362,6161
T3_full,V_NS_diff_minus_V_strength,positive_lag_max,main_easm_domain,0.013953049985753875,268.70635171621956,0.6413373860182371,22701
T3_late,V_NS_diff_minus_V_strength,positive_lag_max,main_meiyu,0.016052522295877506,63.39812635277654,0.7097909790979098,4545
T3_late,V_NS_diff_minus_V_strength,positive_lag_max,south_china,0.009600421678706094,15.79089016843334,0.6201243640474845,1769
T3_late,V_NS_diff_minus_V_strength,positive_lag_max,scs,0.025621362255122453,102.34633285806865,0.76116879980681,4141
T3_late,V_NS_diff_minus_V_strength,positive_lag_max,south_china_scs,0.02959935431666281,173.40858532541927,0.7532868040902451,6161
T3_late,V_NS_diff_minus_V_strength,positive_lag_max,north_northeast,-0.004163518885275411,-18.85646500678022,0.45739328031163773,6161
T3_late,V_NS_diff_minus_V_strength,positive_lag_max,main_easm_domain,0.014238409719402613,274.20177909831546,0.6350821549711466,22701
S4,V_NS_diff_minus_V_strength,positive_lag_max,main_meiyu,0.011112682993482101,43.8886342939427,0.7183718371837183,4545
S4,V_NS_diff_minus_V_strength,positive_lag_max,south_china,-0.0048833920598543,-8.032262565882593,0.40757490107405314,1769
S4,V_NS_diff_minus_V_strength,positive_lag_max,scs,0.015134707026382596,60.4566512743411,0.6174836995894711,4141
S4,V_NS_diff_minus_V_strength,positive_lag_max,south_china_scs,0.015838148140239375,92.78820185706613,0.6047719526050965,6161
S4,V_NS_diff_minus_V_strength,positive_lag_max,north_northeast,-0.0035678347236529854,-16.158627466412376,0.21960720662230157,6161
S4,V_NS_diff_minus_V_strength,positive_lag_max,main_easm_domain,0.008429031466197738,162.325390942892,0.5178185982996344,22701
