window,v_index,lag,region,n_years,n_samples,observed_region_series_R2,observed_region_series_beta,boot_R2_mean,boot_R2_ci90_low,boot_R2_ci90_high,boot_R2_ci95_low,boot_R2_ci95_high,boot_beta_mean,boot_beta_ci90_low,boot_beta_ci90_high,boot_beta_ci95_low,boot_beta_ci95_high,prob_R2_gt_0_05,prob_R2_gt_0_10,prob_beta_gt_0,prob_beta_lt_0
S3,V_NS_diff,3,north_northeast,45,900,0.08514366272776518,0.005047306359509454,0.08819514445617252,0.03328431442288094,0.14686874971530556,0.025629176101573038,0.1569340119949937,0.0050787023026041475,0.0031698810992362397,0.006812858238665711,0.002893088471814409,0.007225566592355216,0.853,0.353,1.0,0.0
S3,V_NS_diff,3,main_easm_domain,45,900,0.0975990566359055,-0.00392184787555464,0.09681394789357921,0.03455473708140501,0.17127844861123423,0.02712337990420171,0.18071983833315283,-0.003828783752590506,-0.005101975397080404,-0.002386441111345005,-0.005363177560552052,-0.0020675684442604788,0.872,0.433,0.0,1.0
S3,V_NS_diff,4,main_meiyu,45,900,0.004491048140091151,0.001485218949495018,0.008740033647199073,5.711317863874887e-05,0.031122890726697692,1.2719227107300728e-05,0.039019451569773024,0.0013800388585974675,-0.0012021722639819338,0.003868102581291427,-0.0016253847582750956,0.0042249255457572415,0.005,0.0,0.821,0.179
S3,V_NS_diff,4,south_china,45,900,0.15133147753617193,-0.017299185035951747,0.15245264336552017,0.07571549860851297,0.2363117477043242,0.06890690379659255,0.24880408183793915,-0.017205353889006857,-0.022270413586058496,-0.01232731390563393,-0.02313731336733234,-0.011401767474469728,0.995,0.867,0.0,1.0
S3,V_NS_diff,4,scs,45,900,0.03326951935718418,-0.007310091870558487,0.037050575248270746,0.002167256429451998,0.0871173201677863,0.0006865794823061562,0.09760460756885962,-0.007076111699506594,-0.011547138537963655,-0.001995729675495786,-0.012307692585484151,-0.0009286605666936463,0.285,0.02,0.012,0.988
S3,V_NS_diff,4,south_china_scs,45,900,0.10620223965246402,-0.011203748465695548,0.10745704485532051,0.041113123774776446,0.18538808750284774,0.030602500084296814,0.19612887657168598,-0.011048426820323533,-0.014445946944846024,-0.0071698190932270355,-0.015088927396618422,-0.0063821774909332074,0.905,0.539,0.0,1.0
S3,V_NS_diff,4,north_northeast,45,900,0.06023930244108286,0.004249104717813933,0.06150633978886138,0.014880229688075414,0.1188888293731703,0.010449676157771244,0.1321793456916361,0.004153352148184718,0.0021027865637402872,0.006090537011686418,0.0017653610661400455,0.0064774077485445685,0.604,0.126,0.998,0.002
S3,V_NS_diff,4,main_easm_domain,45,900,0.06291341890564255,-0.003151472651157324,0.06744641176098465,0.014215523119872253,0.13555019183203604,0.008951707461033121,0.1456323977891063,-0.0031266002594694422,-0.0046656179217326324,-0.0014876795324427442,-0.004845460404043279,-0.0012318877457389377,0.638,0.182,0.002,0.998
S3,V_NS_diff,5,main_meiyu,45,900,0.0013349880518506328,0.0008146403689521492,0.005754338127143905,2.1265479276248846e-05,0.022282729526141166,3.6836016175391064e-06,0.028528899615416128,0.0007112629888754665,-0.0018147236797134288,0.003182159738653941,-0.0023532603797762086,0.003606492085700602,0.0,0.0,0.684,0.316
S3,V_NS_diff,5,south_china,45,900,0.12439962243819984,-0.015779060834607953,0.13001945637034787,0.057867599398957775,0.21078698270866184,0.04579598006392464,0.23000963632669724,-0.01587635048262469,-0.020666517772226535,-0.011111976485087847,-0.021581783578713556,-0.009845218944274247,0.964,0.715,0.0,1.0
S3,V_NS_diff,5,scs,45,900,0.014403184576423516,-0.004838819770258423,0.019339826338690053,0.00015334803886586702,0.058708664396528734,6.588277353568775e-05,0.06884573196557425,-0.004512174913819653,-0.00952988348160246,0.0009409026400328408,-0.010138133198872851,0.002398959021294803,0.083,0.003,0.083,0.917
S3,V_NS_diff,5,south_china_scs,45,900,0.060910631104241775,-0.008535985594087222,0.06585533089364076,0.014441181988608682,0.13744950107790035,0.006666597478217475,0.15011146711063134,-0.008462143215185488,-0.01249919975862142,-0.004141288349513875,-0.013550073607842564,-0.0030157467752721786,0.614,0.185,0.001,0.999
S3,V_NS_diff,5,north_northeast,45,900,0.03947317772543234,0.003460342794627307,0.04267858168927589,0.0056324587727081595,0.09222937362528372,0.0030338013195983097,0.10370030667026148,0.003400490913539916,0.0012891006803625999,0.005435037929354685,0.0009719311449860519,0.005689572572110271,0.348,0.031,0.995,0.005
S3,V_NS_diff,5,main_easm_domain,45,900,0.03330630247394244,-0.002306830696167937,0.03793547990769092,0.002027011394309059,0.09482068370554653,0.000924751015479713,0.10942007663934525,-0.002220914378884399,-0.0038434493865008436,-0.000519733515406988,-0.004181034094633916,-0.00010751539589915773,0.285,0.035,0.02,0.98
S3,V_pos_centroid_lat,0,main_meiyu,45,900,0.0011028738447453664,-0.03654183289448693,0.006494046155557161,2.63310121807385e-05,0.027568694518702943,7.2882811571085e-06,0.03864172458757237,-0.04607311783265604,-0.20853323203000185,0.07727877231181686,-0.26964747583743254,0.1066924265714754,0.005,0.0,0.308,0.692
S3,V_pos_centroid_lat,0,south_china,45,900,0.1544374535375382,-0.8676570621718964,0.16233326890042907,0.1000264811019387,0.23450297706446088,0.09030761963114374,0.24904801633500612,-0.8871330629908951,-1.1447930397264914,-0.6684389415420674,-1.2103866787099158,-0.6408367621818761,0.999,0.95,0.0,1.0
S3,V_pos_centroid_lat,0,scs,45,900,0.06746213205570267,-0.5168212772696582,0.06895649736304908,0.024040734691110413,0.12449384136390831,0.017431743926701472,0.13221550780985228,-0.5122125459405176,-0.6651614981039585,-0.34540227368716225,-0.6979537683651517,-0.30349966167608006,0.712,0.156,0.0,1.0
S3,V_pos_centroid_lat,0,south_china_scs,45,900,0.15911307148218445,-0.6808637681579033,0.15918077678632625,0.08775761221828444,0.23572451228178215,0.07605769498569893,0.25084754233526063,-0.6824050889287286,-0.8298722699712144,-0.547552486969484,-0.8530228251774883,-0.5228059272845691,1.0,0.908,0.0,1.0
S3,V_pos_centroid_lat,0,north_northeast,45,900,0.09829867812120675,0.26948964862614266,0.1015198389550088,0.053536042904399214,0.15164434030364493,0.04553779995242978,0.16330185370076222,0.27725726610904555,0.18586256419385497,0.3870473747446124,0.17285806878209659,0.4112285080654507,0.962,0.509,1.0,0.0
S3,V_pos_centroid_lat,0,main_easm_domain,45,900,0.15042754173153125,-0.24194483795202867,0.15167711229923567,0.0870833987634524,0.22425349799796648,0.07566017334941504,0.2415662163511687,-0.2433747354861322,-0.2985600542761369,-0.19075614074777006,-0.31121553403682317,-0.18159978143322278,0.997,0.888,0.0,1.0
S3,V_pos_centroid_lat,1,main_meiyu,45,900,0.0023880267341098967,-0.05434404567842632,0.008817695306976693,3.258059534818854e-05,0.03265340333318503,9.29667123482034e-06,0.04607489178194769,-0.06902251935894112,-0.2435575236951806,0.06807862602118737,-0.2996025458034403,0.08804726926760627,0.019,0.0,0.259,0.741
S3,V_pos_centroid_lat,1,south_china,45,900,0.15983700477014198,-0.8921038673388841,0.16260056400307812,0.09784443905758528,0.23983344391999825,0.0866385100520956,0.2576490687962528,-0.9073428534319339,-1.1707418285300635,-0.6972207512989581,-1.213190298120411,-0.6694093042747434,0.999,0.94,0.0,1.0
S3,V_pos_centroid_lat,1,scs,45,900,0.021793298702941048,-0.2968771726894267,0.025131677485846524,0.0005973581932636938,0.06404372864547889,0.0001546305747898566,0.07443311256825196,-0.27763052264827603,-0.47078729289625193,-0.027075151133396615,-0.5063737553620309,0.03219363972806857,0.125,0.002,0.036,0.964
S3,V_pos_centroid_lat,1,south_china_scs,45,900,0.09100531239144478,-0.5204099992185443,0.09144217289654111,0.034536591076060136,0.16011337577443976,0.02552250944274384,0.16861042406299626,-0.5101978799861583,-0.6576051988110596,-0.34495868810546676,-0.6947430743282629,-0.3176442709489115,0.864,0.375,0.0,1.0
S3,V_pos_centroid_lat,1,north_northeast,45,900,0.10971395677562835,0.28774259376333045,0.11012664807651727,0.058810367128755266,0.1692348476970455,0.05424793039051453,0.1797536055392396,0.2900515109353966,0.20042375500398937,0.4052118416203769,0.17911966066062196,0.43071329396525715,0.981,0.603,1.0,0.0
S3,V_pos_centroid_lat,1,main_easm_domain,45,900,0.08438551184124989,-0.18314353461803254,0.08655046822393214,0.031835829036261115,0.1516299625184373,0.02560265937689632,0.16105932763188865,-0.1821395907537226,-0.2428998774496418,-0.12033702559733575,-0.25652040051249353,-0.10657522671595358,0.834,0.349,0.0,1.0
S3,V_pos_centroid_lat,2,main_meiyu,45,900,0.0035242072486800333,-0.06680822269209089,0.01124383037424171,3.811096985003969e-05,0.0442500628709304,1.6609872875506012e-05,0.051882630557995496,-0.08183839501761646,-0.28407423601569054,0.07083014790535894,-0.32540097283697733,0.09161337037285511,0.032,0.002,0.225,0.775
S3,V_pos_centroid_lat,2,south_china,45,900,0.13532935889160413,-0.8306911657034741,0.1397785289828145,0.07655717978706725,0.21139598911047264,0.0680901932618057,0.22484037081473165,-0.8478807747207882,-1.1224759824703086,-0.6418543616664186,-1.1642750998975668,-0.6081449725876763,0.999,0.829,0.0,1.0
S3,V_pos_centroid_lat,2,scs,45,900,0.0028505385867601605,-0.10865397160849893,0.008646207083490445,5.313023192458067e-05,0.031660950705987075,9.051125643648763e-06,0.03713976759707419,-0.0810636290132555,-0.32155989968499504,0.2217363568548991,-0.34388279993280707,0.2809652170892245,0.007,0.0,0.282,0.718
S3,V_pos_centroid_lat,2,south_china_scs,45,900,0.041203992287892864,-0.35436329610157963,0.04542614014821838,0.004621259421187845,0.10277468727493702,0.002167929181019022,0.11489743150436456,-0.3422303379947273,-0.52487890796803,-0.1362117670873306,-0.5653628733904054,-0.09021899123994569,0.385,0.056,0.009,0.991
S3,V_pos_centroid_lat,2,north_northeast,45,900,0.10533437489116756,0.28531532551238825,0.10789709331890256,0.052969039779331456,0.1702895044113989,0.046715261899506026,0.18381728356346616,0.2921374890338536,0.19108542025477998,0.4195517421354471,0.17954236490186518,0.44422490047366214,0.969,0.569,1.0,0.0
