pair,field_early_candidate,field_late_candidate,bootstrap_id,delta_late_minus_early,H_midpoint,P_midpoint,V_midpoint,Je_midpoint,Jw_midpoint,H_onset,H_finish,H_duration,five_field_midpoint_range,tail_type,tail_interpretation
Jw-Je,Jw,Je,265,-2.0,39.0,45.0,46.0,48.0,50.0,36.0,42.0,7.0,11.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,270,0.0,41.0,41.0,45.0,47.0,47.0,38.0,54.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,274,-3.0,39.0,41.0,43.0,45.0,48.0,37.0,52.0,16.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,275,-1.0,38.0,45.0,45.0,48.0,49.0,36.0,41.0,6.0,11.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,281,-1.0,44.0,41.0,42.0,44.0,45.0,38.0,51.0,14.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,287,-2.0,39.0,44.0,44.0,47.0,49.0,37.0,43.0,7.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,288,0.0,49.0,44.0,44.0,46.0,46.0,41.0,53.0,13.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,292,0.0,38.0,47.0,47.0,46.0,46.0,37.0,40.0,4.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,293,0.0,39.0,41.0,45.0,46.0,46.0,37.0,51.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,294,-2.0,39.0,45.0,47.0,44.0,46.0,36.0,53.0,18.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,296,-2.0,51.0,45.0,44.0,43.0,45.0,38.0,53.0,16.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,300,0.0,38.0,46.0,46.0,46.0,46.0,36.0,51.0,16.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,310,0.0,38.0,44.0,45.0,45.0,45.0,36.0,53.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,314,-2.0,43.0,41.0,45.0,46.0,48.0,37.0,51.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,332,-2.0,45.0,40.0,44.0,46.0,48.0,38.0,51.0,14.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,339,-1.0,48.0,41.0,43.0,47.0,48.0,38.0,51.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,340,-3.0,39.0,41.0,41.0,46.0,49.0,36.0,53.0,18.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,341,-4.0,40.0,45.0,45.0,45.0,49.0,38.0,51.0,14.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,345,-3.0,49.0,41.0,44.0,46.0,49.0,37.0,51.0,15.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,358,0.0,39.0,44.0,44.0,46.0,46.0,37.0,44.0,8.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,365,-2.0,37.0,46.0,47.0,47.0,49.0,36.0,39.0,4.0,12.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,372,-1.0,43.0,46.0,47.0,47.0,48.0,38.0,53.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,373,0.0,44.0,43.0,42.0,45.0,45.0,41.0,50.0,10.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,379,-1.0,51.0,42.0,43.0,45.0,46.0,40.0,54.0,15.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,382,0.0,43.0,42.0,43.0,45.0,45.0,38.0,51.0,14.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,388,0.0,50.0,44.0,45.0,46.0,46.0,40.0,53.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,389,-1.0,41.0,42.0,45.0,45.0,46.0,38.0,52.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,390,-5.0,40.0,43.0,45.0,44.0,49.0,37.0,53.0,17.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,392,-3.0,51.0,42.0,44.0,45.0,48.0,37.0,52.0,16.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,404,0.0,43.0,43.0,45.0,49.0,49.0,37.0,52.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,409,0.0,41.0,45.0,44.0,46.0,46.0,38.0,48.0,11.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,412,-1.0,39.0,43.0,45.0,46.0,47.0,37.0,43.0,7.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,415,-1.0,41.0,41.0,42.0,45.0,46.0,38.0,51.0,14.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,416,-2.0,39.0,45.0,47.0,47.0,49.0,37.0,51.0,15.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,418,-1.0,37.0,45.0,45.0,46.0,47.0,36.0,39.0,4.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,425,0.0,52.0,44.0,46.0,44.0,44.0,38.0,54.0,17.0,8.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening Jw's lead."
Jw-Je,Jw,Je,426,0.0,38.0,44.0,44.0,46.0,46.0,36.0,53.0,18.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,432,-3.0,47.0,45.0,46.0,45.0,48.0,39.0,51.0,13.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,436,0.0,39.0,45.0,47.0,46.0,46.0,37.0,50.0,14.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,440,-2.0,40.0,42.0,44.0,44.0,46.0,37.0,54.0,18.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,455,-1.0,38.0,42.0,44.0,46.0,47.0,36.0,50.0,15.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,465,0.0,40.0,44.0,46.0,45.0,45.0,37.0,50.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,468,0.0,39.0,45.0,45.0,46.0,46.0,37.0,42.0,6.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,483,-2.0,43.0,43.0,45.0,45.0,47.0,37.0,52.0,16.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,487,-2.0,38.0,45.0,45.0,46.0,48.0,36.0,40.0,5.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,488,0.0,39.0,44.0,45.0,46.0,46.0,36.0,50.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,490,0.0,38.0,44.0,45.0,45.0,45.0,36.0,39.0,4.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,506,0.0,41.0,44.0,45.0,45.0,45.0,38.0,52.0,15.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,507,-1.0,38.0,43.0,44.0,45.0,46.0,36.0,40.0,5.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,512,0.0,40.0,43.0,44.0,43.0,43.0,37.0,53.0,17.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,517,0.0,39.0,44.0,46.0,47.0,47.0,36.0,51.0,16.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,520,0.0,51.0,41.0,44.0,44.0,44.0,37.0,54.0,18.0,10.0,late_field_early_tail,"Je shifts to the early side of its own bootstrap distribution, weakening Jw's lead."
Jw-Je,Jw,Je,524,0.0,38.0,43.0,46.0,45.0,45.0,36.0,39.0,4.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,529,-3.0,39.0,46.0,46.0,46.0,49.0,37.0,51.0,15.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,530,-2.0,38.0,44.0,44.0,45.0,47.0,36.0,40.0,5.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,542,-3.0,38.0,44.0,47.0,45.0,48.0,36.0,51.0,16.0,10.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,544,0.0,39.0,44.0,47.0,46.0,46.0,36.0,50.0,15.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,547,-2.0,39.0,43.0,46.0,44.0,46.0,36.0,53.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,549,0.0,38.0,42.0,45.0,45.0,45.0,37.0,54.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,556,-1.0,43.0,42.0,44.0,48.0,49.0,38.0,52.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,561,-4.0,51.0,40.0,42.0,44.0,48.0,38.0,53.0,16.0,11.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,562,0.0,37.0,42.0,45.0,46.0,46.0,36.0,39.0,4.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,563,0.0,37.0,45.0,45.0,46.0,46.0,36.0,39.0,4.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,564,0.0,51.0,45.0,45.0,44.0,44.0,38.0,54.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,572,0.0,39.0,44.0,44.0,44.0,44.0,36.0,54.0,19.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,574,-2.0,41.0,41.0,44.0,46.0,48.0,38.0,52.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,580,-1.0,39.0,44.0,45.0,45.0,46.0,37.0,42.0,6.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,593,-2.0,40.0,41.0,44.0,44.0,46.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,596,-2.0,38.0,45.0,45.0,45.0,47.0,36.0,50.0,15.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,597,0.0,42.0,40.0,41.0,46.0,46.0,39.0,54.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,598,-1.0,42.0,44.0,44.0,43.0,44.0,38.0,54.0,17.0,2.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,601,0.0,38.0,47.0,50.0,46.0,46.0,37.0,39.0,3.0,12.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,604,0.0,38.0,44.0,46.0,46.0,46.0,36.0,54.0,19.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,613,-2.0,40.0,42.0,45.0,45.0,47.0,37.0,53.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,614,-1.0,39.0,47.0,49.0,46.0,47.0,37.0,41.0,5.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,617,-1.0,51.0,43.0,45.0,44.0,45.0,39.0,54.0,16.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,619,0.0,51.0,42.0,46.0,45.0,45.0,38.0,54.0,17.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,625,-2.0,51.0,45.0,47.0,43.0,45.0,38.0,54.0,17.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,627,-1.0,39.0,41.0,42.0,45.0,46.0,37.0,50.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,629,-2.0,40.0,44.0,46.0,46.0,48.0,37.0,49.0,13.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,631,0.0,38.0,46.0,48.0,46.0,46.0,37.0,41.0,5.0,10.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,634,0.0,38.0,43.0,45.0,46.0,46.0,36.0,40.0,5.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,636,-1.0,39.0,46.0,46.0,47.0,48.0,37.0,42.0,6.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,640,-2.0,39.0,44.0,45.0,43.0,45.0,37.0,44.0,8.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,654,-5.0,37.0,43.0,45.0,44.0,49.0,35.0,39.0,5.0,12.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,657,-2.0,39.0,42.0,45.0,44.0,46.0,37.0,51.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,668,0.0,39.0,43.0,46.0,47.0,47.0,37.0,43.0,7.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,669,-1.0,40.0,45.0,45.0,45.0,46.0,37.0,52.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,670,-1.0,38.0,45.0,46.0,49.0,50.0,36.0,42.0,7.0,12.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,677,0.0,39.0,45.0,46.0,46.0,46.0,37.0,51.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,685,-5.0,50.0,42.0,45.0,44.0,49.0,38.0,52.0,15.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,686,-1.0,40.0,42.0,45.0,46.0,47.0,37.0,50.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,690,-2.0,40.0,41.0,44.0,47.0,49.0,37.0,51.0,15.0,9.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,698,0.0,42.0,43.0,45.0,45.0,45.0,37.0,53.0,17.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,710,-1.0,39.0,44.0,45.0,46.0,47.0,37.0,50.0,14.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,711,-4.0,51.0,40.0,43.0,46.0,50.0,37.0,54.0,18.0,11.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,714,0.0,38.0,44.0,45.0,46.0,46.0,36.0,41.0,6.0,8.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,718,-1.0,37.0,45.0,48.0,44.0,45.0,36.0,39.0,4.0,11.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,719,0.0,39.0,43.0,47.0,45.0,45.0,37.0,53.0,17.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,720,-3.0,37.0,44.0,45.0,46.0,49.0,36.0,39.0,4.0,12.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,722,0.0,40.0,45.0,47.0,46.0,46.0,37.0,50.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,731,0.0,48.0,41.0,44.0,44.0,44.0,39.0,53.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,732,-2.0,46.0,42.0,45.0,45.0,47.0,40.0,51.0,12.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,739,-2.0,38.0,44.0,46.0,44.0,46.0,37.0,54.0,18.0,8.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,742,-1.0,50.0,41.0,42.0,45.0,46.0,40.0,53.0,14.0,9.0,mixed_tail,Both Jw late-side and Je early-side effects occur in this tail sample.
Jw-Je,Jw,Je,747,0.0,39.0,45.0,46.0,46.0,46.0,37.0,43.0,7.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,749,-2.0,38.0,45.0,44.0,48.0,50.0,36.0,41.0,6.0,12.0,early_field_late_tail,"Jw shifts to the late side of its own bootstrap distribution, weakening its lead over Je."
Jw-Je,Jw,Je,754,0.0,39.0,44.0,45.0,46.0,46.0,37.0,52.0,16.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
Jw-Je,Jw,Je,755,0.0,39.0,44.0,44.0,44.0,44.0,37.0,52.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
