window_id,object_A,object_B,v9_baseline_order,A_earlier_rate_across_configs,B_earlier_rate_across_configs,same_or_near_rate_across_configs,order_switch_flag,order_stability_class,smooth9_A_earlier_rate,smooth5_A_earlier_rate,smooth_sensitivity_order_flag
W160,P,V,P_earlier,0.7916666666666666,0.0,0.20833333333333334,True,order_stable,1.0,0.5833333333333334,True
W160,P,H,H_earlier,0.8194444444444444,0.09722222222222222,0.08333333333333333,True,order_stable,0.8055555555555556,0.8333333333333334,False
W160,P,Je,P_earlier,0.7916666666666666,0.0,0.20833333333333334,True,order_stable,1.0,0.5833333333333334,True
W160,P,Jw,Jw_earlier,0.6527777777777778,0.09722222222222222,0.25,True,order_moderately_sensitive,0.7222222222222222,0.5833333333333334,False
W160,V,H,H_earlier,0.6666666666666666,0.18055555555555555,0.1527777777777778,True,order_moderately_sensitive,0.5833333333333334,0.75,False
W160,V,Je,same_or_near,0.2916666666666667,0.20833333333333334,0.5,True,order_moderately_sensitive,0.3333333333333333,0.25,False
W160,V,Jw,Jw_earlier,0.3333333333333333,0.4305555555555556,0.2361111111111111,True,order_highly_sensitive,0.3333333333333333,0.3333333333333333,False
W160,H,Je,H_earlier,0.2638888888888889,0.6111111111111112,0.125,True,order_moderately_sensitive,0.2777777777777778,0.25,False
W160,H,Jw,Jw_earlier,0.25,0.4722222222222222,0.2777777777777778,True,order_highly_sensitive,0.25,0.25,False
W160,Je,Jw,Jw_earlier,0.041666666666666664,0.2222222222222222,0.7361111111111112,True,order_moderately_sensitive,0.0,0.08333333333333333,False
