window_id,config_id,smoothing,detector_width,band_half_width,search_mode,selection_rule,P_peak_day,V_peak_day,H_peak_day,Je_peak_day,Jw_peak_day,sequence_string,sequence_with_days,front_object,last_object
W160,smooth5__baseline_w20_b10__baseline_search__baseline_rule,smooth5,20,10,baseline_search,baseline_rule,162.0,161.0,164.0,162.0,158.0,Jw -> V/Je/P -> H,Jw(day158/9月6日) -> V/Je/P(day162/9月10日) -> H(day164/9月12日),Jw,H
W160,smooth5__baseline_w20_b10__baseline_search__closest_anchor,smooth5,20,10,baseline_search,closest_anchor,162.0,161.0,164.0,162.0,158.0,Jw -> V/Je/P -> H,Jw(day158/9月6日) -> V/Je/P(day162/9月10日) -> H(day164/9月12日),Jw,H
W160,smooth5__baseline_w20_b10__baseline_search__max_overlap,smooth5,20,10,baseline_search,max_overlap,156.0,161.0,164.0,162.0,164.0,P -> V/Je -> H/Jw,P(day156/9月4日) -> V/Je(day162/9月10日) -> H/Jw(day164/9月12日),P,H/Jw
W160,smooth5__baseline_w20_b10__baseline_search__max_score,smooth5,20,10,baseline_search,max_score,156.0,161.0,170.0,170.0,170.0,P -> V -> H/Je/Jw,P(day156/9月4日) -> V(day161/9月9日) -> H/Je/Jw(day170/9月18日),P,H/Je/Jw
W160,smooth5__baseline_w20_b10__narrow_search__baseline_rule,smooth5,20,10,narrow_search,baseline_rule,162.0,161.0,164.0,162.0,158.0,Jw -> V/Je/P -> H,Jw(day158/9月6日) -> V/Je/P(day162/9月10日) -> H(day164/9月12日),Jw,H
W160,smooth5__baseline_w20_b10__narrow_search__closest_anchor,smooth5,20,10,narrow_search,closest_anchor,162.0,161.0,164.0,162.0,158.0,Jw -> V/Je/P -> H,Jw(day158/9月6日) -> V/Je/P(day162/9月10日) -> H(day164/9月12日),Jw,H
W160,smooth5__baseline_w20_b10__narrow_search__max_overlap,smooth5,20,10,narrow_search,max_overlap,156.0,161.0,164.0,162.0,164.0,P -> V/Je -> H/Jw,P(day156/9月4日) -> V/Je(day162/9月10日) -> H/Jw(day164/9月12日),P,H/Jw
W160,smooth5__baseline_w20_b10__narrow_search__max_score,smooth5,20,10,narrow_search,max_score,156.0,161.0,170.0,170.0,170.0,P -> V -> H/Je/Jw,P(day156/9月4日) -> V(day161/9月9日) -> H/Je/Jw(day170/9月18日),P,H/Je/Jw
W160,smooth5__baseline_w20_b10__wide_search__baseline_rule,smooth5,20,10,wide_search,baseline_rule,162.0,161.0,164.0,162.0,158.0,Jw -> V/Je/P -> H,Jw(day158/9月6日) -> V/Je/P(day162/9月10日) -> H(day164/9月12日),Jw,H
W160,smooth5__baseline_w20_b10__wide_search__closest_anchor,smooth5,20,10,wide_search,closest_anchor,162.0,161.0,164.0,162.0,158.0,Jw -> V/Je/P -> H,Jw(day158/9月6日) -> V/Je/P(day162/9月10日) -> H(day164/9月12日),Jw,H
W160,smooth5__baseline_w20_b10__wide_search__max_overlap,smooth5,20,10,wide_search,max_overlap,156.0,161.0,164.0,162.0,164.0,P -> V/Je -> H/Jw,P(day156/9月4日) -> V/Je(day162/9月10日) -> H/Jw(day164/9月12日),P,H/Jw
W160,smooth5__baseline_w20_b10__wide_search__max_score,smooth5,20,10,wide_search,max_score,156.0,161.0,170.0,170.0,170.0,P -> V -> H/Je/Jw,P(day156/9月4日) -> V(day161/9月9日) -> H/Je/Jw(day170/9月18日),P,H/Je/Jw
W160,smooth5__narrow_w16_b8__baseline_search__baseline_rule,smooth5,16,8,baseline_search,baseline_rule,161.0,162.0,155.0,160.0,160.0,H -> Je/Jw/P/V,H(day155/9月3日) -> Je/Jw/P/V(day160/9月8日),H,Je/Jw/P/V
W160,smooth5__narrow_w16_b8__baseline_search__closest_anchor,smooth5,16,8,baseline_search,closest_anchor,161.0,162.0,155.0,160.0,160.0,H -> Je/Jw/P/V,H(day155/9月3日) -> Je/Jw/P/V(day160/9月8日),H,Je/Jw/P/V
W160,smooth5__narrow_w16_b8__baseline_search__max_overlap,smooth5,16,8,baseline_search,max_overlap,161.0,162.0,155.0,160.0,160.0,H -> Je/Jw/P/V,H(day155/9月3日) -> Je/Jw/P/V(day160/9月8日),H,Je/Jw/P/V
W160,smooth5__narrow_w16_b8__baseline_search__max_score,smooth5,16,8,baseline_search,max_score,155.0,162.0,169.0,172.0,172.0,P -> V -> H -> Je/Jw,P(day155/9月3日) -> V(day162/9月10日) -> H(day169/9月17日) -> Je/Jw(day172/9月20日),P,Je/Jw
