scope,object,config_id,sensitivity_group,changed_factor,changed_value,candidate_id,perturbed_candidate_day,perturbed_candidate_date,perturbed_peak_score,nearest_joint_candidate_day,distance_to_nearest_joint_candidate,nearest_joint_lineage_status,nearest_joint_derived_window_id,nearest_strict_accepted_window_id,distance_to_nearest_strict_anchor,matched_object_native_baseline_candidate_id,matched_object_native_baseline_candidate_day,object_support_class,was_v10_window_conditioned_main_peak,v10_window_id_if_main,candidate_provenance_class
P_only,P,SMOOTH5_PEAK_DISTANCE_7,smooth5_local_peak_distance,local_peak_min_distance_days,7,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_PEAK_DISTANCE_7,smooth5_local_peak_distance,local_peak_min_distance_days,7,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_PEAK_DISTANCE_7,smooth5_local_peak_distance,local_peak_min_distance_days,7,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_PEAK_DISTANCE_7,smooth5_local_peak_distance,local_peak_min_distance_days,7,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP003,44,05-15,29.17037074045308,45,1,strict_accepted_main_window,W002,W045,,CP003,45.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP004,56,05-27,3.1552029820093086,45,11,strict_accepted_main_window,W002,W045,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP005,66,06-06,20.163759780189572,81,15,strict_accepted_main_window,W003,W081,,CP004,65.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP006,83,06-23,60.37754947823497,81,2,strict_accepted_main_window,W003,W081,,CP005,82.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP007,97,07-07,35.17721997269659,96,1,derived_non_strict_candidate_window,W004,nan,,CP006,95.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP008,114,07-24,29.524618928300885,113,1,strict_accepted_main_window,W005,W113,,CP007,113.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP003,44,05-15,29.17037074045308,45,1,strict_accepted_main_window,W002,W045,,CP003,45.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP004,56,05-27,3.1552029820093086,45,11,strict_accepted_main_window,W002,W045,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP005,66,06-06,20.163759780189572,81,15,strict_accepted_main_window,W003,W081,,CP004,65.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP006,83,06-23,60.37754947823497,81,2,strict_accepted_main_window,W003,W081,,CP005,82.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP007,97,07-07,35.17721997269659,96,1,derived_non_strict_candidate_window,W004,nan,,CP006,95.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP008,114,07-24,29.524618928300885,113,1,strict_accepted_main_window,W005,W113,,CP007,113.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP003,44,05-15,29.17037074045308,45,1,strict_accepted_main_window,W002,W045,,CP003,45.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP004,56,05-27,3.1552029820093086,45,11,strict_accepted_main_window,W002,W045,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP005,66,06-06,20.163759780189572,81,15,strict_accepted_main_window,W003,W081,,CP004,65.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP006,83,06-23,60.37754947823497,81,2,strict_accepted_main_window,W003,W081,,CP005,82.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP007,97,07-07,35.17721997269659,96,1,derived_non_strict_candidate_window,W004,nan,,CP006,95.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP008,114,07-24,29.524618928300885,113,1,strict_accepted_main_window,W005,W113,,CP007,113.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP003,44,05-15,29.17037074045308,45,1,strict_accepted_main_window,W002,W045,,CP003,45.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP004,56,05-27,3.1552029820093086,45,11,strict_accepted_main_window,W002,W045,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP005,66,06-06,20.163759780189572,81,15,strict_accepted_main_window,W003,W081,,CP004,65.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP006,83,06-23,60.37754947823497,81,2,strict_accepted_main_window,W003,W081,,CP005,82.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP007,97,07-07,35.17721997269659,96,1,derived_non_strict_candidate_window,W004,nan,,CP006,95.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP008,114,07-24,29.524618928300885,113,1,strict_accepted_main_window,W005,W113,,CP007,113.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP003,44,05-15,29.17037074045308,45,1,strict_accepted_main_window,W002,W045,,CP003,45.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP004,56,05-27,3.1552029820093086,45,11,strict_accepted_main_window,W002,W045,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP005,66,06-06,20.163759780189572,81,15,strict_accepted_main_window,W003,W081,,CP004,65.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP006,83,06-23,60.37754947823497,81,2,strict_accepted_main_window,W003,W081,,CP005,82.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP007,97,07-07,35.17721997269659,96,1,derived_non_strict_candidate_window,W004,nan,,CP006,95.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP008,114,07-24,29.524618928300885,113,1,strict_accepted_main_window,W005,W113,,CP007,113.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP003,44,05-15,29.17037074045308,45,1,strict_accepted_main_window,W002,W045,,CP003,45.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP004,56,05-27,3.1552029820093086,45,11,strict_accepted_main_window,W002,W045,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP005,66,06-06,20.163759780189572,81,15,strict_accepted_main_window,W003,W081,,CP004,65.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP006,83,06-23,60.37754947823497,81,2,strict_accepted_main_window,W003,W081,,CP005,82.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP007,97,07-07,35.17721997269659,96,1,derived_non_strict_candidate_window,W004,nan,,CP006,95.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP008,114,07-24,29.524618928300885,113,1,strict_accepted_main_window,W005,W113,,CP007,113.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP003,44,05-15,29.17037074045308,45,1,strict_accepted_main_window,W002,W045,,CP003,45.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP004,56,05-27,3.1552029820093086,45,11,strict_accepted_main_window,W002,W045,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP005,66,06-06,20.163759780189572,81,15,strict_accepted_main_window,W003,W081,,CP004,65.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP006,83,06-23,60.37754947823497,81,2,strict_accepted_main_window,W003,W081,,CP005,82.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP007,97,07-07,35.17721997269659,96,1,derived_non_strict_candidate_window,W004,nan,,CP006,95.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP008,114,07-24,29.524618928300885,113,1,strict_accepted_main_window,W005,W113,,CP007,113.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP003,44,05-15,29.17037074045308,45,1,strict_accepted_main_window,W002,W045,,CP003,45.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP004,56,05-27,3.1552029820093086,45,11,strict_accepted_main_window,W002,W045,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP005,66,06-06,20.163759780189572,81,15,strict_accepted_main_window,W003,W081,,CP004,65.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP006,83,06-23,60.37754947823497,81,2,strict_accepted_main_window,W003,W081,,CP005,82.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP007,97,07-07,35.17721997269659,96,1,derived_non_strict_candidate_window,W004,nan,,CP006,95.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP008,114,07-24,29.524618928300885,113,1,strict_accepted_main_window,W005,W113,,CP007,113.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP009,127,08-06,7.341666282365475,132,5,derived_non_strict_candidate_window,W006,nan,,CP008,126.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP010,139,08-18,5.751588487249499,135,4,derived_non_strict_candidate_window,W006,nan,,CP009,138.0,object_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP011,156,09-04,22.813662883626154,160,4,strict_accepted_main_window,W007,W160,,CP010,158.0,object_strong_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,CP012,167,09-15,6.1414343546850265,160,7,strict_accepted_main_window,W007,W160,,,,,False,,JOINT_STRICT_ACCEPTED_LINEAGE
P_only,P,SMOOTH5_MERGE_GAP_0,smooth5_window_merge,merge_gap_days,0,CP001,17,04-18,7.133886742964521,18,1,derived_non_strict_candidate_window,W001,nan,,CP001,18.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
P_only,P,SMOOTH5_MERGE_GAP_0,smooth5_window_merge,merge_gap_days,0,CP002,33,05-04,12.581278187818691,45,12,strict_accepted_main_window,W002,W045,,CP002,34.0,object_weak_candidate,False,,BASELINE_OBJECT_NATIVE_CANDIDATE
