scope,object,config_id,candidate_id,point_day,bootstrap_strict_fraction,bootstrap_match_fraction,bootstrap_near_fraction,bootstrap_no_match_fraction,median_bootstrap_matched_peak_score,median_bootstrap_abs_offset_days,object_support_class,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
P_only,P,SMOOTH_INPUT_5D,CP001,17,0.949,0.978,0.016,0.006,8.266536008561172,1.0,object_strong_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP002,33,0.63,0.769,0.114,0.117,16.100892515700536,2.0,object_weak_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP003,44,0.906,0.986,0.014,0.0,32.14672769623762,1.0,object_strong_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP004,56,0.414,0.535,0.097,0.368,17.124616829598956,4.0,object_weak_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP005,66,0.798,0.88,0.074,0.046,27.028877288231925,1.0,object_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP006,83,0.604,0.927,0.069,0.004,73.08736087681643,2.0,object_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP007,97,0.629,0.846,0.064,0.09,46.1923248057182,2.0,object_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP008,114,0.743,0.919,0.067,0.014,35.83852538207864,1.0,object_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP009,127,0.701,0.933,0.044,0.023,15.197183415786448,2.0,object_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP010,139,0.6,0.959,0.033,0.008,12.46667020456568,2.0,object_strong_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP011,156,0.765,0.967,0.033,0.0,26.877710103376767,1.0,object_strong_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH_INPUT_5D,CP012,167,0.219,0.342,0.238,0.42,24.80391760912946,7.0,object_unstable_candidate,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
