baseline_config,field,day,R_diff,S_pattern,dR_diff,dS_pattern,dRdiff_smooth3,dSpattern_smooth3
C0_full_stage,H,45,0.0035166308284877,0.6727615114707424,0.0002579660479677002,0.014440461177059882,0.00014577610611806653,0.008160276197294647
C0_full_stage,H,46,0.0032548151100808,0.6581055528785779,-0.00026181571840690025,-0.014655958592164509,-0.0001740282589713666,-0.009741779343388638
C0_full_stage,H,47,0.0027365800036059,0.6290957122635166,-0.0005182351064748998,-0.02900984061506129,-0.0003228899967913333,-0.018074783483563433
C0_full_stage,H,48,0.0025479608381137,0.6185371610200521,-0.00018861916549219992,-0.010558551243464498,-0.0002530796644000666,-0.014166930482767478
C0_full_stage,H,49,0.0024955761168806,0.6156047614302754,-5.238472123310009e-05,-0.0029323995897766464,-0.0001136167119301667,-0.006360052924090735
C0_full_stage,H,50,0.0023957298678154,0.6100155534912444,-9.984624906520011e-05,-0.00558920793903106,-1.989626161300022e-06,-0.00011137558436476643
C0_full_stage,H,51,0.0025419919596298,0.6182030342669578,0.00014626209181440013,0.008187480775713407,8.051002722676663e-05,0.004506802083806123
C0_full_stage,H,52,0.0027371061985609,0.6291251676816938,0.00019511423893109987,0.010922133414736024,7.896950082766673e-05,0.004420566271638744
C0_full_stage,H,53,0.0026326383702984,0.6232772523061606,-0.00010446782826249983,-0.005847915375533197,4.267412093713335e-05,0.0023888181856203485
C0_full_stage,H,54,0.0026700143224412,0.6253694888238188,3.7375952142800015e-05,0.002092236517658219,0.00013653464040789997,0.007642956077619371
C0_full_stage,H,55,0.0031467101197846,0.6520540359145519,0.0004766957973433997,0.02668454709073309,0.00034627142223026664,0.019383632337800976
C0_full_stage,H,56,0.0036714526369892,0.6814281493195635,0.0005247425172046002,0.029374113405011615,0.0005264153591388667,0.029467755995567686
C0_full_stage,H,57,0.0042492603998578,0.7137727568105219,0.0005778077628686,0.032344607490958355,0.0006064010839734335,0.03394520860335241
C0_full_stage,H,58,0.0049659133717049,0.7538896617246091,0.0007166529718471001,0.04011690491408726,0.0006346793364811666,0.035528172759721234
C0_full_stage,H,59,0.0055754906464327,0.7880126675987272,0.0006095772747277996,0.034123005874118095,0.0006116372080346667,0.03423831712216748
C0_full_stage,H,60,0.0060841720239618,0.8164877081770243,0.0005086813775291004,0.028475040578297084,0.0004852183524339,0.02716162392655852
C0_full_stage,H,61,0.0064215684290066,0.8353745335042847,0.0003373964050448,0.01888682532726038,0.0005052537773828,0.028283169875803076
C0_full_stage,H,62,0.0070912519785811,0.8728621772261365,0.0006696835495744995,0.03748764372185176,0.0006903249564152331,0.038643111414097486
C0_full_stage,H,63,0.0081551468932075,0.9324170424193168,0.0010638949146264,0.05955486519318032,0.0010187471806138333,0.05702757873290387
C0_full_stage,H,64,0.0094778099708481,1.0064572697029963,0.0013226630776406005,0.07404022728367954,0.0013226554775779998,0.0740398018462624
C0_full_stage,H,65,0.0110592184113151,1.0949815827649236,0.001581408440466999,0.08852431306192732,0.0013859838199133338,0.07758480505930472
C0_full_stage,H,66,0.0123130983529475,1.165171457597231,0.0012538799416324017,0.07018987483230732,0.0012177848513383667,0.0681693385866291
C0_full_stage,H,67,0.0131311645248632,1.2109652854628836,0.0008180661719156997,0.04579382786565267,0.0009944525291758338,0.055667609180070445
C0_full_stage,H,68,0.0140425759988426,1.261984410305135,0.0009114114739794,0.05101912484225135,0.0009418653163011329,0.052723874483550905
C0_full_stage,H,69,0.0151386943018509,1.3233430810478837,0.001096118303008299,0.0613586707427487,0.001175751024901333,0.06581636290021627
C0_full_stage,H,70,0.0166584175995672,1.4084143741635324,0.0015197232977163001,0.08507129311564876,0.0013079208003622996,0.07321498192919873
C0_full_stage,Jw,0,,,0.0,0.0,0.0,0.0
C0_full_stage,Jw,1,,,0.0,0.0,0.0,0.0
C0_full_stage,Jw,2,,,0.0,0.0,0.0,0.0
C0_full_stage,Jw,3,,,0.0,0.0,0.0,0.0
C0_full_stage,Jw,4,-1.3973601598928234,-0.1310710505749163,0.0,0.0,-0.003030850159230288,-0.0013268499683960027
C0_full_stage,Jw,5,-1.4064527103705142,-0.1350516004801043,-0.009092550477690864,-0.003980549905188008,-0.0017969595918452264,-0.0007866755703469971
C0_full_stage,Jw,6,-1.402751038668359,-0.1334310772859573,0.003701671702155185,0.0016205231941470166,0.0013316923251779726,0.0005829901930963036
C0_full_stage,Jw,7,-1.3933650829172894,-0.1293220799956274,0.009385955751069597,0.004108997290329902,0.0077076036479077166,0.003374245878005606
C0_full_stage,Jw,8,-1.383329899426791,-0.1249288628460875,0.010035183490498367,0.004393217149539899,0.007682886302797047,0.0033634250828966324
C0_full_stage,Jw,9,-1.379702379759968,-0.1233408020372674,0.0036275196668231757,0.0015880608088200965,0.004096697529283396,0.0017934581723558958
C0_full_stage,Jw,10,-1.3810749903294393,-0.1239417054785597,-0.0013726105694713553,-0.0006009034412923081,0.001064200162932775,0.00046588708724319694
C0_full_stage,Jw,11,-1.3801372989379928,-0.1235312015843579,0.0009376913914465046,0.00041050389420180244,0.0001902050207806353,8.326822922706534e-05
C0_full_stage,Jw,12,-1.379131764697626,-0.1230909973495862,0.0010055342403667566,0.0004402042347717017,0.0008656793802185684,0.00037897837172386667
C0_full_stage,Jw,13,-1.3784779521887836,-0.1228047703633881,0.000653812508842444,0.00028622698619809595,-0.00020510695691348482,-8.97920203905972e-05
C0_full_stage,Jw,14,-1.3807526198087332,-0.1238005776455297,-0.002274667619949655,-0.0009958072821415892,0.0018217893209013052,0.0007975455650621651
C0_full_stage,Jw,15,-1.373666396734922,-0.1206983606543997,0.0070862230738111265,0.0031022169911299885,0.00678195709239245,0.002969014989506904
C0_full_stage,Jw,16,-1.3581320809116062,-0.1138977253948674,0.01553431582331588,0.006800635259532312,0.014503710100278289,0.006349455194798033
C0_full_stage,Jw,17,-1.3372414895078983,-0.1047522120611356,0.02089059140370786,0.0091455133337318,0.0243902775941555,0.01067761101828737
C0_full_stage,Jw,18,-1.3004955639524556,-0.0886655275995376,0.03674592555544276,0.016086684461598,0.036838686529788944,0.016127293495173865
C0_full_stage,Jw,19,-1.2476160213222394,-0.0655158449093458,0.052879542630216214,0.023149682690191797,0.04662307044027769,0.02041071524166613
C0_full_stage,Jw,20,-1.1973722781870653,-0.0435200663361372,0.0502437431351741,0.0219957785732086,0.04938442671175003,0.021619585785917498
C0_full_stage,Jw,21,-1.1523422838172055,-0.0238067702417851,0.04502999436985977,0.019713296094352097,0.041265228776451814,0.018065151565194632
C0_full_stage,Jw,22,-1.123820334992884,-0.0113203902137619,0.028521948824321575,0.0124863800280232,0.026302735606231087,0.011514849654170831
C0_full_stage,Jw,23,-1.118464071368372,-0.0089755173736247,0.005356263624511914,0.0023448728401372007,0.007537738492536657,0.0032998820644897
C0_full_stage,Jw,24,-1.1297290683395955,-0.013907124048316,-0.011264996971223518,-0.004931606674691301,-0.005469391856069465,-0.0023943982810467
C0_full_stage,Jw,25,-1.1402285105610923,-0.018503585056902,-0.01049944222149679,-0.004596461008586,-0.0011048609146426063,-0.0004836876099634669
C0_full_stage,Jw,26,-1.1217786541122998,-0.0104265802035151,0.01844985644879249,0.0080770048533869,0.008757469026448103,0.0038338574625948665
C0_full_stage,Jw,27,-1.1034566612602512,-0.0024055516605314,0.018321992852048608,0.0080210285429837,0.013154512567718305,0.005758801546683768
C0_full_stage,Jw,28,-1.1007649728579374,-0.0012271804168507,0.002691688402313819,0.0011783712436807,0.012238095765104632,0.005357611272765833
C0_full_stage,Jw,29,-1.085064366816986,0.0056462536147824,0.01570060604095147,0.0068734340316331,0.01562455485770875,0.006840140234586033
C0_full_stage,Jw,30,-1.056582996687125,0.0181148690432267,0.02848137012986096,0.0124686154284443,0.03705943144592028,0.0162239315239792
C0_full_stage,Jw,31,-0.9895866785201766,0.0474446141550869,0.0669963181669484,0.0293297451118602,0.07026470970228756,0.030760586287615268
C0_full_stage,Jw,32,-0.8742702377101232,0.0979280124776282,0.11531644081005332,0.0504833983225413,0.10248357454277664,0.04486540755869226
C0_full_stage,Jw,33,-0.749132273058795,0.1527110917193035,0.1251379646513282,0.0547830792416753,0.10750019695824194,0.04706159177886673
C0_full_stage,Jw,34,-0.6670860876454507,0.1886293894916871,0.0820461854133443,0.03591829777238359,0.07996204860801948,0.035005901345969564
C0_full_stage,Jw,35,-0.6343840918860648,0.2029457165155369,0.03270199575938593,0.0143163270238498,0.057968021777099366,0.025377324454224165
C0_full_stage,Jw,36,-0.5752282077274969,0.228843065081976,0.05915588415856787,0.025897348566439105,0.08006185956633459,0.03504959673172878
C0_full_stage,Jw,37,-0.426900508946447,0.2937781796868734,0.14832769878104995,0.06493511460489743,0.12224981360853147,0.05351870029895941
C0_full_stage,Jw,38,-0.2676346510604704,0.3635018174124151,0.15926585788597658,0.06972363772554169,0.1473726893110354,0.06451702917720063
C0_full_stage,Jw,39,-0.1331101397943908,0.4223941526135779,0.13452451126607962,0.05889233520116277,0.12016223775086247,0.052604798319233724
C0_full_stage,Jw,40,-0.0664137956938596,0.4515925746445746,0.06669634410053119,0.029198422030996707,0.08502616931951551,0.03722287943891114
C0_full_stage,Jw,41,-0.0125561431019239,0.4751704557291485,0.05385765259193571,0.023577881084573926,0.06358306110446786,0.027835484496010383
C0_full_stage,Jw,42,0.0576390435190128,0.505900606101609,0.0701951866209367,0.03073015037246052,0.070794207597679,0.03099239064245159
C0_full_stage,Jw,43,0.1459688270991774,0.5445697465719294,0.0883297835801646,0.03866914047032033,0.08693108300420377,0.03805681530823427
C0_full_stage,Jw,44,0.2482371059106874,0.5893409016538513,0.10226827881150999,0.044771155081921976,0.10542151395879455,0.04615158292748145
C0_full_stage,Jw,45,0.3739035853953964,0.6443553548840534,0.12566647948470902,0.05501445323020204,0.11009249479175064,0.04819645167551619
C0_full_stage,Jw,46,0.4762463114744293,0.6891591015984779,0.10234272607903289,0.04480374671442455,0.10771057034881311,0.0471536893462046
C0_full_stage,Jw,47,0.5713688169571267,0.7308019696924651,0.0951225054826974,0.041642868093987206,0.1035606128535565,0.04533691494887693
C0_full_stage,Jw,48,0.6845854239560659,0.7803660997306842,0.1132166069989392,0.04956413003821902,0.1088364446800633,0.047646576240097306
C0_full_stage,Jw,49,0.8027556455146192,0.8320988303187699,0.11817022155855328,0.051732730588085696,0.10714179510343207,0.04690469009625494
C0_full_stage,Jw,50,0.8927942022674229,0.87151603998123,0.0900385567528037,0.039417209662460095,0.0911511867441231,0.03990429843005309
C0_full_stage,Jw,51,0.9580389841884352,0.9000789950208434,0.06524478192101235,0.02856295503961348,0.0697358235405583,0.0305290497384267
C0_full_stage,Jw,52,1.011963116136294,0.92368597953405,0.05392413194785883,0.02360698451320653,0.05218722613517213,0.022846599373198367
C0_full_stage,Jw,53,1.0493558806729393,0.940055838100825,0.037392764536645196,0.016369858566775086,0.03303423856646959,0.014461776760695525
C0_full_stage,Jw,54,1.057141699887844,0.94346432530293,0.007785819214904732,0.0034084872021049595,0.015671496792640793,0.006860690542786411
C0_full_stage,Jw,55,1.0589776065142165,0.9442680511624092,0.0018359066263724522,0.0008037258594791874,0.006404241533411866,0.0028036581255359203
C0_full_stage,Jw,56,1.0685686052731749,0.9484668124774328,0.009590998758958413,0.004198761315023614,0.007173132207773343,0.0031402641975549392
C0_full_stage,Jw,57,1.078661096511164,0.9528851178955948,0.010092491237989165,0.004418305418162016,0.013399707198417099,0.005866143206911589
C0_full_stage,Jw,58,1.0991767281094678,0.961866480783144,0.02051563159830372,0.008981362887549138,0.021461260879364064,0.009395341842552455
C0_full_stage,Jw,59,1.132952387911267,0.9766528380050902,0.03377565980179931,0.014786357221946211,0.029537439937711296,0.012930943197074662
C0_full_stage,Jw,60,1.167273416324298,0.9916779474868188,0.03432102841303086,0.015025109481728638,0.03227458836807395,0.014129215997616037
C0_full_stage,Jw,61,1.1960004932136896,1.004254128775992,0.02872707688939169,0.01257618128917326,0.029121843731988006,0.012749002888758873
C0_full_stage,Jw,62,1.220317919107231,1.0148998466713668,0.024317425893541467,0.010645717895374718,0.027306904031569657,0.01195445596046322
C0_full_stage,Jw,63,1.249194128419007,1.0275413153682085,0.028876209311775813,0.012641468696841685,0.027867716983225543,0.01219996946594426
C0_full_stage,Jw,64,1.2796036441633662,1.0408540371738249,0.03040951574435935,0.013312721805616379,0.024864797970045743,0.01088534723508309
C0_full_stage,Jw,65,1.2949123130173683,1.047555888376616,0.015308668854002061,0.006701851202791209,0.01865605798145964,0.008167276058734721
C0_full_stage,Jw,66,1.3051623023633858,1.0520431435444126,0.010249989346017507,0.004487255167796578,0.012663644376779803,0.005543908559760613
C0_full_stage,Jw,67,1.3175945772937057,1.0574857628531067,0.012432274930319842,0.005442619308694052,0.011253172226909728,0.004926430021015005
C0_full_stage,Jw,68,1.3286718296980975,1.062335178439661,0.011077252404391835,0.004849415586554384,0.012291297436476759,0.005380901977442824
C0_full_stage,Jw,69,1.342036194672816,1.0681858494767411,0.013364364974718601,0.005850671037080035,0.012956402232012035,0.005672072517249512
C0_full_stage,Jw,70,1.3564637839897418,1.0745019804048552,0.01442758931692567,0.0063161309281141165,0.013895977145822136,0.006083400982597076
C1_buffered_stage,H,0,,,0.0,0.0,0.0,0.0
C1_buffered_stage,H,1,,,0.0,0.0,0.0,0.0
C1_buffered_stage,H,2,,,0.0,0.0,0.0,0.0
C1_buffered_stage,H,3,,,0.0,0.0,0.0,0.0
C1_buffered_stage,H,4,-0.0113397239634339,-0.1740572837626133,0.0,0.0,1.3230623408300168e-05,0.0007755235906838723
C1_buffered_stage,H,5,-0.011300032093209,-0.1717307129905617,3.9691870224900505e-05,0.002326570772051617,0.00010303576952606687,0.006039524177040401
C1_buffered_stage,H,6,-0.0110306166548557,-0.1559387112314921,0.0002694154383533001,0.015792001759069585,0.0002587530129115999,0.015167015149685872
C1_buffered_stage,H,7,-0.0105634649246991,-0.1285562383135557,0.0004671517301565991,0.027382472917936412,0.00038311053208429983,0.022456330764010532
C1_buffered_stage,H,8,-0.0101507004969561,-0.1043617206985301,0.00041276442774300023,0.0241945176150256,0.0004112354001469329,0.024104892437508307
C1_buffered_stage,H,9,-0.0097969104544149,-0.0836240339189672,0.0003537900425411994,0.020737686779562906,0.0003419695103728665,0.020044816816598768
C1_buffered_stage,H,10,-0.0095375563935805,-0.0684217878637594,0.00025935406083439985,0.0152022460552078,0.0003349362024183666,0.019632553836166966
C1_buffered_stage,H,11,-0.009145891889701,-0.0454640591900292,0.0003916645038795005,0.022957728673730193,0.00030837914435356654,0.01807589060173003
C1_buffered_stage,H,12,-0.0088717730213542,-0.0293963621137771,0.00027411886834679926,0.0160676970762521,0.00029597178348706707,0.017348623204481967
C1_buffered_stage,H,13,-0.0086496410431193,-0.0163759182503135,0.00022213197823490148,0.013020443863463602,0.0002293876184342331,0.013445739026548302
C1_buffered_stage,H,14,-0.0084577290343983,-0.0051268421103843,0.00019191200872099856,0.011249076139929199,0.00012777960313563376,0.007489903807385034
C1_buffered_stage,H,15,-0.0084884342119473,-0.006926650691622,-3.0705177548998736e-05,-0.0017998085812376994,5.312628928343284e-05,0.0031140400080438327
C1_buffered_stage,H,16,-0.008490262175269,-0.007033798226182,-1.8279633217013064e-06,-0.00010714753456000058,6.272855086276718e-05,0.0036768842632889337
C1_buffered_stage,H,17,-0.00826954338181,0.0059038106794825,0.00022071879345900158,0.0129376089056645,0.00016281687607383293,0.009543641630483232
C1_buffered_stage,H,18,-0.0079999835837258,0.0217042741998277,0.0002695597980841985,0.015800463520345198,0.00017596512345076712,0.010314336684093667
C1_buffered_stage,H,19,-0.0079623668049167,0.023909211826099,3.7616778809101276e-05,0.0022049376262713027,6.852309339546644e-05,0.004016536016095367
C1_buffered_stage,H,20,-0.0080639741016236,0.0179534187277686,-0.00010160729670690045,-0.0059557930983304,3.280793378390018e-05,0.0019230633225531004
C1_buffered_stage,H,21,-0.0079015597823741,0.027473464167487,0.00016241431924949971,0.009520045439718398,0.00010856368476979978,0.006363547357696467
C1_buffered_stage,H,22,-0.0076366757506073,0.0429998538991884,0.0002648840317668001,0.015526389731701402,0.00019579119215773345,0.011476457584847367
C1_buffered_stage,H,23,-0.0074766005251504,0.0523827914823107,0.00016007522545690052,0.009382937583122301,0.0002154055801929002,0.012626170653436936
C1_buffered_stage,H,24,-0.0072553430417954,0.0653519761277978,0.000221257483355,0.012969184645487103,0.0001639770663933333,0.0096116471155389
C1_buffered_stage,H,25,-0.0071447445514273,0.0718347952458051,0.00011059849036809937,0.006482819118007299,8.498477818229989e-05,0.004981450858020001
C1_buffered_stage,H,26,-0.0072216461906035,0.0673271440563707,-7.69016391761997e-05,-0.0045076511894344,-3.6125493690533465e-05,-0.0021175247543171022
C1_buffered_stage,H,27,-0.007363719522867,0.0589994018648465,-0.00014207333226350007,-0.008327742191524205,-6.112965216766655e-05,-0.003583163535332568
C1_buffered_stage,H,28,-0.0073281335079303,0.0610853046398074,3.558601493670009e-05,0.0020859027749609016,-4.738893458153346e-05,-0.0027777403657578345
C1_buffered_stage,H,29,-0.0073638129943481,0.0589939229590972,-3.56794864178004e-05,-0.0020913816807102,-3.491157529263329e-05,-0.0020463699549026007
C1_buffered_stage,H,30,-0.0074684542487449,0.0528602920001387,-0.00010464125439679957,-0.006133630958958504,-2.8555851612833336e-05,-0.0016738241195749677
C1_buffered_stage,H,31,-0.0074138010627688,0.0560638322810825,5.4653185976099965e-05,0.0032035402809438007,8.452662500840005e-05,0.004954595842687298
C1_buffered_stage,H,32,-0.0071102331193229,0.0738577104871591,0.0003035679434458998,0.0177938782060766,0.0002552026304444667,0.014958906637014865
C1_buffered_stage,H,33,-0.0067028463574115,0.0977370119111833,0.0004073867619114003,0.023879301424024196,0.0004805989106401668,0.028170690175084667
C1_buffered_stage,H,34,-0.0059720043308483,0.1405759028063365,0.0007308420265632002,0.042838890895153206,0.0006658113972264002,0.03902706845781294
C1_buffered_stage,H,35,-0.0051127989276437,0.1909389158605979,0.0008592054032046,0.05036301305426141,0.0008269000590924667,0.04846940942796466
C1_buffered_stage,H,36,-0.0042221461801341,0.2431452401950773,0.0008906527475095998,0.05220632433447939,0.0009562373891539999,0.0560506206470712
C1_buffered_stage,H,37,-0.0031032921633863,0.3087277647475501,0.0011188540167478,0.06558252455247279,0.0010911690707186333,0.0639597492614024
C1_buffered_stage,H,38,-0.0018392917154878,0.3828181636448051,0.0012640004478985,0.074090398897255,0.0011668619276103999,0.06839654670882973
C1_buffered_stage,H,39,-0.0007215603973029,0.4483348803215665,0.0011177313181849,0.0655167166767614,0.0011184065854776,0.06555629801011519
C1_buffered_stage,H,40,0.0002519275930465,0.5053966587778956,0.0009734879903494,0.05706177845632915,0.0010723985362601999,0.06285949934626088
C1_buffered_stage,H,41,0.0013779038932928,0.5713966616835877,0.0011259763002463,0.06600000290569208,0.0010353083805745,0.06068543015626776
C1_buffered_stage,H,42,0.0023843647444206,0.6303911707903698,0.0010064608511278002,0.058994509106782056,0.0009000143043523334,0.052755059488752996
C1_buffered_stage,H,43,0.0029519705061035,0.6636618372441546,0.0005676057616829,0.03327066645378485,0.0006686442172502,0.039193116472999646
