baseline_config,field,day,R_diff,S_pattern,dR_diff,dS_pattern,dRdiff_smooth3,dSpattern_smooth3
C0_full_stage,H,29,-0.0082041005494462,0.0166566954950928,3.4724131882201206e-05,0.0019437925351130994,4.708259695089997e-05,0.0026355965009382666
C0_full_stage,H,30,-0.0081869683170058,0.0176157261093177,1.7132232440399825e-05,0.0009590306142248997,6.665239292963365e-05,0.0037310774035613664
C0_full_stage,H,31,-0.0080388675025395,0.0259061351706638,0.00014810081446629993,0.0082904090613461,0.00016283981877549965,0.0091154712010837
C0_full_stage,H,32,-0.0077155810931197,0.0440031090983439,0.00032328640941979916,0.0180969739276801,0.00030138342322549974,0.016870885361791568
C0_full_stage,H,33,-0.0072828180473293,0.0682283821946924,0.0004327630457904002,0.024225273096348504,0.0005202950132302998,0.029125150376808833
C0_full_stage,H,34,-0.0064779824628486,0.1132815863010903,0.0008048355844807002,0.04505320410639789,0.0007143266609017333,0.0399866823396172
C0_full_stage,H,35,-0.0055726011104145,0.1639631561171955,0.0009053813524340995,0.05068156981610521,0.0009029429304574666,0.05054507147392096
C0_full_stage,H,36,-0.0045739892559569,0.2198635966164553,0.0009986118544576,0.055900440499259796,0.0010410697297998,0.05827715365732863
C0_full_stage,H,37,-0.0033547732734492,0.2881130472730762,0.0012192159825077003,0.06824945065662089,0.0011606173242671,0.06496920639185085
C0_full_stage,H,38,-0.0020907491376132,0.358870775292748,0.0012640241358359999,0.07075772801967184,0.0011787444764277334,0.06598393076774549
C0_full_stage,H,39,-0.0010377558266737,0.4178153889196918,0.0010529933109395002,0.058944613626943754,0.0011043128330416737,0.06181738534392404
C0_full_stage,H,40,-4.18347743241787e-05,0.4735652033048483,0.0009959210523495213,0.055749814385156526,0.0010998974511022,0.061570220447685786
C0_full_stage,H,41,0.0012089432156934,0.5435814366358054,0.0012507779900175788,0.07001623333095708,0.0010939727560770334,0.06123856700270549
C0_full_stage,H,42,0.0022441624415574,0.6015310899278082,0.001035219225864,0.057949653292002856,0.000953107188683593,0.053353173660615205
C0_full_stage,H,43,0.0028174867917266,0.6336247242866939,0.0005733243501692001,0.03209363435888568,0.0006832405216088666,0.03824653788595903
C0_full_stage,H,44,0.00325866478052,0.6583210502936825,0.00044117798879339965,0.024696326006988567,0.0004241561289767667,0.02374347384764471
