window_id,target_name,contrast,object,day,profile_coord_index,difference_value_standardized
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,91,7,-0.0106934835282562
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,91,8,-0.007993799028317788
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,91,9,-0.004817553802883466
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,91,10,-0.0020222573954288077
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,0,-0.010650201556881091
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,1,-0.012822321874894231
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,2,-0.013528634351348821
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,3,-0.014517718124705935
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,4,-0.013809367745860002
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,5,-0.012581746315019484
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,6,-0.01065579115645365
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,7,-0.007848528774392342
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,8,-0.004737518414111074
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,9,-0.0016387807167481297
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,92,10,0.0010611885680515284
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,0,-0.012210706718085156
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,1,-0.014849453038914778
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,2,-0.016362086205907157
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,3,-0.0174915717166045
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,4,-0.01650817281002507
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,5,-0.01461989723678646
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,6,-0.012147389388119868
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,7,-0.008730210025705636
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,8,-0.004901090788460884
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,9,-0.0014605810402011365
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,93,10,0.0012942633334200575
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,0,-0.013647917638092442
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,1,-0.016476367645871827
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,2,-0.018760332946749485
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,3,-0.02043204091455364
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,4,-0.02078832785265198
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,5,-0.019719265412879085
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,6,-0.017222303001444714
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,7,-0.013105973470589272
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,8,-0.008512524746254115
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,9,-0.0046311042444832085
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,94,10,-0.0009348721482539917
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,0,-0.013193613980999393
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,1,-0.01606519630884026
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,2,-0.01869425421565244
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,3,-0.021043168498613454
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,4,-0.022400947291474897
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,5,-0.022884305596678152
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,6,-0.02180219384886773
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,7,-0.01816877397149882
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,8,-0.012960198492149948
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,9,-0.008153979332611808
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,95,10,-0.0030208971437739973
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,0,-0.01175162319574011
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,1,-0.014328406656404419
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,2,-0.016889673910894895
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,3,-0.01970206256141355
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,4,-0.022526784556930968
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,5,-0.02435020578398192
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,6,-0.024343502186128515
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,7,-0.021476891248496825
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,8,-0.016471964973520777
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,9,-0.011372505668750105
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,96,10,-0.005328499386634832
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,0,-0.011253457124364777
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,1,-0.013578202717564419
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,2,-0.01614855907934106
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,3,-0.01884456953970967
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,4,-0.02200566717947085
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,5,-0.025382361474766114
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,6,-0.026734972873343227
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,7,-0.024818139616765246
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,8,-0.019880644813408354
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,9,-0.013877842465368617
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,97,10,-0.006436912608572556
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,0,-0.011974859640519385
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,1,-0.014037894324339271
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,2,-0.01634014036112521
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,3,-0.019663048148753234
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,4,-0.023044660017219415
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,5,-0.026684081975507253
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,6,-0.02879516624418013
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,7,-0.02766834558980747
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,8,-0.022990672437905868
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,9,-0.016211090618725315
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,98,10,-0.007374056141099504
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,0,-0.011293730316463435
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,1,-0.013481258781359022
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,2,-0.016348447226294808
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,3,-0.020205694188834056
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,4,-0.02401828555662453
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,5,-0.028059672038432234
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,6,-0.030646234789959627
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,7,-0.02967243525905467
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,8,-0.024600440600773037
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,9,-0.01735695068961699
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,99,10,-0.008503008129309595
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,0,-0.009318716118382614
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,1,-0.011779227957060445
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,2,-0.015235450448700637
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,3,-0.019953602802278873
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,4,-0.024578525334679392
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,5,-0.02937418839014573
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,6,-0.0329555997182078
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,7,-0.03290073053395967
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,8,-0.027738211206333775
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,9,-0.019535620713211393
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,100,10,-0.01051484872766294
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,0,-0.006944982383360505
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,1,-0.009463956996953321
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,2,-0.013494701087307104
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,3,-0.019009833530096568
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,4,-0.02474455630070765
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,5,-0.03068853912272004
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,6,-0.03554355919729638
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,7,-0.03687015409255845
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,8,-0.03267600241552749
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,9,-0.024513408803310717
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,101,10,-0.015633786387090228
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,0,-0.001736700960172905
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,1,-0.004426266670720316
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,2,-0.008832516404746003
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,3,-0.015032115363447549
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,4,-0.02192413021921251
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,5,-0.029278509116304634
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,6,-0.03549087627803231
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,7,-0.03862016165717784
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,8,-0.03626864042396677
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,9,-0.02907803520193708
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,102,10,-0.020984727787518247
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,0,0.004151137641095418
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,1,0.00185131075584909
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,2,-0.0026764311990444085
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,3,-0.009060719501692512
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,4,-0.016608243486774515
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,5,-0.02475862236560556
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,6,-0.032524307932144406
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,7,-0.03751694806711704
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,8,-0.03666497367884732
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,9,-0.030380892951614245
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,103,10,-0.02366904601975565
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,0,0.009709424518608963
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,1,0.007465874259834943
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,2,0.0032745270953282845
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,3,-0.0025164277672479014
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,4,-0.010447771127722473
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,5,-0.019379043855795464
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,6,-0.027565780329152204
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,7,-0.033055145848694276
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,8,-0.03387889064394052
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,9,-0.02977901179074939
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,104,10,-0.02504022189624016
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,0,0.015626119239233405
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,1,0.013150894113436467
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,2,0.008464231608513954
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,3,0.0026287418680949644
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,4,-0.004410790948570827
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,5,-0.013146159719083783
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,6,-0.022219950619348512
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,7,-0.02876746728669647
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,8,-0.031098097400223373
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,9,-0.029101186469897445
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,105,10,-0.0263862721349003
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,0,0.021391283795237817
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,1,0.01927338606198719
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,2,0.014167578812155648
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,3,0.007432114924484155
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,4,-0.0002252248678354261
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,5,-0.008510062671603303
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,6,-0.0179777473847136
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,7,-0.025943697276629395
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,8,-0.030302993778197885
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,9,-0.030699249795679336
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,106,10,-0.03006533940729256
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,0,0.02571640003151162
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,1,0.024401689832855844
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,2,0.019637707923351448
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,3,0.012294683756114914
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,4,0.004063118139183736
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,5,-0.004753443075657659
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,6,-0.015049258146212463
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,7,-0.0246753956662486
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,8,-0.031228341774414546
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,9,-0.03366451792542004
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,107,10,-0.034293799072396325
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,0,0.025889993460611826
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,1,0.025553318635295565
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,2,0.022382103077658734
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,3,0.015848522292128634
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,4,0.0073490168406767295
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,5,-0.001648122957983127
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,6,-0.012167148832961341
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,7,-0.02326738992457504
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,8,-0.03231992138934201
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,9,-0.036637636829774944
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,108,10,-0.0379814519193213
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,0,0.02380137300591408
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,1,0.023378520809553695
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,2,0.021425320964517706
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,3,0.016455317025486818
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,4,0.009334748454191653
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,5,0.0013795622065392156
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,6,-0.008552282558515159
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,7,-0.019825826784309216
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,8,-0.030386599061722534
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,9,-0.03681392740052084
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,109,10,-0.03924103867774327
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,0,0.020760707100000025
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,1,0.019999358074172968
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,2,0.018288968196705693
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,3,0.014550366831939159
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,4,0.009075687813543044
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,5,0.0028500905622098806
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,6,-0.00498004148338896
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,7,-0.014680536568841936
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,8,-0.025178658461924207
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,9,-0.03305745129440475
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,110,10,-0.03664271578736947
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,0,0.0138470999916496
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,1,0.014018282742201942
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,2,0.013545690219082675
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,3,0.01063292553725395
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,4,0.00653418782658761
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,5,0.002137611230191274
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,6,-0.003481126651952323
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,7,-0.010713114289350883
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,8,-0.01935720047013089
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,9,-0.02678234277770749
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,111,10,-0.030703297400403003
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,0,0.005664631319935925
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,1,0.006089400078549958
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,2,0.0069755418175040905
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,3,0.006020354306737322
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,4,0.004434483146625595
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,5,0.0020081418903543325
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,6,-0.0014447288886875011
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,7,-0.0063962417684982585
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,8,-0.013203546462612466
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,9,-0.0198224457033733
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,112,10,-0.02351542687394327
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,0,-0.0030989295883085207
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,1,-0.0022605489874215905
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,2,-0.0009180990633565181
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,3,-0.00023244727801542914
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,4,0.0013889327346485911
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,5,0.002155358294179315
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,6,0.0012201620816417185
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,7,-0.0017321484245149711
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,8,-0.006535717210658343
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,9,-0.011869701208264269
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,113,10,-0.015541854850446702
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,0,-0.011026029298467042
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,1,-0.009683418200513149
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,2,-0.0076147457166629165
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,3,-0.006060496329641923
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,4,-0.002799500000752708
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,5,0.0001691481050975543
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,6,0.0016178734654233422
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,7,0.0013861453985443749
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,8,-0.0006149734781211598
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,9,-0.0038326062804960054
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,114,10,-0.006972920839485578
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,0,-0.016838588264130143
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,1,-0.015020186411277281
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,2,-0.011905293550045373
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,3,-0.009544191551604062
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,4,-0.00528270639876072
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,5,-0.0009182211879389016
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,6,0.002229037399429254
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,7,0.004049323991575957
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,8,0.0047773594178517325
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,9,0.004502106233993809
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,115,10,0.003108197246657606
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,0,-0.020511166122864327
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,1,-0.01852193482852376
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,2,-0.014516514514079927
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,3,-0.01060243178230552
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,4,-0.005352368321444123
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,5,0.00018127741181208132
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,6,0.005099988467629393
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,7,0.008581072538422357
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,8,0.011424932827376055
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,9,0.013450362310573602
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,116,10,0.013512533965015571
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,117,0,-0.021164714031808356
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,117,1,-0.019281580004873226
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,117,2,-0.015338849427852812
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,117,3,-0.010431096907355579
W113,W113_V_vs_Je_delta_peak,high_minus_low,H,117,4,-0.0037948816018905304
