window_id,object,window_start_day,window_end_day,n_raw_features,n_kept_features,block_variance_before_equal_weight,block_variance_after_equal_weight,block_scale,alignment_warning
W113,P,88,154,871,871,1.0,0.0011481056257175658,0.03388370737858486,none
W113,V,88,154,737,737,1.0,0.0013568521031207602,0.03683547343418787,none
W113,H,88,154,737,737,1.0,0.00135685210312076,0.03683547343418787,none
W113,Je,88,154,737,737,1.0,0.00135685210312076,0.03683547343418787,none
W113,Jw,88,154,737,737,1.0,0.0013568521031207602,0.03683547343418787,none
