window_id,bootstrap_id,object,selected_peak_day,peak_score,selected_candidate_id
W113,15,V,115.0,,
W113,15,H,115.0,,
W113,15,Je,115.0,,
W113,15,Jw,115.0,,
W113,16,P,113.0,,
W113,16,V,114.0,,
W113,16,H,115.0,,
W113,16,Je,112.0,,
W113,16,Jw,109.0,,
W113,17,P,108.0,,
W113,17,V,114.0,,
W113,17,H,114.0,,
W113,17,Je,110.0,,
W113,17,Jw,106.0,,
W113,18,P,112.0,,
W113,18,V,113.0,,
W113,18,H,113.0,,
W113,18,Je,112.0,,
W113,18,Jw,111.0,,
W113,19,P,110.0,,
W113,19,V,115.0,,
W113,19,H,114.0,,
W113,19,Je,107.0,,
W113,19,Jw,102.0,,
W113,20,P,112.0,,
W113,20,V,115.0,,
W113,20,H,115.0,,
W113,20,Je,112.0,,
W113,20,Jw,108.0,,
W113,21,P,111.0,,
W113,21,V,111.0,,
W113,21,H,111.0,,
W113,21,Je,109.0,,
W113,21,Jw,107.0,,
W113,22,P,113.0,,
W113,22,V,117.0,,
W113,22,H,116.0,,
W113,22,Je,109.0,,
W113,22,Jw,107.0,,
W113,23,P,114.0,,
W113,23,V,111.0,,
W113,23,H,115.0,,
W113,23,Je,114.0,,
W113,23,Jw,109.0,,
W113,24,P,111.0,,
W113,24,V,115.0,,
W113,24,H,116.0,,
W113,24,Je,108.0,,
W113,24,Jw,108.0,,
W113,25,P,115.0,,
W113,25,V,118.0,,
W113,25,H,114.0,,
W113,25,Je,108.0,,
W113,25,Jw,120.0,,
W113,26,P,113.0,,
W113,26,V,115.0,,
W113,26,H,114.0,,
W113,26,Je,112.0,,
W113,26,Jw,105.0,,
W113,27,P,112.0,,
W113,27,V,117.0,,
W113,27,H,116.0,,
W113,27,Je,114.0,,
W113,27,Jw,104.0,,
W113,28,P,109.0,,
W113,28,V,118.0,,
W113,28,H,114.0,,
W113,28,Je,112.0,,
W113,28,Jw,104.0,,
W113,29,P,116.0,,
W113,29,V,111.0,,
W113,29,H,114.0,,
W113,29,Je,115.0,,
W113,29,Jw,109.0,,
W113,30,P,115.0,,
W113,30,V,111.0,,
W113,30,H,115.0,,
W113,30,Je,115.0,,
W113,30,Jw,105.0,,
W113,31,P,110.0,,
W113,31,V,113.0,,
W113,31,H,112.0,,
W113,31,Je,112.0,,
W113,31,Jw,103.0,,
W113,32,P,113.0,,
W113,32,V,115.0,,
W113,32,H,115.0,,
W113,32,Je,109.0,,
W113,32,Jw,110.0,,
W113,33,P,112.0,,
W113,33,V,115.0,,
W113,33,H,114.0,,
W113,33,Je,108.0,,
W113,33,Jw,110.0,,
W113,34,P,114.0,,
W113,34,V,112.0,,
W113,34,H,115.0,,
W113,34,Je,109.0,,
W113,34,Jw,102.0,,
W113,35,P,116.0,,
W113,35,V,112.0,,
W113,35,H,113.0,,
W113,35,Je,112.0,,
W113,35,Jw,108.0,,
W113,36,P,112.0,,
W113,36,V,120.0,,
W113,36,H,116.0,,
W113,36,Je,108.0,,
W113,36,Jw,111.0,,
W113,37,P,109.0,,
W113,37,V,114.0,,
W113,37,H,110.0,,
W113,37,Je,107.0,,
W113,37,Jw,109.0,,
W113,38,P,111.0,,
W113,38,V,123.0,,
W113,38,H,117.0,,
W113,38,Je,109.0,,
W113,38,Jw,111.0,,
W113,39,P,110.0,,
W113,39,V,109.0,,
W113,39,H,110.0,,
W113,39,Je,105.0,,
W113,39,Jw,100.0,,
W113,40,P,113.0,,
W113,40,V,113.0,,
W113,40,H,116.0,,
W113,40,Je,113.0,,
W113,40,Jw,106.0,,
W113,41,P,110.0,,
W113,41,V,116.0,,
W113,41,H,115.0,,
W113,41,Je,113.0,,
W113,41,Jw,109.0,,
W113,42,P,114.0,,
W113,42,V,113.0,,
W113,42,H,113.0,,
W113,42,Je,113.0,,
W113,42,Jw,112.0,,
W113,43,P,116.0,,
W113,43,V,112.0,,
W113,43,H,117.0,,
W113,43,Je,108.0,,
W113,43,Jw,105.0,,
W113,44,P,112.0,,
W113,44,V,113.0,,
W113,44,H,116.0,,
W113,44,Je,112.0,,
W113,44,Jw,107.0,,
W113,45,P,101.0,,
W113,45,V,118.0,,
W113,45,H,115.0,,
W113,45,Je,112.0,,
W113,45,Jw,101.0,,
W113,46,P,111.0,,
W113,46,V,115.0,,
W113,46,H,116.0,,
W113,46,Je,109.0,,
W113,46,Jw,107.0,,
W113,47,P,114.0,,
W113,47,V,112.0,,
W113,47,H,115.0,,
W113,47,Je,113.0,,
W113,47,Jw,115.0,,
W113,48,P,112.0,,
W113,48,V,114.0,,
W113,48,H,115.0,,
W113,48,Je,109.0,,
W113,48,Jw,109.0,,
W113,49,P,113.0,,
W113,49,V,115.0,,
W113,49,H,116.0,,
W113,49,Je,110.0,,
W113,49,Jw,112.0,,
W113,50,P,112.0,,
W113,50,V,114.0,,
W113,50,H,114.0,,
W113,50,Je,112.0,,
W113,50,Jw,108.0,,
W113,51,P,111.0,,
W113,51,V,108.0,,
W113,51,H,108.0,,
W113,51,Je,105.0,,
W113,51,Jw,108.0,,
W113,52,P,113.0,,
W113,52,V,111.0,,
W113,52,H,112.0,,
W113,52,Je,113.0,,
W113,52,Jw,111.0,,
W113,53,P,103.0,,
W113,53,V,119.0,,
W113,53,H,117.0,,
W113,53,Je,109.0,,
W113,53,Jw,101.0,,
W113,54,P,114.0,,
W113,54,V,112.0,,
W113,54,H,117.0,,
W113,54,Je,114.0,,
W113,54,Jw,112.0,,
W113,55,P,114.0,,
W113,55,V,116.0,,
W113,55,H,118.0,,
W113,55,Je,113.0,,
W113,55,Jw,110.0,,
W113,56,P,117.0,,
W113,56,V,109.0,,
W113,56,H,116.0,,
W113,56,Je,106.0,,
W113,56,Jw,111.0,,
W113,57,P,110.0,,
W113,57,V,122.0,,
W113,57,H,115.0,,
W113,57,Je,108.0,,
W113,57,Jw,111.0,,
W113,58,P,114.0,,
W113,58,V,114.0,,
W113,58,H,115.0,,
W113,58,Je,114.0,,
W113,58,Jw,107.0,,
W113,59,P,115.0,,
W113,59,V,116.0,,
W113,59,H,113.0,,
W113,59,Je,114.0,,
W113,59,Jw,111.0,,
W113,60,P,113.0,,
W113,60,V,115.0,,
W113,60,H,115.0,,
W113,60,Je,113.0,,
W113,60,Jw,106.0,,
W113,61,P,113.0,,
W113,61,V,114.0,,
W113,61,H,116.0,,
W113,61,Je,114.0,,
W113,61,Jw,110.0,,
W113,62,P,114.0,,
W113,62,V,112.0,,
W113,62,H,116.0,,
W113,62,Je,112.0,,
W113,62,Jw,110.0,,
W113,63,P,103.0,,
W113,63,V,119.0,,
W113,63,H,110.0,,
W113,63,Je,107.0,,
W113,63,Jw,109.0,,
W113,64,P,114.0,,
W113,64,V,114.0,,
W113,64,H,115.0,,
W113,64,Je,114.0,,
W113,64,Jw,107.0,,
W113,65,P,114.0,,
W113,65,V,112.0,,
W113,65,H,114.0,,
W113,65,Je,112.0,,
W113,65,Jw,109.0,,
W113,66,P,113.0,,
W113,66,V,113.0,,
W113,66,H,114.0,,
W113,66,Je,112.0,,
W113,66,Jw,110.0,,
W113,67,P,111.0,,
W113,67,V,116.0,,
W113,67,H,114.0,,
W113,67,Je,107.0,,
W113,67,Jw,110.0,,
W113,68,P,114.0,,
W113,68,V,114.0,,
W113,68,H,115.0,,
W113,68,Je,114.0,,
W113,68,Jw,112.0,,
W113,69,P,115.0,,
W113,69,V,113.0,,
W113,69,H,114.0,,
W113,69,Je,110.0,,
W113,69,Jw,109.0,,
W113,70,P,115.0,,
W113,70,V,114.0,,
W113,70,H,112.0,,
W113,70,Je,114.0,,
W113,70,Jw,106.0,,
W113,71,P,110.0,,
W113,71,V,115.0,,
W113,71,H,114.0,,
W113,71,Je,112.0,,
W113,71,Jw,112.0,,
W113,72,P,108.0,,
W113,72,V,115.0,,
W113,72,H,111.0,,
W113,72,Je,107.0,,
W113,72,Jw,108.0,,
W113,73,P,117.0,,
W113,73,V,117.0,,
W113,73,H,116.0,,
W113,73,Je,109.0,,
W113,73,Jw,101.0,,
W113,74,P,110.0,,
W113,74,V,115.0,,
W113,74,H,115.0,,
W113,74,Je,107.0,,
W113,74,Jw,108.0,,
W113,75,P,112.0,,
W113,75,V,112.0,,
W113,75,H,113.0,,
W113,75,Je,112.0,,
W113,75,Jw,101.0,,
W113,76,P,111.0,,
W113,76,V,116.0,,
W113,76,H,115.0,,
W113,76,Je,108.0,,
W113,76,Jw,109.0,,
W113,77,P,101.0,,
W113,77,V,114.0,,
W113,77,H,116.0,,
W113,77,Je,108.0,,
W113,77,Jw,106.0,,
W113,78,P,115.0,,
W113,78,V,114.0,,
W113,78,H,114.0,,
W113,78,Je,114.0,,
W113,78,Jw,111.0,,
W113,79,P,102.0,,
W113,79,V,119.0,,
W113,79,H,116.0,,
W113,79,Je,108.0,,
W113,79,Jw,103.0,,
W113,80,P,115.0,,
W113,80,V,117.0,,
W113,80,H,115.0,,
W113,80,Je,112.0,,
W113,80,Jw,103.0,,
W113,81,P,114.0,,
W113,81,V,114.0,,
W113,81,H,114.0,,
W113,81,Je,110.0,,
W113,81,Jw,107.0,,
W113,82,P,114.0,,
W113,82,V,113.0,,
W113,82,H,115.0,,
W113,82,Je,112.0,,
W113,82,Jw,105.0,,
W113,83,P,109.0,,
W113,83,V,115.0,,
W113,83,H,114.0,,
W113,83,Je,107.0,,
W113,83,Jw,104.0,,
W113,84,P,111.0,,
W113,84,V,111.0,,
W113,84,H,114.0,,
W113,84,Je,112.0,,
W113,84,Jw,105.0,,
W113,85,P,110.0,,
W113,85,V,111.0,,
W113,85,H,111.0,,
W113,85,Je,107.0,,
W113,85,Jw,101.0,,
W113,86,P,113.0,,
W113,86,V,115.0,,
W113,86,H,114.0,,
W113,86,Je,114.0,,
W113,86,Jw,109.0,,
W113,87,P,112.0,,
W113,87,V,114.0,,
W113,87,H,114.0,,
W113,87,Je,108.0,,
W113,87,Jw,105.0,,
W113,88,P,112.0,,
W113,88,V,112.0,,
W113,88,H,111.0,,
W113,88,Je,107.0,,
W113,88,Jw,107.0,,
W113,89,P,118.0,,
W113,89,V,113.0,,
W113,89,H,115.0,,
W113,89,Je,112.0,,
W113,89,Jw,113.0,,
W113,90,P,113.0,,
W113,90,V,113.0,,
W113,90,H,114.0,,
W113,90,Je,111.0,,
W113,90,Jw,105.0,,
W113,91,P,108.0,,
W113,91,V,115.0,,
W113,91,H,112.0,,
W113,91,Je,108.0,,
W113,91,Jw,103.0,,
W113,92,P,112.0,,
W113,92,V,117.0,,
W113,92,H,116.0,,
W113,92,Je,108.0,,
W113,92,Jw,108.0,,
W113,93,P,110.0,,
W113,93,V,121.0,,
W113,93,H,117.0,,
W113,93,Je,108.0,,
W113,93,Jw,103.0,,
W113,94,P,111.0,,
W113,94,V,112.0,,
W113,94,H,114.0,,
W113,94,Je,107.0,,
W113,94,Jw,104.0,,
W113,95,P,111.0,,
W113,95,V,115.0,,
W113,95,H,114.0,,
W113,95,Je,113.0,,
W113,95,Jw,109.0,,
W113,96,P,114.0,,
W113,96,V,115.0,,
W113,96,H,117.0,,
W113,96,Je,115.0,,
W113,96,Jw,104.0,,
W113,97,P,111.0,,
W113,97,V,112.0,,
W113,97,H,115.0,,
W113,97,Je,110.0,,
W113,97,Jw,111.0,,
W113,98,P,114.0,,
W113,98,V,113.0,,
W113,98,H,116.0,,
W113,98,Je,114.0,,
W113,98,Jw,105.0,,
W113,99,P,112.0,,
W113,99,V,114.0,,
W113,99,H,111.0,,
W113,99,Je,107.0,,
W113,99,Jw,108.0,,
W113,100,P,121.0,,
W113,100,V,114.0,,
W113,100,H,117.0,,
W113,100,Je,114.0,,
W113,100,Jw,106.0,,
W113,101,P,116.0,,
W113,101,V,121.0,,
W113,101,H,116.0,,
W113,101,Je,112.0,,
W113,101,Jw,105.0,,
W113,102,P,113.0,,
W113,102,V,118.0,,
W113,102,H,116.0,,
W113,102,Je,112.0,,
W113,102,Jw,109.0,,
W113,103,P,120.0,,
W113,103,V,115.0,,
W113,103,H,114.0,,
W113,103,Je,114.0,,
W113,103,Jw,103.0,,
W113,104,P,113.0,,
W113,104,V,112.0,,
W113,104,H,116.0,,
W113,104,Je,109.0,,
W113,104,Jw,109.0,,
W113,105,P,100.0,,
W113,105,V,116.0,,
W113,105,H,115.0,,
W113,105,Je,107.0,,
W113,105,Jw,104.0,,
W113,106,P,114.0,,
W113,106,V,115.0,,
W113,106,H,115.0,,
W113,106,Je,111.0,,
W113,106,Jw,108.0,,
W113,107,P,112.0,,
W113,107,V,116.0,,
W113,107,H,115.0,,
W113,107,Je,113.0,,
W113,107,Jw,106.0,,
W113,108,P,113.0,,
W113,108,V,123.0,,
W113,108,H,122.0,,
W113,108,Je,113.0,,
W113,108,Jw,109.0,,
W113,109,P,125.0,,
W113,109,V,116.0,,
W113,109,H,117.0,,
W113,109,Je,107.0,,
W113,109,Jw,108.0,,
W113,110,P,109.0,,
W113,110,V,115.0,,
W113,110,H,110.0,,
W113,110,Je,109.0,,
W113,110,Jw,108.0,,
W113,111,P,112.0,,
W113,111,V,116.0,,
W113,111,H,114.0,,
W113,111,Je,113.0,,
W113,111,Jw,107.0,,
W113,112,P,116.0,,
W113,112,V,114.0,,
W113,112,H,116.0,,
W113,112,Je,110.0,,
W113,112,Jw,103.0,,
W113,113,P,113.0,,
W113,113,V,108.0,,
W113,113,H,111.0,,
W113,113,Je,108.0,,
W113,113,Jw,114.0,,
W113,114,P,114.0,,
W113,114,V,117.0,,
W113,114,H,115.0,,
W113,114,Je,114.0,,
W113,114,Jw,112.0,,
W113,115,P,110.0,,
W113,115,V,113.0,,
W113,115,H,115.0,,
W113,115,Je,108.0,,
W113,115,Jw,103.0,,
W113,116,P,114.0,,
W113,116,V,114.0,,
W113,116,H,115.0,,
W113,116,Je,109.0,,
W113,116,Jw,108.0,,
W113,117,P,111.0,,
W113,117,V,112.0,,
W113,117,H,112.0,,
W113,117,Je,112.0,,
W113,117,Jw,100.0,,
W113,118,P,112.0,,
W113,118,V,112.0,,
W113,118,H,115.0,,
W113,118,Je,112.0,,
W113,118,Jw,110.0,,
W113,119,P,114.0,,
W113,119,V,110.0,,
W113,119,H,114.0,,
W113,119,Je,108.0,,
W113,119,Jw,113.0,,
W113,120,P,117.0,,
W113,120,V,109.0,,
W113,120,H,110.0,,
W113,120,Je,113.0,,
W113,120,Jw,109.0,,
W113,121,P,110.0,,
W113,121,V,115.0,,
W113,121,H,116.0,,
W113,121,Je,112.0,,
W113,121,Jw,109.0,,
W113,122,P,101.0,,
W113,122,V,118.0,,
W113,122,H,116.0,,
W113,122,Je,112.0,,
W113,122,Jw,106.0,,
W113,123,P,111.0,,
W113,123,V,112.0,,
W113,123,H,113.0,,
W113,123,Je,111.0,,
W113,123,Jw,109.0,,
W113,124,P,114.0,,
W113,124,V,113.0,,
W113,124,H,116.0,,
W113,124,Je,112.0,,
W113,124,Jw,103.0,,
W113,125,P,113.0,,
W113,125,V,113.0,,
W113,125,H,114.0,,
W113,125,Je,112.0,,
W113,125,Jw,110.0,,
W113,126,P,113.0,,
W113,126,V,112.0,,
W113,126,H,115.0,,
W113,126,Je,107.0,,
W113,126,Jw,113.0,,
W113,127,P,107.0,,
W113,127,V,108.0,,
W113,127,H,108.0,,
W113,127,Je,119.0,,
W113,127,Jw,109.0,,
W113,128,P,112.0,,
W113,128,V,119.0,,
W113,128,H,116.0,,
W113,128,Je,115.0,,
W113,128,Jw,103.0,,
W113,129,P,112.0,,
W113,129,V,117.0,,
W113,129,H,116.0,,
W113,129,Je,113.0,,
W113,129,Jw,112.0,,
W113,130,P,111.0,,
W113,130,V,113.0,,
W113,130,H,113.0,,
W113,130,Je,107.0,,
W113,130,Jw,108.0,,
W113,131,P,109.0,,
W113,131,V,122.0,,
W113,131,H,117.0,,
W113,131,Je,112.0,,
W113,131,Jw,110.0,,
W113,132,P,113.0,,
W113,132,V,112.0,,
W113,132,H,115.0,,
W113,132,Je,109.0,,
W113,132,Jw,109.0,,
W113,133,P,107.0,,
W113,133,V,111.0,,
W113,133,H,110.0,,
W113,133,Je,104.0,,
W113,133,Jw,106.0,,
W113,134,P,112.0,,
W113,134,V,112.0,,
W113,134,H,112.0,,
W113,134,Je,109.0,,
W113,134,Jw,108.0,,
W113,135,P,111.0,,
W113,135,V,116.0,,
W113,135,H,113.0,,
W113,135,Je,109.0,,
W113,135,Jw,110.0,,
W113,136,P,112.0,,
W113,136,V,113.0,,
W113,136,H,115.0,,
W113,136,Je,113.0,,
W113,136,Jw,114.0,,
W113,137,P,116.0,,
W113,137,V,112.0,,
W113,137,H,115.0,,
W113,137,Je,112.0,,
W113,137,Jw,108.0,,
W113,138,P,112.0,,
W113,138,V,113.0,,
W113,138,H,115.0,,
W113,138,Je,113.0,,
W113,138,Jw,107.0,,
W113,139,P,112.0,,
W113,139,V,114.0,,
W113,139,H,116.0,,
W113,139,Je,110.0,,
W113,139,Jw,104.0,,
W113,140,P,115.0,,
W113,140,V,122.0,,
W113,140,H,116.0,,
W113,140,Je,114.0,,
W113,140,Jw,104.0,,
W113,141,P,99.0,,
W113,141,V,114.0,,
W113,141,H,116.0,,
W113,141,Je,110.0,,
W113,141,Jw,108.0,,
W113,142,P,115.0,,
W113,142,V,112.0,,
W113,142,H,115.0,,
W113,142,Je,114.0,,
W113,142,Jw,106.0,,
W113,143,P,111.0,,
W113,143,V,116.0,,
W113,143,H,117.0,,
W113,143,Je,107.0,,
W113,143,Jw,111.0,,
W113,144,P,112.0,,
W113,144,V,123.0,,
W113,144,H,115.0,,
W113,144,Je,113.0,,
W113,144,Jw,103.0,,
W113,145,P,115.0,,
W113,145,V,112.0,,
W113,145,H,113.0,,
W113,145,Je,113.0,,
W113,145,Jw,112.0,,
W113,146,P,111.0,,
W113,146,V,113.0,,
W113,146,H,115.0,,
W113,146,Je,108.0,,
W113,146,Jw,109.0,,
W113,147,P,115.0,,
W113,147,V,113.0,,
W113,147,H,113.0,,
W113,147,Je,113.0,,
W113,147,Jw,112.0,,
W113,148,P,120.0,,
W113,148,V,113.0,,
W113,148,H,111.0,,
W113,148,Je,106.0,,
W113,148,Jw,102.0,,
W113,149,P,113.0,,
W113,149,V,113.0,,
W113,149,H,117.0,,
W113,149,Je,104.0,,
W113,149,Jw,105.0,,
W113,150,P,116.0,,
W113,150,V,114.0,,
W113,150,H,115.0,,
W113,150,Je,108.0,,
W113,150,Jw,103.0,,
W113,151,P,112.0,,
W113,151,V,114.0,,
W113,151,H,113.0,,
W113,151,Je,113.0,,
W113,151,Jw,110.0,,
W113,152,P,112.0,,
W113,152,V,113.0,,
W113,152,H,114.0,,
W113,152,Je,109.0,,
W113,152,Jw,102.0,,
W113,153,P,116.0,,
W113,153,V,111.0,,
W113,153,H,115.0,,
W113,153,Je,115.0,,
W113,153,Jw,103.0,,
W113,154,P,113.0,,
W113,154,V,123.0,,
W113,154,H,116.0,,
W113,154,Je,109.0,,
W113,154,Jw,108.0,,
W113,155,P,115.0,,
W113,155,V,111.0,,
W113,155,H,116.0,,
W113,155,Je,115.0,,
W113,155,Jw,104.0,,
W113,156,P,112.0,,
W113,156,V,112.0,,
W113,156,H,112.0,,
W113,156,Je,109.0,,
W113,156,Jw,102.0,,
W113,157,P,114.0,,
W113,157,V,112.0,,
W113,157,H,117.0,,
W113,157,Je,115.0,,
W113,157,Jw,103.0,,
W113,158,P,113.0,,
W113,158,V,110.0,,
W113,158,H,114.0,,
W113,158,Je,112.0,,
W113,158,Jw,104.0,,
W113,159,P,116.0,,
W113,159,V,112.0,,
W113,159,H,116.0,,
W113,159,Je,114.0,,
W113,159,Jw,113.0,,
W113,160,P,115.0,,
W113,160,V,115.0,,
W113,160,H,115.0,,
W113,160,Je,112.0,,
W113,160,Jw,105.0,,
W113,161,P,115.0,,
W113,161,V,111.0,,
W113,161,H,117.0,,
W113,161,Je,113.0,,
W113,161,Jw,112.0,,
W113,162,P,107.0,,
W113,162,V,113.0,,
W113,162,H,115.0,,
W113,162,Je,112.0,,
W113,162,Jw,110.0,,
W113,163,P,108.0,,
W113,163,V,109.0,,
W113,163,H,115.0,,
W113,163,Je,112.0,,
W113,163,Jw,109.0,,
W113,164,P,112.0,,
W113,164,V,113.0,,
W113,164,H,111.0,,
W113,164,Je,107.0,,
W113,164,Jw,107.0,,
W113,165,P,112.0,,
W113,165,V,114.0,,
W113,165,H,115.0,,
W113,165,Je,110.0,,
W113,165,Jw,102.0,,
W113,166,P,108.0,,
W113,166,V,117.0,,
W113,166,H,114.0,,
W113,166,Je,108.0,,
W113,166,Jw,103.0,,
W113,167,P,112.0,,
W113,167,V,112.0,,
W113,167,H,114.0,,
W113,167,Je,111.0,,
W113,167,Jw,112.0,,
W113,168,P,116.0,,
W113,168,V,112.0,,
W113,168,H,116.0,,
W113,168,Je,112.0,,
W113,168,Jw,104.0,,
W113,169,P,111.0,,
W113,169,V,115.0,,
W113,169,H,116.0,,
W113,169,Je,110.0,,
W113,169,Jw,110.0,,
W113,170,P,110.0,,
W113,170,V,113.0,,
W113,170,H,113.0,,
W113,170,Je,108.0,,
W113,170,Jw,106.0,,
W113,171,P,114.0,,
W113,171,V,110.0,,
W113,171,H,122.0,,
W113,171,Je,113.0,,
W113,171,Jw,111.0,,
W113,172,P,110.0,,
W113,172,V,112.0,,
W113,172,H,115.0,,
W113,172,Je,108.0,,
W113,172,Jw,109.0,,
W113,173,P,116.0,,
W113,173,V,114.0,,
W113,173,H,115.0,,
W113,173,Je,112.0,,
W113,173,Jw,107.0,,
W113,174,P,114.0,,
W113,174,V,110.0,,
W113,174,H,115.0,,
W113,174,Je,108.0,,
W113,174,Jw,108.0,,
W113,175,P,109.0,,
W113,175,V,115.0,,
W113,175,H,116.0,,
W113,175,Je,107.0,,
W113,175,Jw,103.0,,
W113,176,P,113.0,,
W113,176,V,113.0,,
W113,176,H,115.0,,
W113,176,Je,113.0,,
W113,176,Jw,115.0,,
W113,177,P,115.0,,
W113,177,V,118.0,,
W113,177,H,115.0,,
W113,177,Je,108.0,,
W113,177,Jw,109.0,,
W113,178,P,115.0,,
W113,178,V,112.0,,
W113,178,H,115.0,,
W113,178,Je,115.0,,
W113,178,Jw,102.0,,
W113,179,P,115.0,,
W113,179,V,112.0,,
W113,179,H,114.0,,
W113,179,Je,113.0,,
W113,179,Jw,102.0,,
W113,180,P,114.0,,
W113,180,V,116.0,,
W113,180,H,115.0,,
W113,180,Je,114.0,,
W113,180,Jw,110.0,,
W113,181,P,114.0,,
W113,181,V,113.0,,
W113,181,H,115.0,,
W113,181,Je,108.0,,
W113,181,Jw,108.0,,
W113,182,P,117.0,,
W113,182,V,114.0,,
W113,182,H,117.0,,
W113,182,Je,114.0,,
W113,182,Jw,109.0,,
W113,183,P,111.0,,
W113,183,V,114.0,,
W113,183,H,115.0,,
W113,183,Je,114.0,,
W113,183,Jw,103.0,,
W113,184,P,112.0,,
W113,184,V,114.0,,
W113,184,H,114.0,,
W113,184,Je,107.0,,
W113,184,Jw,108.0,,
W113,185,P,112.0,,
W113,185,V,115.0,,
W113,185,H,115.0,,
W113,185,Je,109.0,,
W113,185,Jw,107.0,,
W113,186,P,113.0,,
W113,186,V,113.0,,
W113,186,H,114.0,,
W113,186,Je,113.0,,
W113,186,Jw,109.0,,
W113,187,P,108.0,,
W113,187,V,113.0,,
W113,187,H,110.0,,
W113,187,Je,109.0,,
W113,187,Jw,108.0,,
W113,188,P,112.0,,
W113,188,V,113.0,,
W113,188,H,111.0,,
W113,188,Je,108.0,,
W113,188,Jw,111.0,,
W113,189,P,113.0,,
W113,189,V,110.0,,
W113,189,H,114.0,,
W113,189,Je,108.0,,
W113,189,Jw,112.0,,
W113,190,P,109.0,,
W113,190,V,114.0,,
W113,190,H,114.0,,
W113,190,Je,111.0,,
W113,190,Jw,113.0,,
W113,191,P,113.0,,
W113,191,V,115.0,,
W113,191,H,113.0,,
W113,191,Je,110.0,,
W113,191,Jw,108.0,,
W113,192,P,109.0,,
W113,192,V,117.0,,
W113,192,H,117.0,,
W113,192,Je,107.0,,
W113,192,Jw,110.0,,
W113,193,P,114.0,,
W113,193,V,110.0,,
W113,193,H,115.0,,
W113,193,Je,115.0,,
W113,193,Jw,110.0,,
W113,194,P,115.0,,
W113,194,V,113.0,,
W113,194,H,115.0,,
W113,194,Je,113.0,,
W113,194,Jw,106.0,,
W113,195,P,114.0,,
W113,195,V,115.0,,
W113,195,H,114.0,,
W113,195,Je,107.0,,
W113,195,Jw,108.0,,
W113,196,P,110.0,,
W113,196,V,113.0,,
W113,196,H,114.0,,
W113,196,Je,104.0,,
W113,196,Jw,108.0,,
W113,197,P,114.0,,
W113,197,V,114.0,,
W113,197,H,112.0,,
W113,197,Je,107.0,,
W113,197,Jw,109.0,,
W113,198,P,112.0,,
W113,198,V,110.0,,
W113,198,H,113.0,,
W113,198,Je,108.0,,
W113,198,Jw,106.0,,
W113,199,P,114.0,,
W113,199,V,111.0,,
W113,199,H,111.0,,
W113,199,Je,116.0,,
W113,199,Jw,109.0,,
W113,200,P,114.0,,
W113,200,V,114.0,,
W113,200,H,115.0,,
W113,200,Je,112.0,,
W113,200,Jw,104.0,,
W113,201,P,110.0,,
W113,201,V,113.0,,
W113,201,H,113.0,,
W113,201,Je,108.0,,
W113,201,Jw,102.0,,
W113,202,P,111.0,,
W113,202,V,117.0,,
W113,202,H,111.0,,
W113,202,Je,107.0,,
W113,202,Jw,110.0,,
W113,203,P,110.0,,
W113,203,V,116.0,,
W113,203,H,114.0,,
W113,203,Je,109.0,,
W113,203,Jw,101.0,,
W113,204,P,112.0,,
W113,204,V,115.0,,
W113,204,H,115.0,,
W113,204,Je,113.0,,
