window_id,target_name,score_group,n_bootstrap,n_valid_delta,object_A,object_B,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,delta_median,delta_q025,delta_q975,order_level
W113,W113_V_vs_Je_delta_peak,high,334,333,V,Je,0.32732732732732733,0.46546546546546547,0.2072072072072072,Je_earlier,0.46546546546546547,0.0,-6.699999999999999,4.0,weak_or_none
W113,W113_V_vs_Je_delta_peak,mid,333,333,V,Je,0.06006006006006006,0.8798798798798799,0.06006006006006006,Je_earlier,0.8798798798798799,-4.0,-10.0,3.0,weak_or_none
W113,W113_V_vs_Je_delta_peak,low,333,333,V,Je,0.012012012012012012,0.987987987987988,0.0,Je_earlier,0.987987987987988,-7.0,-13.7,-2.0,credible_95
W113,W113_H_vs_Je_delta_peak,high,334,334,H,Je,0.09281437125748503,0.7784431137724551,0.12874251497005987,Je_earlier,0.7784431137724551,-2.0,-5.0,2.0,weak_or_none
W113,W113_H_vs_Je_delta_peak,mid,333,332,H,Je,0.009036144578313253,0.9759036144578314,0.015060240963855422,Je_earlier,0.9759036144578314,-4.0,-8.0,-1.0,credible_95
W113,W113_H_vs_Je_delta_peak,low,333,333,H,Je,0.009009009009009009,0.990990990990991,0.0,Je_earlier,0.990990990990991,-6.0,-10.0,-1.0,strict_99
W113,W113_P_vs_V_delta_peak,high,334,334,P,V,0.9161676646706587,0.06287425149700598,0.020958083832335328,P_earlier,0.9161676646706587,5.0,-8.0,16.0,usable_90
W113,W113_P_vs_V_delta_peak,mid,333,333,P,V,0.6726726726726727,0.2012012012012012,0.12612612612612611,P_earlier,0.6726726726726727,2.0,-4.0,10.0,weak_or_none
W113,W113_P_vs_V_delta_peak,low,333,333,P,V,0.2042042042042042,0.6906906906906907,0.10510510510510511,V_earlier,0.6906906906906907,-2.0,-8.0,4.0,weak_or_none
W113,W113_Jw_vs_H_delta_peak,high,334,334,Jw,H,0.9640718562874252,0.023952095808383235,0.011976047904191617,Jw_earlier,0.9640718562874252,10.0,0.0,14.675000000000011,credible_95
W113,W113_Jw_vs_H_delta_peak,mid,333,333,Jw,H,0.978978978978979,0.012012012012012012,0.009009009009009009,Jw_earlier,0.978978978978979,7.0,1.0,14.0,credible_95
W113,W113_Jw_vs_H_delta_peak,low,333,333,Jw,H,0.93993993993994,0.042042042042042045,0.018018018018018018,Jw_earlier,0.93993993993994,5.0,-1.0,13.0,usable_90
W113,W113_Jw_vs_V_delta_peak,high,334,334,Jw,V,0.9670658682634731,0.023952095808383235,0.008982035928143712,Jw_earlier,0.9670658682634731,9.0,0.0,18.0,credible_95
W113,W113_Jw_vs_V_delta_peak,mid,333,333,Jw,V,0.96996996996997,0.018018018018018018,0.012012012012012012,Jw_earlier,0.96996996996997,7.0,0.0,14.699999999999989,credible_95
W113,W113_Jw_vs_V_delta_peak,low,333,333,Jw,V,0.8288288288288288,0.11411411411411411,0.057057057057057055,Jw_earlier,0.8288288288288288,4.0,-3.0,12.0,weak_or_none
