mode,source_object,source_package_type,source_col,target_object,target_type,target_col,is_self_target,is_leaveout_for_source,n_years_valid,base_predictors,extended_predictors,base_r2,extended_r2,delta_r2,base_cv_rmse,extended_cv_rmse,delta_cv_rmse_positive_means_improvement,source_coef,source_coef_loo_sign_stability,permutation_p_delta_r2,decision
anomaly,V,main_cluster_source,V_M_source_strength,M_minus_Jw,leave_one_object_out,M_minus_Jw_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_M_source_strength,0.04768848409746784,0.7200630061214601,0.6723745220239923,1.0554118587529613,0.5963289331052217,0.45908292564773956,0.8420606305709876,1.0,0.009900990099009901,clear_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,P,individual_main,P_P45_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.03334829714607801,0.21239486911896877,0.17904657197289076,1.0456663633823575,0.9671940111327354,0.07847235224962212,0.44553525652445625,1.0,0.009900990099009901,clear_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,V,individual_main,V_V45_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.06349250008199003,0.16522717720513413,0.1017346771231441,1.0233407079549088,0.998227013183257,0.025113694771651818,0.33584089381273663,1.0,0.019801980198019802,clear_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,Je,individual_main,Je_Je46_strength,True,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.09800972124040219,1.0,0.9019902787595978,1.0730541602919221,7.52811729189231e-16,1.0730541602919215,0.9999999999999992,1.0,0.009900990099009901,self_target_only
anomaly,Je,main_cluster_source,Je_M_source_strength,Jw,individual_main,Jw_Jw41_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.04519411523251615,0.05137228506431868,0.006178169831802527,1.044194511553787,1.060480252094708,-0.016285740540921134,-0.08276162184385394,1.0,0.5643564356435643,no_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,M,combined_available,M_combined_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.12636273312901591,0.5089304924204752,0.38256775929145925,1.0066844153168257,0.7778439354160058,0.2288404799008199,0.6512582759112784,1.0,0.009900990099009901,clear_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,joint_proxy,joint_proxy_available,joint45_strength_proxy,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.12636273312901591,0.5089304924204752,0.38256775929145925,1.0066844153168257,0.7778439354160058,0.2288404799008199,0.6512582759112784,1.0,0.009900990099009901,clear_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,M_minus_P,leave_one_object_out,M_minus_P_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.15414130243481783,0.5400449505882456,0.3859036481534278,0.9937006271411036,0.7532259687561984,0.24047465838490523,0.6540915123149541,1.0,0.009900990099009901,clear_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,M_minus_V,leave_one_object_out,M_minus_V_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.12881227598144185,0.5856460337754308,0.45683375779398894,1.011582855950139,0.7099870295129598,0.3015958264371792,0.7116691922373614,1.0,0.009900990099009901,clear_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,M_minus_Je,leave_one_object_out,M_minus_Je_strength,False,True,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.09788974771718673,0.20292821862043142,0.1050384709032447,1.0172569601005654,0.9909909835642462,0.026265976536319235,0.3412504768968237,1.0,0.019801980198019802,clear_incremental_support
anomaly,Je,main_cluster_source,Je_M_source_strength,M_minus_Jw,leave_one_object_out,M_minus_Jw_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_M_source_strength,0.0840739770929102,0.5550462090801689,0.4709722319872587,1.0307642818932288,0.7303608108928823,0.3004034710003465,0.722597945939597,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,P,individual_main,P_P45_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.22438504074671983,0.22457392458596392,0.0001888838392440917,0.9789396481256483,0.9930615063117202,-0.014121858186071923,-0.015548015997960574,0.8444444444444444,0.9306930693069307,no_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,V,individual_main,V_V45_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.20875445591298336,0.23510508057069868,0.026350624657715316,0.9902367479984309,1.0033339429601928,-0.013097194961761982,-0.18364243196282704,1.0,0.16831683168316833,no_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,Je,individual_main,Je_Je46_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.09236711288895105,0.14350532893287815,0.0511382160439271,1.0870276362804874,1.085320673787891,0.0017069624925962756,-0.25582934847892913,1.0,0.21782178217821782,weak_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,Jw,individual_main,Jw_Jw41_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.02384326588850727,0.024849835645894602,0.0010065697573873322,1.0819461601048113,1.1036665203335452,-0.021720360228733915,-0.035892153539515095,0.9111111111111111,0.8712871287128713,no_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,M,combined_available,M_combined_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.16829408327079698,0.19884188877533215,0.030547805504535175,1.0123665452757042,1.0210001792882428,-0.008633634012538582,-0.19772773269888974,1.0,0.21782178217821782,no_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,joint_proxy,joint_proxy_available,joint45_strength_proxy,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.16829408327079698,0.19884188877533215,0.030547805504535175,1.0123665452757042,1.0210001792882428,-0.008633634012538582,-0.19772773269888974,1.0,0.2079207920792079,no_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,M_minus_P,leave_one_object_out,M_minus_P_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.1129414698758402,0.16034400541959093,0.047402535543750735,1.0515568670710824,1.0546047035952943,-0.003047836524211922,-0.24630791293406423,1.0,0.1188118811881188,no_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,M_minus_V,leave_one_object_out,M_minus_V_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.10238309560806558,0.12458277656438,0.022199680956314416,1.0511604215276704,1.060749221481713,-0.009588799954042493,-0.16855861126941424,1.0,0.42574257425742573,no_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,M_minus_Je,leave_one_object_out,M_minus_Je_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.16199477944264518,0.17326107032641047,0.011266290883765295,1.0185215693059912,1.037400161845267,-0.018878592539275818,-0.12007927525975329,1.0,0.45544554455445546,no_incremental_support
local_background_removed,H,pre_package,H_pre_package_strength,M_minus_Jw,leave_one_object_out,M_minus_Jw_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;H_pre_package_strength,0.22804624646497407,0.2577414351259132,0.02969518866093912,0.9732037904475839,0.9801752576390258,-0.006971467191441927,-0.19494882521385104,1.0,0.31683168316831684,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,P,individual_main,P_P45_strength,True,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.050141584143971185,0.08505529990284211,0.03491371575887092,1.0566222888105867,1.0632722403140897,-0.006649951503503004,0.21491166815443152,1.0,0.2376237623762376,self_target_only
local_background_removed,P,pre_package,P_pre_package_strength,V,individual_main,V_V45_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.1353426471068504,0.1406902156421157,0.005347568535265301,1.0331132414780932,1.0509272606796183,-0.017814019201525033,0.08410854862719666,1.0,0.5445544554455446,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,Je,individual_main,Je_Je46_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.09221553755120682,0.09236328007328964,0.00014774252208282768,1.050804544156939,1.0874610366394988,-0.036656492482559866,-0.013980242782910608,0.7333333333333333,0.9306930693069307,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,Jw,individual_main,Jw_Jw41_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,5.5715131135669616e-05,0.007115411125826365,0.007059695994690696,1.0848214265872622,1.0980515310397745,-0.01323010445251227,-0.09663956338633548,1.0,0.5445544554455446,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,M,combined_available,M_combined_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.11985126028860738,0.12420405050085637,0.004352790212248991,1.032720950882778,1.0525182710739698,-0.019797320191191847,0.07588323329978439,1.0,0.7029702970297029,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,joint_proxy,joint_proxy_available,joint45_strength_proxy,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.11985126028860738,0.12420405050085637,0.004352790212248991,1.032720950882778,1.0525182710739698,-0.019797320191191847,0.07588323329978439,1.0,0.7029702970297029,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,M_minus_P,leave_one_object_out,M_minus_P_strength,False,True,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.10847199986297906,0.10861463975790875,0.00014263989492968587,1.0360362117748496,1.0610816979703046,-0.02504548619545499,-0.013736701604074343,0.7777777777777778,0.9207920792079208,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,M_minus_V,leave_one_object_out,M_minus_V_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.07954186260431428,0.08201609138671451,0.002474228782400223,1.0484747863055546,1.0684850735759992,-0.020010287270444627,0.057211309264935756,1.0,0.7326732673267327,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,M_minus_Je,leave_one_object_out,M_minus_Je_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.08755529015469066,0.09563338985256231,0.008078099697871655,1.049395406241445,1.0683392317292073,-0.0189438254877623,0.10337524781165403,1.0,0.6039603960396039,no_incremental_support
local_background_removed,P,pre_package,P_pre_package_strength,M_minus_Jw,leave_one_object_out,M_minus_Jw_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_pre_package_strength,0.13792582178871138,0.14919956873167128,0.011273746942959906,1.0265872850013147,1.042314226319231,-0.01572694131791641,0.12212261643301628,1.0,0.49504950495049505,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,P,individual_main,P_P45_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.22433119938273782,0.23534075361580753,0.011009554233069707,0.9475446595029292,0.9673325522991846,-0.01978789279625537,-0.13147032470146858,1.0,0.40594059405940597,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,V,individual_main,V_V45_strength,True,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.16941476792035004,0.17097081311392037,0.0015560451935703323,0.9661137035864077,0.9923182255707168,-0.026204521984309115,0.04942583001186665,0.9777777777777777,0.8316831683168316,self_target_only
local_background_removed,V,pre_package,V_pre_package_strength,Je,individual_main,Je_Je46_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.04763662507559019,0.059213282044932036,0.011576656969341848,1.073590510618735,1.099344631706744,-0.025754121088009008,0.13481383105321496,1.0,0.4158415841584158,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,Jw,individual_main,Jw_Jw41_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.019441320217131852,0.05403271763451789,0.03459139741738604,1.0501292059938725,1.0595082378429488,-0.009379031849076291,0.23303809499904915,1.0,0.19801980198019803,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,M,combined_available,M_combined_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.13263324872496118,0.1410741585859936,0.008440909861032408,0.991156049142164,1.0123723885172142,-0.021216339375050186,0.11511647943021863,1.0,0.5445544554455446,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,joint_proxy,joint_proxy_available,joint45_strength_proxy,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.13263324872496118,0.1410741585859936,0.008440909861032408,0.991156049142164,1.0123723885172142,-0.021216339375050186,0.11511647943021863,1.0,0.48514851485148514,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,M_minus_P,leave_one_object_out,M_minus_P_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.05206403819679961,0.08184021976576494,0.029776181568965332,1.0362349138664573,1.054687259662736,-0.018452345796278635,0.2162107931688712,1.0,0.27722772277227725,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,M_minus_V,leave_one_object_out,M_minus_V_strength,False,True,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.08036323456598216,0.09107360607932846,0.010710371513346306,1.0256164330659954,1.04511136088826,-0.019494927822264696,0.12967167947717848,1.0,0.5346534653465347,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,M_minus_Je,leave_one_object_out,M_minus_Je_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.14471454198038236,0.14850355838138163,0.0037890164009992677,0.9882209408484603,1.010830249719714,-0.022609308871253564,0.07712694167201459,0.9777777777777777,0.6732673267326733,no_incremental_support
local_background_removed,V,pre_package,V_pre_package_strength,M_minus_Jw,leave_one_object_out,M_minus_Jw_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_pre_package_strength,0.19830812394748332,0.19863370430082028,0.0003255803533369628,0.9541600158921526,0.9767774552741286,-0.022617439381976023,0.022608511128293096,0.9333333333333333,0.900990099009901,no_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,P,individual_main,P_P45_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.19964714083860613,0.289779077185087,0.09013193634648087,0.9757317749771879,0.9456848946326203,0.030046880344567595,-0.30673105614236584,1.0,0.04950495049504951,clear_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,V,individual_main,V_V45_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.18621802273325894,0.24496432144643854,0.0587462987131796,0.9774452357852373,0.9670109991417299,0.0104342366435074,-0.247633076934075,1.0,0.06930693069306931,clear_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,Je,individual_main,Je_Je46_strength,True,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.029149130295611725,0.05971450442027926,0.030565374124667533,1.0906609775165472,1.1313842023289242,-0.040723224812377,-0.17862130473086207,1.0,0.32673267326732675,self_target_only
local_background_removed,Je,pre_package,Je_pre_package_strength,Jw,individual_main,Jw_Jw41_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.023685285396963685,0.027755115464133562,0.004069830067169877,1.0488648729503895,1.0655971169123952,-0.016732243962005677,0.06517882654222709,0.9777777777777777,0.7326732673267327,no_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,M,combined_available,M_combined_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.11988375259046868,0.18919322527165294,0.06930947268118426,1.0172697465175942,1.0002092880240714,0.01706045849352278,-0.26897672206259865,1.0,0.0594059405940594,clear_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,joint_proxy,joint_proxy_available,joint45_strength_proxy,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.11988375259046868,0.18919322527165294,0.06930947268118426,1.0172697465175942,1.0002092880240714,0.01706045849352278,-0.26897672206259865,1.0,0.06930693069306931,clear_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,M_minus_P,leave_one_object_out,M_minus_P_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.07231881885273173,0.10585114240367843,0.03353232355094671,1.0423898416737603,1.0559316733198127,-0.013541831646052493,-0.1870898485060234,1.0,0.22772277227722773,no_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,M_minus_V,leave_one_object_out,M_minus_V_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.055158002102177583,0.1060539866203235,0.05089598451814592,1.0487766722121326,1.0425596411889444,0.006217031023188158,-0.23049428363803331,1.0,0.13861386138613863,weak_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,M_minus_Je,leave_one_object_out,M_minus_Je_strength,False,True,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.1393142129653807,0.19912853008086617,0.05981431711548546,1.0065521475378287,0.992029590446305,0.014522557091523725,-0.24987394516421912,1.0,0.06930693069306931,clear_incremental_support
local_background_removed,Je,pre_package,Je_pre_package_strength,M_minus_Jw,leave_one_object_out,M_minus_Jw_strength,False,False,45,P_E2_strength;V_E2_strength,P_E2_strength;V_E2_strength;Je_pre_package_strength,0.17072051472748773,0.26519935545610096,0.09447884072861323,0.9927833364395082,0.9619949464312495,0.030788390008258726,-0.31404051234136887,1.0,0.0297029702970297,clear_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,P,individual_main,P_P45_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.22438504074671983,0.23386935852409751,0.009484317777377682,0.9789396481256483,1.0120900616527244,-0.03315041352707615,-0.09856966285100142,1.0,0.4752475247524752,no_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,V,individual_main,V_V45_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.20875445591298336,0.2127147060077733,0.003960250094789952,0.9902367479984309,1.003997459634308,-0.01376071163587711,-0.06369444081175019,1.0,0.6732673267326733,no_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,Je,individual_main,Je_Je46_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.09236711288895105,0.10994028871435524,0.017573175825404186,1.0870276362804874,1.0922503749582944,-0.005222738677806982,0.13417306780542299,1.0,0.38613861386138615,no_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,Jw,individual_main,Jw_Jw41_strength,True,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.02384326588850727,1.0,0.9761567341114927,1.0819461601048113,8.843458629381e-16,1.0819461601048104,0.9999999999999982,1.0,0.009900990099009901,self_target_only
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,M,combined_available,M_combined_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.16829408327079698,0.3178827512466492,0.14958866797585224,1.0123665452757042,0.9339359209357281,0.07843062433997616,0.3914619635512773,1.0,0.019801980198019802,clear_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,joint_proxy,joint_proxy_available,joint45_strength_proxy,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.16829408327079698,0.3178827512466492,0.14958866797585224,1.0123665452757042,0.9339359209357281,0.07843062433997616,0.3914619635512773,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,M_minus_P,leave_one_object_out,M_minus_P_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.1129414698758402,0.41325840795905067,0.30031693808321047,1.0515568670710824,0.8774466582884053,0.17411020878267713,0.554664200641107,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,M_minus_V,leave_one_object_out,M_minus_V_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.10238309560806558,0.4174257984085129,0.3150427028004473,1.0511604215276704,0.8631974557169881,0.18796296581068228,0.568100190646552,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,M_minus_Je,leave_one_object_out,M_minus_Je_strength,False,False,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.16199477944264518,0.3407377390159144,0.17874295957326924,1.0185215693059912,0.9220071674551616,0.0965144018508296,0.42791222595487044,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,Jw,main_cluster_source,Jw_M_source_strength,M_minus_Jw,leave_one_object_out,M_minus_Jw_strength,False,True,45,P_E2_strength;V_E2_strength;Je_E2_strength,P_E2_strength;V_E2_strength;Je_E2_strength;Jw_M_source_strength,0.22804624646497407,0.22818764200928143,0.00014139554430736556,0.9732037904475839,0.9934440835783819,-0.020240293130798004,-0.012035332269662913,0.8444444444444444,0.9207920792079208,no_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,P,individual_main,P_P45_strength,True,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.050141584143971185,1.0,0.9498584158560288,1.0566222888105867,1.1526386113687527e-15,1.0566222888105856,1.0000000000000004,1.0,0.009900990099009901,self_target_only
local_background_removed,P,main_cluster_source,P_M_source_strength,V,individual_main,V_V45_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.1353426471068504,0.5218338815154904,0.38649123440863997,1.0331132414780932,0.7734297048699792,0.25968353660811405,0.6378820581295148,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,Je,individual_main,Je_Je46_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.09221553755120682,0.11058600505322957,0.018370467502022758,1.050804544156939,1.0664020629239652,-0.015597518767026308,0.13906910728136607,1.0,0.38613861386138615,no_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,Jw,individual_main,Jw_Jw41_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,5.5715131135669616e-05,0.02720953216462285,0.027153817033487182,1.0848214265872622,1.0950220639011046,-0.010200637313842353,-0.169077573387216,1.0,0.297029702970297,no_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,M,combined_available,M_combined_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.11985126028860738,0.5182249467621941,0.39837368647358673,1.032720950882778,0.7758511152214789,0.25686983566129906,0.647613487165486,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,joint_proxy,joint_proxy_available,joint45_strength_proxy,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.11985126028860738,0.5182249467621941,0.39837368647358673,1.032720950882778,0.7758511152214789,0.25686983566129906,0.647613487165486,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,M_minus_P,leave_one_object_out,M_minus_P_strength,False,True,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.10847199986297906,0.20270211021243623,0.09423011034945716,1.0360362117748496,0.9980827323851074,0.03795347938974225,0.31496725997934194,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,M_minus_V,leave_one_object_out,M_minus_V_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.07954186260431428,0.3484832823319781,0.26894141972766383,1.0484747863055546,0.8995653606638987,0.14890942564165588,0.5321075352731796,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,M_minus_Je,leave_one_object_out,M_minus_Je_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.08755529015469066,0.6222205846650593,0.5346652945103686,1.049395406241445,0.676382706919408,0.37301269932203696,0.7502595976925305,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,P,main_cluster_source,P_M_source_strength,M_minus_Jw,leave_one_object_out,M_minus_Jw_strength,False,False,45,V_E2_strength;Je_E2_strength,V_E2_strength;Je_E2_strength;P_M_source_strength,0.13792582178871138,0.6884679043493344,0.550542082560623,1.0265872850013147,0.635832129081224,0.3907551559200907,0.7613175182041328,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,V,main_cluster_source,V_M_source_strength,P,individual_main,P_P45_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_M_source_strength,0.22433119938273782,0.5149908176270686,0.29065961824433073,0.9475446595029292,0.7715207692052592,0.17602389029766996,0.59156197047137,1.0,0.009900990099009901,clear_incremental_support
local_background_removed,V,main_cluster_source,V_M_source_strength,V,individual_main,V_V45_strength,True,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_M_source_strength,0.16941476792035004,1.0,0.83058523207965,0.9661137035864077,1.025419944336493e-15,0.9661137035864067,0.9999999999999997,1.0,0.009900990099009901,self_target_only
local_background_removed,V,main_cluster_source,V_M_source_strength,Je,individual_main,Je_Je46_strength,False,False,45,P_E2_strength;Je_E2_strength,P_E2_strength;Je_E2_strength;V_M_source_strength,0.04763662507559019,0.14726525409703828,0.09962862902144809,1.073590510618735,1.033653647311308,0.03993686330742685,0.3463378642943755,1.0,0.0594059405940594,clear_incremental_support
