mode,source_object,source_package_type,source_col,target_object,target_col,is_self_target,n_years,pearson_r,spearman_r,permutation_p
raw,V,pre_package,V_pre_package_strength,Jw,Jw_Jw41_strength,False,45,0.0720553021723409,0.09328063241106718,0.5643564356435643
raw,V,pre_package,V_pre_package_strength,M,M_combined_strength,False,45,-0.23560317096435135,-0.29051383399209485,0.13861386138613863
raw,V,pre_package,V_pre_package_strength,joint_proxy,joint45_strength_proxy,False,45,-0.23560317096435135,-0.29051383399209485,0.12871287128712872
raw,V,pre_package,V_pre_package_strength,M_minus_P,M_minus_P_strength,False,45,-0.2615762465295901,-0.264163372859025,0.04950495049504951
raw,V,pre_package,V_pre_package_strength,M_minus_V,M_minus_V_strength,False,45,-0.2849448262413619,-0.3042160737812911,0.06930693069306931
raw,V,pre_package,V_pre_package_strength,M_minus_Je,M_minus_Je_strength,False,45,-0.031148832651389166,-0.13978919631093542,0.8415841584158416
raw,V,pre_package,V_pre_package_strength,M_minus_Jw,M_minus_Jw_strength,False,45,-0.30131775430984653,-0.3573122529644268,0.039603960396039604
raw,Je,pre_package,Je_pre_package_strength,P,P_P45_strength,False,45,0.10893940101717507,0.10553359683794467,0.46534653465346537
raw,Je,pre_package,Je_pre_package_strength,V,V_V45_strength,False,45,-0.03556274241028692,-0.02490118577075099,0.8217821782178217
raw,Je,pre_package,Je_pre_package_strength,Je,Je_Je46_strength,True,45,0.2675148844342254,0.18155467720685112,0.06930693069306931
raw,Je,pre_package,Je_pre_package_strength,Jw,Jw_Jw41_strength,False,45,0.07421388199578828,0.17285902503293807,0.6633663366336634
raw,Je,pre_package,Je_pre_package_strength,M,M_combined_strength,False,45,0.1683387578538946,0.12990777338603424,0.25742574257425743
raw,Je,pre_package,Je_pre_package_strength,joint_proxy,joint45_strength_proxy,False,45,0.1683387578538946,0.12990777338603424,0.2871287128712871
raw,Je,pre_package,Je_pre_package_strength,M_minus_P,M_minus_P_strength,False,45,0.17296345014245984,0.13794466403162056,0.27722772277227725
raw,Je,pre_package,Je_pre_package_strength,M_minus_V,M_minus_V_strength,False,45,0.22884849863969,0.11330698287220026,0.1188118811881188
raw,Je,pre_package,Je_pre_package_strength,M_minus_Je,M_minus_Je_strength,False,45,0.06994165655945443,0.057444005270092226,0.6732673267326733
raw,Je,pre_package,Je_pre_package_strength,M_minus_Jw,M_minus_Jw_strength,False,45,0.15729300678489633,0.12714097496706192,0.3069306930693069
raw,Jw,main_cluster_source,Jw_M_source_strength,P,P_P45_strength,False,45,0.12175556758738307,0.1069828722002635,0.3564356435643564
raw,Jw,main_cluster_source,Jw_M_source_strength,V,V_V45_strength,False,45,0.016883284158467862,0.020026350461133068,0.9504950495049505
raw,Jw,main_cluster_source,Jw_M_source_strength,Je,Je_Je46_strength,False,45,0.05321367604050428,0.01515151515151515,0.7227722772277227
raw,Jw,main_cluster_source,Jw_M_source_strength,Jw,Jw_Jw41_strength,True,45,0.9999999999999999,0.9999999999999999,0.009900990099009901
raw,Jw,main_cluster_source,Jw_M_source_strength,M,M_combined_strength,False,45,0.48333498425067195,0.46245059288537543,0.009900990099009901
raw,Jw,main_cluster_source,Jw_M_source_strength,joint_proxy,joint45_strength_proxy,False,45,0.48333498425067195,0.46245059288537543,0.009900990099009901
raw,Jw,main_cluster_source,Jw_M_source_strength,M_minus_P,M_minus_P_strength,False,45,0.6045336441742054,0.6023715415019762,0.009900990099009901
raw,Jw,main_cluster_source,Jw_M_source_strength,M_minus_V,M_minus_V_strength,False,45,0.5966473045460081,0.5822134387351778,0.009900990099009901
raw,Jw,main_cluster_source,Jw_M_source_strength,M_minus_Je,M_minus_Je_strength,False,45,0.5395893746906953,0.5355731225296442,0.009900990099009901
raw,Jw,main_cluster_source,Jw_M_source_strength,M_minus_Jw,M_minus_Jw_strength,False,45,0.08852393545931747,0.08313570487483529,0.5148514851485149
raw,P,main_cluster_source,P_M_source_strength,P,P_P45_strength,True,45,1.0,0.9999999999999999,0.009900990099009901
raw,P,main_cluster_source,P_M_source_strength,V,V_V45_strength,False,45,0.5878228175765137,0.6221343873517786,0.009900990099009901
raw,P,main_cluster_source,P_M_source_strength,Je,Je_Je46_strength,False,45,0.2640746288026151,0.21791831357048747,0.09900990099009901
raw,P,main_cluster_source,P_M_source_strength,Jw,Jw_Jw41_strength,False,45,0.12175556758738305,0.1069828722002635,0.4752475247524752
raw,P,main_cluster_source,P_M_source_strength,M,M_combined_strength,False,45,0.8003805220714286,0.7779973649538866,0.009900990099009901
raw,P,main_cluster_source,P_M_source_strength,joint_proxy,joint45_strength_proxy,False,45,0.8003805220714286,0.7779973649538866,0.009900990099009901
raw,P,main_cluster_source,P_M_source_strength,M_minus_P,M_minus_P_strength,False,45,0.550049225992502,0.5142292490118576,0.009900990099009901
raw,P,main_cluster_source,P_M_source_strength,M_minus_V,M_minus_V_strength,False,45,0.7037221235523858,0.6511198945981554,0.009900990099009901
raw,P,main_cluster_source,P_M_source_strength,M_minus_Je,M_minus_Je_strength,False,45,0.8101518145291735,0.7818181818181817,0.009900990099009901
raw,P,main_cluster_source,P_M_source_strength,M_minus_Jw,M_minus_Jw_strength,False,45,0.8544961690736727,0.8532279314888009,0.009900990099009901
raw,V,main_cluster_source,V_M_source_strength,P,P_P45_strength,False,45,0.5878228175765137,0.6221343873517786,0.009900990099009901
raw,V,main_cluster_source,V_M_source_strength,V,V_V45_strength,True,45,0.9999999999999998,0.9999999999999999,0.009900990099009901
raw,V,main_cluster_source,V_M_source_strength,Je,Je_Je46_strength,False,45,-0.0034349454391298293,0.006324110671936758,0.9504950495049505
raw,V,main_cluster_source,V_M_source_strength,Jw,Jw_Jw41_strength,False,45,0.01688328415846791,0.020026350461133068,0.9207920792079208
raw,V,main_cluster_source,V_M_source_strength,M,M_combined_strength,False,45,0.6493675610578934,0.6519104084321475,0.009900990099009901
raw,V,main_cluster_source,V_M_source_strength,joint_proxy,joint45_strength_proxy,False,45,0.6493675610578934,0.6519104084321475,0.009900990099009901
raw,V,main_cluster_source,V_M_source_strength,M_minus_P,M_minus_P_strength,False,45,0.5725309389481661,0.5270092226613965,0.009900990099009901
raw,V,main_cluster_source,V_M_source_strength,M_minus_V,M_minus_V_strength,False,45,0.3053244301080587,0.33241106719367586,0.0297029702970297
raw,V,main_cluster_source,V_M_source_strength,M_minus_Je,M_minus_Je_strength,False,45,0.7604539057049413,0.7428194993412383,0.009900990099009901
raw,V,main_cluster_source,V_M_source_strength,M_minus_Jw,M_minus_Jw_strength,False,45,0.7310628186864594,0.7617918313570486,0.009900990099009901
raw,Je,main_cluster_source,Je_M_source_strength,P,P_P45_strength,False,45,0.2640746288026152,0.21791831357048747,0.04950495049504951
raw,Je,main_cluster_source,Je_M_source_strength,V,V_V45_strength,False,45,-0.0034349454391298063,0.006324110671936758,0.9801980198019802
raw,Je,main_cluster_source,Je_M_source_strength,Je,Je_Je46_strength,True,45,0.9999999999999999,0.9999999999999999,0.009900990099009901
raw,Je,main_cluster_source,Je_M_source_strength,Jw,Jw_Jw41_strength,False,45,0.05321367604050426,0.01515151515151515,0.6732673267326733
raw,Je,main_cluster_source,Je_M_source_strength,M,M_combined_strength,False,45,0.5328102915170827,0.466798418972332,0.009900990099009901
raw,Je,main_cluster_source,Je_M_source_strength,joint_proxy,joint45_strength_proxy,False,45,0.5328102915170827,0.466798418972332,0.009900990099009901
raw,Je,main_cluster_source,Je_M_source_strength,M_minus_P,M_minus_P_strength,False,45,0.5930551951750419,0.5453227931488801,0.009900990099009901
raw,Je,main_cluster_source,Je_M_source_strength,M_minus_V,M_minus_V_strength,False,45,0.6689166722082642,0.587615283267457,0.009900990099009901
raw,Je,main_cluster_source,Je_M_source_strength,M_minus_Je,M_minus_Je_strength,False,45,0.1487319159061796,0.09710144927536231,0.38613861386138615
raw,Je,main_cluster_source,Je_M_source_strength,M_minus_Jw,M_minus_Jw_strength,False,45,0.5816800396385527,0.5075098814229249,0.009900990099009901
