mode,year,H_E1_strength,H_E2_strength,H_H_E1_strength,H_H_E2_strength,P_E1_strength,P_E2_strength,P_P45_strength,V_E1_strength,V_E2_strength,V_V45_strength,Je_E1_strength,Je_E2_strength,Je_Je46_strength,Jw_E1_strength,Jw_E2_strength,Jw_Jw41_strength,H_pre_package_strength,P_pre_package_strength,V_pre_package_strength,Je_pre_package_strength,Jw_pre_package_strength,P_M_source_strength,V_M_source_strength,Je_M_source_strength,Jw_M_source_strength,M_combined_strength,joint45_strength_proxy,M_minus_P_strength,M_minus_V_strength,M_minus_Je_strength,M_minus_Jw_strength
anomaly,1989,21.585805031415767,18.641897648786774,23.08810939893593,17.822558477695107,2.3368184623348456,2.478788242510388,4.860326591680651,1.13069682751981,0.7425419939594577,1.5998887323189845,3.5429328336620127,8.365639845573424,14.297284157277268,12.185829044224564,3.965532566285266,5.044057182694453,0.08054447533622222,-0.45170992020987144,-0.793949074402435,-0.1602390420669113,0.4961525535766187,0.2889620122011033,-0.13913973033715007,1.8160368473759323,-0.3196116751185977,0.4115618635303219,0.4115618635303219,0.4524284806400615,0.5951290614861459,-0.05659646441821484,0.6552863764132951
anomaly,1990,30.57712631955023,9.081382120968089,32.816348707358294,11.88692171631165,3.9790286053862727,2.272046364809234,3.5978302647693607,1.1816142662099636,1.2313892135174178,1.1626944951711742,7.2108554729776415,1.2999418844999338,8.548116487924425,9.594792017506613,4.7149918812668385,-2.04171958352061,0.19750989710212136,0.4103894498459844,-0.26844743184974795,-0.6411015761240093,0.3099922007608976,-0.6731074024109857,-0.8458392438111901,0.395578516001592,-1.8078061051907495,-0.7327935588528334,-0.7327935588528334,-0.7526889443334492,-0.6951116638667143,-1.1089175838043086,-0.3744560434068613
anomaly,1991,19.780302804841824,21.46797624031601,17.08598528546941,16.61273790878928,2.5063417709287883,1.8654906111529401,5.011638204445311,0.6551751185586744,1.4453381160240666,1.1496145078364672,6.721889097019747,9.859691757306546,6.926533930172193,12.972363812272222,11.766131783282288,4.9160051844412145,-0.326854966905993,-0.6853885540360948,-0.6002676856007413,0.4336097784340036,1.4863070524333473,0.40426711971983303,-0.8669822962585142,-0.0050691232121991454,-0.34650587131578775,-0.20357254276666703,-0.20357254276666703,-0.40618576359550035,0.017564041730615376,-0.269740349284823,-0.1559280999169601
anomaly,1992,23.70258406665542,11.273017052877314,21.222933688094432,13.036242341702453,1.7839367265441226,2.416335796701552,2.2590542010047545,0.6143694192297439,1.6213308492559078,0.9232332528200953,8.605961964564317,-0.171481188143202,2.686421518490643,1.1819606600823658,5.282355008481078,5.685253529100801,-0.34952637618506954,-0.8139353930332149,-0.4716260395784702,-0.6626752856835679,-0.5114676945441043,-1.6933048291344244,-1.2329146649544538,-1.0526821600076235,-0.1849440355939829,-1.0409614224226211,-1.0409614224226211,-0.8235136201853535,-0.9769770082453436,-1.037054509894287,-1.3263005513655004
anomaly,1993,13.461843312196436,9.626167073356267,11.998094801668454,10.624395780203956,2.047476996570601,3.5367493232714713,4.25929805537998,0.7774649793692262,1.4663278407770162,2.152419817097704,11.896921455389688,14.520009052212323,5.485669992639038,1.03798244553363,10.796381961792196,4.808796113627497,-1.0136828643022198,-0.04676997096177804,-0.45473591214733194,1.6959316930064587,0.11460873044328457,-0.16904420909111656,0.7539952097292942,-0.3610662522150818,-0.36902251942681896,-0.03628444275093076,-0.03628444275093076,0.007968812695797819,-0.29971099357767245,0.07197616040378625,0.0746282494743653
anomaly,1994,15.795472428760679,17.54023498682615,16.065136112737942,20.186809632441374,2.92211990033506,3.079354016438112,3.9600592666092984,1.2244262359425662,1.4477612195999332,1.9865943174079423,6.075950840299858,7.587643359361356,3.7766896375397945,7.184520922851424,10.328689489343317,1.6839155023534482,-0.13606084606120383,0.22308220133967294,-0.015092924715713635,0.05180045385291546,0.7085960816714061,-0.39707535675089806,0.4859477608039238,-0.7833074396649262,-1.0253274064946307,-0.4299406105266328,-0.4299406105266328,-0.4408956951185444,-0.735236734303485,-0.31215166748053497,-0.23147834520396682
anomaly,1995,22.693858715390583,10.844511577101628,22.678970760779475,20.55344254772068,3.666378976405739,2.3588177765297744,5.051827372570922,1.9648874063197943,1.0416438909776093,1.0044812224876298,13.936182439199738,1.519307270263861,4.817874178672808,9.280106367749347,6.072514266459871,12.053092313788405,0.2463564261685528,0.2721035858471709,0.34976985178300196,0.22501269862674123,0.434672666319985,0.4348927687836581,-1.1015819625625238,-0.5260598968885233,1.1524650479314529,-0.010071010683984027,-0.010071010683984027,-0.1583922705065314,0.3537659732755292,0.16192528471752907,-0.397583030222463
anomaly,1996,33.334618924533686,13.088325966400733,34.31193534527744,19.393567604768688,2.764213791167495,1.7534556543422584,7.656820504177036,1.6022357704848988,1.0682235789658092,3.213831932174562,6.046838465707157,6.401394739813047,11.586357552102323,6.625854635995013,14.750281220652514,6.269794791870937,0.7948024045908331,-0.5933889492141377,0.004206725332477901,-0.10919469349354895,1.1638815722743625,2.4199949538523553,2.469707269919757,1.14624280004063,-0.06217541330974882,1.4934424026257482,1.4934424026257482,1.1845915522168793,1.1680207801944122,1.6091756034874543,2.011981674604247
anomaly,1997,10.79844767145434,19.59915510126319,11.29065487112258,21.589586319113362,3.8635732905947213,2.4959051983079776,2.883708529421665,2.484626728221489,2.0126462072196887,1.1712115383953754,10.213467205811543,14.385048831844427,1.4538742126900916,-7.914139335886686,1.472936129525992,3.7489116325234275,-0.2973907002980254,0.4638810470345086,1.822164814057945,1.4685101121423392,-1.9140095611415173,-1.2172948707171818,-0.8320719299004502,-1.3572100830094704,-0.591625380530151,-0.9995505660393134,-0.9995505660393134,-0.9269691311466906,-1.0553767780856012,-0.880330727049261,-1.1355256278757009
anomaly,1998,33.32038284382789,47.89507705164443,32.9175021466077,45.94729122936183,2.9396751465462065,2.9739445354163716,3.7341801862581967,1.8849693666482439,2.0581626180494204,1.6100080144198023,2.3950742872942774,12.45517632175763,-1.0170855799733305,7.891740439281013,8.238547267819072,11.375313066015575,2.5466163251970513,0.17604459651747267,1.2522802825394344,0.23943448363334174,0.540121335212175,-0.5692036631659796,-0.12278248879616256,-1.9677150510051007,1.0101140630453165,-0.41239678498048166,-0.41239678498048166,-0.3601278255853156,-0.508934883708588,0.10604263702772476,-0.8865670676557477
anomaly,1999,9.616456601063947,17.493369989694116,10.505139517582483,25.278153558077605,3.6291330860065933,5.182149476333553,3.485348820371944,1.1823925963631048,2.0835768090977096,0.7854573084295456,4.86982225599904,7.342543127638188,4.311932457496368,19.94425158562431,8.350059263832136,-2.3270584030448678,-0.08600876611687841,1.7889782821663394,0.5575558415779334,-0.13082627647142503,1.8244703912275397,-0.7588224695042057,-1.4556216098227812,-0.6510639277965041,-1.867734558472547,-1.1833106413990095,-1.1833106413990095,-1.3248066986972775,-1.0925403185910856,-1.3607262125998447,-0.9551693357078305
anomaly,2000,26.96935234526953,20.01902111774032,26.302838404934096,21.02594870854274,1.9751793775680322,3.474263727955753,6.342845656060269,0.9582969237428794,2.4206540413651663,2.0616248266984445,10.418058282395727,13.61658450489813,10.85924675369119,5.5330806089435915,0.9190970094638532,7.683257369233522,0.47458114188697487,-0.12374541143747292,0.6545202320417378,1.3920256761890197,-0.5599154389578226,1.4186969809422676,0.6072302936141184,0.9665940837680008,0.2346878952799228,0.8068023134010773,0.8068023134010773,0.6028374242206807,0.8733263199967304,0.7535383899454362,0.9975071194414622
anomaly,2001,9.007146918336783,5.726154080344713,9.64999825097605,7.332244813639819,2.242666895463715,2.24252149167623,4.939789192702087,1.0246435657394082,0.8189162834382432,1.2363036611330034,2.5018612967871383,6.591626011209631,10.42567465550426,7.677848572398107,5.249978371015137,1.2779172565890342,-1.3670232731719851,-0.6363847616280488,-0.8285756280880971,-0.5251543622468567,0.16999728334696468,0.349515485837957,-0.7268542313100592,0.8594705600614111,-1.1105974266915,-0.15711640302554777,-0.15711640302554777,-0.3259936993133827,0.03279620640262274,-0.4959787240545341,0.16071060486310296
anomaly,2002,31.83746667766334,28.995638093304684,34.42131792008543,25.61856867724743,2.9080078843627564,3.3274168366064867,2.9999451281745406,1.4884372531779655,1.7446679780487124,1.2211351215986892,5.276766294697747,5.27348444326626,2.7661526013554463,7.439497350672978,2.7910206143759178,0.20749581017062146,1.2290428577812116,0.3499232491985639,0.5427213993791523,-0.3546679387866252,-0.14111477498877023,-1.1287182355738015,-0.7513733090978743,-1.0329828422214096,-1.3354133201282012,-1.0621219267553217,-1.0621219267553217,-1.0399231571491618,-1.165704799307804,-1.0718349549332924,-0.9710247956310285
anomaly,2003,44.75991477424286,16.311585455598703,46.62152555910089,15.007995291527632,3.8483138118479743,2.6113389738276793,4.291142076219327,1.986672371987887,1.0527155714237455,1.0353958495914366,16.43912024239206,10.644661585331537,4.923913821018574,10.214812713556206,4.810989025379389,16.90396034610147,1.15783508902512,0.5177455782550293,0.3827955511785815,1.7471218672940931,0.3865603556793846,-0.14477787434243886,-1.0516102335753799,-0.49986047079960677,2.1712714575721965,0.11875571971369275,0.11875571971369275,0.20660025106573662,0.5088777041433836,0.32496111655145926,-0.5654161929058085
anomaly,2004,9.37603442813998,11.629458126400872,8.901752375217328,15.121529887660204,2.54730944491513,2.4808840765547204,4.623643414388767,1.2623684245255786,1.1596972699516526,2.461776146921673,6.159918911581081,9.7644398627512,14.163626582589515,0.6189832971156606,5.855164864716922,11.903816399593289,-0.8714642366292402,-0.32562294853985374,-0.25518929517173994,0.3510323312535629,-0.5042383534894936,0.10860057987692708,1.2540520476303851,1.7830138036180387,1.1211132863139663,1.0666949293598293,1.0666949293598293,1.3860597125207967,1.0042425566029773,0.8279219712737595,1.0485554770417835
anomaly,2005,13.107344176852589,13.500815262395433,14.097929184626057,19.97211504200911,2.2598285199216175,2.364030419783108,3.38396493199537,1.081844976622324,1.3372495141032943,2.34124113303204,11.139460028033566,4.425570754727112,4.8926265953928825,6.964839442724913,-0.24097003231773448,7.4965006620151815,-0.2570755472130465,-0.5599639768997549,-0.26808768289203744,0.262496790859955,-0.5437960108663505,-0.8360807838948514,1.05921408218028,-0.5075906680840782,0.19546420807796067,-0.02224829043017222,-0.02224829043017222,0.24902920739138748,-0.38273574796698956,0.13953250212112975,-0.09481912326621651
anomaly,2006,15.358977975823667,16.372766662924185,17.65873785041402,27.523268742715857,1.61380268270247,1.8752585871722656,6.7590857858672555,1.1844723865495013,0.885375425177376,3.0395810997549124,5.289766486429482,4.69263877649281,18.202333530526495,7.394789788640359,7.6722651523781025,4.1423022624361945,0.45481481043424055,-1.2098629714102944,-0.6005797454424991,-0.43010700647574485,0.4218427600277843,1.7358875259644277,2.1880407518595484,2.780865190481884,-0.509003282262797,1.5489475465107658,1.5489475465107658,1.486634220026212,1.3359164780611714,1.1383083318537264,2.2349311561019536
anomaly,2007,21.412189408708905,17.02559791272058,21.072101718844007,19.782809856438238,1.6912828244941456,3.0079640831087495,3.4907913111090356,0.8465112895488996,1.3173097867507892,1.3811555057088862,10.262490453657636,8.913482755845115,7.667878801099176,0.3677949861951128,-0.7150401442087815,4.139665566864364,0.10654902330014462,-0.5464399865094113,-0.5283427474755629,0.7487341824728011,-1.294829851868259,-0.754675088030015,-0.49270949794070185,0.17809643376805254,-0.5095570558000192,-0.39471130200067084,-0.39471130200067084,-0.27472337332422286,-0.36204523668732724,-0.5856472139235787,-0.35642938406755476
anomaly,2008,12.061426070208642,21.30809451784146,13.11446619746118,22.27389965131215,3.2238184398231,3.634824443346049,8.717205374385918,1.2942757081496694,1.8679130774800403,3.266759555757268,-4.5830045995139805,0.40428504306865487,5.769093816289771,8.069950766623458,8.557186886955071,1.9293980276240983,-0.1518065193521958,0.7049503168877159,0.4632719115596769,-2.227748328372426,0.595976967152689,3.2280478801061814,2.5552617504162365,-0.29104016239328806,-0.9737697948394486,1.1296249183224203,1.1296249183224203,0.4301505977278333,0.6544126409578149,1.6031799452276563,1.8307564893763766
anomaly,2009,16.951873657723826,26.606261304756373,16.574800741289444,27.964091783369533,5.066976379069589,6.553038741590385,3.791361754658787,1.348278228008304,3.1065551583225313,0.9969744166195801,4.35911975692726,5.428505608470909,11.024793917469482,13.363268359739159,3.4981392511243374,-0.014439216247613665,0.42660758219147776,3.389726794091234,1.717987731739574,-0.44830961239506323,0.5660004401389149,-0.5256291696287617,-1.1137162854879683,1.00749615195394,-1.382025354496588,-0.5034686644148445,-0.5034686644148445,-0.4960818293435387,-0.3000527907238032,-1.0071236032044393,-0.2106164343875967
anomaly,2010,19.504675110311076,12.575934019949942,19.048632372226063,7.860558397856106,2.7520475831551634,4.012389567884205,4.203846146566502,1.1655781450308844,1.0228977722262365,1.6065990630174474,13.738458880810642,7.426515231098335,3.680552911874278,7.697375962417102,5.774532260435269,6.698522607555033,-0.8230838288780603,0.6307224191981557,-0.4867564000686705,0.9840756525692063,0.23306115426024301,-0.2113006373389705,-0.12829286403170442,-0.807060132363486,0.0278683981690711,-0.27969630889127245,-0.27969630889127245,-0.30249486607537307,-0.33016412384446175,-0.10390836773386793,-0.38221787791138695
anomaly,2011,37.8342858729723,10.120098791633128,42.366302578997114,13.463668997534896,2.8054687789944444,3.0055907010934106,3.999302267966589,1.9373815324171462,1.8128102607709673,1.0180044786206162,8.257719610324564,10.6796408074294,6.703526127947321,0.41982386088142626,7.940343640303287,8.162353798627752,0.8217627527149094,0.1136317075382832,1.0683583093467293,0.7335316134589173,-0.2827472199503954,-0.3671707221482796,-1.0797223914206124,-0.0601681060302559,0.335310404457953,-0.2929377037852987,-0.2929377037852987,-0.2681933643309718,-0.03067614124019417,-0.37052756970364636,-0.5023537398663827
anomaly,2012,15.178857667596848,20.858361554428576,17.420931454475195,27.93583038361867,2.9121333099717654,2.004888360608875,3.947265489771004,1.4986014373575325,1.3207987849886687,1.1203611938911584,2.021134612540912,5.127175696223978,4.503478283703771,4.836652097923351,4.127867695709264,6.106633304655237,0.4703594828702763,-0.3685313102825677,0.1426789920220417,-0.7792631848144498,-0.2602093651444494,-0.406824693149847,-0.9142686074128483,-0.6037383181910161,-0.09644350056229099,-0.5053187798290005,-0.5053187798290005,-0.5381501420553851,-0.3690021706343847,-0.4725122670416621,-0.6416105395845705
anomaly,2013,14.017590285265483,22.11629536531282,12.538916689313044,17.62219459352681,1.7321746414301986,2.460695524644177,4.9647921055202255,0.7448522003261585,1.4488709293804185,1.3964740571380765,7.474904224009574,9.466594498566929,3.8078205623096832,1.1031804868521593,0.12905893990592326,8.826998829108245,-0.5029668346350247,-0.8204803969960135,-0.5050307474077699,0.4751779458058138,-1.1190903015058824,0.3685686404379335,-0.4679479344929298,-0.7756158599448737,0.4749028676374774,-0.10002307159059813,-0.10002307159059813,-0.25622030893344205,0.022618549376845747,0.1251745245274937,-0.29166505133328996
anomaly,2014,25.81563952435298,12.641893601928961,25.922864629692278,15.202385659331874,2.486781096075266,3.037445771476789,4.126736220023443,1.3890385103556706,0.9393968734793218,1.596482293117645,4.415913512690418,8.532302518916957,7.517918226755362,5.046821217424888,4.975095313125195,14.881321681501245,0.05334937023097394,-0.058172872423173566,-0.3388234285755616,-0.02948062737433832,-0.13950935940269515,-0.270061285040462,-0.14464604474323786,0.14104537534443726,1.746465583210098,0.3682009071927088,0.3682009071927088,0.5809549712704324,0.5391498911713577,0.44391941780879934,-0.09122065147975418
anomaly,2015,10.63261253794806,4.421554314839627,10.599807665987829,7.751303186932982,2.2303011355692988,1.9648008032104083,5.127258648984772,1.2429627713463698,0.6712386600509714,2.194068513287481,1.0734388631944531,3.9030093356253843,13.10702439303919,3.85146979538201,5.779420948212261,2.896285044367285,-1.286892642821654,-0.7951090008682691,-0.7480512560266601,-1.0596125555498288,-0.172062553159348,0.49237422231030636,0.8213179483046262,1.5219569916736282,-0.7706987808488539,0.5162375953599266,0.5162375953599266,0.5241920530431335,0.4145441443783602,0.18099779658869286,0.9452163874295202
anomaly,2016,27.48174765327621,15.80411761086869,30.67220586193654,23.298671890104313,3.0201340812035773,2.7498723468085156,2.808265541035006,1.9192186485166711,1.2591941316293542,1.282136228870653,13.47568318871092,2.5552974408204894,-1.3693976176024671,6.854377036366932,8.87561954694857,10.745124151827662,0.8669379265452635,0.10166333210933987,0.5136742001625768,0.30513854867933576,0.5047827421605793,-1.2747852492051024,-0.652768503344454,-2.0547614893550383,0.8777582659421248,-0.7761392439906175,-0.7761392439906175,-0.6099239089191225,-0.8172628242060053,-0.3499318288691439,-1.3274384139681983
anomaly,2017,11.337645405994168,11.951908220656136,12.227344182800882,19.597243589558737,1.7799997404436199,2.150029555006012,4.61460238048015,1.0445197562751314,0.9842784111344486,1.3631703247370843,9.825468575209669,2.7951374972828678,9.436980494748042,4.566226445538038,4.654267776678649,3.0381408953739624,-0.3838935722483715,-0.9614344731910737,-0.6480987917731444,-0.11733735686206553,-0.22751699984047322,0.10171097393151313,-0.5217815157363478,0.6151919203352161,-0.7409054223637477,-0.13644601095834158,-0.13644601095834158,-0.21583167258829314,-0.008000842699006139,-0.3869919880561941,0.06504045951012714
anomaly,2018,29.7424176310735,25.394252536725826,30.900039442829407,24.819913234062952,2.150785032170258,2.2832693022179757,4.624020385607986,1.0160411147534107,0.9764517763735053,2.4604321941007843,6.468832181669211,2.897294976336508,5.607457393974183,3.0531371803979663,2.5007632556682777,3.38906720298789,0.983916771748113,-0.6687131497420341,-0.6848355145751575,-0.5215409196458578,-0.6375738026576097,0.10888784604354389,1.2518796246569024,-0.33097599588021825,-0.6672019183461074,0.09064738911853013,0.09064738911853013,0.08456723681019222,-0.29643002272759394,0.23118851745144628,0.34326382494007596
anomaly,2019,19.034232576106493,13.24663527255605,20.620736012309145,18.447778835617314,2.607148331676709,4.122728412167116,3.0971439233893183,0.9805119254141088,1.6469130995893848,1.8301512982107324,1.904705064242012,7.995431919249792,7.240560563192874,8.848116428498862,18.506252411440904,13.532587838692734,-0.009689144963958639,0.6048573493621935,-0.07197834895106464,-0.4132406694464162,1.8351086001289851,-1.0546491186821432,0.23306655570308965,0.07251806380366857,1.4631969651402135,0.17853311649120712,0.17853311649120712,0.5895938615489905,0.1603553034205796,0.21387146738705332,-0.249688166391795
anomaly,2020,23.367113706890862,24.07444354299573,21.71263415088333,29.08112178491578,2.1523417409437102,3.072763428852132,3.5819405164886455,1.6219964281896624,0.8878773097002414,1.5352458952319181,8.84787045375243,4.0010266575945055,9.002851327378131,-1.1050185486356348,4.844306497163651,7.3221871175302295,0.7809449606748332,-0.23743998965301177,-0.15019760763297402,-0.07902856586791174,-0.8036574430509065,-0.685215984828933,-0.24363118433489925,0.5079307604336805,0.15885390344269237,-0.06551562632186486,-0.06551562632186486,0.14105115984715785,-0.006143773650853381,-0.25666442190704664,-0.14030546957671727
anomaly,2021,16.78834094525996,14.71571685693455,17.309273103860516,17.815370491237704,5.802817882247267,2.1292462768269127,5.820591934046913,2.7238154399172356,0.6842217045917818,2.739448478517766,5.612857055442819,4.686832841074677,8.650136899018639,6.795369416203665,0.3831801716423367,7.606991810288526,-0.23204461839067944,1.4151260239593833,0.7806933456152193,-0.39066643271895446,-0.4890861260058744,1.020720114074378,1.7028935120658322,0.420784902602824,0.21867017643652928,0.8407671762948908,0.8407671762948908,0.7807828637017286,0.5533917310379105,0.9807612675255798,1.0481328429143446
anomaly,2022,19.182940047345923,11.207623324031525,17.636740826317215,11.782498705913932,2.8125325633600484,3.701319816524244,5.667307095331685,1.1433101734582523,1.244997250883861,2.0116359039921288,10.41902196854315,3.435749289611627,5.024239475133007,3.5983746581038116,-1.6484296023213485,8.95291130312791,-0.6294722017086996,0.4970629745280277,-0.29448792724135875,0.04152019709376986,-1.0625967114353534,0.9039113345886932,0.5264260552368842,-0.47507281118809486,0.501347708999981,0.36415307190936586,0.36415307190936586,0.1842336510162568,0.3100620774668598,0.6438950329418528,0.31842152621249414
anomaly,2023,17.54770167451848,13.44981770851524,17.866629683090256,10.416489921999867,2.4451641760917204,2.314096368242461,2.9115420011679394,1.1330638178753063,0.7971224516765795,1.1022315832600107,9.623962773246483,5.351336805430105,13.572192277122234,12.799393126024368,11.504112051529232,15.939730784864306,-0.7110497556418137,-0.47717007847100146,-0.7386732496241317,0.1966982743640832,1.437588850537462,-1.196084724359709,-0.9435740875035528,1.6368869492665872,1.9687585772362044,0.36649667865988245,0.36649667865988245,0.8873571463330796,0.8031869340476941,-0.056966744875685794,-0.1675906208655582
local_background_removed,1979,10.699685761751267,7.84554569815623,9.650424698472355,12.995985178234424,3.181007760017581,3.435122698348351,4.450671000876613,1.3739548188771271,1.2990266809651259,1.6935522059554629,7.0015051277791525,1.9017128787474356,3.6074472172152605,-0.5426242017891524,3.7987245070265527,8.306931633182282,-0.4866053852597719,0.4058893001577358,-0.07923113673112375,-0.31917892968646877,-1.057471183952828,0.49480942080776313,0.3818293129608767,-0.5036696307672119,0.9276553683421612,0.32515611783589726,0.32515611783589726,0.2686050168452753,0.3062650527942375,0.601431367370267,0.12432303433380931
local_background_removed,1980,24.82920350300411,8.134532485068675,16.87585759680857,6.818721138812835,2.287867225257218,4.111824928172145,6.569110445349867,1.008569134754351,0.9957251810858874,1.921648283545363,9.08610446984904,4.750425120596627,2.0185878744676202,2.9961132663938628,1.3037945723422548,1.5151736456486917,-0.3241722655814374,0.35428467663152713,-0.850497293356081,0.4104034342774707,-0.8353767574614788,2.3778186228509415,0.889595164112062,-0.9461445296811446,-1.0585598579420508,0.31567734983495205,0.31567734983495205,-0.37170307450371115,0.12437141174258204,0.7362846430069844,0.773756419093953
