window_id,bootstrap_id,object,selected_peak_day
W045,875,V,45.0
W045,875,H,34.0
W045,875,Je,46.0
W045,875,Jw,49.0
W045,876,P,45.0
W045,876,V,46.0
W045,876,H,37.0
W045,876,Je,47.0
W045,876,Jw,42.0
W045,877,P,46.0
W045,877,V,45.0
W045,877,H,38.0
W045,877,Je,45.0
W045,877,Jw,45.0
W045,878,P,45.0
W045,878,V,50.0
W045,878,H,35.0
W045,878,Je,46.0
W045,878,Jw,40.0
W045,879,P,46.0
W045,879,V,45.0
W045,879,H,37.0
W045,879,Je,50.0
W045,879,Jw,45.0
W045,880,P,42.0
W045,880,V,46.0
W045,880,H,34.0
W045,880,Je,47.0
W045,880,Jw,41.0
W045,881,P,45.0
W045,881,V,46.0
W045,881,H,36.0
W045,881,Je,47.0
W045,881,Jw,49.0
W045,882,P,43.0
W045,882,V,43.0
W045,882,H,46.0
W045,882,Je,47.0
W045,882,Jw,38.0
W045,883,P,46.0
W045,883,V,45.0
W045,883,H,47.0
W045,883,Je,47.0
W045,883,Jw,39.0
W045,884,P,44.0
W045,884,V,45.0
W045,884,H,34.0
W045,884,Je,44.0
W045,884,Jw,41.0
W045,885,P,43.0
W045,885,V,43.0
W045,885,H,33.0
W045,885,Je,46.0
W045,885,Jw,40.0
W045,886,P,45.0
W045,886,V,40.0
W045,886,H,35.0
W045,886,Je,45.0
W045,886,Jw,45.0
W045,887,P,45.0
W045,887,V,44.0
W045,887,H,34.0
W045,887,Je,45.0
W045,887,Jw,38.0
W045,888,P,47.0
W045,888,V,49.0
W045,888,H,35.0
W045,888,Je,45.0
W045,888,Jw,40.0
W045,889,P,46.0
W045,889,V,46.0
W045,889,H,45.0
W045,889,Je,45.0
W045,889,Jw,41.0
W045,890,P,45.0
W045,890,V,49.0
W045,890,H,45.0
W045,890,Je,43.0
W045,890,Jw,48.0
W045,891,P,45.0
W045,891,V,45.0
W045,891,H,35.0
W045,891,Je,51.0
W045,891,Jw,40.0
W045,892,P,44.0
W045,892,V,46.0
W045,892,H,48.0
W045,892,Je,47.0
W045,892,Jw,40.0
W045,893,P,45.0
W045,893,V,47.0
W045,893,H,34.0
W045,893,Je,46.0
W045,893,Jw,45.0
W045,894,P,42.0
W045,894,V,43.0
W045,894,H,38.0
W045,894,Je,46.0
W045,894,Jw,44.0
W045,895,P,44.0
W045,895,V,45.0
W045,895,H,37.0
W045,895,Je,48.0
W045,895,Jw,39.0
W045,896,P,45.0
W045,896,V,44.0
W045,896,H,34.0
W045,896,Je,47.0
W045,896,Jw,42.0
W045,897,P,41.0
W045,897,V,44.0
W045,897,H,35.0
W045,897,Je,46.0
W045,897,Jw,48.0
W045,898,P,45.0
W045,898,V,47.0
W045,898,H,38.0
W045,898,Je,52.0
W045,898,Jw,48.0
W045,899,P,45.0
W045,899,V,45.0
W045,899,H,36.0
W045,899,Je,47.0
W045,899,Jw,42.0
W045,900,P,40.0
W045,900,V,46.0
W045,900,H,54.0
W045,900,Je,44.0
W045,900,Jw,40.0
W045,901,P,45.0
W045,901,V,46.0
W045,901,H,35.0
W045,901,Je,46.0
W045,901,Jw,48.0
W045,902,P,45.0
W045,902,V,46.0
W045,902,H,34.0
W045,902,Je,46.0
W045,902,Jw,42.0
W045,903,P,44.0
W045,903,V,41.0
W045,903,H,35.0
W045,903,Je,44.0
W045,903,Jw,49.0
W045,904,P,45.0
W045,904,V,45.0
W045,904,H,38.0
W045,904,Je,46.0
W045,904,Jw,46.0
W045,905,P,44.0
W045,905,V,45.0
W045,905,H,53.0
W045,905,Je,46.0
W045,905,Jw,48.0
W045,906,P,45.0
W045,906,V,43.0
W045,906,H,32.0
W045,906,Je,45.0
W045,906,Jw,43.0
W045,907,P,46.0
W045,907,V,46.0
W045,907,H,37.0
W045,907,Je,47.0
W045,907,Jw,47.0
W045,908,P,44.0
W045,908,V,44.0
W045,908,H,32.0
W045,908,Je,48.0
W045,908,Jw,45.0
W045,909,P,41.0
W045,909,V,47.0
W045,909,H,34.0
W045,909,Je,45.0
W045,909,Jw,48.0
W045,910,P,44.0
W045,910,V,45.0
W045,910,H,39.0
W045,910,Je,49.0
W045,910,Jw,39.0
W045,911,P,45.0
W045,911,V,44.0
W045,911,H,38.0
W045,911,Je,46.0
W045,911,Jw,40.0
W045,912,P,44.0
W045,912,V,46.0
W045,912,H,52.0
W045,912,Je,45.0
W045,912,Jw,41.0
W045,913,P,50.0
W045,913,V,51.0
W045,913,H,47.0
W045,913,Je,46.0
W045,913,Jw,41.0
W045,914,P,42.0
W045,914,V,42.0
W045,914,H,52.0
W045,914,Je,44.0
W045,914,Jw,40.0
W045,915,P,41.0
W045,915,V,43.0
W045,915,H,33.0
W045,915,Je,46.0
W045,915,Jw,41.0
W045,916,P,44.0
W045,916,V,45.0
W045,916,H,34.0
W045,916,Je,46.0
W045,916,Jw,39.0
W045,917,P,46.0
W045,917,V,45.0
W045,917,H,38.0
W045,917,Je,49.0
W045,917,Jw,39.0
W045,918,P,47.0
W045,918,V,48.0
W045,918,H,35.0
W045,918,Je,46.0
W045,918,Jw,43.0
W045,919,P,45.0
W045,919,V,45.0
W045,919,H,47.0
W045,919,Je,46.0
W045,919,Jw,42.0
W045,920,P,44.0
W045,920,V,45.0
W045,920,H,50.0
W045,920,Je,47.0
W045,920,Jw,39.0
W045,921,P,42.0
W045,921,V,44.0
W045,921,H,44.0
W045,921,Je,44.0
W045,921,Jw,42.0
W045,922,P,46.0
W045,922,V,46.0
W045,922,H,41.0
W045,922,Je,48.0
W045,922,Jw,41.0
W045,923,P,46.0
W045,923,V,48.0
W045,923,H,34.0
W045,923,Je,48.0
W045,923,Jw,41.0
W045,924,P,41.0
W045,924,V,41.0
W045,924,H,30.0
W045,924,Je,44.0
W045,924,Jw,42.0
W045,925,P,43.0
W045,925,V,46.0
W045,925,H,33.0
W045,925,Je,46.0
W045,925,Jw,42.0
W045,926,P,35.0
W045,926,V,40.0
W045,926,H,44.0
W045,926,Je,43.0
W045,926,Jw,45.0
W045,927,P,45.0
W045,927,V,46.0
W045,927,H,37.0
W045,927,Je,48.0
W045,927,Jw,41.0
W045,928,P,44.0
W045,928,V,45.0
W045,928,H,36.0
W045,928,Je,44.0
W045,928,Jw,48.0
W045,929,P,46.0
W045,929,V,47.0
W045,929,H,39.0
W045,929,Je,52.0
W045,929,Jw,46.0
W045,930,P,45.0
W045,930,V,45.0
W045,930,H,35.0
W045,930,Je,46.0
W045,930,Jw,41.0
W045,931,P,45.0
W045,931,V,44.0
W045,931,H,52.0
W045,931,Je,47.0
W045,931,Jw,46.0
W045,932,P,44.0
W045,932,V,47.0
W045,932,H,35.0
W045,932,Je,48.0
W045,932,Jw,49.0
W045,933,P,44.0
W045,933,V,45.0
W045,933,H,43.0
W045,933,Je,47.0
W045,933,Jw,48.0
W045,934,P,47.0
W045,934,V,46.0
W045,934,H,37.0
W045,934,Je,49.0
W045,934,Jw,41.0
W045,935,P,44.0
W045,935,V,45.0
W045,935,H,35.0
W045,935,Je,34.0
W045,935,Jw,47.0
W045,936,P,44.0
W045,936,V,43.0
W045,936,H,47.0
W045,936,Je,46.0
W045,936,Jw,41.0
W045,937,P,45.0
W045,937,V,45.0
W045,937,H,58.0
W045,937,Je,46.0
W045,937,Jw,39.0
W045,938,P,45.0
W045,938,V,45.0
W045,938,H,37.0
W045,938,Je,47.0
W045,938,Jw,41.0
W045,939,P,47.0
W045,939,V,46.0
W045,939,H,46.0
W045,939,Je,45.0
W045,939,Jw,46.0
W045,940,P,44.0
W045,940,V,45.0
W045,940,H,36.0
W045,940,Je,47.0
W045,940,Jw,43.0
W045,941,P,47.0
W045,941,V,46.0
W045,941,H,36.0
W045,941,Je,48.0
W045,941,Jw,44.0
W045,942,P,43.0
W045,942,V,46.0
W045,942,H,34.0
W045,942,Je,46.0
W045,942,Jw,42.0
W045,943,P,43.0
W045,943,V,44.0
W045,943,H,32.0
W045,943,Je,44.0
W045,943,Jw,45.0
W045,944,P,41.0
W045,944,V,44.0
W045,944,H,32.0
W045,944,Je,45.0
W045,944,Jw,42.0
W045,945,P,46.0
W045,945,V,45.0
W045,945,H,34.0
W045,945,Je,45.0
W045,945,Jw,48.0
W045,946,P,47.0
W045,946,V,46.0
W045,946,H,46.0
W045,946,Je,46.0
W045,946,Jw,39.0
W045,947,P,45.0
W045,947,V,45.0
W045,947,H,38.0
W045,947,Je,47.0
W045,947,Jw,41.0
W045,948,P,44.0
W045,948,V,45.0
W045,948,H,38.0
W045,948,Je,47.0
W045,948,Jw,40.0
W045,949,P,45.0
W045,949,V,47.0
W045,949,H,33.0
W045,949,Je,46.0
W045,949,Jw,48.0
W045,950,P,45.0
W045,950,V,46.0
W045,950,H,37.0
W045,950,Je,47.0
W045,950,Jw,46.0
W045,951,P,40.0
W045,951,V,46.0
W045,951,H,50.0
W045,951,Je,45.0
W045,951,Jw,42.0
W045,952,P,40.0
W045,952,V,43.0
W045,952,H,40.0
W045,952,Je,48.0
W045,952,Jw,42.0
W045,953,P,42.0
W045,953,V,43.0
W045,953,H,51.0
W045,953,Je,46.0
W045,953,Jw,42.0
W045,954,P,44.0
W045,954,V,46.0
W045,954,H,36.0
W045,954,Je,46.0
W045,954,Jw,39.0
W045,955,P,46.0
W045,955,V,47.0
W045,955,H,41.0
W045,955,Je,45.0
W045,955,Jw,41.0
W045,956,P,42.0
W045,956,V,44.0
W045,956,H,43.0
W045,956,Je,48.0
W045,956,Jw,39.0
W045,957,P,45.0
W045,957,V,46.0
W045,957,H,35.0
W045,957,Je,45.0
W045,957,Jw,43.0
W045,958,P,46.0
W045,958,V,47.0
W045,958,H,20.0
W045,958,Je,46.0
W045,958,Jw,44.0
W045,959,P,45.0
W045,959,V,49.0
W045,959,H,34.0
W045,959,Je,48.0
W045,959,Jw,40.0
W045,960,P,39.0
W045,960,V,42.0
W045,960,H,55.0
W045,960,Je,52.0
W045,960,Jw,39.0
W045,961,P,45.0
W045,961,V,43.0
W045,961,H,43.0
W045,961,Je,45.0
W045,961,Jw,42.0
W045,962,P,41.0
W045,962,V,42.0
W045,962,H,34.0
W045,962,Je,47.0
W045,962,Jw,45.0
W045,963,P,44.0
W045,963,V,46.0
W045,963,H,34.0
W045,963,Je,47.0
W045,963,Jw,39.0
W045,964,P,45.0
W045,964,V,45.0
W045,964,H,35.0
W045,964,Je,47.0
W045,964,Jw,41.0
W045,965,P,46.0
W045,965,V,48.0
W045,965,H,36.0
W045,965,Je,48.0
W045,965,Jw,42.0
W045,966,P,45.0
W045,966,V,45.0
W045,966,H,37.0
W045,966,Je,53.0
W045,966,Jw,41.0
W045,967,P,45.0
W045,967,V,43.0
W045,967,H,55.0
W045,967,Je,47.0
W045,967,Jw,45.0
W045,968,P,44.0
W045,968,V,45.0
W045,968,H,36.0
W045,968,Je,47.0
W045,968,Jw,46.0
W045,969,P,44.0
W045,969,V,46.0
W045,969,H,45.0
W045,969,Je,46.0
W045,969,Jw,40.0
W045,970,P,45.0
W045,970,V,45.0
W045,970,H,35.0
W045,970,Je,47.0
W045,970,Jw,41.0
W045,971,P,41.0
W045,971,V,41.0
W045,971,H,40.0
W045,971,Je,46.0
W045,971,Jw,40.0
W045,972,P,41.0
W045,972,V,41.0
W045,972,H,39.0
W045,972,Je,43.0
W045,972,Jw,46.0
W045,973,P,43.0
W045,973,V,43.0
W045,973,H,30.0
W045,973,Je,44.0
W045,973,Jw,46.0
W045,974,P,44.0
W045,974,V,45.0
W045,974,H,36.0
W045,974,Je,47.0
W045,974,Jw,39.0
W045,975,P,45.0
W045,975,V,44.0
W045,975,H,37.0
W045,975,Je,48.0
W045,975,Jw,43.0
W045,976,P,42.0
W045,976,V,45.0
W045,976,H,50.0
W045,976,Je,45.0
W045,976,Jw,42.0
W045,977,P,42.0
W045,977,V,46.0
W045,977,H,36.0
W045,977,Je,43.0
W045,977,Jw,44.0
W045,978,P,43.0
W045,978,V,43.0
W045,978,H,51.0
W045,978,Je,45.0
W045,978,Jw,43.0
W045,979,P,46.0
W045,979,V,45.0
W045,979,H,50.0
W045,979,Je,47.0
W045,979,Jw,42.0
W045,980,P,44.0
W045,980,V,46.0
W045,980,H,45.0
W045,980,Je,46.0
W045,980,Jw,48.0
W045,981,P,42.0
W045,981,V,45.0
W045,981,H,32.0
W045,981,Je,46.0
W045,981,Jw,44.0
W045,982,P,45.0
W045,982,V,45.0
W045,982,H,48.0
W045,982,Je,45.0
W045,982,Jw,42.0
W045,983,P,46.0
W045,983,V,45.0
W045,983,H,36.0
W045,983,Je,47.0
W045,983,Jw,42.0
W045,984,P,44.0
W045,984,V,43.0
W045,984,H,53.0
W045,984,Je,46.0
W045,984,Jw,45.0
W045,985,P,45.0
W045,985,V,48.0
W045,985,H,37.0
W045,985,Je,48.0
W045,985,Jw,48.0
W045,986,P,46.0
W045,986,V,45.0
W045,986,H,35.0
W045,986,Je,51.0
W045,986,Jw,39.0
W045,987,P,43.0
W045,987,V,44.0
W045,987,H,36.0
W045,987,Je,46.0
W045,987,Jw,43.0
W045,988,P,45.0
W045,988,V,47.0
W045,988,H,47.0
W045,988,Je,46.0
W045,988,Jw,40.0
W045,989,P,46.0
W045,989,V,46.0
W045,989,H,32.0
W045,989,Je,44.0
W045,989,Jw,44.0
W045,990,P,45.0
W045,990,V,46.0
W045,990,H,33.0
W045,990,Je,44.0
W045,990,Jw,43.0
W045,991,P,41.0
W045,991,V,44.0
W045,991,H,53.0
W045,991,Je,48.0
W045,991,Jw,42.0
W045,992,P,46.0
W045,992,V,45.0
W045,992,H,48.0
W045,992,Je,48.0
W045,992,Jw,40.0
W045,993,P,46.0
W045,993,V,45.0
W045,993,H,35.0
W045,993,Je,47.0
W045,993,Jw,45.0
W045,994,P,45.0
W045,994,V,46.0
W045,994,H,33.0
W045,994,Je,45.0
W045,994,Jw,46.0
W045,995,P,41.0
W045,995,V,44.0
W045,995,H,36.0
W045,995,Je,46.0
W045,995,Jw,39.0
W045,996,P,46.0
W045,996,V,41.0
W045,996,H,34.0
W045,996,Je,46.0
W045,996,Jw,40.0
W045,997,P,44.0
W045,997,V,44.0
W045,997,H,35.0
W045,997,Je,47.0
W045,997,Jw,42.0
W045,998,P,44.0
W045,998,V,45.0
W045,998,H,46.0
W045,998,Je,45.0
W045,998,Jw,45.0
W045,999,P,45.0
W045,999,V,46.0
W045,999,H,48.0
W045,999,Je,47.0
W045,999,Jw,45.0
W081,0,P,84.0
W081,0,V,82.0
W081,0,H,72.0
W081,0,Je,84.0
W081,0,Jw,83.0
W081,1,P,77.0
W081,1,V,76.0
W081,1,H,74.0
W081,1,Je,81.0
W081,1,Jw,85.0
W081,2,P,81.0
W081,2,V,73.0
W081,2,H,78.0
W081,2,Je,81.0
W081,2,Jw,88.0
W081,3,P,81.0
W081,3,V,78.0
W081,3,H,78.0
W081,3,Je,86.0
W081,3,Jw,78.0
W081,4,P,83.0
W081,4,V,76.0
W081,4,H,77.0
W081,4,Je,78.0
W081,4,Jw,83.0
W081,5,P,82.0
W081,5,V,84.0
W081,5,H,77.0
W081,5,Je,76.0
W081,5,Jw,80.0
W081,6,P,78.0
W081,6,V,78.0
W081,6,H,76.0
W081,6,Je,77.0
W081,6,Jw,76.0
W081,7,P,76.0
W081,7,V,84.0
W081,7,H,76.0
W081,7,Je,77.0
W081,7,Jw,86.0
W081,8,P,65.0
W081,8,V,75.0
W081,8,H,69.0
W081,8,Je,77.0
W081,8,Jw,85.0
W081,9,P,83.0
W081,9,V,83.0
W081,9,H,79.0
W081,9,Je,89.0
W081,9,Jw,81.0
W081,10,P,86.0
W081,10,V,82.0
W081,10,H,77.0
W081,10,Je,87.0
W081,10,Jw,85.0
W081,11,P,86.0
W081,11,V,83.0
W081,11,H,83.0
W081,11,Je,89.0
W081,11,Jw,81.0
W081,12,P,83.0
W081,12,V,73.0
W081,12,H,74.0
W081,12,Je,82.0
W081,12,Jw,74.0
W081,13,P,87.0
W081,13,V,82.0
W081,13,H,75.0
W081,13,Je,82.0
W081,13,Jw,83.0
W081,14,P,78.0
W081,14,V,75.0
W081,14,H,73.0
W081,14,Je,79.0
W081,14,Jw,81.0
W081,15,P,81.0
W081,15,V,80.0
W081,15,H,76.0
W081,15,Je,74.0
W081,15,Jw,75.0
W081,16,P,80.0
W081,16,V,79.0
W081,16,H,78.0
W081,16,Je,81.0
W081,16,Jw,77.0
W081,17,P,80.0
W081,17,V,72.0
W081,17,H,71.0
W081,17,Je,78.0
W081,17,Jw,76.0
W081,18,P,81.0
W081,18,V,74.0
W081,18,H,73.0
W081,18,Je,76.0
W081,18,Jw,73.0
W081,19,P,84.0
W081,19,V,79.0
W081,19,H,78.0
W081,19,Je,82.0
W081,19,Jw,84.0
W081,20,P,81.0
W081,20,V,75.0
W081,20,H,75.0
W081,20,Je,76.0
W081,20,Jw,79.0
W081,21,P,80.0
W081,21,V,78.0
W081,21,H,79.0
W081,21,Je,83.0
W081,21,Jw,80.0
W081,22,P,80.0
W081,22,V,80.0
W081,22,H,77.0
W081,22,Je,81.0
W081,22,Jw,81.0
W081,23,P,82.0
W081,23,V,84.0
W081,23,H,80.0
W081,23,Je,79.0
W081,23,Jw,74.0
W081,24,P,84.0
W081,24,V,76.0
W081,24,H,71.0
W081,24,Je,84.0
W081,24,Jw,85.0
W081,25,P,82.0
W081,25,V,81.0
W081,25,H,71.0
W081,25,Je,87.0
W081,25,Jw,87.0
W081,26,P,83.0
W081,26,V,80.0
W081,26,H,69.0
W081,26,Je,84.0
W081,26,Jw,85.0
W081,27,P,85.0
W081,27,V,81.0
W081,27,H,77.0
W081,27,Je,80.0
W081,27,Jw,84.0
W081,28,P,80.0
W081,28,V,82.0
W081,28,H,78.0
W081,28,Je,81.0
W081,28,Jw,76.0
W081,29,P,81.0
W081,29,V,80.0
W081,29,H,79.0
W081,29,Je,78.0
W081,29,Jw,85.0
W081,30,P,81.0
W081,30,V,80.0
W081,30,H,77.0
W081,30,Je,78.0
W081,30,Jw,83.0
W081,31,P,75.0
W081,31,V,84.0
W081,31,H,82.0
W081,31,Je,76.0
W081,31,Jw,84.0
W081,32,P,79.0
W081,32,V,78.0
W081,32,H,76.0
W081,32,Je,81.0
W081,32,Jw,82.0
W081,33,P,86.0
W081,33,V,83.0
W081,33,H,78.0
W081,33,Je,86.0
W081,33,Jw,86.0
W081,34,P,80.0
W081,34,V,79.0
W081,34,H,78.0
W081,34,Je,81.0
W081,34,Jw,84.0
W081,35,P,77.0
W081,35,V,76.0
W081,35,H,75.0
W081,35,Je,74.0
W081,35,Jw,84.0
W081,36,P,81.0
W081,36,V,84.0
W081,36,H,77.0
W081,36,Je,81.0
W081,36,Jw,82.0
W081,37,P,77.0
W081,37,V,79.0
W081,37,H,77.0
W081,37,Je,82.0
W081,37,Jw,84.0
W081,38,P,80.0
W081,38,V,81.0
W081,38,H,82.0
W081,38,Je,81.0
W081,38,Jw,84.0
W081,39,P,83.0
W081,39,V,80.0
W081,39,H,79.0
W081,39,Je,81.0
W081,39,Jw,82.0
W081,40,P,76.0
W081,40,V,74.0
W081,40,H,76.0
W081,40,Je,80.0
W081,40,Jw,75.0
W081,41,P,82.0
W081,41,V,74.0
W081,41,H,74.0
W081,41,Je,81.0
W081,41,Jw,79.0
W081,42,P,77.0
W081,42,V,79.0
W081,42,H,77.0
W081,42,Je,82.0
W081,42,Jw,82.0
W081,43,P,86.0
W081,43,V,85.0
W081,43,H,81.0
W081,43,Je,81.0
W081,43,Jw,79.0
W081,44,P,76.0
W081,44,V,80.0
W081,44,H,75.0
W081,44,Je,75.0
W081,44,Jw,73.0
W081,45,P,84.0
W081,45,V,83.0
W081,45,H,82.0
W081,45,Je,81.0
W081,45,Jw,74.0
W081,46,P,80.0
W081,46,V,86.0
W081,46,H,84.0
W081,46,Je,83.0
W081,46,Jw,77.0
W081,47,P,84.0
W081,47,V,81.0
W081,47,H,79.0
W081,47,Je,66.0
W081,47,Jw,87.0
W081,48,P,82.0
W081,48,V,82.0
W081,48,H,78.0
W081,48,Je,81.0
W081,48,Jw,78.0
W081,49,P,85.0
W081,49,V,80.0
W081,49,H,69.0
W081,49,Je,83.0
W081,49,Jw,83.0
W081,50,P,79.0
W081,50,V,79.0
W081,50,H,76.0
W081,50,Je,75.0
W081,50,Jw,
W081,51,P,85.0
W081,51,V,84.0
W081,51,H,78.0
W081,51,Je,83.0
W081,51,Jw,84.0
W081,52,P,82.0
W081,52,V,81.0
W081,52,H,76.0
W081,52,Je,75.0
W081,52,Jw,83.0
W081,53,P,78.0
W081,53,V,74.0
W081,53,H,77.0
W081,53,Je,81.0
W081,53,Jw,77.0
W081,54,P,87.0
W081,54,V,82.0
W081,54,H,82.0
W081,54,Je,83.0
W081,54,Jw,83.0
W081,55,P,85.0
W081,55,V,81.0
W081,55,H,78.0
W081,55,Je,81.0
W081,55,Jw,83.0
W081,56,P,80.0
W081,56,V,82.0
W081,56,H,82.0
W081,56,Je,76.0
W081,56,Jw,78.0
W081,57,P,77.0
W081,57,V,75.0
W081,57,H,76.0
W081,57,Je,78.0
W081,57,Jw,83.0
W081,58,P,82.0
W081,58,V,81.0
W081,58,H,77.0
W081,58,Je,81.0
W081,58,Jw,81.0
W081,59,P,79.0
W081,59,V,77.0
W081,59,H,77.0
W081,59,Je,78.0
W081,59,Jw,82.0
W081,60,P,79.0
W081,60,V,78.0
W081,60,H,77.0
W081,60,Je,78.0
W081,60,Jw,84.0
W081,61,P,85.0
W081,61,V,83.0
W081,61,H,70.0
W081,61,Je,84.0
W081,61,Jw,81.0
W081,62,P,83.0
W081,62,V,81.0
W081,62,H,80.0
W081,62,Je,77.0
W081,62,Jw,84.0
W081,63,P,76.0
W081,63,V,76.0
W081,63,H,76.0
W081,63,Je,78.0
W081,63,Jw,75.0
W081,64,P,81.0
W081,64,V,77.0
W081,64,H,77.0
W081,64,Je,80.0
W081,64,Jw,78.0
W081,65,P,77.0
W081,65,V,83.0
W081,65,H,69.0
W081,65,Je,77.0
W081,65,Jw,73.0
W081,66,P,85.0
W081,66,V,83.0
W081,66,H,75.0
W081,66,Je,85.0
W081,66,Jw,85.0
W081,67,P,77.0
W081,67,V,79.0
W081,67,H,77.0
W081,67,Je,80.0
W081,67,Jw,81.0
W081,68,P,81.0
W081,68,V,78.0
W081,68,H,75.0
W081,68,Je,75.0
W081,68,Jw,85.0
W081,69,P,79.0
W081,69,V,80.0
W081,69,H,77.0
W081,69,Je,88.0
W081,69,Jw,83.0
W081,70,P,83.0
W081,70,V,85.0
W081,70,H,69.0
W081,70,Je,87.0
W081,70,Jw,83.0
W081,71,P,89.0
W081,71,V,82.0
W081,71,H,82.0
W081,71,Je,84.0
W081,71,Jw,88.0
W081,72,P,80.0
W081,72,V,77.0
W081,72,H,78.0
W081,72,Je,80.0
W081,72,Jw,84.0
W081,73,P,82.0
W081,73,V,82.0
W081,73,H,70.0
W081,73,Je,88.0
W081,73,Jw,84.0
W081,74,P,79.0
W081,74,V,79.0
W081,74,H,76.0
W081,74,Je,84.0
W081,74,Jw,83.0
W081,75,P,77.0
W081,75,V,80.0
W081,75,H,76.0
W081,75,Je,77.0
W081,75,Jw,83.0
W081,76,P,78.0
W081,76,V,78.0
W081,76,H,75.0
W081,76,Je,81.0
W081,76,Jw,86.0
W081,77,P,83.0
W081,77,V,80.0
W081,77,H,77.0
W081,77,Je,81.0
W081,77,Jw,85.0
W081,78,P,80.0
W081,78,V,86.0
W081,78,H,88.0
W081,78,Je,77.0
W081,78,Jw,84.0
W081,79,P,79.0
W081,79,V,77.0
W081,79,H,77.0
W081,79,Je,78.0
W081,79,Jw,78.0
W081,80,P,79.0
W081,80,V,79.0
W081,80,H,77.0
W081,80,Je,77.0
W081,80,Jw,84.0
W081,81,P,86.0
W081,81,V,82.0
W081,81,H,80.0
W081,81,Je,76.0
W081,81,Jw,82.0
W081,82,P,78.0
W081,82,V,75.0
W081,82,H,71.0
W081,82,Je,77.0
W081,82,Jw,78.0
W081,83,P,81.0
W081,83,V,70.0
W081,83,H,78.0
W081,83,Je,75.0
W081,83,Jw,77.0
W081,84,P,65.0
W081,84,V,84.0
W081,84,H,83.0
W081,84,Je,77.0
W081,84,Jw,72.0
W081,85,P,84.0
W081,85,V,76.0
W081,85,H,75.0
W081,85,Je,86.0
W081,85,Jw,81.0
W081,86,P,80.0
W081,86,V,84.0
W081,86,H,73.0
W081,86,Je,87.0
W081,86,Jw,83.0
W081,87,P,82.0
W081,87,V,81.0
W081,87,H,81.0
W081,87,Je,64.0
W081,87,Jw,81.0
W081,88,P,76.0
W081,88,V,83.0
W081,88,H,75.0
W081,88,Je,81.0
W081,88,Jw,78.0
W081,89,P,83.0
W081,89,V,83.0
W081,89,H,78.0
W081,89,Je,87.0
W081,89,Jw,86.0
W081,90,P,84.0
W081,90,V,85.0
W081,90,H,82.0
W081,90,Je,82.0
W081,90,Jw,83.0
W081,91,P,87.0
W081,91,V,77.0
W081,91,H,76.0
W081,91,Je,74.0
W081,91,Jw,83.0
W081,92,P,85.0
W081,92,V,84.0
W081,92,H,74.0
W081,92,Je,78.0
W081,92,Jw,87.0
W081,93,P,87.0
W081,93,V,83.0
W081,93,H,78.0
W081,93,Je,84.0
W081,93,Jw,84.0
W081,94,P,81.0
W081,94,V,85.0
W081,94,H,83.0
W081,94,Je,76.0
W081,94,Jw,83.0
W081,95,P,83.0
W081,95,V,85.0
W081,95,H,82.0
W081,95,Je,78.0
W081,95,Jw,82.0
W081,96,P,81.0
W081,96,V,81.0
W081,96,H,80.0
W081,96,Je,82.0
W081,96,Jw,74.0
W081,97,P,82.0
W081,97,V,78.0
W081,97,H,69.0
W081,97,Je,87.0
W081,97,Jw,85.0
W081,98,P,84.0
W081,98,V,78.0
W081,98,H,77.0
W081,98,Je,78.0
W081,98,Jw,85.0
W081,99,P,79.0
W081,99,V,79.0
W081,99,H,76.0
W081,99,Je,76.0
W081,99,Jw,82.0
W081,100,P,77.0
W081,100,V,80.0
W081,100,H,76.0
W081,100,Je,82.0
W081,100,Jw,81.0
W081,101,P,81.0
W081,101,V,80.0
W081,101,H,78.0
W081,101,Je,84.0
W081,101,Jw,77.0
W081,102,P,88.0
W081,102,V,76.0
W081,102,H,76.0
W081,102,Je,76.0
W081,102,Jw,84.0
W081,103,P,79.0
W081,103,V,79.0
W081,103,H,78.0
W081,103,Je,78.0
W081,103,Jw,83.0
W081,104,P,85.0
W081,104,V,69.0
W081,104,H,78.0
W081,104,Je,82.0
W081,104,Jw,82.0
W081,105,P,85.0
W081,105,V,81.0
W081,105,H,77.0
W081,105,Je,77.0
W081,105,Jw,83.0
W081,106,P,84.0
W081,106,V,82.0
W081,106,H,78.0
W081,106,Je,87.0
W081,106,Jw,84.0
W081,107,P,81.0
W081,107,V,81.0
W081,107,H,75.0
W081,107,Je,78.0
W081,107,Jw,81.0
W081,108,P,82.0
W081,108,V,81.0
W081,108,H,77.0
W081,108,Je,81.0
W081,108,Jw,81.0
W081,109,P,77.0
W081,109,V,79.0
W081,109,H,76.0
W081,109,Je,81.0
W081,109,Jw,80.0
W081,110,P,79.0
W081,110,V,79.0
W081,110,H,77.0
W081,110,Je,76.0
W081,110,Jw,86.0
W081,111,P,84.0
W081,111,V,82.0
W081,111,H,78.0
W081,111,Je,88.0
W081,111,Jw,85.0
W081,112,P,81.0
W081,112,V,79.0
W081,112,H,77.0
W081,112,Je,84.0
W081,112,Jw,84.0
W081,113,P,84.0
W081,113,V,83.0
W081,113,H,76.0
W081,113,Je,88.0
W081,113,Jw,89.0
W081,114,P,82.0
W081,114,V,72.0
W081,114,H,70.0
W081,114,Je,76.0
W081,114,Jw,74.0
W081,115,P,84.0
W081,115,V,76.0
W081,115,H,78.0
W081,115,Je,82.0
W081,115,Jw,80.0
W081,116,P,82.0
