window_id,bootstrap_id,object,selected_peak_day
W113,285,H,116.0
W113,285,Je,115.0
W113,285,Jw,111.0
W113,286,P,101.0
W113,286,V,112.0
W113,286,H,113.0
W113,286,Je,107.0
W113,286,Jw,106.0
W113,287,P,111.0
W113,287,V,116.0
W113,287,H,115.0
W113,287,Je,109.0
W113,287,Jw,108.0
W113,288,P,109.0
W113,288,V,114.0
W113,288,H,111.0
W113,288,Je,107.0
W113,288,Jw,101.0
W113,289,P,117.0
W113,289,V,112.0
W113,289,H,116.0
W113,289,Je,109.0
W113,289,Jw,118.0
W113,290,P,111.0
W113,290,V,117.0
W113,290,H,109.0
W113,290,Je,107.0
W113,290,Jw,110.0
W113,291,P,112.0
W113,291,V,114.0
W113,291,H,116.0
W113,291,Je,108.0
W113,291,Jw,111.0
W113,292,P,112.0
W113,292,V,114.0
W113,292,H,116.0
W113,292,Je,113.0
W113,292,Jw,110.0
W113,293,P,112.0
W113,293,V,111.0
W113,293,H,116.0
W113,293,Je,112.0
W113,293,Jw,111.0
W113,294,P,106.0
W113,294,V,117.0
W113,294,H,114.0
W113,294,Je,109.0
W113,294,Jw,102.0
W113,295,P,112.0
W113,295,V,114.0
W113,295,H,114.0
W113,295,Je,108.0
W113,295,Jw,107.0
W113,296,P,102.0
W113,296,V,117.0
W113,296,H,114.0
W113,296,Je,110.0
W113,296,Jw,102.0
W113,297,P,110.0
W113,297,V,115.0
W113,297,H,115.0
W113,297,Je,109.0
W113,297,Jw,102.0
W113,298,P,113.0
W113,298,V,114.0
W113,298,H,114.0
W113,298,Je,112.0
W113,298,Jw,109.0
W113,299,P,114.0
W113,299,V,111.0
W113,299,H,113.0
W113,299,Je,113.0
W113,299,Jw,108.0
W113,300,P,115.0
W113,300,V,115.0
W113,300,H,115.0
W113,300,Je,113.0
W113,300,Jw,102.0
W113,301,P,114.0
W113,301,V,112.0
W113,301,H,114.0
W113,301,Je,109.0
W113,301,Jw,104.0
W113,302,P,112.0
W113,302,V,113.0
W113,302,H,115.0
W113,302,Je,107.0
W113,302,Jw,101.0
W113,303,P,113.0
W113,303,V,113.0
W113,303,H,114.0
W113,303,Je,110.0
W113,303,Jw,112.0
W113,304,P,112.0
W113,304,V,110.0
W113,304,H,114.0
W113,304,Je,113.0
W113,304,Jw,107.0
W113,305,P,108.0
W113,305,V,115.0
W113,305,H,112.0
W113,305,Je,108.0
W113,305,Jw,103.0
W113,306,P,112.0
W113,306,V,115.0
W113,306,H,115.0
W113,306,Je,108.0
W113,306,Jw,104.0
W113,307,P,122.0
W113,307,V,113.0
W113,307,H,115.0
W113,307,Je,113.0
W113,307,Jw,105.0
W113,308,P,111.0
W113,308,V,115.0
W113,308,H,114.0
W113,308,Je,112.0
W113,308,Jw,102.0
W113,309,P,107.0
W113,309,V,123.0
W113,309,H,117.0
W113,309,Je,107.0
W113,309,Jw,111.0
W113,310,P,116.0
W113,310,V,112.0
W113,310,H,114.0
W113,310,Je,112.0
W113,310,Jw,102.0
W113,311,P,113.0
W113,311,V,112.0
W113,311,H,114.0
W113,311,Je,112.0
W113,311,Jw,106.0
W113,312,P,113.0
W113,312,V,110.0
W113,312,H,114.0
W113,312,Je,106.0
W113,312,Jw,102.0
W113,313,P,112.0
W113,313,V,116.0
W113,313,H,115.0
W113,313,Je,109.0
W113,313,Jw,108.0
W113,314,P,107.0
W113,314,V,117.0
W113,314,H,115.0
W113,314,Je,108.0
W113,314,Jw,108.0
W113,315,P,105.0
W113,315,V,116.0
W113,315,H,111.0
W113,315,Je,107.0
W113,315,Jw,109.0
W113,316,P,110.0
W113,316,V,118.0
W113,316,H,115.0
W113,316,Je,115.0
W113,316,Jw,108.0
W113,317,P,115.0
W113,317,V,113.0
W113,317,H,115.0
W113,317,Je,111.0
W113,317,Jw,110.0
W113,318,P,111.0
W113,318,V,114.0
W113,318,H,114.0
W113,318,Je,111.0
W113,318,Jw,106.0
W113,319,P,109.0
W113,319,V,113.0
W113,319,H,114.0
W113,319,Je,110.0
W113,319,Jw,111.0
W113,320,P,114.0
W113,320,V,113.0
W113,320,H,113.0
W113,320,Je,113.0
W113,320,Jw,111.0
W113,321,P,113.0
W113,321,V,111.0
W113,321,H,114.0
W113,321,Je,111.0
W113,321,Jw,110.0
W113,322,P,113.0
W113,322,V,114.0
W113,322,H,115.0
W113,322,Je,112.0
W113,322,Jw,108.0
W113,323,P,116.0
W113,323,V,113.0
W113,323,H,113.0
W113,323,Je,105.0
W113,323,Jw,108.0
W113,324,P,112.0
W113,324,V,113.0
W113,324,H,114.0
W113,324,Je,113.0
W113,324,Jw,108.0
W113,325,P,114.0
W113,325,V,117.0
W113,325,H,117.0
W113,325,Je,111.0
W113,325,Jw,103.0
W113,326,P,112.0
W113,326,V,119.0
W113,326,H,115.0
W113,326,Je,107.0
W113,326,Jw,101.0
W113,327,P,103.0
W113,327,V,113.0
W113,327,H,115.0
W113,327,Je,107.0
W113,327,Jw,103.0
W113,328,P,114.0
W113,328,V,115.0
W113,328,H,114.0
W113,328,Je,113.0
W113,328,Jw,111.0
W113,329,P,102.0
W113,329,V,113.0
W113,329,H,113.0
W113,329,Je,107.0
W113,329,Jw,101.0
W113,330,P,110.0
W113,330,V,115.0
W113,330,H,113.0
W113,330,Je,110.0
W113,330,Jw,109.0
W113,331,P,113.0
W113,331,V,111.0
W113,331,H,114.0
W113,331,Je,111.0
W113,331,Jw,107.0
W113,332,P,117.0
W113,332,V,113.0
W113,332,H,115.0
W113,332,Je,114.0
W113,332,Jw,107.0
W113,333,P,116.0
W113,333,V,114.0
W113,333,H,114.0
W113,333,Je,116.0
W113,333,Jw,116.0
W113,334,P,117.0
W113,334,V,109.0
W113,334,H,109.0
W113,334,Je,108.0
W113,334,Jw,107.0
W113,335,P,118.0
W113,335,V,111.0
W113,335,H,116.0
W113,335,Je,114.0
W113,335,Jw,103.0
W113,336,P,109.0
W113,336,V,116.0
W113,336,H,115.0
W113,336,Je,110.0
W113,336,Jw,101.0
W113,337,P,113.0
W113,337,V,115.0
W113,337,H,115.0
W113,337,Je,112.0
W113,337,Jw,107.0
W113,338,P,119.0
W113,338,V,114.0
W113,338,H,113.0
W113,338,Je,107.0
W113,338,Jw,109.0
W113,339,P,116.0
W113,339,V,115.0
W113,339,H,115.0
W113,339,Je,116.0
W113,339,Jw,104.0
W113,340,P,116.0
W113,340,V,114.0
W113,340,H,114.0
W113,340,Je,112.0
W113,340,Jw,108.0
W113,341,P,111.0
W113,341,V,114.0
W113,341,H,115.0
W113,341,Je,111.0
W113,341,Jw,111.0
W113,342,P,114.0
W113,342,V,114.0
W113,342,H,115.0
W113,342,Je,108.0
W113,342,Jw,103.0
W113,343,P,112.0
W113,343,V,113.0
W113,343,H,116.0
W113,343,Je,108.0
W113,343,Jw,103.0
W113,344,P,111.0
W113,344,V,112.0
W113,344,H,115.0
W113,344,Je,107.0
W113,344,Jw,107.0
W113,345,P,114.0
W113,345,V,113.0
W113,345,H,114.0
W113,345,Je,111.0
W113,345,Jw,108.0
W113,346,P,114.0
W113,346,V,111.0
W113,346,H,111.0
W113,346,Je,107.0
W113,346,Jw,102.0
W113,347,P,116.0
W113,347,V,112.0
W113,347,H,114.0
W113,347,Je,110.0
W113,347,Jw,104.0
W113,348,P,111.0
W113,348,V,112.0
W113,348,H,114.0
W113,348,Je,113.0
W113,348,Jw,111.0
W113,349,P,113.0
W113,349,V,113.0
W113,349,H,116.0
W113,349,Je,110.0
W113,349,Jw,111.0
W113,350,P,104.0
W113,350,V,116.0
W113,350,H,114.0
W113,350,Je,106.0
W113,350,Jw,101.0
W113,351,P,116.0
W113,351,V,113.0
W113,351,H,115.0
W113,351,Je,115.0
W113,351,Jw,106.0
W113,352,P,115.0
W113,352,V,113.0
W113,352,H,115.0
W113,352,Je,114.0
W113,352,Jw,103.0
W113,353,P,113.0
W113,353,V,112.0
W113,353,H,114.0
W113,353,Je,112.0
W113,353,Jw,109.0
W113,354,P,119.0
W113,354,V,114.0
W113,354,H,113.0
W113,354,Je,107.0
W113,354,Jw,102.0
W113,355,P,110.0
W113,355,V,114.0
W113,355,H,115.0
W113,355,Je,113.0
W113,355,Jw,103.0
W113,356,P,115.0
W113,356,V,112.0
W113,356,H,112.0
W113,356,Je,113.0
W113,356,Jw,112.0
W113,357,P,115.0
W113,357,V,114.0
W113,357,H,115.0
W113,357,Je,113.0
W113,357,Jw,110.0
W113,358,P,112.0
W113,358,V,113.0
W113,358,H,114.0
W113,358,Je,107.0
W113,358,Jw,108.0
W113,359,P,112.0
W113,359,V,113.0
W113,359,H,117.0
W113,359,Je,113.0
W113,359,Jw,103.0
W113,360,P,112.0
W113,360,V,113.0
W113,360,H,115.0
W113,360,Je,109.0
W113,360,Jw,109.0
W113,361,P,115.0
W113,361,V,115.0
W113,361,H,116.0
W113,361,Je,114.0
W113,361,Jw,111.0
W113,362,P,109.0
W113,362,V,109.0
W113,362,H,111.0
W113,362,Je,101.0
W113,362,Jw,101.0
W113,363,P,115.0
W113,363,V,123.0
W113,363,H,119.0
W113,363,Je,115.0
W113,363,Jw,112.0
W113,364,P,112.0
W113,364,V,113.0
W113,364,H,113.0
W113,364,Je,110.0
W113,364,Jw,108.0
W113,365,P,105.0
W113,365,V,114.0
W113,365,H,115.0
W113,365,Je,109.0
W113,365,Jw,107.0
W113,366,P,112.0
W113,366,V,117.0
W113,366,H,115.0
W113,366,Je,112.0
W113,366,Jw,111.0
W113,367,P,110.0
W113,367,V,116.0
W113,367,H,115.0
W113,367,Je,113.0
W113,367,Jw,111.0
W113,368,P,114.0
W113,368,V,118.0
W113,368,H,116.0
W113,368,Je,112.0
W113,368,Jw,110.0
W113,369,P,114.0
W113,369,V,117.0
W113,369,H,116.0
W113,369,Je,107.0
W113,369,Jw,109.0
W113,370,P,112.0
W113,370,V,112.0
W113,370,H,114.0
W113,370,Je,112.0
W113,370,Jw,108.0
W113,371,P,125.0
W113,371,V,115.0
W113,371,H,116.0
W113,371,Je,113.0
W113,371,Jw,106.0
W113,372,P,102.0
W113,372,V,118.0
W113,372,H,116.0
W113,372,Je,112.0
W113,372,Jw,108.0
W113,373,P,110.0
W113,373,V,114.0
W113,373,H,116.0
W113,373,Je,108.0
W113,373,Jw,108.0
W113,374,P,112.0
W113,374,V,114.0
W113,374,H,114.0
W113,374,Je,112.0
W113,374,Jw,109.0
W113,375,P,113.0
W113,375,V,121.0
W113,375,H,115.0
W113,375,Je,114.0
W113,375,Jw,111.0
W113,376,P,114.0
W113,376,V,113.0
W113,376,H,113.0
W113,376,Je,101.0
W113,376,Jw,113.0
W113,377,P,108.0
W113,377,V,115.0
W113,377,H,115.0
W113,377,Je,109.0
W113,377,Jw,105.0
W113,378,P,110.0
W113,378,V,115.0
W113,378,H,116.0
W113,378,Je,112.0
W113,378,Jw,108.0
W113,379,P,114.0
W113,379,V,116.0
W113,379,H,116.0
W113,379,Je,114.0
W113,379,Jw,103.0
W113,380,P,115.0
W113,380,V,112.0
W113,380,H,116.0
W113,380,Je,116.0
W113,380,Jw,111.0
W113,381,P,111.0
W113,381,V,113.0
W113,381,H,116.0
W113,381,Je,111.0
W113,381,Jw,111.0
W113,382,P,109.0
W113,382,V,119.0
W113,382,H,110.0
W113,382,Je,108.0
W113,382,Jw,113.0
W113,383,P,113.0
W113,383,V,114.0
W113,383,H,115.0
W113,383,Je,112.0
W113,383,Jw,108.0
W113,384,P,115.0
W113,384,V,114.0
W113,384,H,114.0
W113,384,Je,112.0
W113,384,Jw,107.0
W113,385,P,111.0
W113,385,V,114.0
W113,385,H,114.0
W113,385,Je,111.0
W113,385,Jw,108.0
W113,386,P,111.0
W113,386,V,108.0
W113,386,H,110.0
W113,386,Je,107.0
W113,386,Jw,111.0
W113,387,P,134.0
W113,387,V,118.0
W113,387,H,115.0
W113,387,Je,109.0
W113,387,Jw,108.0
W113,388,P,115.0
W113,388,V,115.0
W113,388,H,115.0
W113,388,Je,112.0
W113,388,Jw,103.0
W113,389,P,112.0
W113,389,V,115.0
W113,389,H,114.0
W113,389,Je,110.0
W113,389,Jw,104.0
W113,390,P,115.0
W113,390,V,113.0
W113,390,H,114.0
W113,390,Je,110.0
W113,390,Jw,110.0
W113,391,P,124.0
W113,391,V,107.0
W113,391,H,115.0
W113,391,Je,110.0
W113,391,Jw,109.0
W113,392,P,109.0
W113,392,V,116.0
W113,392,H,115.0
W113,392,Je,108.0
W113,392,Jw,107.0
W113,393,P,113.0
W113,393,V,112.0
W113,393,H,115.0
W113,393,Je,113.0
W113,393,Jw,111.0
W113,394,P,113.0
W113,394,V,117.0
W113,394,H,115.0
W113,394,Je,112.0
W113,394,Jw,108.0
W113,395,P,116.0
W113,395,V,122.0
W113,395,H,117.0
W113,395,Je,113.0
W113,395,Jw,109.0
W113,396,P,112.0
W113,396,V,122.0
W113,396,H,117.0
W113,396,Je,108.0
W113,396,Jw,109.0
W113,397,P,114.0
W113,397,V,113.0
W113,397,H,114.0
W113,397,Je,112.0
W113,397,Jw,112.0
W113,398,P,115.0
W113,398,V,111.0
W113,398,H,114.0
W113,398,Je,111.0
W113,398,Jw,115.0
W113,399,P,111.0
W113,399,V,115.0
W113,399,H,115.0
W113,399,Je,108.0
W113,399,Jw,109.0
W113,400,P,112.0
W113,400,V,108.0
W113,400,H,110.0
W113,400,Je,105.0
W113,400,Jw,109.0
W113,401,P,112.0
W113,401,V,116.0
W113,401,H,115.0
W113,401,Je,113.0
W113,401,Jw,110.0
W113,402,P,111.0
W113,402,V,123.0
W113,402,H,117.0
W113,402,Je,112.0
W113,402,Jw,111.0
W113,403,P,111.0
W113,403,V,112.0
W113,403,H,117.0
W113,403,Je,109.0
W113,403,Jw,111.0
W113,404,P,113.0
W113,404,V,112.0
W113,404,H,114.0
W113,404,Je,112.0
W113,404,Jw,104.0
W113,405,P,116.0
W113,405,V,112.0
W113,405,H,117.0
W113,405,Je,107.0
W113,405,Jw,104.0
W113,406,P,115.0
W113,406,V,115.0
W113,406,H,114.0
W113,406,Je,112.0
W113,406,Jw,108.0
W113,407,P,111.0
W113,407,V,113.0
W113,407,H,114.0
W113,407,Je,108.0
W113,407,Jw,108.0
W113,408,P,116.0
W113,408,V,115.0
W113,408,H,115.0
W113,408,Je,112.0
W113,408,Jw,105.0
W113,409,P,116.0
W113,409,V,112.0
W113,409,H,120.0
W113,409,Je,115.0
W113,409,Jw,110.0
W113,410,P,117.0
W113,410,V,113.0
W113,410,H,114.0
W113,410,Je,113.0
W113,410,Jw,107.0
W113,411,P,115.0
W113,411,V,115.0
W113,411,H,115.0
W113,411,Je,113.0
W113,411,Jw,114.0
W113,412,P,112.0
W113,412,V,114.0
W113,412,H,115.0
W113,412,Je,113.0
W113,412,Jw,107.0
W113,413,P,113.0
W113,413,V,114.0
W113,413,H,114.0
W113,413,Je,112.0
W113,413,Jw,113.0
W113,414,P,111.0
W113,414,V,113.0
W113,414,H,114.0
W113,414,Je,110.0
W113,414,Jw,105.0
W113,415,P,114.0
W113,415,V,108.0
W113,415,H,115.0
W113,415,Je,110.0
W113,415,Jw,111.0
W113,416,P,118.0
W113,416,V,115.0
W113,416,H,114.0
W113,416,Je,110.0
W113,416,Jw,108.0
W113,417,P,115.0
W113,417,V,113.0
W113,417,H,116.0
W113,417,Je,108.0
W113,417,Jw,105.0
W113,418,P,120.0
W113,418,V,111.0
W113,418,H,116.0
W113,418,Je,112.0
W113,418,Jw,105.0
W113,419,P,114.0
W113,419,V,117.0
W113,419,H,108.0
W113,419,Je,107.0
W113,419,Jw,100.0
W113,420,P,109.0
W113,420,V,123.0
W113,420,H,115.0
W113,420,Je,108.0
W113,420,Jw,109.0
W113,421,P,114.0
W113,421,V,108.0
W113,421,H,114.0
W113,421,Je,118.0
W113,421,Jw,102.0
W113,422,P,114.0
W113,422,V,113.0
W113,422,H,112.0
W113,422,Je,107.0
W113,422,Jw,104.0
W113,423,P,114.0
W113,423,V,114.0
W113,423,H,115.0
W113,423,Je,110.0
W113,423,Jw,101.0
W113,424,P,112.0
W113,424,V,115.0
W113,424,H,115.0
W113,424,Je,109.0
W113,424,Jw,108.0
W113,425,P,113.0
W113,425,V,114.0
W113,425,H,117.0
W113,425,Je,115.0
W113,425,Jw,106.0
W113,426,P,116.0
W113,426,V,115.0
W113,426,H,117.0
W113,426,Je,108.0
W113,426,Jw,108.0
W113,427,P,113.0
W113,427,V,115.0
W113,427,H,116.0
W113,427,Je,110.0
W113,427,Jw,109.0
W113,428,P,108.0
W113,428,V,114.0
W113,428,H,114.0
W113,428,Je,109.0
W113,428,Jw,104.0
W113,429,P,116.0
W113,429,V,110.0
W113,429,H,115.0
W113,429,Je,111.0
W113,429,Jw,103.0
W113,430,P,112.0
W113,430,V,113.0
W113,430,H,114.0
W113,430,Je,109.0
W113,430,Jw,112.0
W113,431,P,113.0
W113,431,V,112.0
W113,431,H,114.0
W113,431,Je,112.0
W113,431,Jw,109.0
W113,432,P,113.0
W113,432,V,112.0
W113,432,H,114.0
W113,432,Je,113.0
W113,432,Jw,113.0
W113,433,P,115.0
W113,433,V,121.0
W113,433,H,115.0
W113,433,Je,112.0
W113,433,Jw,110.0
W113,434,P,107.0
W113,434,V,113.0
W113,434,H,114.0
W113,434,Je,107.0
W113,434,Jw,108.0
W113,435,P,110.0
W113,435,V,114.0
W113,435,H,115.0
W113,435,Je,109.0
W113,435,Jw,109.0
W113,436,P,111.0
W113,436,V,116.0
W113,436,H,114.0
W113,436,Je,112.0
W113,436,Jw,110.0
W113,437,P,112.0
W113,437,V,116.0
W113,437,H,116.0
W113,437,Je,112.0
W113,437,Jw,107.0
W113,438,P,114.0
W113,438,V,114.0
W113,438,H,116.0
W113,438,Je,112.0
W113,438,Jw,104.0
W113,439,P,117.0
W113,439,V,111.0
W113,439,H,116.0
W113,439,Je,110.0
W113,439,Jw,104.0
W113,440,P,116.0
W113,440,V,111.0
W113,440,H,111.0
W113,440,Je,112.0
W113,440,Jw,101.0
W113,441,P,114.0
W113,441,V,116.0
W113,441,H,115.0
W113,441,Je,107.0
W113,441,Jw,109.0
W113,442,P,110.0
W113,442,V,120.0
W113,442,H,116.0
W113,442,Je,107.0
W113,442,Jw,100.0
W113,443,P,113.0
W113,443,V,114.0
W113,443,H,115.0
W113,443,Je,111.0
W113,443,Jw,110.0
W113,444,P,114.0
W113,444,V,115.0
W113,444,H,116.0
W113,444,Je,115.0
W113,444,Jw,104.0
W113,445,P,114.0
W113,445,V,112.0
W113,445,H,115.0
W113,445,Je,114.0
W113,445,Jw,103.0
W113,446,P,115.0
W113,446,V,123.0
W113,446,H,115.0
W113,446,Je,115.0
W113,446,Jw,110.0
W113,447,P,113.0
W113,447,V,113.0
W113,447,H,115.0
W113,447,Je,114.0
W113,447,Jw,111.0
W113,448,P,113.0
W113,448,V,113.0
W113,448,H,113.0
W113,448,Je,112.0
W113,448,Jw,109.0
W113,449,P,113.0
W113,449,V,115.0
W113,449,H,116.0
W113,449,Je,112.0
W113,449,Jw,112.0
W113,450,P,111.0
W113,450,V,112.0
W113,450,H,115.0
W113,450,Je,107.0
W113,450,Jw,110.0
W113,451,P,111.0
W113,451,V,114.0
W113,451,H,113.0
W113,451,Je,113.0
W113,451,Jw,100.0
W113,452,P,110.0
W113,452,V,113.0
W113,452,H,115.0
W113,452,Je,111.0
W113,452,Jw,109.0
W113,453,P,117.0
W113,453,V,114.0
W113,453,H,116.0
W113,453,Je,114.0
W113,453,Jw,109.0
W113,454,P,110.0
W113,454,V,113.0
W113,454,H,113.0
W113,454,Je,108.0
W113,454,Jw,108.0
W113,455,P,115.0
W113,455,V,113.0
W113,455,H,114.0
W113,455,Je,113.0
W113,455,Jw,108.0
W113,456,P,110.0
W113,456,V,111.0
W113,456,H,111.0
W113,456,Je,108.0
W113,456,Jw,101.0
W113,457,P,111.0
W113,457,V,115.0
W113,457,H,116.0
W113,457,Je,111.0
W113,457,Jw,108.0
W113,458,P,116.0
W113,458,V,114.0
W113,458,H,116.0
W113,458,Je,112.0
W113,458,Jw,109.0
W113,459,P,114.0
W113,459,V,115.0
W113,459,H,114.0
W113,459,Je,116.0
W113,459,Jw,107.0
W113,460,P,107.0
W113,460,V,115.0
W113,460,H,115.0
W113,460,Je,107.0
W113,460,Jw,104.0
W113,461,P,112.0
W113,461,V,115.0
W113,461,H,115.0
W113,461,Je,110.0
W113,461,Jw,108.0
W113,462,P,107.0
W113,462,V,115.0
W113,462,H,115.0
W113,462,Je,109.0
W113,462,Jw,110.0
W113,463,P,110.0
W113,463,V,113.0
W113,463,H,114.0
W113,463,Je,108.0
W113,463,Jw,101.0
W113,464,P,112.0
W113,464,V,115.0
W113,464,H,115.0
W113,464,Je,113.0
W113,464,Jw,108.0
W113,465,P,117.0
W113,465,V,115.0
W113,465,H,114.0
W113,465,Je,113.0
W113,465,Jw,111.0
W113,466,P,110.0
W113,466,V,110.0
W113,466,H,116.0
W113,466,Je,108.0
W113,466,Jw,109.0
W113,467,P,109.0
W113,467,V,117.0
W113,467,H,115.0
W113,467,Je,109.0
W113,467,Jw,108.0
W113,468,P,114.0
W113,468,V,114.0
W113,468,H,118.0
W113,468,Je,112.0
W113,468,Jw,108.0
W113,469,P,111.0
W113,469,V,113.0
W113,469,H,112.0
W113,469,Je,107.0
W113,469,Jw,107.0
W113,470,P,112.0
W113,470,V,122.0
W113,470,H,117.0
W113,470,Je,112.0
W113,470,Jw,109.0
W113,471,P,109.0
W113,471,V,116.0
W113,471,H,116.0
W113,471,Je,114.0
W113,471,Jw,103.0
W113,472,P,115.0
W113,472,V,111.0
W113,472,H,114.0
W113,472,Je,115.0
W113,472,Jw,104.0
W113,473,P,116.0
W113,473,V,121.0
W113,473,H,116.0
W113,473,Je,110.0
W113,473,Jw,107.0
W113,474,P,112.0
W113,474,V,115.0
W113,474,H,115.0
W113,474,Je,108.0
W113,474,Jw,110.0
W113,475,P,114.0
W113,475,V,111.0
W113,475,H,115.0
W113,475,Je,113.0
W113,475,Jw,112.0
W113,476,P,109.0
W113,476,V,116.0
W113,476,H,115.0
W113,476,Je,113.0
W113,476,Jw,104.0
W113,477,P,110.0
W113,477,V,115.0
W113,477,H,117.0
W113,477,Je,109.0
W113,477,Jw,102.0
W113,478,P,110.0
W113,478,V,115.0
W113,478,H,113.0
W113,478,Je,107.0
W113,478,Jw,109.0
W113,479,P,113.0
W113,479,V,112.0
W113,479,H,115.0
W113,479,Je,114.0
W113,479,Jw,104.0
W113,480,P,108.0
W113,480,V,115.0
W113,480,H,115.0
W113,480,Je,113.0
W113,480,Jw,108.0
W113,481,P,103.0
W113,481,V,117.0
W113,481,H,115.0
W113,481,Je,115.0
W113,481,Jw,103.0
W113,482,P,112.0
W113,482,V,114.0
W113,482,H,114.0
W113,482,Je,110.0
W113,482,Jw,108.0
W113,483,P,112.0
W113,483,V,115.0
W113,483,H,115.0
W113,483,Je,110.0
W113,483,Jw,109.0
W113,484,P,112.0
W113,484,V,112.0
W113,484,H,114.0
W113,484,Je,110.0
W113,484,Jw,109.0
W113,485,P,114.0
W113,485,V,111.0
W113,485,H,115.0
W113,485,Je,112.0
W113,485,Jw,111.0
W113,486,P,113.0
W113,486,V,123.0
W113,486,H,122.0
W113,486,Je,116.0
W113,486,Jw,106.0
W113,487,P,113.0
W113,487,V,113.0
W113,487,H,115.0
W113,487,Je,107.0
W113,487,Jw,104.0
W113,488,P,114.0
W113,488,V,115.0
W113,488,H,114.0
W113,488,Je,114.0
W113,488,Jw,111.0
W113,489,P,114.0
W113,489,V,117.0
W113,489,H,115.0
W113,489,Je,109.0
W113,489,Jw,116.0
W113,490,P,111.0
W113,490,V,116.0
W113,490,H,115.0
W113,490,Je,113.0
W113,490,Jw,111.0
W113,491,P,113.0
W113,491,V,115.0
W113,491,H,114.0
W113,491,Je,108.0
W113,491,Jw,106.0
W113,492,P,111.0
W113,492,V,114.0
W113,492,H,115.0
W113,492,Je,113.0
W113,492,Jw,108.0
W113,493,P,113.0
W113,493,V,116.0
W113,493,H,115.0
W113,493,Je,109.0
W113,493,Jw,109.0
W113,494,P,111.0
W113,494,V,113.0
W113,494,H,112.0
W113,494,Je,109.0
W113,494,Jw,108.0
W113,495,P,115.0
W113,495,V,114.0
W113,495,H,114.0
W113,495,Je,113.0
W113,495,Jw,104.0
W113,496,P,110.0
W113,496,V,116.0
W113,496,H,115.0
W113,496,Je,114.0
W113,496,Jw,103.0
W113,497,P,105.0
W113,497,V,114.0
W113,497,H,114.0
W113,497,Je,108.0
W113,497,Jw,108.0
W113,498,P,115.0
W113,498,V,117.0
W113,498,H,115.0
W113,498,Je,112.0
W113,498,Jw,109.0
W113,499,P,114.0
W113,499,V,111.0
W113,499,H,114.0
W113,499,Je,112.0
W113,499,Jw,131.0
W113,500,P,116.0
W113,500,V,115.0
W113,500,H,115.0
W113,500,Je,113.0
W113,500,Jw,105.0
W113,501,P,112.0
W113,501,V,119.0
W113,501,H,117.0
W113,501,Je,114.0
W113,501,Jw,110.0
W113,502,P,116.0
W113,502,V,115.0
W113,502,H,114.0
W113,502,Je,115.0
W113,502,Jw,103.0
W113,503,P,112.0
W113,503,V,114.0
W113,503,H,115.0
W113,503,Je,109.0
W113,503,Jw,109.0
W113,504,P,114.0
W113,504,V,112.0
W113,504,H,113.0
W113,504,Je,114.0
W113,504,Jw,112.0
W113,505,P,117.0
W113,505,V,115.0
W113,505,H,115.0
W113,505,Je,114.0
W113,505,Jw,107.0
W113,506,P,111.0
W113,506,V,115.0
W113,506,H,117.0
W113,506,Je,108.0
W113,506,Jw,104.0
W113,507,P,113.0
W113,507,V,114.0
W113,507,H,115.0
W113,507,Je,114.0
W113,507,Jw,114.0
W113,508,P,111.0
W113,508,V,114.0
W113,508,H,116.0
W113,508,Je,108.0
W113,508,Jw,105.0
W113,509,P,117.0
W113,509,V,115.0
W113,509,H,117.0
W113,509,Je,111.0
W113,509,Jw,108.0
W113,510,P,111.0
W113,510,V,113.0
W113,510,H,115.0
W113,510,Je,109.0
W113,510,Jw,109.0
W113,511,P,113.0
W113,511,V,112.0
W113,511,H,114.0
W113,511,Je,113.0
W113,511,Jw,105.0
W113,512,P,110.0
W113,512,V,118.0
W113,512,H,115.0
W113,512,Je,113.0
W113,512,Jw,109.0
W113,513,P,116.0
W113,513,V,114.0
W113,513,H,116.0
W113,513,Je,113.0
W113,513,Jw,108.0
W113,514,P,116.0
W113,514,V,117.0
W113,514,H,116.0
W113,514,Je,112.0
W113,514,Jw,107.0
W113,515,P,113.0
W113,515,V,118.0
W113,515,H,114.0
W113,515,Je,109.0
W113,515,Jw,111.0
W113,516,P,113.0
W113,516,V,115.0
W113,516,H,117.0
W113,516,Je,115.0
W113,516,Jw,103.0
W113,517,P,112.0
W113,517,V,112.0
W113,517,H,114.0
W113,517,Je,112.0
W113,517,Jw,112.0
W113,518,P,115.0
W113,518,V,113.0
W113,518,H,115.0
W113,518,Je,113.0
W113,518,Jw,106.0
W113,519,P,109.0
W113,519,V,117.0
W113,519,H,118.0
W113,519,Je,113.0
W113,519,Jw,105.0
W113,520,P,113.0
W113,520,V,110.0
W113,520,H,110.0
W113,520,Je,106.0
W113,520,Jw,109.0
W113,521,P,127.0
W113,521,V,114.0
W113,521,H,116.0
W113,521,Je,108.0
W113,521,Jw,106.0
W113,522,P,114.0
W113,522,V,114.0
W113,522,H,114.0
W113,522,Je,109.0
W113,522,Jw,107.0
W113,523,P,111.0
W113,523,V,121.0
W113,523,H,117.0
W113,523,Je,108.0
W113,523,Jw,109.0
W113,524,P,113.0
W113,524,V,117.0
W113,524,H,115.0
W113,524,Je,113.0
W113,524,Jw,113.0
W113,525,P,112.0
W113,525,V,114.0
W113,525,H,114.0
W113,525,Je,113.0
W113,525,Jw,104.0
W113,526,P,113.0
W113,526,V,112.0
