window_id,object_A,object_B,v9_baseline_order,A_earlier_rate_across_configs,B_earlier_rate_across_configs,same_or_near_rate_across_configs,order_switch_flag,order_stability_class,smooth9_A_earlier_rate,smooth5_A_earlier_rate,smooth_sensitivity_order_flag
W113,P,V,same_or_near,0.6111111111111112,0.0,0.3888888888888889,True,order_moderately_sensitive,0.7222222222222222,0.5,False
W113,P,H,P_earlier,0.18055555555555555,0.027777777777777776,0.7916666666666666,True,order_stable,0.3055555555555556,0.05555555555555555,False
W113,P,Je,Je_earlier,0.4861111111111111,0.4722222222222222,0.041666666666666664,True,order_highly_sensitive,0.5555555555555556,0.4166666666666667,False
W113,P,Jw,Jw_earlier,0.2916666666666667,0.4722222222222222,0.2361111111111111,True,order_highly_sensitive,0.25,0.3333333333333333,False
W113,V,H,same_or_near,0.0,0.5694444444444444,0.4305555555555556,True,order_moderately_sensitive,0.0,0.0,False
W113,V,Je,Je_earlier,0.0,0.7638888888888888,0.2361111111111111,True,order_stable,0.0,0.0,False
W113,V,Jw,Jw_earlier,0.041666666666666664,0.9583333333333334,0.0,True,order_stable,0.0,0.08333333333333333,False
W113,H,Je,Je_earlier,0.4444444444444444,0.5555555555555556,0.0,True,order_moderately_sensitive,0.5277777777777778,0.3611111111111111,False
W113,H,Jw,Jw_earlier,0.25,0.75,0.0,True,order_stable,0.2222222222222222,0.2777777777777778,False
W113,Je,Jw,Jw_earlier,0.125,0.5,0.375,True,order_moderately_sensitive,0.16666666666666666,0.08333333333333333,False
