window_id,target_name,contrast,object,day,profile_coord_index,difference_value_standardized
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,0,-0.027935702368408484
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,1,-0.02256679784804337
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,2,-0.015725760002370005
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,3,-0.009628062003316073
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,4,-0.006505941401775334
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,5,-0.006923525611779743
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,6,-0.01120408138158454
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,7,-0.01683231980800132
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,8,-0.020724630873847148
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,9,-0.02205934067713148
W081,W081_P_vs_V_delta_peak,high_minus_low,H,49,10,-0.02108189852401907
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,0,-0.027410501570939674
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,1,-0.022257968449518894
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,2,-0.015676632713668856
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,3,-0.009919574621076148
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,4,-0.0072718763814462965
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,5,-0.008281871085010545
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,6,-0.012989869780701793
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,7,-0.01869807595471073
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,8,-0.022639096069123496
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,9,-0.02390532595883268
W081,W081_P_vs_V_delta_peak,high_minus_low,H,50,10,-0.022213218068195664
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,0,-0.025998715172003
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,1,-0.02112309870559155
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,2,-0.015254260731382214
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,3,-0.01029949736968799
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,4,-0.00820188217156053
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,5,-0.009954655912895898
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,6,-0.015081759669835687
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,7,-0.020572804462873573
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,8,-0.0241394740424681
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,9,-0.02461826410171112
W081,W081_P_vs_V_delta_peak,high_minus_low,H,51,10,-0.022161245084307748
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,0,-0.023943356318451
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,1,-0.018754749111015184
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,2,-0.014397975171037882
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,3,-0.010803218196259451
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,4,-0.01000819897463429
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,5,-0.012880420249115447
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,6,-0.018629645786764168
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,7,-0.023981771603257186
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,8,-0.02671669082954562
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,9,-0.026538659318534497
W081,W081_P_vs_V_delta_peak,high_minus_low,H,52,10,-0.023785645458913544
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,0,-0.02234935939270981
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,1,-0.017063567220384674
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,2,-0.013719130847672928
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,3,-0.012392987344866341
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,4,-0.013645260149504162
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,5,-0.017725420179475725
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,6,-0.023529814087614193
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,7,-0.028762301772441996
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,8,-0.031058858869721064
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,9,-0.030192318420780483
W081,W081_P_vs_V_delta_peak,high_minus_low,H,53,10,-0.027035986793268726
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,0,-0.020897649019341442
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,1,-0.015862556181501244
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,2,-0.013027290221673222
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,3,-0.013176895369697572
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,4,-0.016535763598234783
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,5,-0.021675549366119116
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,6,-0.02743811260741455
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,7,-0.03195009161620474
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,8,-0.033761246254217045
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,9,-0.032840466752764357
W081,W081_P_vs_V_delta_peak,high_minus_low,H,54,10,-0.029900036869632794
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,0,-0.018954082619081672
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,1,-0.014221092620142933
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,2,-0.0118143940754067
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,3,-0.012852802161399472
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,4,-0.017815262544882124
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,5,-0.023640038249501505
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,6,-0.02896657239609865
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,7,-0.03262705722259405
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,8,-0.03406076245330842
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,9,-0.033281694304719105
W081,W081_P_vs_V_delta_peak,high_minus_low,H,55,10,-0.031176313413509578
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,0,-0.016126269595489094
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,1,-0.011871572334116917
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,2,-0.010129233914041323
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,3,-0.011637267552196701
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,4,-0.01718881025923677
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,5,-0.023751672074619194
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,6,-0.029127355385254967
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,7,-0.032430018367964386
W081,W081_P_vs_V_delta_peak,high_minus_low,H,56,8,-0.03375066577373618
