window_id,object,window_start_day,window_end_day,n_raw_features,n_kept_features,block_variance_before_equal_weight,block_variance_after_equal_weight,block_scale,alignment_warning
W081,P,49,107,767,767,1.0,0.0013037809647979141,0.036107907233705945,none
W081,V,49,107,649,649,1.0,0.0015408320493066258,0.03925343359894298,none
W081,H,49,107,649,649,1.0,0.0015408320493066258,0.03925343359894298,none
W081,Je,49,107,649,649,1.0,0.0015408320493066258,0.03925343359894298,none
W081,Jw,49,107,649,649,1.0,0.0015408320493066258,0.03925343359894298,none
