window_id,target_name,score_group,object,day,profile_coord_index,composite_anomaly_standardized,n_bootstrap
W081,W081_P_vs_V_delta_peak,low,H,59,0,0.002704863346665106,333
W081,W081_P_vs_V_delta_peak,low,H,59,1,0.0008199536387925226,333
W081,W081_P_vs_V_delta_peak,low,H,59,2,0.0008724298217646394,333
W081,W081_P_vs_V_delta_peak,low,H,59,3,0.0027557097123226838,333
W081,W081_P_vs_V_delta_peak,low,H,59,4,0.006442395901322283,333
W081,W081_P_vs_V_delta_peak,low,H,59,5,0.010317746886231098,333
W081,W081_P_vs_V_delta_peak,low,H,59,6,0.01336118254455093,333
W081,W081_P_vs_V_delta_peak,low,H,59,7,0.015385845901686679,333
W081,W081_P_vs_V_delta_peak,low,H,59,8,0.01657336012674031,333
W081,W081_P_vs_V_delta_peak,low,H,59,9,0.01752283947630228,333
W081,W081_P_vs_V_delta_peak,low,H,59,10,0.018751195578616903,333
W081,W081_P_vs_V_delta_peak,low,H,60,0,0.00015224491743270224,333
W081,W081_P_vs_V_delta_peak,low,H,60,1,-0.001790074612570433,333
W081,W081_P_vs_V_delta_peak,low,H,60,2,-0.0018025673468625523,333
W081,W081_P_vs_V_delta_peak,low,H,60,3,0.00010331619194323698,333
W081,W081_P_vs_V_delta_peak,low,H,60,4,0.0038666751370730157,333
W081,W081_P_vs_V_delta_peak,low,H,60,5,0.00792500236663502,333
W081,W081_P_vs_V_delta_peak,low,H,60,6,0.011267222692290786,333
W081,W081_P_vs_V_delta_peak,low,H,60,7,0.01379962070345362,333
W081,W081_P_vs_V_delta_peak,low,H,60,8,0.015473259341397188,333
W081,W081_P_vs_V_delta_peak,low,H,60,9,0.016964036011289766,333
W081,W081_P_vs_V_delta_peak,low,H,60,10,0.0184417679734445,333
W081,W081_P_vs_V_delta_peak,low,H,61,0,-0.0017984672501559172,333
W081,W081_P_vs_V_delta_peak,low,H,61,1,-0.003521257275017785,333
W081,W081_P_vs_V_delta_peak,low,H,61,2,-0.004092905208554593,333
W081,W081_P_vs_V_delta_peak,low,H,61,3,-0.002571789657511593,333
W081,W081_P_vs_V_delta_peak,low,H,61,4,0.0009194476876757805,333
W081,W081_P_vs_V_delta_peak,low,H,61,5,0.004752619179706207,333
W081,W081_P_vs_V_delta_peak,low,H,61,6,0.008022250813269599,333
W081,W081_P_vs_V_delta_peak,low,H,61,7,0.01058334543677139,333
W081,W081_P_vs_V_delta_peak,low,H,61,8,0.012284271585735005,333
W081,W081_P_vs_V_delta_peak,low,H,61,9,0.013771902319279635,333
W081,W081_P_vs_V_delta_peak,low,H,61,10,0.01515397555983095,333
W081,W081_P_vs_V_delta_peak,low,H,62,0,-0.0026785167857586545,333
W081,W081_P_vs_V_delta_peak,low,H,62,1,-0.004309363844001549,333
W081,W081_P_vs_V_delta_peak,low,H,62,2,-0.0051065153712477026,333
W081,W081_P_vs_V_delta_peak,low,H,62,3,-0.00418165389743513,333
W081,W081_P_vs_V_delta_peak,low,H,62,4,-0.0011602814437057856,333
W081,W081_P_vs_V_delta_peak,low,H,62,5,0.002228573937645327,333
W081,W081_P_vs_V_delta_peak,low,H,62,6,0.005122199085214683,333
W081,W081_P_vs_V_delta_peak,low,H,62,7,0.007227958597278758,333
W081,W081_P_vs_V_delta_peak,low,H,62,8,0.008306244301589768,333
W081,W081_P_vs_V_delta_peak,low,H,62,9,0.009295231194969203,333
W081,W081_P_vs_V_delta_peak,low,H,62,10,0.010488763348651897,333
W081,W081_P_vs_V_delta_peak,low,H,63,0,-0.0023721622824975116,333
W081,W081_P_vs_V_delta_peak,low,H,63,1,-0.00426662659278119,333
W081,W081_P_vs_V_delta_peak,low,H,63,2,-0.0050120529082767476,333
W081,W081_P_vs_V_delta_peak,low,H,63,3,-0.004443599856265194,333
W081,W081_P_vs_V_delta_peak,low,H,63,4,-0.002001899751274783,333
W081,W081_P_vs_V_delta_peak,low,H,63,5,0.0009683788754977532,333
W081,W081_P_vs_V_delta_peak,low,H,63,6,0.003253448897719589,333
W081,W081_P_vs_V_delta_peak,low,H,63,7,0.004667887594978814,333
W081,W081_P_vs_V_delta_peak,low,H,63,8,0.004925908288918068,333
W081,W081_P_vs_V_delta_peak,low,H,63,9,0.005168972580542641,333
W081,W081_P_vs_V_delta_peak,low,H,63,10,0.006058929926491469,333
W081,W081_P_vs_V_delta_peak,low,H,64,0,-0.0012560861901813477,333
W081,W081_P_vs_V_delta_peak,low,H,64,1,-0.0036452996258852484,333
W081,W081_P_vs_V_delta_peak,low,H,64,2,-0.004535576054247722,333
W081,W081_P_vs_V_delta_peak,low,H,64,3,-0.004012660420822606,333
W081,W081_P_vs_V_delta_peak,low,H,64,4,-0.0021607180987934316,333
W081,W081_P_vs_V_delta_peak,low,H,64,5,0.00018368164689499278,333
W081,W081_P_vs_V_delta_peak,low,H,64,6,0.0017284748270096069,333
W081,W081_P_vs_V_delta_peak,low,H,64,7,0.002443574871245292,333
W081,W081_P_vs_V_delta_peak,low,H,64,8,0.002016838807270833,333
W081,W081_P_vs_V_delta_peak,low,H,64,9,0.0017731352857474642,333
W081,W081_P_vs_V_delta_peak,low,H,64,10,0.0022421440590477443,333
W081,W081_P_vs_V_delta_peak,low,H,65,0,-7.735272546997885e-05,333
W081,W081_P_vs_V_delta_peak,low,H,65,1,-0.002746755810600656,333
W081,W081_P_vs_V_delta_peak,low,H,65,2,-0.0041128957776244346,333
W081,W081_P_vs_V_delta_peak,low,H,65,3,-0.0037568952501021054,333
W081,W081_P_vs_V_delta_peak,low,H,65,4,-0.002311844991718459,333
W081,W081_P_vs_V_delta_peak,low,H,65,5,-0.0008364911474629552,333
W081,W081_P_vs_V_delta_peak,low,H,65,6,-0.0002390640430030577,333
W081,W081_P_vs_V_delta_peak,low,H,65,7,-0.0003574246357708024,333
W081,W081_P_vs_V_delta_peak,low,H,65,8,-0.0011700439743934172,333
W081,W081_P_vs_V_delta_peak,low,H,65,9,-0.0014329029159889284,333
W081,W081_P_vs_V_delta_peak,low,H,65,10,-0.0007702122803484453,333
W081,W081_P_vs_V_delta_peak,low,H,66,0,0.0008044338574220286,333
W081,W081_P_vs_V_delta_peak,low,H,66,1,-0.0019047625693476473,333
W081,W081_P_vs_V_delta_peak,low,H,66,2,-0.0036736256488478346,333
W081,W081_P_vs_V_delta_peak,low,H,66,3,-0.003905283955268821,333
W081,W081_P_vs_V_delta_peak,low,H,66,4,-0.003017808570300321,333
W081,W081_P_vs_V_delta_peak,low,H,66,5,-0.0022135360848407554,333
W081,W081_P_vs_V_delta_peak,low,H,66,6,-0.0025204965198391853,333
W081,W081_P_vs_V_delta_peak,low,H,66,7,-0.0033648004013562107,333
W081,W081_P_vs_V_delta_peak,low,H,66,8,-0.004370253864406833,333
W081,W081_P_vs_V_delta_peak,low,H,66,9,-0.004587181858305306,333
W081,W081_P_vs_V_delta_peak,low,H,66,10,-0.0036012336495031445,333
W081,W081_P_vs_V_delta_peak,low,H,67,0,0.0029716349024889524,333
W081,W081_P_vs_V_delta_peak,low,H,67,1,0.0002931930275849716,333
W081,W081_P_vs_V_delta_peak,low,H,67,2,-0.0017369825312810911,333
W081,W081_P_vs_V_delta_peak,low,H,67,3,-0.0026508764489604607,333
W081,W081_P_vs_V_delta_peak,low,H,67,4,-0.0026190125119198234,333
W081,W081_P_vs_V_delta_peak,low,H,67,5,-0.0027437568893165527,333
W081,W081_P_vs_V_delta_peak,low,H,67,6,-0.003838790353855097,333
W081,W081_P_vs_V_delta_peak,low,H,67,7,-0.0052635436584061585,333
W081,W081_P_vs_V_delta_peak,low,H,67,8,-0.006657145040670332,333
W081,W081_P_vs_V_delta_peak,low,H,67,9,-0.007032658613420209,333
W081,W081_P_vs_V_delta_peak,low,H,67,10,-0.006049293208271171,333
W081,W081_P_vs_V_delta_peak,low,H,68,0,0.006871433023926852,333
W081,W081_P_vs_V_delta_peak,low,H,68,1,0.003913651444411849,333
W081,W081_P_vs_V_delta_peak,low,H,68,2,0.0015407968094229311,333
W081,W081_P_vs_V_delta_peak,low,H,68,3,0.0001010814336564185,333
W081,W081_P_vs_V_delta_peak,low,H,68,4,-0.000776120887696745,333
W081,W081_P_vs_V_delta_peak,low,H,68,5,-0.0020184115748823005,333
W081,W081_P_vs_V_delta_peak,low,H,68,6,-0.004146617924256377,333
W081,W081_P_vs_V_delta_peak,low,H,68,7,-0.0065846283718904355,333
W081,W081_P_vs_V_delta_peak,low,H,68,8,-0.008747966124035387,333
W081,W081_P_vs_V_delta_peak,low,H,68,9,-0.009889666262220721,333
W081,W081_P_vs_V_delta_peak,low,H,68,10,-0.00947072003389286,333
W081,W081_P_vs_V_delta_peak,low,H,69,0,0.01162599603505804,333
W081,W081_P_vs_V_delta_peak,low,H,69,1,0.008424091924257854,333
W081,W081_P_vs_V_delta_peak,low,H,69,2,0.0055394115215268045,333
W081,W081_P_vs_V_delta_peak,low,H,69,3,0.0034654933192478994,333
W081,W081_P_vs_V_delta_peak,low,H,69,4,0.0018975387703310269,333
W081,W081_P_vs_V_delta_peak,low,H,69,5,-0.0003097441009398307,333
W081,W081_P_vs_V_delta_peak,low,H,69,6,-0.003465937711034782,333
W081,W081_P_vs_V_delta_peak,low,H,69,7,-0.007058040512787374,333
W081,W081_P_vs_V_delta_peak,low,H,69,8,-0.010348673695333228,333
W081,W081_P_vs_V_delta_peak,low,H,69,9,-0.01244095671689084,333
W081,W081_P_vs_V_delta_peak,low,H,69,10,-0.012315794597317766,333
W081,W081_P_vs_V_delta_peak,low,H,70,0,0.015509786165731503,333
W081,W081_P_vs_V_delta_peak,low,H,70,1,0.012381366711756412,333
W081,W081_P_vs_V_delta_peak,low,H,70,2,0.009210886359654221,333
W081,W081_P_vs_V_delta_peak,low,H,70,3,0.006466618102983789,333
W081,W081_P_vs_V_delta_peak,low,H,70,4,0.004273419236347935,333
W081,W081_P_vs_V_delta_peak,low,H,70,5,0.0015031282566795958,333
W081,W081_P_vs_V_delta_peak,low,H,70,6,-0.002342082821905752,333
W081,W081_P_vs_V_delta_peak,low,H,70,7,-0.0066843719612527715,333
W081,W081_P_vs_V_delta_peak,low,H,70,8,-0.010638988149261085,333
W081,W081_P_vs_V_delta_peak,low,H,70,9,-0.01305996788173192,333
W081,W081_P_vs_V_delta_peak,low,H,70,10,-0.013031169619910334,333
W081,W081_P_vs_V_delta_peak,low,H,71,0,0.018185343765115502,333
W081,W081_P_vs_V_delta_peak,low,H,71,1,0.01546329672674875,333
W081,W081_P_vs_V_delta_peak,low,H,71,2,0.012277171651374147,333
W081,W081_P_vs_V_delta_peak,low,H,71,3,0.009186731930857938,333
W081,W081_P_vs_V_delta_peak,low,H,71,4,0.0064206497654520096,333
W081,W081_P_vs_V_delta_peak,low,H,71,5,0.003134233506418617,333
W081,W081_P_vs_V_delta_peak,low,H,71,6,-0.001158524733114045,333
W081,W081_P_vs_V_delta_peak,low,H,71,7,-0.005713881613135346,333
W081,W081_P_vs_V_delta_peak,low,H,71,8,-0.009797058441389835,333
W081,W081_P_vs_V_delta_peak,low,H,71,9,-0.012370616227890995,333
W081,W081_P_vs_V_delta_peak,low,H,71,10,-0.012539077764603846,333
W081,W081_P_vs_V_delta_peak,low,H,72,0,0.019608477953489745,333
W081,W081_P_vs_V_delta_peak,low,H,72,1,0.017580938210832654,333
W081,W081_P_vs_V_delta_peak,low,H,72,2,0.014830429467784685,333
W081,W081_P_vs_V_delta_peak,low,H,72,3,0.011688972297534475,333
W081,W081_P_vs_V_delta_peak,low,H,72,4,0.008463282261201412,333
W081,W081_P_vs_V_delta_peak,low,H,72,5,0.004461178024948992,333
W081,W081_P_vs_V_delta_peak,low,H,72,6,-0.0003280576155527249,333
W081,W081_P_vs_V_delta_peak,low,H,72,7,-0.004903918759661991,333
W081,W081_P_vs_V_delta_peak,low,H,72,8,-0.008859986304400155,333
W081,W081_P_vs_V_delta_peak,low,H,72,9,-0.011541766153449592,333
W081,W081_P_vs_V_delta_peak,low,H,72,10,-0.011846204235013359,333
W081,W081_P_vs_V_delta_peak,low,H,73,0,0.02033766777252434,333
W081,W081_P_vs_V_delta_peak,low,H,73,1,0.018802324885719764,333
W081,W081_P_vs_V_delta_peak,low,H,73,2,0.01663624886615315,333
W081,W081_P_vs_V_delta_peak,low,H,73,3,0.013816465089183523,333
W081,W081_P_vs_V_delta_peak,low,H,73,4,0.010376827291844559,333
W081,W081_P_vs_V_delta_peak,low,H,73,5,0.005851420024708596,333
W081,W081_P_vs_V_delta_peak,low,H,73,6,0.0004963619915045396,333
W081,W081_P_vs_V_delta_peak,low,H,73,7,-0.004434686824186795,333
W081,W081_P_vs_V_delta_peak,low,H,73,8,-0.008570863672829847,333
W081,W081_P_vs_V_delta_peak,low,H,73,9,-0.011430360402665495,333
W081,W081_P_vs_V_delta_peak,low,H,73,10,-0.011601340634465825,333
W081,W081_P_vs_V_delta_peak,low,H,74,0,0.020849462493438397,333
W081,W081_P_vs_V_delta_peak,low,H,74,1,0.019670497487309927,333
W081,W081_P_vs_V_delta_peak,low,H,74,2,0.017892063099013804,333
W081,W081_P_vs_V_delta_peak,low,H,74,3,0.0155731407684185,333
W081,W081_P_vs_V_delta_peak,low,H,74,4,0.01230656133572978,333
W081,W081_P_vs_V_delta_peak,low,H,74,5,0.007512194269304276,333
W081,W081_P_vs_V_delta_peak,low,H,74,6,0.0015532821203418402,333
W081,W081_P_vs_V_delta_peak,low,H,74,7,-0.003950010357901735,333
W081,W081_P_vs_V_delta_peak,low,H,74,8,-0.008530221150314274,333
W081,W081_P_vs_V_delta_peak,low,H,74,9,-0.011638662847519009,333
W081,W081_P_vs_V_delta_peak,low,H,74,10,-0.011814441760223542,333
W081,W081_P_vs_V_delta_peak,low,H,75,0,0.021977732178535617,333
W081,W081_P_vs_V_delta_peak,low,H,75,1,0.021191177030052445,333
W081,W081_P_vs_V_delta_peak,low,H,75,2,0.019900670906368503,333
W081,W081_P_vs_V_delta_peak,low,H,75,3,0.01801219660318896,333
W081,W081_P_vs_V_delta_peak,low,H,75,4,0.01491640413781615,333
W081,W081_P_vs_V_delta_peak,low,H,75,5,0.010088542336710322,333
W081,W081_P_vs_V_delta_peak,low,H,75,6,0.0037949092219326146,333
W081,W081_P_vs_V_delta_peak,low,H,75,7,-0.0022867504208441912,333
W081,W081_P_vs_V_delta_peak,low,H,75,8,-0.007280209468233494,333
W081,W081_P_vs_V_delta_peak,low,H,75,9,-0.010562395366524206,333
W081,W081_P_vs_V_delta_peak,low,H,75,10,-0.010838826869998909,333
W081,W081_P_vs_V_delta_peak,low,H,76,0,0.02286766149636894,333
W081,W081_P_vs_V_delta_peak,low,H,76,1,0.022460184526427687,333
W081,W081_P_vs_V_delta_peak,low,H,76,2,0.02162560609190442,333
W081,W081_P_vs_V_delta_peak,low,H,76,3,0.020242587105340933,333
W081,W081_P_vs_V_delta_peak,low,H,76,4,0.0175609559498205,333
W081,W081_P_vs_V_delta_peak,low,H,76,5,0.012884642946356144,333
W081,W081_P_vs_V_delta_peak,low,H,76,6,0.006128832416168561,333
W081,W081_P_vs_V_delta_peak,low,H,76,7,-0.000762788135861962,333
W081,W081_P_vs_V_delta_peak,low,H,76,8,-0.005841143660311207,333
W081,W081_P_vs_V_delta_peak,low,H,76,9,-0.008533357900197925,333
W081,W081_P_vs_V_delta_peak,low,H,76,10,-0.008307342995973466,333
W081,W081_P_vs_V_delta_peak,low,H,77,0,0.023206604725596162,333
W081,W081_P_vs_V_delta_peak,low,H,77,1,0.023280504640155367,333
W081,W081_P_vs_V_delta_peak,low,H,77,2,0.0230100298654906,333
W081,W081_P_vs_V_delta_peak,low,H,77,3,0.022168754885526405,333
W081,W081_P_vs_V_delta_peak,low,H,77,4,0.01994431057879091,333
W081,W081_P_vs_V_delta_peak,low,H,77,5,0.015553115478307572,333
W081,W081_P_vs_V_delta_peak,low,H,77,6,0.00871185603666116,333
W081,W081_P_vs_V_delta_peak,low,H,77,7,0.0015946488649733776,333
W081,W081_P_vs_V_delta_peak,low,H,77,8,-0.0033558689688193127,333
W081,W081_P_vs_V_delta_peak,low,H,77,9,-0.005504948790850247,333
W081,W081_P_vs_V_delta_peak,low,H,77,10,-0.0049141534396384,333
W081,W081_P_vs_V_delta_peak,low,H,78,0,0.023236410044274385,333
W081,W081_P_vs_V_delta_peak,low,H,78,1,0.023818643470740263,333
W081,W081_P_vs_V_delta_peak,low,H,78,2,0.024193263353077393,333
W081,W081_P_vs_V_delta_peak,low,H,78,3,0.024219169179879787,333
W081,W081_P_vs_V_delta_peak,low,H,78,4,0.02265278093096503,333
W081,W081_P_vs_V_delta_peak,low,H,78,5,0.018497897226741705,333
W081,W081_P_vs_V_delta_peak,low,H,78,6,0.011208881834246197,333
W081,W081_P_vs_V_delta_peak,low,H,78,7,0.0037279861892341015,333
W081,W081_P_vs_V_delta_peak,low,H,78,8,-0.0008627062474297301,333
W081,W081_P_vs_V_delta_peak,low,H,78,9,-0.0022801465126023744,333
W081,W081_P_vs_V_delta_peak,low,H,78,10,-0.0013433333589880935,333
W081,W081_P_vs_V_delta_peak,low,H,79,0,0.023165730440505235,333
W081,W081_P_vs_V_delta_peak,low,H,79,1,0.024027647020547285,333
W081,W081_P_vs_V_delta_peak,low,H,79,2,0.024937217426162613,333
W081,W081_P_vs_V_delta_peak,low,H,79,3,0.0256589308769263,333
W081,W081_P_vs_V_delta_peak,low,H,79,4,0.024717446640780127,333
W081,W081_P_vs_V_delta_peak,low,H,79,5,0.020712819783878685,333
W081,W081_P_vs_V_delta_peak,low,H,79,6,0.012885006787204088,333
W081,W081_P_vs_V_delta_peak,low,H,79,7,0.005017113253209633,333
W081,W081_P_vs_V_delta_peak,low,H,79,8,0.0005129795072055243,333
W081,W081_P_vs_V_delta_peak,low,H,79,9,-0.0006188466715443799,333
W081,W081_P_vs_V_delta_peak,low,H,79,10,0.0003763354750644699,333
W081,W081_P_vs_V_delta_peak,low,H,80,0,0.02302545277253931,333
W081,W081_P_vs_V_delta_peak,low,H,80,1,0.023774326481094753,333
W081,W081_P_vs_V_delta_peak,low,H,80,2,0.024809564521046094,333
W081,W081_P_vs_V_delta_peak,low,H,80,3,0.025774584146697404,333
W081,W081_P_vs_V_delta_peak,low,H,80,4,0.024987011807998463,333
W081,W081_P_vs_V_delta_peak,low,H,80,5,0.020835649453873388,333
W081,W081_P_vs_V_delta_peak,low,H,80,6,0.012658850381508636,333
W081,W081_P_vs_V_delta_peak,low,H,80,7,0.004843252315914223,333
W081,W081_P_vs_V_delta_peak,low,H,80,8,0.000732921337319463,333
W081,W081_P_vs_V_delta_peak,low,H,80,9,-0.00011655981521075119,333
W081,W081_P_vs_V_delta_peak,low,H,80,10,0.0013062972548712618,333
W081,W081_P_vs_V_delta_peak,low,H,81,0,0.02262301789092402,333
W081,W081_P_vs_V_delta_peak,low,H,81,1,0.02332554777610244,333
W081,W081_P_vs_V_delta_peak,low,H,81,2,0.02403183380135499,333
W081,W081_P_vs_V_delta_peak,low,H,81,3,0.024834308366195462,333
W081,W081_P_vs_V_delta_peak,low,H,81,4,0.02390161016549552,333
W081,W081_P_vs_V_delta_peak,low,H,81,5,0.019676490494311433,333
W081,W081_P_vs_V_delta_peak,low,H,81,6,0.011670768311954915,333
W081,W081_P_vs_V_delta_peak,low,H,81,7,0.0040154963833388966,333
W081,W081_P_vs_V_delta_peak,low,H,81,8,0.00010157101126449705,333
