window_id,target_name,object_A,object_B,score_bin,score_bin_index,n_bootstrap,score_min,score_max,score_mean,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,order_level
W081,W081_P_vs_V_delta_peak,P,V,Q1,1,200,-1.483687278286474,-0.4009100697325525,-0.6405110962015098,-4.0,-13.024999999999999,0.0,0.015,0.93,0.055,V_earlier,0.93,usable_90
W081,W081_P_vs_V_delta_peak,P,V,Q2,2,200,-0.4001882438562272,-0.14036811739326102,-0.2590439858716123,-2.0,-14.024999999999999,3.0250000000000057,0.1,0.805,0.095,V_earlier,0.805,weak_or_none
W081,W081_P_vs_V_delta_peak,P,V,Q3,3,200,-0.13463606894874408,0.12443161724934543,-0.0020374241194997555,-1.5,-9.024999999999999,4.050000000000011,0.175,0.705,0.12,V_earlier,0.705,weak_or_none
W081,W081_P_vs_V_delta_peak,P,V,Q4,4,200,0.1252279110588865,0.3887860915649937,0.2553128365835238,-1.0,-6.0,7.100000000000023,0.255,0.555,0.19,V_earlier,0.555,weak_or_none
W081,W081_P_vs_V_delta_peak,P,V,Q5,5,200,0.3888521059382984,1.412295429380389,0.6462796696090978,0.0,-6.0,11.050000000000011,0.445,0.37,0.185,P_earlier,0.445,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q1,1,200,-1.5361432098208094,-0.43550270970840765,-0.7203207783286009,-2.0,-11.024999999999999,5.0,0.205,0.66,0.135,Jw_earlier,0.66,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q2,2,200,-0.4325124523215841,-0.14532597143503592,-0.2949633155597902,1.0,-7.099999999999998,8.025000000000006,0.55,0.315,0.135,V_earlier,0.55,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q3,3,200,-0.14230852418646844,0.14198730453465835,0.003758899886133591,2.0,-4.0249999999999995,14.0,0.69,0.21,0.1,V_earlier,0.69,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q4,4,200,0.14754473027163306,0.4418007185258668,0.29624929684229917,3.0,-5.0249999999999995,15.0,0.88,0.09,0.03,V_earlier,0.88,weak_or_none
W081,W081_V_vs_Jw_delta_peak,V,Jw,Q5,5,199,0.4439635776386074,1.401825565885487,0.7188702484019683,5.0,-0.04999999999999982,14.049999999999983,0.964824120603015,0.02512562814070352,0.010050251256281407,V_earlier,0.964824120603015,credible_95
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q1,1,200,-1.4517409261166132,-0.36248968323942754,-0.6567554143512723,0.0,-9.024999999999999,8.050000000000011,0.41,0.48,0.11,Jw_earlier,0.48,weak_or_none
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q2,2,200,-0.35956060854710814,-0.09944845596472734,-0.21716834209751315,3.0,-5.0,11.0,0.78,0.165,0.055,H_earlier,0.78,weak_or_none
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q3,3,200,-0.09943645331933325,0.12020980747904568,0.008974064756924775,5.0,-4.0,13.025000000000006,0.875,0.08,0.045,H_earlier,0.875,weak_or_none
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q4,4,200,0.12141521416802681,0.3741068645183504,0.23736886685706718,6.0,-1.0,14.0,0.935,0.03,0.035,H_earlier,0.935,usable_90
W081,W081_H_vs_Jw_delta_peak,H,Jw,Q5,5,199,0.37660385476737707,1.334943481261499,0.6307344973214006,8.0,1.9500000000000002,15.049999999999983,0.9798994974874372,0.010050251256281407,0.010050251256281407,H_earlier,0.9798994974874372,credible_95
