window_id,bootstrap_id,year_index,year,count_in_bootstrap,present_flag
W081,183,20,1999,1,True
W081,183,21,2000,0,False
W081,183,22,2001,2,True
W081,183,23,2002,1,True
W081,183,24,2003,1,True
W081,183,25,2004,3,True
W081,183,26,2005,3,True
W081,183,27,2006,0,False
W081,183,28,2007,2,True
W081,183,29,2008,1,True
W081,183,30,2009,1,True
W081,183,31,2010,0,False
W081,183,32,2011,1,True
W081,183,33,2012,0,False
W081,183,34,2013,0,False
W081,183,35,2014,1,True
W081,183,36,2015,1,True
W081,183,37,2016,2,True
W081,183,38,2017,1,True
W081,183,39,2018,2,True
W081,183,40,2019,3,True
W081,183,41,2020,2,True
W081,183,42,2021,1,True
W081,183,43,2022,0,False
W081,183,44,2023,0,False
W081,184,0,1979,0,False
W081,184,1,1980,1,True
W081,184,2,1981,3,True
W081,184,3,1982,1,True
W081,184,4,1983,0,False
W081,184,5,1984,2,True
W081,184,6,1985,0,False
W081,184,7,1986,1,True
W081,184,8,1987,1,True
W081,184,9,1988,0,False
W081,184,10,1989,3,True
W081,184,11,1990,2,True
W081,184,12,1991,2,True
W081,184,13,1992,5,True
W081,184,14,1993,0,False
W081,184,15,1994,0,False
W081,184,16,1995,2,True
W081,184,17,1996,0,False
W081,184,18,1997,0,False
W081,184,19,1998,2,True
W081,184,20,1999,0,False
W081,184,21,2000,0,False
W081,184,22,2001,0,False
W081,184,23,2002,0,False
W081,184,24,2003,2,True
W081,184,25,2004,1,True
W081,184,26,2005,2,True
W081,184,27,2006,0,False
W081,184,28,2007,1,True
W081,184,29,2008,0,False
W081,184,30,2009,0,False
W081,184,31,2010,0,False
W081,184,32,2011,1,True
W081,184,33,2012,0,False
W081,184,34,2013,1,True
W081,184,35,2014,2,True
W081,184,36,2015,1,True
W081,184,37,2016,1,True
W081,184,38,2017,1,True
W081,184,39,2018,3,True
W081,184,40,2019,2,True
W081,184,41,2020,0,False
W081,184,42,2021,0,False
W081,184,43,2022,1,True
W081,184,44,2023,1,True
W081,185,0,1979,0,False
W081,185,1,1980,0,False
W081,185,2,1981,1,True
W081,185,3,1982,1,True
W081,185,4,1983,0,False
W081,185,5,1984,2,True
W081,185,6,1985,2,True
W081,185,7,1986,0,False
W081,185,8,1987,2,True
W081,185,9,1988,1,True
W081,185,10,1989,1,True
W081,185,11,1990,1,True
W081,185,12,1991,0,False
W081,185,13,1992,0,False
W081,185,14,1993,0,False
W081,185,15,1994,3,True
W081,185,16,1995,1,True
W081,185,17,1996,2,True
W081,185,18,1997,0,False
W081,185,19,1998,1,True
W081,185,20,1999,3,True
W081,185,21,2000,1,True
W081,185,22,2001,0,False
W081,185,23,2002,0,False
W081,185,24,2003,0,False
W081,185,25,2004,2,True
W081,185,26,2005,0,False
W081,185,27,2006,0,False
W081,185,28,2007,1,True
W081,185,29,2008,0,False
W081,185,30,2009,0,False
W081,185,31,2010,1,True
W081,185,32,2011,1,True
W081,185,33,2012,1,True
W081,185,34,2013,1,True
W081,185,35,2014,1,True
W081,185,36,2015,1,True
W081,185,37,2016,1,True
W081,185,38,2017,0,False
W081,185,39,2018,1,True
W081,185,40,2019,2,True
W081,185,41,2020,1,True
W081,185,42,2021,4,True
W081,185,43,2022,3,True
W081,185,44,2023,2,True
W081,186,0,1979,2,True
W081,186,1,1980,1,True
W081,186,2,1981,2,True
W081,186,3,1982,1,True
W081,186,4,1983,2,True
W081,186,5,1984,0,False
W081,186,6,1985,1,True
W081,186,7,1986,0,False
W081,186,8,1987,1,True
W081,186,9,1988,0,False
W081,186,10,1989,0,False
W081,186,11,1990,0,False
W081,186,12,1991,2,True
W081,186,13,1992,0,False
W081,186,14,1993,1,True
W081,186,15,1994,1,True
W081,186,16,1995,2,True
W081,186,17,1996,0,False
W081,186,18,1997,0,False
W081,186,19,1998,2,True
W081,186,20,1999,3,True
W081,186,21,2000,1,True
W081,186,22,2001,1,True
W081,186,23,2002,1,True
W081,186,24,2003,1,True
W081,186,25,2004,1,True
W081,186,26,2005,0,False
W081,186,27,2006,1,True
W081,186,28,2007,1,True
W081,186,29,2008,1,True
W081,186,30,2009,2,True
W081,186,31,2010,0,False
W081,186,32,2011,2,True
W081,186,33,2012,0,False
W081,186,34,2013,1,True
W081,186,35,2014,1,True
W081,186,36,2015,1,True
W081,186,37,2016,0,False
W081,186,38,2017,2,True
W081,186,39,2018,0,False
W081,186,40,2019,2,True
W081,186,41,2020,1,True
W081,186,42,2021,1,True
W081,186,43,2022,1,True
W081,186,44,2023,2,True
W081,187,0,1979,1,True
W081,187,1,1980,1,True
W081,187,2,1981,1,True
W081,187,3,1982,4,True
W081,187,4,1983,0,False
W081,187,5,1984,0,False
W081,187,6,1985,0,False
W081,187,7,1986,0,False
W081,187,8,1987,2,True
W081,187,9,1988,2,True
W081,187,10,1989,0,False
W081,187,11,1990,0,False
W081,187,12,1991,0,False
W081,187,13,1992,0,False
W081,187,14,1993,2,True
W081,187,15,1994,3,True
W081,187,16,1995,1,True
W081,187,17,1996,0,False
W081,187,18,1997,1,True
W081,187,19,1998,1,True
W081,187,20,1999,1,True
W081,187,21,2000,0,False
W081,187,22,2001,1,True
W081,187,23,2002,1,True
W081,187,24,2003,2,True
W081,187,25,2004,0,False
W081,187,26,2005,1,True
W081,187,27,2006,1,True
W081,187,28,2007,1,True
W081,187,29,2008,3,True
W081,187,30,2009,0,False
W081,187,31,2010,2,True
W081,187,32,2011,3,True
W081,187,33,2012,0,False
W081,187,34,2013,0,False
W081,187,35,2014,2,True
W081,187,36,2015,1,True
W081,187,37,2016,0,False
W081,187,38,2017,0,False
W081,187,39,2018,1,True
W081,187,40,2019,1,True
W081,187,41,2020,2,True
W081,187,42,2021,2,True
W081,187,43,2022,1,True
W081,187,44,2023,0,False
W081,188,0,1979,2,True
W081,188,1,1980,2,True
W081,188,2,1981,1,True
W081,188,3,1982,2,True
W081,188,4,1983,3,True
W081,188,5,1984,0,False
W081,188,6,1985,0,False
W081,188,7,1986,0,False
W081,188,8,1987,0,False
W081,188,9,1988,0,False
W081,188,10,1989,0,False
W081,188,11,1990,2,True
W081,188,12,1991,3,True
W081,188,13,1992,1,True
W081,188,14,1993,3,True
W081,188,15,1994,1,True
W081,188,16,1995,1,True
W081,188,17,1996,1,True
W081,188,18,1997,0,False
W081,188,19,1998,2,True
W081,188,20,1999,2,True
W081,188,21,2000,1,True
W081,188,22,2001,0,False
W081,188,23,2002,2,True
W081,188,24,2003,2,True
W081,188,25,2004,0,False
W081,188,26,2005,1,True
W081,188,27,2006,1,True
W081,188,28,2007,0,False
W081,188,29,2008,0,False
W081,188,30,2009,0,False
W081,188,31,2010,2,True
W081,188,32,2011,0,False
W081,188,33,2012,2,True
W081,188,34,2013,0,False
W081,188,35,2014,1,True
W081,188,36,2015,0,False
W081,188,37,2016,0,False
W081,188,38,2017,3,True
W081,188,39,2018,0,False
W081,188,40,2019,0,False
W081,188,41,2020,2,True
W081,188,42,2021,1,True
W081,188,43,2022,0,False
W081,188,44,2023,1,True
W081,189,0,1979,2,True
W081,189,1,1980,2,True
W081,189,2,1981,0,False
W081,189,3,1982,2,True
W081,189,4,1983,4,True
W081,189,5,1984,1,True
W081,189,6,1985,0,False
W081,189,7,1986,1,True
W081,189,8,1987,0,False
W081,189,9,1988,0,False
W081,189,10,1989,0,False
W081,189,11,1990,1,True
W081,189,12,1991,0,False
W081,189,13,1992,0,False
W081,189,14,1993,3,True
W081,189,15,1994,0,False
W081,189,16,1995,1,True
W081,189,17,1996,0,False
W081,189,18,1997,2,True
W081,189,19,1998,1,True
W081,189,20,1999,0,False
W081,189,21,2000,2,True
W081,189,22,2001,2,True
W081,189,23,2002,2,True
W081,189,24,2003,0,False
W081,189,25,2004,0,False
W081,189,26,2005,0,False
W081,189,27,2006,1,True
W081,189,28,2007,1,True
W081,189,29,2008,2,True
W081,189,30,2009,0,False
W081,189,31,2010,2,True
W081,189,32,2011,1,True
W081,189,33,2012,0,False
W081,189,34,2013,0,False
W081,189,35,2014,0,False
W081,189,36,2015,0,False
W081,189,37,2016,3,True
W081,189,38,2017,2,True
W081,189,39,2018,0,False
W081,189,40,2019,2,True
W081,189,41,2020,0,False
W081,189,42,2021,3,True
W081,189,43,2022,0,False
W081,189,44,2023,2,True
W081,190,0,1979,0,False
W081,190,1,1980,1,True
W081,190,2,1981,0,False
W081,190,3,1982,2,True
W081,190,4,1983,1,True
W081,190,5,1984,1,True
W081,190,6,1985,1,True
W081,190,7,1986,0,False
W081,190,8,1987,4,True
W081,190,9,1988,2,True
W081,190,10,1989,1,True
W081,190,11,1990,0,False
W081,190,12,1991,0,False
W081,190,13,1992,2,True
W081,190,14,1993,2,True
W081,190,15,1994,0,False
W081,190,16,1995,1,True
W081,190,17,1996,1,True
W081,190,18,1997,2,True
W081,190,19,1998,1,True
W081,190,20,1999,0,False
W081,190,21,2000,3,True
W081,190,22,2001,1,True
W081,190,23,2002,0,False
W081,190,24,2003,0,False
W081,190,25,2004,1,True
W081,190,26,2005,3,True
W081,190,27,2006,2,True
W081,190,28,2007,1,True
W081,190,29,2008,2,True
W081,190,30,2009,0,False
W081,190,31,2010,2,True
W081,190,32,2011,1,True
W081,190,33,2012,1,True
W081,190,34,2013,1,True
W081,190,35,2014,0,False
W081,190,36,2015,0,False
W081,190,37,2016,4,True
W081,190,38,2017,0,False
W081,190,39,2018,0,False
W081,190,40,2019,0,False
W081,190,41,2020,0,False
W081,190,42,2021,0,False
W081,190,43,2022,0,False
W081,190,44,2023,1,True
W081,191,0,1979,2,True
W081,191,1,1980,2,True
W081,191,2,1981,1,True
W081,191,3,1982,0,False
W081,191,4,1983,0,False
W081,191,5,1984,0,False
W081,191,6,1985,1,True
W081,191,7,1986,1,True
W081,191,8,1987,0,False
W081,191,9,1988,0,False
W081,191,10,1989,0,False
W081,191,11,1990,2,True
W081,191,12,1991,3,True
W081,191,13,1992,1,True
W081,191,14,1993,2,True
W081,191,15,1994,1,True
W081,191,16,1995,1,True
W081,191,17,1996,0,False
W081,191,18,1997,0,False
W081,191,19,1998,1,True
W081,191,20,1999,1,True
W081,191,21,2000,2,True
W081,191,22,2001,2,True
W081,191,23,2002,1,True
W081,191,24,2003,1,True
W081,191,25,2004,1,True
W081,191,26,2005,3,True
W081,191,27,2006,1,True
W081,191,28,2007,0,False
W081,191,29,2008,0,False
W081,191,30,2009,0,False
W081,191,31,2010,0,False
W081,191,32,2011,0,False
W081,191,33,2012,1,True
W081,191,34,2013,2,True
W081,191,35,2014,0,False
W081,191,36,2015,1,True
W081,191,37,2016,3,True
W081,191,38,2017,1,True
W081,191,39,2018,1,True
W081,191,40,2019,2,True
W081,191,41,2020,2,True
W081,191,42,2021,1,True
W081,191,43,2022,1,True
W081,191,44,2023,0,False
W081,192,0,1979,0,False
W081,192,1,1980,0,False
W081,192,2,1981,1,True
W081,192,3,1982,1,True
W081,192,4,1983,0,False
W081,192,5,1984,3,True
W081,192,6,1985,0,False
W081,192,7,1986,1,True
W081,192,8,1987,0,False
W081,192,9,1988,1,True
W081,192,10,1989,1,True
W081,192,11,1990,1,True
W081,192,12,1991,2,True
W081,192,13,1992,0,False
W081,192,14,1993,0,False
W081,192,15,1994,3,True
W081,192,16,1995,1,True
W081,192,17,1996,1,True
W081,192,18,1997,3,True
W081,192,19,1998,0,False
W081,192,20,1999,1,True
W081,192,21,2000,0,False
W081,192,22,2001,2,True
W081,192,23,2002,1,True
W081,192,24,2003,1,True
W081,192,25,2004,1,True
W081,192,26,2005,0,False
W081,192,27,2006,2,True
W081,192,28,2007,1,True
W081,192,29,2008,1,True
W081,192,30,2009,0,False
W081,192,31,2010,1,True
W081,192,32,2011,2,True
W081,192,33,2012,1,True
W081,192,34,2013,0,False
W081,192,35,2014,0,False
W081,192,36,2015,1,True
W081,192,37,2016,1,True
W081,192,38,2017,1,True
W081,192,39,2018,2,True
W081,192,40,2019,0,False
W081,192,41,2020,1,True
W081,192,42,2021,6,True
W081,192,43,2022,0,False
W081,192,44,2023,0,False
W081,193,0,1979,1,True
W081,193,1,1980,2,True
W081,193,2,1981,1,True
W081,193,3,1982,2,True
W081,193,4,1983,1,True
W081,193,5,1984,2,True
W081,193,6,1985,1,True
W081,193,7,1986,1,True
W081,193,8,1987,2,True
W081,193,9,1988,0,False
W081,193,10,1989,0,False
W081,193,11,1990,2,True
W081,193,12,1991,0,False
W081,193,13,1992,0,False
W081,193,14,1993,1,True
W081,193,15,1994,0,False
W081,193,16,1995,0,False
W081,193,17,1996,0,False
W081,193,18,1997,1,True
W081,193,19,1998,4,True
W081,193,20,1999,1,True
W081,193,21,2000,0,False
W081,193,22,2001,0,False
W081,193,23,2002,0,False
W081,193,24,2003,2,True
W081,193,25,2004,2,True
W081,193,26,2005,1,True
W081,193,27,2006,1,True
W081,193,28,2007,3,True
W081,193,29,2008,0,False
W081,193,30,2009,0,False
W081,193,31,2010,1,True
W081,193,32,2011,3,True
W081,193,33,2012,0,False
W081,193,34,2013,0,False
W081,193,35,2014,2,True
W081,193,36,2015,3,True
W081,193,37,2016,0,False
W081,193,38,2017,0,False
W081,193,39,2018,2,True
W081,193,40,2019,0,False
W081,193,41,2020,1,True
W081,193,42,2021,0,False
W081,193,43,2022,1,True
W081,193,44,2023,1,True
W081,194,0,1979,1,True
W081,194,1,1980,1,True
W081,194,2,1981,0,False
W081,194,3,1982,1,True
W081,194,4,1983,1,True
W081,194,5,1984,1,True
W081,194,6,1985,1,True
W081,194,7,1986,1,True
W081,194,8,1987,1,True
W081,194,9,1988,2,True
W081,194,10,1989,2,True
W081,194,11,1990,1,True
W081,194,12,1991,1,True
W081,194,13,1992,2,True
W081,194,14,1993,0,False
W081,194,15,1994,0,False
W081,194,16,1995,0,False
W081,194,17,1996,1,True
W081,194,18,1997,0,False
W081,194,19,1998,0,False
W081,194,20,1999,2,True
W081,194,21,2000,2,True
W081,194,22,2001,2,True
W081,194,23,2002,3,True
W081,194,24,2003,2,True
W081,194,25,2004,0,False
W081,194,26,2005,0,False
W081,194,27,2006,0,False
W081,194,28,2007,1,True
W081,194,29,2008,2,True
W081,194,30,2009,1,True
W081,194,31,2010,0,False
W081,194,32,2011,1,True
W081,194,33,2012,2,True
W081,194,34,2013,2,True
W081,194,35,2014,1,True
W081,194,36,2015,0,False
W081,194,37,2016,3,True
W081,194,38,2017,2,True
W081,194,39,2018,0,False
W081,194,40,2019,0,False
W081,194,41,2020,1,True
W081,194,42,2021,0,False
W081,194,43,2022,0,False
W081,194,44,2023,1,True
W081,195,0,1979,2,True
W081,195,1,1980,1,True
W081,195,2,1981,2,True
W081,195,3,1982,1,True
W081,195,4,1983,1,True
W081,195,5,1984,1,True
W081,195,6,1985,0,False
W081,195,7,1986,1,True
W081,195,8,1987,3,True
W081,195,9,1988,1,True
W081,195,10,1989,3,True
W081,195,11,1990,1,True
W081,195,12,1991,0,False
W081,195,13,1992,2,True
W081,195,14,1993,0,False
W081,195,15,1994,0,False
W081,195,16,1995,0,False
W081,195,17,1996,1,True
W081,195,18,1997,0,False
W081,195,19,1998,0,False
W081,195,20,1999,2,True
W081,195,21,2000,2,True
W081,195,22,2001,0,False
W081,195,23,2002,0,False
W081,195,24,2003,1,True
W081,195,25,2004,1,True
W081,195,26,2005,2,True
W081,195,27,2006,0,False
W081,195,28,2007,2,True
W081,195,29,2008,0,False
W081,195,30,2009,2,True
W081,195,31,2010,1,True
W081,195,32,2011,2,True
W081,195,33,2012,0,False
W081,195,34,2013,0,False
W081,195,35,2014,2,True
W081,195,36,2015,1,True
W081,195,37,2016,0,False
W081,195,38,2017,0,False
W081,195,39,2018,2,True
W081,195,40,2019,2,True
W081,195,41,2020,0,False
W081,195,42,2021,1,True
W081,195,43,2022,0,False
W081,195,44,2023,2,True
W081,196,0,1979,0,False
W081,196,1,1980,0,False
W081,196,2,1981,0,False
W081,196,3,1982,0,False
W081,196,4,1983,2,True
W081,196,5,1984,0,False
W081,196,6,1985,2,True
W081,196,7,1986,1,True
W081,196,8,1987,3,True
W081,196,9,1988,2,True
W081,196,10,1989,1,True
W081,196,11,1990,1,True
W081,196,12,1991,0,False
W081,196,13,1992,2,True
W081,196,14,1993,0,False
W081,196,15,1994,0,False
W081,196,16,1995,3,True
W081,196,17,1996,0,False
W081,196,18,1997,0,False
W081,196,19,1998,1,True
W081,196,20,1999,0,False
W081,196,21,2000,2,True
W081,196,22,2001,1,True
W081,196,23,2002,2,True
W081,196,24,2003,1,True
W081,196,25,2004,2,True
W081,196,26,2005,0,False
W081,196,27,2006,2,True
W081,196,28,2007,3,True
W081,196,29,2008,3,True
W081,196,30,2009,1,True
W081,196,31,2010,2,True
W081,196,32,2011,2,True
W081,196,33,2012,0,False
W081,196,34,2013,0,False
W081,196,35,2014,0,False
W081,196,36,2015,0,False
W081,196,37,2016,1,True
W081,196,38,2017,0,False
W081,196,39,2018,1,True
W081,196,40,2019,1,True
W081,196,41,2020,1,True
W081,196,42,2021,0,False
W081,196,43,2022,0,False
W081,196,44,2023,2,True
W081,197,0,1979,1,True
W081,197,1,1980,0,False
W081,197,2,1981,0,False
W081,197,3,1982,2,True
W081,197,4,1983,0,False
W081,197,5,1984,1,True
W081,197,6,1985,1,True
W081,197,7,1986,3,True
W081,197,8,1987,0,False
W081,197,9,1988,1,True
W081,197,10,1989,0,False
W081,197,11,1990,0,False
W081,197,12,1991,3,True
W081,197,13,1992,0,False
W081,197,14,1993,1,True
W081,197,15,1994,1,True
W081,197,16,1995,2,True
W081,197,17,1996,0,False
W081,197,18,1997,0,False
W081,197,19,1998,1,True
W081,197,20,1999,1,True
W081,197,21,2000,0,False
W081,197,22,2001,1,True
W081,197,23,2002,1,True
W081,197,24,2003,3,True
W081,197,25,2004,2,True
W081,197,26,2005,3,True
W081,197,27,2006,2,True
W081,197,28,2007,0,False
W081,197,29,2008,1,True
W081,197,30,2009,2,True
W081,197,31,2010,1,True
W081,197,32,2011,1,True
W081,197,33,2012,0,False
W081,197,34,2013,0,False
W081,197,35,2014,1,True
W081,197,36,2015,1,True
W081,197,37,2016,4,True
W081,197,38,2017,0,False
W081,197,39,2018,1,True
W081,197,40,2019,0,False
W081,197,41,2020,1,True
W081,197,42,2021,0,False
W081,197,43,2022,0,False
W081,197,44,2023,2,True
W081,198,0,1979,4,True
W081,198,1,1980,0,False
W081,198,2,1981,1,True
W081,198,3,1982,0,False
W081,198,4,1983,1,True
W081,198,5,1984,1,True
W081,198,6,1985,0,False
W081,198,7,1986,1,True
W081,198,8,1987,0,False
W081,198,9,1988,1,True
W081,198,10,1989,1,True
W081,198,11,1990,2,True
W081,198,12,1991,2,True
W081,198,13,1992,2,True
W081,198,14,1993,2,True
W081,198,15,1994,2,True
W081,198,16,1995,3,True
W081,198,17,1996,1,True
W081,198,18,1997,2,True
W081,198,19,1998,0,False
W081,198,20,1999,0,False
W081,198,21,2000,0,False
W081,198,22,2001,0,False
W081,198,23,2002,1,True
W081,198,24,2003,0,False
W081,198,25,2004,0,False
W081,198,26,2005,3,True
W081,198,27,2006,0,False
W081,198,28,2007,1,True
W081,198,29,2008,1,True
W081,198,30,2009,1,True
W081,198,31,2010,3,True
W081,198,32,2011,0,False
W081,198,33,2012,2,True
W081,198,34,2013,1,True
W081,198,35,2014,0,False
W081,198,36,2015,0,False
W081,198,37,2016,2,True
W081,198,38,2017,0,False
W081,198,39,2018,1,True
W081,198,40,2019,0,False
W081,198,41,2020,1,True
W081,198,42,2021,0,False
W081,198,43,2022,1,True
W081,198,44,2023,1,True
W081,199,0,1979,3,True
W081,199,1,1980,1,True
W081,199,2,1981,0,False
W081,199,3,1982,2,True
W081,199,4,1983,2,True
W081,199,5,1984,0,False
W081,199,6,1985,1,True
W081,199,7,1986,0,False
W081,199,8,1987,0,False
W081,199,9,1988,1,True
W081,199,10,1989,1,True
W081,199,11,1990,2,True
W081,199,12,1991,1,True
W081,199,13,1992,2,True
W081,199,14,1993,0,False
W081,199,15,1994,1,True
W081,199,16,1995,2,True
W081,199,17,1996,1,True
W081,199,18,1997,0,False
W081,199,19,1998,0,False
W081,199,20,1999,1,True
W081,199,21,2000,2,True
W081,199,22,2001,2,True
W081,199,23,2002,1,True
W081,199,24,2003,1,True
W081,199,25,2004,1,True
W081,199,26,2005,0,False
W081,199,27,2006,2,True
W081,199,28,2007,1,True
W081,199,29,2008,1,True
W081,199,30,2009,0,False
W081,199,31,2010,0,False
W081,199,32,2011,2,True
W081,199,33,2012,1,True
W081,199,34,2013,2,True
W081,199,35,2014,0,False
W081,199,36,2015,1,True
W081,199,37,2016,1,True
W081,199,38,2017,2,True
W081,199,39,2018,0,False
W081,199,40,2019,1,True
W081,199,41,2020,0,False
W081,199,42,2021,0,False
W081,199,43,2022,2,True
W081,199,44,2023,1,True
W081,200,0,1979,2,True
W081,200,1,1980,2,True
W081,200,2,1981,1,True
W081,200,3,1982,0,False
W081,200,4,1983,1,True
W081,200,5,1984,0,False
W081,200,6,1985,0,False
W081,200,7,1986,2,True
W081,200,8,1987,0,False
W081,200,9,1988,1,True
W081,200,10,1989,4,True
W081,200,11,1990,1,True
W081,200,12,1991,0,False
W081,200,13,1992,0,False
W081,200,14,1993,0,False
W081,200,15,1994,0,False
W081,200,16,1995,1,True
W081,200,17,1996,2,True
W081,200,18,1997,3,True
W081,200,19,1998,2,True
W081,200,20,1999,2,True
W081,200,21,2000,1,True
W081,200,22,2001,1,True
W081,200,23,2002,0,False
W081,200,24,2003,0,False
W081,200,25,2004,1,True
W081,200,26,2005,1,True
W081,200,27,2006,0,False
W081,200,28,2007,0,False
W081,200,29,2008,2,True
W081,200,30,2009,0,False
W081,200,31,2010,2,True
W081,200,32,2011,2,True
W081,200,33,2012,2,True
W081,200,34,2013,0,False
W081,200,35,2014,1,True
W081,200,36,2015,0,False
W081,200,37,2016,1,True
W081,200,38,2017,1,True
W081,200,39,2018,2,True
W081,200,40,2019,2,True
W081,200,41,2020,1,True
W081,200,42,2021,0,False
W081,200,43,2022,1,True
W081,200,44,2023,0,False
W081,201,0,1979,0,False
W081,201,1,1980,2,True
W081,201,2,1981,0,False
W081,201,3,1982,1,True
W081,201,4,1983,0,False
W081,201,5,1984,2,True
W081,201,6,1985,1,True
W081,201,7,1986,0,False
W081,201,8,1987,0,False
W081,201,9,1988,1,True
W081,201,10,1989,5,True
W081,201,11,1990,1,True
W081,201,12,1991,2,True
W081,201,13,1992,1,True
W081,201,14,1993,1,True
W081,201,15,1994,1,True
W081,201,16,1995,3,True
W081,201,17,1996,1,True
W081,201,18,1997,1,True
W081,201,19,1998,0,False
W081,201,20,1999,2,True
W081,201,21,2000,0,False
W081,201,22,2001,0,False
W081,201,23,2002,3,True
W081,201,24,2003,1,True
W081,201,25,2004,1,True
W081,201,26,2005,1,True
W081,201,27,2006,0,False
W081,201,28,2007,1,True
W081,201,29,2008,1,True
W081,201,30,2009,0,False
W081,201,31,2010,2,True
W081,201,32,2011,1,True
W081,201,33,2012,1,True
W081,201,34,2013,1,True
W081,201,35,2014,1,True
W081,201,36,2015,1,True
W081,201,37,2016,1,True
W081,201,38,2017,0,False
W081,201,39,2018,0,False
W081,201,40,2019,2,True
W081,201,41,2020,0,False
W081,201,42,2021,0,False
W081,201,43,2022,1,True
W081,201,44,2023,1,True
W081,202,0,1979,0,False
W081,202,1,1980,4,True
W081,202,2,1981,1,True
W081,202,3,1982,1,True
W081,202,4,1983,3,True
W081,202,5,1984,1,True
W081,202,6,1985,0,False
W081,202,7,1986,2,True
W081,202,8,1987,2,True
W081,202,9,1988,4,True
W081,202,10,1989,2,True
W081,202,11,1990,0,False
W081,202,12,1991,1,True
W081,202,13,1992,0,False
W081,202,14,1993,1,True
W081,202,15,1994,1,True
W081,202,16,1995,1,True
W081,202,17,1996,1,True
W081,202,18,1997,0,False
W081,202,19,1998,0,False
W081,202,20,1999,1,True
W081,202,21,2000,2,True
W081,202,22,2001,1,True
W081,202,23,2002,0,False
W081,202,24,2003,2,True
W081,202,25,2004,1,True
W081,202,26,2005,0,False
W081,202,27,2006,0,False
W081,202,28,2007,1,True
W081,202,29,2008,0,False
W081,202,30,2009,0,False
W081,202,31,2010,0,False
W081,202,32,2011,0,False
W081,202,33,2012,1,True
W081,202,34,2013,2,True
W081,202,35,2014,3,True
W081,202,36,2015,0,False
W081,202,37,2016,2,True
W081,202,38,2017,1,True
W081,202,39,2018,1,True
W081,202,40,2019,0,False
W081,202,41,2020,0,False
W081,202,42,2021,0,False
W081,202,43,2022,0,False
W081,202,44,2023,2,True
W081,203,0,1979,0,False
W081,203,1,1980,0,False
W081,203,2,1981,0,False
W081,203,3,1982,1,True
W081,203,4,1983,1,True
W081,203,5,1984,2,True
W081,203,6,1985,2,True
W081,203,7,1986,3,True
W081,203,8,1987,2,True
W081,203,9,1988,1,True
W081,203,10,1989,2,True
W081,203,11,1990,2,True
W081,203,12,1991,2,True
W081,203,13,1992,0,False
W081,203,14,1993,4,True
W081,203,15,1994,0,False
W081,203,16,1995,1,True
W081,203,17,1996,0,False
W081,203,18,1997,1,True
W081,203,19,1998,0,False
W081,203,20,1999,1,True
W081,203,21,2000,1,True
W081,203,22,2001,0,False
W081,203,23,2002,0,False
W081,203,24,2003,0,False
W081,203,25,2004,2,True
W081,203,26,2005,0,False
W081,203,27,2006,0,False
W081,203,28,2007,0,False
W081,203,29,2008,1,True
W081,203,30,2009,1,True
W081,203,31,2010,1,True
W081,203,32,2011,0,False
W081,203,33,2012,0,False
W081,203,34,2013,0,False
W081,203,35,2014,0,False
W081,203,36,2015,2,True
W081,203,37,2016,2,True
W081,203,38,2017,3,True
W081,203,39,2018,1,True
W081,203,40,2019,0,False
W081,203,41,2020,3,True
W081,203,42,2021,1,True
W081,203,43,2022,1,True
W081,203,44,2023,1,True
W081,204,0,1979,2,True
W081,204,1,1980,4,True
W081,204,2,1981,2,True
W081,204,3,1982,0,False
W081,204,4,1983,0,False
W081,204,5,1984,3,True
W081,204,6,1985,1,True
W081,204,7,1986,0,False
W081,204,8,1987,0,False
W081,204,9,1988,1,True
W081,204,10,1989,0,False
W081,204,11,1990,2,True
W081,204,12,1991,1,True
W081,204,13,1992,1,True
W081,204,14,1993,1,True
W081,204,15,1994,0,False
W081,204,16,1995,0,False
W081,204,17,1996,2,True
W081,204,18,1997,1,True
W081,204,19,1998,2,True
W081,204,20,1999,1,True
W081,204,21,2000,1,True
W081,204,22,2001,0,False
W081,204,23,2002,3,True
W081,204,24,2003,1,True
W081,204,25,2004,1,True
W081,204,26,2005,1,True
W081,204,27,2006,4,True
W081,204,28,2007,0,False
W081,204,29,2008,2,True
W081,204,30,2009,0,False
W081,204,31,2010,0,False
W081,204,32,2011,1,True
W081,204,33,2012,1,True
W081,204,34,2013,1,True
W081,204,35,2014,0,False
W081,204,36,2015,0,False
W081,204,37,2016,0,False
W081,204,38,2017,1,True
W081,204,39,2018,2,True
W081,204,40,2019,1,True
W081,204,41,2020,0,False
W081,204,42,2021,1,True
W081,204,43,2022,0,False
W081,204,44,2023,0,False
W081,205,0,1979,1,True
W081,205,1,1980,0,False
W081,205,2,1981,0,False
W081,205,3,1982,0,False
W081,205,4,1983,1,True
W081,205,5,1984,3,True
W081,205,6,1985,0,False
W081,205,7,1986,2,True
W081,205,8,1987,1,True
W081,205,9,1988,0,False
W081,205,10,1989,0,False
W081,205,11,1990,1,True
W081,205,12,1991,3,True
W081,205,13,1992,0,False
W081,205,14,1993,2,True
W081,205,15,1994,2,True
W081,205,16,1995,3,True
W081,205,17,1996,1,True
W081,205,18,1997,0,False
W081,205,19,1998,0,False
W081,205,20,1999,1,True
W081,205,21,2000,0,False
W081,205,22,2001,1,True
W081,205,23,2002,0,False
W081,205,24,2003,0,False
W081,205,25,2004,2,True
W081,205,26,2005,0,False
