window_id,target_name,object,block_energy,block_contribution_fraction,dominant_object_warning
W045,W045_Je_vs_Jw_delta_peak,H,0.2702031965154869,0.2702031965154869,False
W045,W045_Je_vs_Jw_delta_peak,Je,0.2112050499786465,0.2112050499786465,False
W045,W045_Je_vs_Jw_delta_peak,Jw,0.1930042282611756,0.1930042282611756,False
W045,W045_Je_vs_Jw_delta_peak,P,0.15209534156452426,0.15209534156452426,False
W045,W045_Je_vs_Jw_delta_peak,V,0.17349218368016656,0.17349218368016656,False
W045,W045_P_vs_Jw_delta_peak,H,0.22647546847476535,0.22647546847476538,False
W045,W045_P_vs_Jw_delta_peak,Je,0.2053421709014909,0.20534217090149093,False
W045,W045_P_vs_Jw_delta_peak,Jw,0.18447381692468265,0.18447381692468268,False
W045,W045_P_vs_Jw_delta_peak,P,0.162778491514607,0.16277849151460702,False
W045,W045_P_vs_Jw_delta_peak,V,0.220930052184454,0.22093005218445402,False
W045,W045_V_vs_Jw_delta_peak,H,0.2110350780209509,0.21103507802095092,False
W045,W045_V_vs_Jw_delta_peak,Je,0.19354746544175477,0.1935474654417548,False
W045,W045_V_vs_Jw_delta_peak,Jw,0.2209523429550187,0.22095234295501873,False
W045,W045_V_vs_Jw_delta_peak,P,0.14584747812498328,0.1458474781249833,False
W045,W045_V_vs_Jw_delta_peak,V,0.22861763545729216,0.2286176354572922,False
