window_id,target_name,object_A,object_B,quantile_scheme,fraction_each_tail,high_n,low_n,high_P_A_earlier,high_P_B_earlier,low_P_A_earlier,low_P_B_earlier,high_delta_median,low_delta_median,high_dominant_direction,low_dominant_direction,high_dominant_probability,low_dominant_probability,high_order_level,low_order_level,high_low_reversal_flag
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,tercile,0.3333333333333333,333,333,0.5105105105105106,0.35735735735735735,0.018018018018018018,0.978978978978979,1.0,-6.0,Je_earlier,Jw_earlier,0.5105105105105106,0.978978978978979,weak_or_none,credible_95,True
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,quartile,0.25,250,250,0.568,0.3,0.012,0.984,1.0,-6.0,Je_earlier,Jw_earlier,0.568,0.984,weak_or_none,credible_95,True
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,quintile,0.2,200,200,0.61,0.27,0.015,0.98,1.0,-6.0,Je_earlier,Jw_earlier,0.61,0.98,weak_or_none,credible_95,True
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,decile,0.1,100,100,0.76,0.11,0.0,1.0,2.0,-7.0,Je_earlier,Jw_earlier,0.76,1.0,weak_or_none,strict_99,True
W045,W045_P_vs_Jw_delta_peak,P,Jw,tercile,0.3333333333333333,333,333,0.7357357357357357,0.19519519519519518,0.05405405405405406,0.8978978978978979,2.0,-4.0,P_earlier,Jw_earlier,0.7357357357357357,0.8978978978978979,weak_or_none,weak_or_none,True
W045,W045_P_vs_Jw_delta_peak,P,Jw,quartile,0.25,250,250,0.804,0.144,0.036,0.94,3.0,-4.0,P_earlier,Jw_earlier,0.804,0.94,weak_or_none,usable_90,True
W045,W045_P_vs_Jw_delta_peak,P,Jw,quintile,0.2,200,200,0.83,0.115,0.035,0.955,3.0,-4.0,P_earlier,Jw_earlier,0.83,0.955,weak_or_none,credible_95,True
W045,W045_P_vs_Jw_delta_peak,P,Jw,decile,0.1,100,100,0.84,0.08,0.01,0.98,4.0,-5.0,P_earlier,Jw_earlier,0.84,0.98,weak_or_none,credible_95,True
W045,W045_V_vs_Jw_delta_peak,V,Jw,tercile,0.3333333333333333,333,333,0.6216216216216216,0.27927927927927926,0.03303303303303303,0.9429429429429429,1.0,-5.0,V_earlier,Jw_earlier,0.6216216216216216,0.9429429429429429,weak_or_none,usable_90,True
W045,W045_V_vs_Jw_delta_peak,V,Jw,quartile,0.25,250,250,0.704,0.216,0.02,0.96,2.0,-5.0,V_earlier,Jw_earlier,0.704,0.96,weak_or_none,credible_95,True
W045,W045_V_vs_Jw_delta_peak,V,Jw,quintile,0.2,200,200,0.735,0.19,0.015,0.97,2.0,-5.0,V_earlier,Jw_earlier,0.735,0.97,weak_or_none,credible_95,True
W045,W045_V_vs_Jw_delta_peak,V,Jw,decile,0.1,100,100,0.79,0.14,0.01,0.99,2.0,-6.0,V_earlier,Jw_earlier,0.79,0.99,weak_or_none,strict_99,True
