window_id,segment_id,object_A,object_B,null_object,baseline_config,branch,start_day,end_day,duration,null_metric,null_n,null_median,null_q025,null_q975
W045,SEG00017,H,Je,Je,C1_buffered_stage,dist,34,47,14,abs_mean_self_replicate_delta,1000,0.03762325792147264,0.0020753123609407163,0.1186520031320202
W045,SEG00018,H,Je,H,C1_buffered_stage,dist,48,48,1,abs_mean_self_replicate_delta,1000,0.04878017220527897,0.0010296265161523794,0.1650421769537217
W045,SEG00018,H,Je,Je,C1_buffered_stage,dist,48,48,1,abs_mean_self_replicate_delta,1000,0.03726868513057191,0.0016133715110252078,0.12837407515068863
W045,SEG00019,H,Je,H,C1_buffered_stage,dist,49,63,15,abs_mean_self_replicate_delta,1000,0.02306001024429338,0.000699274732907401,0.0814515158485746
W045,SEG00019,H,Je,Je,C1_buffered_stage,dist,49,63,15,abs_mean_self_replicate_delta,1000,0.014659363259129444,0.0006296856438381436,0.05183090783410329
W045,SEG00020,H,Je,H,C1_buffered_stage,dist,64,64,1,abs_mean_self_replicate_delta,1000,0.015597951437517465,0.0008179753377888843,0.05280341675196736
W045,SEG00020,H,Je,Je,C1_buffered_stage,dist,64,64,1,abs_mean_self_replicate_delta,1000,0.01133426501672219,0.0006217904331501018,0.04039475623348614
W045,SEG00021,H,Je,H,C1_buffered_stage,dist,65,74,10,abs_mean_self_replicate_delta,1000,0.021002547813585667,0.0010131276056662942,0.0664336907799932
W045,SEG00021,H,Je,Je,C1_buffered_stage,dist,65,74,10,abs_mean_self_replicate_delta,1000,0.01744100732999367,0.0006422933013056054,0.0564654281792544
W045,SEG00022,H,Je,H,C1_buffered_stage,pattern,4,19,16,abs_mean_self_replicate_delta,1000,0.04657023779498441,0.002194030565361199,0.14878420771408002
W045,SEG00022,H,Je,Je,C1_buffered_stage,pattern,4,19,16,abs_mean_self_replicate_delta,1000,0.0746051753689333,0.003004593284384472,0.2760786942837393
W045,SEG00023,H,Je,H,C1_buffered_stage,pattern,20,57,38,abs_mean_self_replicate_delta,1000,0.07458303657830835,0.003975082705118318,0.2566292062542168
W045,SEG00023,H,Je,Je,C1_buffered_stage,pattern,20,57,38,abs_mean_self_replicate_delta,1000,0.07352763355455005,0.0034645931544075373,0.24616516980346967
W045,SEG00024,H,Je,H,C1_buffered_stage,pattern,58,59,2,abs_mean_self_replicate_delta,1000,0.09694156677854104,0.004940342009510013,0.33756813150169646
W045,SEG00024,H,Je,Je,C1_buffered_stage,pattern,58,59,2,abs_mean_self_replicate_delta,1000,0.053757224377027374,0.0031561447023737074,0.18883360810072608
W045,SEG00025,H,Je,H,C1_buffered_stage,pattern,60,63,4,abs_mean_self_replicate_delta,1000,0.0656002160414338,0.003083502259269611,0.21931368091201
W045,SEG00025,H,Je,Je,C1_buffered_stage,pattern,60,63,4,abs_mean_self_replicate_delta,1000,0.03621911244004697,0.0018455429016874779,0.12418792400011808
W045,SEG00026,H,Je,H,C1_buffered_stage,pattern,64,74,11,abs_mean_self_replicate_delta,1000,0.14814559613061357,0.005433768597659628,0.4887059349250361
W045,SEG00026,H,Je,Je,C1_buffered_stage,pattern,64,74,11,abs_mean_self_replicate_delta,1000,0.08033067828013093,0.004082602422495991,0.2813680763399799
W045,SEG00027,H,Je,H,C2_immediate_pre,dist,4,16,13,abs_mean_self_replicate_delta,1000,0.018430413658449354,0.000716865864998932,0.06014621198961455
W045,SEG00027,H,Je,Je,C2_immediate_pre,dist,4,16,13,abs_mean_self_replicate_delta,1000,0.01843420683293418,0.0007475109455178005,0.06724310293209163
W045,SEG00028,H,Je,H,C2_immediate_pre,dist,17,35,19,abs_mean_self_replicate_delta,1000,0.02893374940299475,0.0011206391347530216,0.09342793992490529
W045,SEG00028,H,Je,Je,C2_immediate_pre,dist,17,35,19,abs_mean_self_replicate_delta,1000,0.023723301547388456,0.0007980344178844386,0.07227196390241941
W045,SEG00029,H,Je,H,C2_immediate_pre,dist,36,45,10,abs_mean_self_replicate_delta,1000,0.07343917162247718,0.003836824716600864,0.25491297829863574
W045,SEG00029,H,Je,Je,C2_immediate_pre,dist,36,45,10,abs_mean_self_replicate_delta,1000,0.05453652577697264,0.0025523225548013963,0.17876839051495816
W045,SEG00030,H,Je,H,C2_immediate_pre,dist,46,49,4,abs_mean_self_replicate_delta,1000,0.0785384880327189,0.003037187842220641,0.25748198139722606
W045,SEG00030,H,Je,Je,C2_immediate_pre,dist,46,49,4,abs_mean_self_replicate_delta,1000,0.04777815186534269,0.0026060579221277545,0.16200677413695364
W045,SEG00031,H,Je,H,C2_immediate_pre,dist,50,62,13,abs_mean_self_replicate_delta,1000,0.03940646297803898,0.0016718289365893672,0.13746223657608603
W045,SEG00031,H,Je,Je,C2_immediate_pre,dist,50,62,13,abs_mean_self_replicate_delta,1000,0.024326519670145666,0.0012573215648123838,0.08368586699547821
W045,SEG00032,H,Je,H,C2_immediate_pre,dist,63,65,3,abs_mean_self_replicate_delta,1000,0.02167259309824604,0.0010329645202470476,0.06975982773199632
W045,SEG00032,H,Je,Je,C2_immediate_pre,dist,63,65,3,abs_mean_self_replicate_delta,1000,0.013932771262994397,0.0005545480098674654,0.05174130356032266
W045,SEG00033,H,Je,H,C2_immediate_pre,dist,66,74,9,abs_mean_self_replicate_delta,1000,0.02945485703439614,0.0012813526781116698,0.09065792817077037
W045,SEG00033,H,Je,Je,C2_immediate_pre,dist,66,74,9,abs_mean_self_replicate_delta,1000,0.02296721636553216,0.0009461138898214931,0.07835263608442808
W045,SEG00034,H,Je,H,C2_immediate_pre,pattern,4,30,27,abs_mean_self_replicate_delta,1000,0.08523041474041688,0.004345920633982818,0.2634415010996547
W045,SEG00034,H,Je,Je,C2_immediate_pre,pattern,4,30,27,abs_mean_self_replicate_delta,1000,0.3040614413235124,0.018262606424130287,1.5351796687753008
W045,SEG00035,H,Je,H,C2_immediate_pre,pattern,31,45,15,abs_mean_self_replicate_delta,1000,0.1274034966500036,0.006049709101315485,0.42376406030179675
W045,SEG00035,H,Je,Je,C2_immediate_pre,pattern,31,45,15,abs_mean_self_replicate_delta,1000,0.23228122210925234,0.012855216846933864,0.8719062242231229
W045,SEG00036,H,Je,H,C2_immediate_pre,pattern,46,49,4,abs_mean_self_replicate_delta,1000,0.1813765781960286,0.010010332745577355,0.6487532520375577
W045,SEG00036,H,Je,Je,C2_immediate_pre,pattern,46,49,4,abs_mean_self_replicate_delta,1000,0.17944670790940542,0.011052176720202481,0.6316615817570326
W045,SEG00037,H,Je,H,C2_immediate_pre,pattern,50,56,7,abs_mean_self_replicate_delta,1000,0.10488689636411982,0.005005228158692808,0.35582941639212623
W045,SEG00037,H,Je,Je,C2_immediate_pre,pattern,50,56,7,abs_mean_self_replicate_delta,1000,0.1577316458477593,0.008611560334202427,0.5818308160430486
W045,SEG00038,H,Je,H,C2_immediate_pre,pattern,57,61,5,abs_mean_self_replicate_delta,1000,0.09301257127620534,0.00462804033120617,0.32629068193693245
W045,SEG00038,H,Je,Je,C2_immediate_pre,pattern,57,61,5,abs_mean_self_replicate_delta,1000,0.084031869695781,0.0033223190916398092,0.3487197839153938
W045,SEG00039,H,Je,H,C2_immediate_pre,pattern,62,62,1,abs_mean_self_replicate_delta,1000,0.06935445455839778,0.0029433503155348512,0.2601852120162441
W045,SEG00039,H,Je,Je,C2_immediate_pre,pattern,62,62,1,abs_mean_self_replicate_delta,1000,0.07191981226238936,0.003672828761444902,0.25222903989927725
W045,SEG00040,H,Je,H,C2_immediate_pre,pattern,63,74,12,abs_mean_self_replicate_delta,1000,0.15364294186050342,0.006202753235649672,0.5322124469952103
W045,SEG00040,H,Je,Je,C2_immediate_pre,pattern,63,74,12,abs_mean_self_replicate_delta,1000,0.1477035498300444,0.004090849761496364,0.6437364289006847
W045,SEG00041,H,Jw,H,C0_full_stage,dist,4,19,16,abs_mean_self_replicate_delta,1000,0.012715540267818832,0.0004770016983474907,0.0422570847814501
W045,SEG00041,H,Jw,Jw,C0_full_stage,dist,4,19,16,abs_mean_self_replicate_delta,1000,0.011142633180964506,0.0005689496232032701,0.036359374089835535
W045,SEG00042,H,Jw,H,C0_full_stage,dist,20,20,1,abs_mean_self_replicate_delta,1000,0.02225535416708085,0.001458132189151896,0.07464507911977464
W045,SEG00042,H,Jw,Jw,C0_full_stage,dist,20,20,1,abs_mean_self_replicate_delta,1000,0.02453282123350203,0.0011683502520177425,0.08124835797565155
W045,SEG00043,H,Jw,H,C0_full_stage,dist,21,62,42,abs_mean_self_replicate_delta,1000,0.021409351438130476,0.0011910287024746295,0.0725490953945443
W045,SEG00043,H,Jw,Jw,C0_full_stage,dist,21,62,42,abs_mean_self_replicate_delta,1000,0.01051395554789929,0.0004065226565827166,0.03636262872044462
W045,SEG00044,H,Jw,H,C0_full_stage,dist,63,66,4,abs_mean_self_replicate_delta,1000,0.017798756430002255,0.0011967714881922671,0.05951341036872888
W045,SEG00044,H,Jw,Jw,C0_full_stage,dist,63,66,4,abs_mean_self_replicate_delta,1000,0.01270877922278131,0.0007172290462145001,0.04580185867142777
W045,SEG00045,H,Jw,H,C0_full_stage,dist,67,74,8,abs_mean_self_replicate_delta,1000,0.020165352048040805,0.0006165974039167154,0.06254722547568138
W045,SEG00045,H,Jw,Jw,C0_full_stage,dist,67,74,8,abs_mean_self_replicate_delta,1000,0.012156364572872759,0.00040318575170816275,0.04099958243329208
W045,SEG00046,H,Jw,H,C0_full_stage,pattern,4,12,9,abs_mean_self_replicate_delta,1000,0.06395083505095076,0.00392278064660874,0.2266968685693627
W045,SEG00046,H,Jw,Jw,C0_full_stage,pattern,4,12,9,abs_mean_self_replicate_delta,1000,0.039970839755009424,0.0019371521342887495,0.13723885218609927
W045,SEG00047,H,Jw,H,C0_full_stage,pattern,13,31,19,abs_mean_self_replicate_delta,1000,0.03991005041925326,0.001443594508885587,0.12846755958866185
W045,SEG00047,H,Jw,Jw,C0_full_stage,pattern,13,31,19,abs_mean_self_replicate_delta,1000,0.03530445159502883,0.002473548876127475,0.120078218204631
W045,SEG00048,H,Jw,H,C0_full_stage,pattern,32,39,8,abs_mean_self_replicate_delta,1000,0.08424008482991158,0.0033159187493939047,0.26123366995347896
W045,SEG00048,H,Jw,Jw,C0_full_stage,pattern,32,39,8,abs_mean_self_replicate_delta,1000,0.11837323160030203,0.007380446833394699,0.37633773538058707
W045,SEG00049,H,Jw,H,C0_full_stage,pattern,40,46,7,abs_mean_self_replicate_delta,1000,0.14980704950661897,0.010164164252187916,0.5026466877835978
W045,SEG00049,H,Jw,Jw,C0_full_stage,pattern,40,46,7,abs_mean_self_replicate_delta,1000,0.0890660621217589,0.004420944154403946,0.27579903059723904
W045,SEG00050,H,Jw,H,C0_full_stage,pattern,47,65,19,abs_mean_self_replicate_delta,1000,0.05124736946871769,0.0023895466153811555,0.18509596381071589
W045,SEG00050,H,Jw,Jw,C0_full_stage,pattern,47,65,19,abs_mean_self_replicate_delta,1000,0.010726602791219102,0.00044361473780157493,0.03487490273144162
W045,SEG00051,H,Jw,H,C0_full_stage,pattern,66,74,9,abs_mean_self_replicate_delta,1000,0.11210986251258531,0.003996846321594736,0.38260383624404803
W045,SEG00051,H,Jw,Jw,C0_full_stage,pattern,66,74,9,abs_mean_self_replicate_delta,1000,0.014415654466826505,0.0009394500526369716,0.04592967630731234
W045,SEG00052,H,Jw,H,C1_buffered_stage,dist,4,17,14,abs_mean_self_replicate_delta,1000,0.01235128446952475,0.0007522271244602136,0.04169367955957917
W045,SEG00052,H,Jw,Jw,C1_buffered_stage,dist,4,17,14,abs_mean_self_replicate_delta,1000,0.013940324392378686,0.0009358911922711209,0.04492013708593138
W045,SEG00053,H,Jw,H,C1_buffered_stage,dist,18,19,2,abs_mean_self_replicate_delta,1000,0.012951979731137628,0.0004620023630324681,0.06026261504930093
W045,SEG00053,H,Jw,Jw,C1_buffered_stage,dist,18,19,2,abs_mean_self_replicate_delta,1000,0.023501050067482356,0.0009937924004571187,0.0782971555791224
W045,SEG00054,H,Jw,H,C1_buffered_stage,dist,20,74,55,abs_mean_self_replicate_delta,1000,0.01895850511275483,0.0007647979529764512,0.06309542805864918
W045,SEG00054,H,Jw,Jw,C1_buffered_stage,dist,20,74,55,abs_mean_self_replicate_delta,1000,0.009788366994769489,0.0005709970438926386,0.03409652837770359
W045,SEG00055,H,Jw,H,C1_buffered_stage,pattern,4,12,9,abs_mean_self_replicate_delta,1000,0.06544864449957682,0.0037861616333777627,0.23155121826856265
W045,SEG00055,H,Jw,Jw,C1_buffered_stage,pattern,4,12,9,abs_mean_self_replicate_delta,1000,0.028466275624045023,0.0018480847642396885,0.10716071471371559
W045,SEG00056,H,Jw,H,C1_buffered_stage,pattern,13,31,19,abs_mean_self_replicate_delta,1000,0.03227992684714996,0.0011761581094621467,0.1139861328872313
W045,SEG00056,H,Jw,Jw,C1_buffered_stage,pattern,13,31,19,abs_mean_self_replicate_delta,1000,0.016929745771151045,0.0008582310308549453,0.05867254770863492
W045,SEG00057,H,Jw,H,C1_buffered_stage,pattern,32,38,7,abs_mean_self_replicate_delta,1000,0.09445819176302228,0.0036497420708253795,0.2909404621598615
W045,SEG00057,H,Jw,Jw,C1_buffered_stage,pattern,32,38,7,abs_mean_self_replicate_delta,1000,0.1302722817232021,0.007255199887478564,0.4088018943376604
W045,SEG00058,H,Jw,H,C1_buffered_stage,pattern,39,46,8,abs_mean_self_replicate_delta,1000,0.1765505860761793,0.007786552511623699,0.6150904711642948
W045,SEG00058,H,Jw,Jw,C1_buffered_stage,pattern,39,46,8,abs_mean_self_replicate_delta,1000,0.08653662729013141,0.004606243317929795,0.27043399973760257
W045,SEG00059,H,Jw,H,C1_buffered_stage,pattern,47,63,17,abs_mean_self_replicate_delta,1000,0.06584438678936903,0.0037183488112194755,0.21897163217552387
W045,SEG00059,H,Jw,Jw,C1_buffered_stage,pattern,47,63,17,abs_mean_self_replicate_delta,1000,0.015994909919439776,0.000717967076850391,0.05343297427214098
W045,SEG00060,H,Jw,H,C1_buffered_stage,pattern,64,74,11,abs_mean_self_replicate_delta,1000,0.14814559613061357,0.005433768597659628,0.4887059349250361
W045,SEG00060,H,Jw,Jw,C1_buffered_stage,pattern,64,74,11,abs_mean_self_replicate_delta,1000,0.010769267728032772,0.0004144813481716919,0.034333516808901926
W045,SEG00061,H,Jw,H,C2_immediate_pre,dist,4,28,25,abs_mean_self_replicate_delta,1000,0.01995631600277439,0.0009298903494247354,0.06638439966063818
W045,SEG00061,H,Jw,Jw,C2_immediate_pre,dist,4,28,25,abs_mean_self_replicate_delta,1000,0.018242338280687165,0.0007797608621176061,0.058712112403787355
W045,SEG00062,H,Jw,H,C2_immediate_pre,dist,29,29,1,abs_mean_self_replicate_delta,1000,0.012993599206173084,0.0004926307154521464,0.046703233825625905
W045,SEG00062,H,Jw,Jw,C2_immediate_pre,dist,29,29,1,abs_mean_self_replicate_delta,1000,0.010635746678077327,0.000635078517996948,0.03653829495589922
W045,SEG00063,H,Jw,H,C2_immediate_pre,dist,30,47,18,abs_mean_self_replicate_delta,1000,0.05556405279984446,0.0021035434329253425,0.1881912736744713
W045,SEG00063,H,Jw,Jw,C2_immediate_pre,dist,30,47,18,abs_mean_self_replicate_delta,1000,0.032508508401400446,0.0016912037277777914,0.10209829771198352
W045,SEG00064,H,Jw,H,C2_immediate_pre,dist,48,55,8,abs_mean_self_replicate_delta,1000,0.0649381192478804,0.003798182581527733,0.21440295849664825
W045,SEG00064,H,Jw,Jw,C2_immediate_pre,dist,48,55,8,abs_mean_self_replicate_delta,1000,0.032886350116851065,0.0017267798887371179,0.11565305943267197
W045,SEG00065,H,Jw,H,C2_immediate_pre,dist,56,58,3,abs_mean_self_replicate_delta,1000,0.043672109625141564,0.0017162921120011925,0.1591113884234511
W045,SEG00065,H,Jw,Jw,C2_immediate_pre,dist,56,58,3,abs_mean_self_replicate_delta,1000,0.023271537321700307,0.001297002646981461,0.07561014732681358
W045,SEG00066,H,Jw,H,C2_immediate_pre,dist,59,61,3,abs_mean_self_replicate_delta,1000,0.025128847075573946,0.0008111970290211408,0.08677868167279189
W045,SEG00066,H,Jw,Jw,C2_immediate_pre,dist,59,61,3,abs_mean_self_replicate_delta,1000,0.017170417626986033,0.0007499079885945328,0.05653427656369315
W045,SEG00067,H,Jw,H,C2_immediate_pre,dist,62,62,1,abs_mean_self_replicate_delta,1000,0.01467619900718864,0.0010089840087370461,0.05059515901270888
W045,SEG00067,H,Jw,Jw,C2_immediate_pre,dist,62,62,1,abs_mean_self_replicate_delta,1000,0.013237244413671967,0.0005945555624217975,0.04587682941262754
W045,SEG00068,H,Jw,H,C2_immediate_pre,dist,63,66,4,abs_mean_self_replicate_delta,1000,0.02160306129182163,0.0010707470436306953,0.07348525164705409
W045,SEG00068,H,Jw,Jw,C2_immediate_pre,dist,63,66,4,abs_mean_self_replicate_delta,1000,0.013644346717781017,0.0009811105542874865,0.04332703230415807
W045,SEG00069,H,Jw,H,C2_immediate_pre,dist,67,74,8,abs_mean_self_replicate_delta,1000,0.030165215450250214,0.001189999574578143,0.09374659582043696
W045,SEG00069,H,Jw,Jw,C2_immediate_pre,dist,67,74,8,abs_mean_self_replicate_delta,1000,0.018264514895507816,0.0008151362500830012,0.061375738401902295
W045,SEG00070,H,Jw,H,C2_immediate_pre,pattern,4,20,17,abs_mean_self_replicate_delta,1000,0.13028312511594276,0.006561911621985187,0.39817978072268057
W045,SEG00070,H,Jw,Jw,C2_immediate_pre,pattern,4,20,17,abs_mean_self_replicate_delta,1000,0.06608660375157231,0.0035120526375434654,0.24401693540249658
W045,SEG00071,H,Jw,H,C2_immediate_pre,pattern,21,30,10,abs_mean_self_replicate_delta,1000,0.05444329051805363,0.0023809355621650136,0.16883831294646098
W045,SEG00071,H,Jw,Jw,C2_immediate_pre,pattern,21,30,10,abs_mean_self_replicate_delta,1000,0.05507676318959334,0.002115092089710201,0.20612725631206955
W045,SEG00072,H,Jw,H,C2_immediate_pre,pattern,31,38,8,abs_mean_self_replicate_delta,1000,0.09228089779618014,0.00477686346379146,0.27404467460545917
W045,SEG00072,H,Jw,Jw,C2_immediate_pre,pattern,31,38,8,abs_mean_self_replicate_delta,1000,0.0935545012742689,0.004712591509926952,0.33186803684987837
W045,SEG00073,H,Jw,H,C2_immediate_pre,pattern,39,46,8,abs_mean_self_replicate_delta,1000,0.19025086914823272,0.008094042080367769,0.6839464763696852
W045,SEG00073,H,Jw,Jw,C2_immediate_pre,pattern,39,46,8,abs_mean_self_replicate_delta,1000,0.10548184426760124,0.004588079903203381,0.35313323735079777
W045,SEG00074,H,Jw,H,C2_immediate_pre,pattern,47,63,17,abs_mean_self_replicate_delta,1000,0.07419041140433798,0.004453409529455473,0.2545423820832977
W045,SEG00074,H,Jw,Jw,C2_immediate_pre,pattern,47,63,17,abs_mean_self_replicate_delta,1000,0.01870203289602029,0.0007375512651345475,0.06630794098974427
W045,SEG00075,H,Jw,H,C2_immediate_pre,pattern,64,74,11,abs_mean_self_replicate_delta,1000,0.1717643762291814,0.008404487000983998,0.5887585008395071
W045,SEG00075,H,Jw,Jw,C2_immediate_pre,pattern,64,74,11,abs_mean_self_replicate_delta,1000,0.01423055702298006,0.0006864426843053586,0.05535981789083456
W045,SEG00076,Je,Jw,Je,C0_full_stage,dist,4,22,19,abs_mean_self_replicate_delta,1000,0.011403585555311048,0.00070742797383608,0.03597449239904316
W045,SEG00076,Je,Jw,Jw,C0_full_stage,dist,4,22,19,abs_mean_self_replicate_delta,1000,0.011238866359904346,0.0004956036150187142,0.03788839634457049
W045,SEG00077,Je,Jw,Je,C0_full_stage,dist,23,26,4,abs_mean_self_replicate_delta,1000,0.021021145142516767,0.0010997588757263516,0.08256378268667681
W045,SEG00077,Je,Jw,Jw,C0_full_stage,dist,23,26,4,abs_mean_self_replicate_delta,1000,0.02883985654174149,0.0014042412492872283,0.09420420948830993
W045,SEG00078,Je,Jw,Je,C0_full_stage,dist,27,52,26,abs_mean_self_replicate_delta,1000,0.026454490137049626,0.001269614700934045,0.08070347513158985
W045,SEG00078,Je,Jw,Jw,C0_full_stage,dist,27,52,26,abs_mean_self_replicate_delta,1000,0.01677352906661016,0.0007868329331326716,0.057569138556224274
W045,SEG00079,Je,Jw,Je,C0_full_stage,dist,53,53,1,abs_mean_self_replicate_delta,1000,0.03076176251086904,0.00143400176349725,0.10046089144846626
W045,SEG00079,Je,Jw,Jw,C0_full_stage,dist,53,53,1,abs_mean_self_replicate_delta,1000,0.024479554140809046,0.0008945154467325412,0.08737244367982346
W045,SEG00080,Je,Jw,Je,C0_full_stage,dist,54,57,4,abs_mean_self_replicate_delta,1000,0.026830099545845976,0.0010286556608681587,0.09363392657231685
W045,SEG00080,Je,Jw,Jw,C0_full_stage,dist,54,57,4,abs_mean_self_replicate_delta,1000,0.021291098289334107,0.00126455491577398,0.06754959405797875
W045,SEG00081,Je,Jw,Je,C0_full_stage,dist,58,63,6,abs_mean_self_replicate_delta,1000,0.025046561554761426,0.001128218551158464,0.08245149846671074
W045,SEG00081,Je,Jw,Jw,C0_full_stage,dist,58,63,6,abs_mean_self_replicate_delta,1000,0.014946246486011939,0.0006277025505604522,0.05396430993326373
W045,SEG00082,Je,Jw,Je,C0_full_stage,dist,64,65,2,abs_mean_self_replicate_delta,1000,0.013993898251851739,0.0005783253898307486,0.048978268157965826
W045,SEG00082,Je,Jw,Jw,C0_full_stage,dist,64,65,2,abs_mean_self_replicate_delta,1000,0.014393199674824664,0.0009129325877070299,0.04970178373856741
W045,SEG00083,Je,Jw,Je,C0_full_stage,dist,66,69,4,abs_mean_self_replicate_delta,1000,0.017209646126534223,0.0008399395452801572,0.057246211781245566
W045,SEG00083,Je,Jw,Jw,C0_full_stage,dist,66,69,4,abs_mean_self_replicate_delta,1000,0.013253258584137756,0.0005752758120288935,0.04084516523885489
W045,SEG00084,Je,Jw,Je,C0_full_stage,dist,70,74,5,abs_mean_self_replicate_delta,1000,0.0162221970178101,0.0006886963423810267,0.0542842171182876
W045,SEG00084,Je,Jw,Jw,C0_full_stage,dist,70,74,5,abs_mean_self_replicate_delta,1000,0.013641248631018265,0.000523767121244943,0.04635237391674539
W045,SEG00085,Je,Jw,Je,C0_full_stage,pattern,4,19,16,abs_mean_self_replicate_delta,1000,0.11120740582424829,0.004501120893340165,0.37929050940573006
