window_id,segment_id,object_A,object_B,baseline_config,branch,raw_start_idx,raw_end_idx,start_day,end_day,duration,raw_sign_type,D_mean,E_abs_mean,signed_integral,abs_integral,peak_abs_delta
W045,SEG00026,H,Je,C1_buffered_stage,pattern,64,74,64,74,11,positive,0.212595106857491,0.212595106857491,2.338546175432401,2.338546175432401,0.6229900729895463
W045,SEG00027,H,Je,C2_immediate_pre,dist,4,16,4,16,13,positive,0.008482495003784563,0.008482495003784563,0.11027243504919931,0.11027243504919931,0.011322008824551477
W045,SEG00028,H,Je,C2_immediate_pre,dist,17,35,17,35,19,negative,-0.019640644940613662,0.019640644940613662,-0.3731722538716596,0.3731722538716596,0.03368778695577018
W045,SEG00029,H,Je,C2_immediate_pre,dist,36,45,36,45,10,positive,0.05050358145152557,0.05050358145152557,0.5050358145152557,0.5050358145152557,0.08451767352907741
W045,SEG00030,H,Je,C2_immediate_pre,dist,46,49,46,49,4,negative,-0.016373656035400724,0.016373656035400724,-0.0654946241416029,0.0654946241416029,0.024338548737974808
W045,SEG00031,H,Je,C2_immediate_pre,dist,50,62,50,62,13,positive,0.02275112373079436,0.02275112373079436,0.2957646085003267,0.2957646085003267,0.03574898813944616
W045,SEG00032,H,Je,C2_immediate_pre,dist,63,65,63,65,3,negative,-0.0035869977887697337,0.0035869977887697337,-0.010760993366309202,0.010760993366309202,0.008815799836590199
W045,SEG00033,H,Je,C2_immediate_pre,dist,66,74,66,74,9,positive,0.03615791508363478,0.03615791508363478,0.325421235752713,0.325421235752713,0.04602270656198648
W045,SEG00034,H,Je,C2_immediate_pre,pattern,4,30,4,30,27,positive,0.5258799495957573,0.5258799495957573,14.19875863908545,14.19875863908545,0.8284691248268397
W045,SEG00035,H,Je,C2_immediate_pre,pattern,31,45,31,45,15,negative,-0.3936208600304089,0.3936208600304089,-5.904312900456134,5.904312900456134,0.7025615921336188
W045,SEG00036,H,Je,C2_immediate_pre,pattern,46,49,46,49,4,positive,0.041448229715470714,0.041448229715470714,0.16579291886188285,0.16579291886188285,0.0630710725073188
W045,SEG00037,H,Je,C2_immediate_pre,pattern,50,56,50,56,7,negative,-0.054575144894385766,0.054575144894385766,-0.3820260142607004,0.3820260142607004,0.10000189426999528
W045,SEG00038,H,Je,C2_immediate_pre,pattern,57,61,57,61,5,positive,0.0261374924021631,0.0261374924021631,0.1306874620108155,0.1306874620108155,0.04692878615888918
W045,SEG00039,H,Je,C2_immediate_pre,pattern,62,62,62,62,1,negative,-0.0022403346438686356,0.0022403346438686356,-0.0022403346438686356,0.0022403346438686356,0.0022403346438686356
W045,SEG00040,H,Je,C2_immediate_pre,pattern,63,74,63,74,12,positive,0.13982748869161551,0.13982748869161551,1.6779298642993863,1.6779298642993863,0.5446134380709036
W045,SEG00041,H,Jw,C0_full_stage,dist,4,19,4,19,16,positive,0.04721206069331975,0.04721206069331975,0.755392971093116,0.755392971093116,0.0774626986244906
W045,SEG00042,H,Jw,C0_full_stage,dist,20,20,20,20,1,negative,-0.010321706020203377,0.010321706020203377,-0.010321706020203377,0.010321706020203377,0.010321706020203377
W045,SEG00043,H,Jw,C0_full_stage,dist,21,62,21,62,42,positive,0.10669731090241832,0.10669731090241832,4.48128705790157,4.48128705790157,0.28954058557945295
W045,SEG00044,H,Jw,C0_full_stage,dist,63,66,63,66,4,negative,-0.008222035377461079,0.008222035377461079,-0.032888141509844315,0.032888141509844315,0.01166797868010827
W045,SEG00045,H,Jw,C0_full_stage,dist,67,74,67,74,8,positive,0.031823617551880415,0.031823617551880415,0.2545889404150433,0.2545889404150433,0.047040250946251194
W045,SEG00046,H,Jw,C0_full_stage,pattern,4,12,4,12,9,negative,-0.10882374766654869,0.10882374766654869,-0.9794137289989382,0.9794137289989382,0.20375271845446685
W045,SEG00047,H,Jw,C0_full_stage,pattern,13,31,13,31,19,positive,0.07584327361810447,0.07584327361810447,1.441022198743985,1.441022198743985,0.13307278485704335
W045,SEG00048,H,Jw,C0_full_stage,pattern,32,39,32,39,8,negative,-0.05770105871813109,0.05770105871813109,-0.4616084697450487,0.4616084697450487,0.09834989722241531
W045,SEG00049,H,Jw,C0_full_stage,pattern,40,46,40,46,7,positive,0.13508529885482973,0.13508529885482973,0.945597091983808,0.945597091983808,0.200829455007968
W045,SEG00050,H,Jw,C0_full_stage,pattern,47,65,47,65,19,negative,-0.1696379989657921,0.1696379989657921,-3.22312198035005,3.22312198035005,0.2840374490378933
W045,SEG00051,H,Jw,C0_full_stage,pattern,66,74,66,74,9,positive,0.33227605703335567,0.33227605703335567,2.990484513300201,2.990484513300201,0.768722115681223
W045,SEG00052,H,Jw,C1_buffered_stage,dist,4,17,4,17,14,positive,0.03211325380069408,0.03211325380069408,0.44958555320971716,0.44958555320971716,0.06649262934566838
W045,SEG00053,H,Jw,C1_buffered_stage,dist,18,19,18,19,2,negative,-0.026063483013756977,0.026063483013756977,-0.05212696602751395,0.05212696602751395,0.03708240883332009
W045,SEG00054,H,Jw,C1_buffered_stage,dist,20,74,20,74,55,positive,0.09169060213906169,0.09169060213906169,5.042983117648393,5.042983117648393,0.28050635634072685
W045,SEG00055,H,Jw,C1_buffered_stage,pattern,4,12,4,12,9,negative,-0.11697764262700619,0.11697764262700619,-1.0527987836430557,1.0527987836430557,0.2125466085272782
W045,SEG00056,H,Jw,C1_buffered_stage,pattern,13,31,13,31,19,positive,0.06696804690825532,0.06696804690825532,1.2723928912568512,1.2723928912568512,0.12475550249861292
W045,SEG00057,H,Jw,C1_buffered_stage,pattern,32,38,32,38,7,negative,-0.054978822797716716,0.054978822797716716,-0.384851759584017,0.384851759584017,0.0942074095844409
W045,SEG00058,H,Jw,C1_buffered_stage,pattern,39,46,39,46,8,positive,0.15528055520722292,0.15528055520722292,1.2422444416577834,1.2422444416577834,0.2390611645085029
W045,SEG00059,H,Jw,C1_buffered_stage,pattern,47,63,47,63,17,negative,-0.11891057395890285,0.11891057395890285,-2.0214797573013485,2.0214797573013485,0.21719256146176136
W045,SEG00060,H,Jw,C1_buffered_stage,pattern,64,74,64,74,11,positive,0.3438440260746352,0.3438440260746352,3.782284286820987,3.782284286820987,0.8519343564278821
W045,SEG00061,H,Jw,C2_immediate_pre,dist,4,28,4,28,25,positive,0.058401116791308307,0.058401116791308307,1.4600279197827077,1.4600279197827077,0.08985216836146095
W045,SEG00062,H,Jw,C2_immediate_pre,dist,29,29,29,29,1,negative,-0.003399876589964178,0.003399876589964178,-0.003399876589964178,0.003399876589964178,0.003399876589964178
W045,SEG00063,H,Jw,C2_immediate_pre,dist,30,47,30,47,18,positive,0.14381635362642198,0.14381635362642198,2.588694365275596,2.588694365275596,0.2550696517950487
W045,SEG00064,H,Jw,C2_immediate_pre,dist,48,55,48,55,8,negative,-0.0195542949805335,0.0195542949805335,-0.156434359844268,0.156434359844268,0.02964644356567636
W045,SEG00065,H,Jw,C2_immediate_pre,dist,56,58,56,58,3,positive,0.007602503696733136,0.007602503696733136,0.022807511090199406,0.022807511090199406,0.011085295861835265
W045,SEG00066,H,Jw,C2_immediate_pre,dist,59,61,59,61,3,negative,-0.00459113430651666,0.00459113430651666,-0.013773402919549982,0.013773402919549982,0.007685965772757153
W045,SEG00067,H,Jw,C2_immediate_pre,dist,62,62,62,62,1,positive,0.003406773135942842,0.003406773135942842,0.003406773135942842,0.003406773135942842,0.003406773135942842
W045,SEG00068,H,Jw,C2_immediate_pre,dist,63,66,63,66,4,negative,-0.005072084236790314,0.005072084236790314,-0.020288336947161256,0.020288336947161256,0.0069294927284172525
W045,SEG00069,H,Jw,C2_immediate_pre,dist,67,74,67,74,8,positive,0.02728583164025318,0.02728583164025318,0.21828665312202544,0.21828665312202544,0.04078810453285597
W045,SEG00070,H,Jw,C2_immediate_pre,pattern,4,20,4,20,17,negative,-0.12359230957282635,0.12359230957282635,-2.101069262738048,2.101069262738048,0.3060533495893759
W045,SEG00071,H,Jw,C2_immediate_pre,pattern,21,30,21,30,10,positive,0.04831955032180614,0.04831955032180614,0.48319550321806143,0.48319550321806143,0.07319513725830962
W045,SEG00072,H,Jw,C2_immediate_pre,pattern,31,38,31,38,8,negative,-0.06450939536125244,0.06450939536125244,-0.5160751628900195,0.5160751628900195,0.12148670738187956
W045,SEG00073,H,Jw,C2_immediate_pre,pattern,39,46,39,46,8,positive,0.172880675378214,0.172880675378214,1.383045403025712,1.383045403025712,0.26385086616791387
W045,SEG00074,H,Jw,C2_immediate_pre,pattern,47,63,47,63,17,negative,-0.13073360670348588,0.13073360670348588,-2.22247131395926,2.22247131395926,0.2398689184313364
W045,SEG00075,H,Jw,C2_immediate_pre,pattern,64,74,64,74,11,positive,0.3793118535615894,0.3793118535615894,4.172430389177483,4.172430389177483,0.9429332106174901
W045,SEG00076,Je,Jw,C0_full_stage,dist,4,22,4,22,19,positive,0.03728721882226021,0.03728721882226021,0.7084571576229439,0.7084571576229439,0.07403369011626483
W045,SEG00077,Je,Jw,C0_full_stage,dist,23,26,23,26,4,negative,-0.02008171536281406,0.02008171536281406,-0.08032686145125624,0.08032686145125624,0.02983570180382855
W045,SEG00078,Je,Jw,C0_full_stage,dist,27,52,27,52,26,positive,0.12200897035579983,0.12200897035579983,3.1722332292507955,3.1722332292507955,0.19247348167233003
W045,SEG00079,Je,Jw,C0_full_stage,dist,53,53,53,53,1,negative,-0.004918497759300866,0.004918497759300866,-0.004918497759300866,0.004918497759300866,0.004918497759300866
W045,SEG00080,Je,Jw,C0_full_stage,dist,54,57,54,57,4,positive,0.00559984936215599,0.00559984936215599,0.02239939744862396,0.02239939744862396,0.008124706542539273
W045,SEG00081,Je,Jw,C0_full_stage,dist,58,63,58,63,6,negative,-0.01791102513379154,0.01791102513379154,-0.10746615080274924,0.10746615080274924,0.028750577294282986
W045,SEG00082,Je,Jw,C0_full_stage,dist,64,65,64,65,2,positive,0.0037660786368403087,0.0037660786368403087,0.0075321572736806175,0.0075321572736806175,0.004282595545362811
W045,SEG00083,Je,Jw,C0_full_stage,dist,66,69,66,69,4,negative,-0.00385913696747342,0.00385913696747342,-0.01543654786989368,0.01543654786989368,0.006328107606668909
W045,SEG00084,Je,Jw,C0_full_stage,dist,70,74,70,74,5,positive,0.008880854182880116,0.008880854182880116,0.04440427091440058,0.04440427091440058,0.01242311302578103
W045,SEG00085,Je,Jw,C0_full_stage,pattern,4,19,4,19,16,negative,-0.3642494553493236,0.3642494553493236,-5.827991285589178,5.827991285589178,0.4646541789092764
W045,SEG00086,Je,Jw,C0_full_stage,pattern,20,46,20,46,27,positive,0.29854628394560156,0.29854628394560156,8.060749666531242,8.060749666531242,0.6360448756652801
W045,SEG00087,Je,Jw,C0_full_stage,pattern,47,64,47,64,18,negative,-0.09197986756258565,0.09197986756258565,-1.6556376161265418,1.6556376161265418,0.16107250922705596
W045,SEG00088,Je,Jw,C0_full_stage,pattern,65,74,65,74,10,positive,0.15358158554233986,0.15358158554233986,1.5358158554233985,1.5358158554233985,0.25419524042680663
W045,SEG00089,Je,Jw,C1_buffered_stage,dist,4,4,4,4,1,positive,0.008974984506745443,0.008974984506745443,0.008974984506745443,0.008974984506745443,0.008974984506745443
W045,SEG00090,Je,Jw,C1_buffered_stage,dist,5,8,5,8,4,negative,-0.005624536634835309,0.005624536634835309,-0.022498146539341235,0.022498146539341235,0.008551229101514235
W045,SEG00091,Je,Jw,C1_buffered_stage,dist,9,18,9,18,10,positive,0.035000439108367476,0.035000439108367476,0.35000439108367476,0.35000439108367476,0.06132891290056318
W045,SEG00092,Je,Jw,C1_buffered_stage,dist,19,20,19,20,2,negative,-0.02235728733169462,0.02235728733169462,-0.04471457466338924,0.04471457466338924,0.026654523522532635
W045,SEG00093,Je,Jw,C1_buffered_stage,dist,21,57,21,57,37,positive,0.09492888380547244,0.09492888380547244,3.5123687008024804,3.5123687008024804,0.1981620199499688
W045,SEG00094,Je,Jw,C1_buffered_stage,dist,58,62,58,62,5,negative,-0.014231993926956866,0.014231993926956866,-0.07115996963478433,0.07115996963478433,0.023658464796429524
W045,SEG00095,Je,Jw,C1_buffered_stage,dist,63,66,63,66,4,positive,0.004495462800417321,0.004495462800417321,0.017981851201669286,0.017981851201669286,0.0085111734890978
W045,SEG00096,Je,Jw,C1_buffered_stage,dist,67,69,67,69,3,negative,-0.002953584094870935,0.002953584094870935,-0.008860752284612805,0.008860752284612805,0.004381615165645281
W045,SEG00097,Je,Jw,C1_buffered_stage,dist,70,74,70,74,5,positive,0.011609927505596395,0.011609927505596395,0.05804963752798198,0.05804963752798198,0.015437854853301403
W045,SEG00098,Je,Jw,C1_buffered_stage,pattern,4,19,4,19,16,negative,-0.23748359964034954,0.23748359964034954,-3.7997375942455927,3.7997375942455927,0.3294033959455679
W045,SEG00099,Je,Jw,C1_buffered_stage,pattern,20,47,20,47,28,positive,0.3080770130442957,0.3080770130442957,8.626156365240279,8.626156365240279,0.6010902414737239
W045,SEG00100,Je,Jw,C1_buffered_stage,pattern,48,64,48,64,17,negative,-0.06317318316161627,0.06317318316161627,-1.0739441137474766,1.0739441137474766,0.11841340545003387
W045,SEG00101,Je,Jw,C1_buffered_stage,pattern,65,74,65,74,10,positive,0.14511627951887132,0.14511627951887132,1.4511627951887132,1.4511627951887132,0.22894428343833573
W045,SEG00102,Je,Jw,C2_immediate_pre,dist,4,48,4,48,45,positive,0.08524099023302557,0.08524099023302557,3.835844560486151,3.835844560486151,0.18751103990194923
W045,SEG00103,Je,Jw,C2_immediate_pre,dist,49,63,49,63,15,negative,-0.02738097229948764,0.02738097229948764,-0.41071458449231457,0.41071458449231457,0.04629166352255165
W045,SEG00104,Je,Jw,C2_immediate_pre,dist,64,64,64,64,1,positive,0.0018863071081729466,0.0018863071081729466,0.0018863071081729466,0.0018863071081729466,0.0018863071081729466
W045,SEG00105,Je,Jw,C2_immediate_pre,dist,65,74,65,74,10,negative,-0.011475525943440434,0.011475525943440434,-0.11475525943440434,0.11475525943440434,0.023077477435728966
W045,SEG00106,Je,Jw,C2_immediate_pre,pattern,4,30,4,30,27,negative,-0.5858011999483496,0.5858011999483496,-15.816632398605437,15.816632398605437,0.9584783318852197
W045,SEG00107,Je,Jw,C2_immediate_pre,pattern,31,46,31,46,16,positive,0.4192632542552817,0.4192632542552817,6.708212068084507,6.708212068084507,0.6487640561228256
W045,SEG00108,Je,Jw,C2_immediate_pre,pattern,47,64,47,64,18,negative,-0.11604838622671237,0.11604838622671237,-2.0888709520808226,2.0888709520808226,0.21148385958193938
W045,SEG00109,Je,Jw,C2_immediate_pre,pattern,65,74,65,74,10,positive,0.2511757203538849,0.2511757203538849,2.511757203538849,2.511757203538849,0.39831977254658657
W045,SEG00110,P,H,C0_full_stage,dist,4,18,4,18,15,negative,-0.08601241666125264,0.08601241666125264,-1.2901862499187897,1.2901862499187897,0.10156978921539436
W045,SEG00111,P,H,C0_full_stage,dist,19,22,19,22,4,positive,0.03515918855109116,0.03515918855109116,0.14063675420436464,0.14063675420436464,0.07767732042865175
W045,SEG00112,P,H,C0_full_stage,dist,23,44,23,44,22,negative,-0.17062692790317224,0.17062692790317224,-3.7537924138697893,3.7537924138697893,0.2975776569814996
W045,SEG00113,P,H,C0_full_stage,dist,45,54,45,54,10,positive,0.07784001258384673,0.07784001258384673,0.7784001258384673,0.7784001258384673,0.12228077475250632
W045,SEG00114,P,H,C0_full_stage,dist,55,64,55,64,10,negative,-0.06643496466105282,0.06643496466105282,-0.6643496466105282,0.6643496466105282,0.12665461860660965
W045,SEG00115,P,H,C0_full_stage,dist,65,67,65,67,3,positive,0.003108727930270838,0.003108727930270838,0.009326183790812514,0.009326183790812514,0.00609438291202713
W045,SEG00116,P,H,C0_full_stage,dist,68,74,68,74,7,negative,-0.03379892305472095,0.03379892305472095,-0.23659246138304668,0.23659246138304668,0.04397541411082295
W045,SEG00117,P,H,C0_full_stage,pattern,4,17,4,17,14,positive,0.0677130667239467,0.0677130667239467,0.9479829341352538,0.9479829341352538,0.19969819433885494
W045,SEG00118,P,H,C0_full_stage,pattern,18,24,18,24,7,negative,-0.07038892334505138,0.07038892334505138,-0.4927224634153597,0.4927224634153597,0.11399997312265292
W045,SEG00119,P,H,C0_full_stage,pattern,25,33,25,33,9,positive,0.06943067068224101,0.06943067068224101,0.6248760361401692,0.6248760361401692,0.15491627332639107
W045,SEG00120,P,H,C0_full_stage,pattern,34,44,34,44,11,negative,-0.2097701293513362,0.2097701293513362,-2.3074714228646984,2.3074714228646984,0.37006131603320674
W045,SEG00121,P,H,C0_full_stage,pattern,45,63,45,63,19,positive,0.2797125186395056,0.2797125186395056,5.314537854150606,5.314537854150606,0.5578674788385273
W045,SEG00122,P,H,C0_full_stage,pattern,64,74,64,74,11,negative,-0.3947444723783914,0.3947444723783914,-4.342189196162305,4.342189196162305,1.0278281805512355
W045,SEG00123,P,H,C1_buffered_stage,dist,4,17,4,17,14,negative,-0.07560839463227641,0.07560839463227641,-1.0585175248518697,1.0585175248518697,0.090663678728561
W045,SEG00124,P,H,C1_buffered_stage,dist,18,20,18,20,3,positive,0.02864447574846989,0.02864447574846989,0.08593342724540967,0.08593342724540967,0.05088567059703111
W045,SEG00125,P,H,C1_buffered_stage,dist,21,44,21,44,24,negative,-0.16891783948435415,0.16891783948435415,-4.0540281476245,4.0540281476245,0.28398890864064413
W045,SEG00126,P,H,C1_buffered_stage,dist,45,55,45,55,11,positive,0.0756708880820499,0.0756708880820499,0.8323797689025489,0.8323797689025489,0.12849019693552288
W045,SEG00127,P,H,C1_buffered_stage,dist,56,74,56,74,19,negative,-0.04709568267429712,0.04709568267429712,-0.8948179708116453,0.8948179708116453,0.09063554111675554
W045,SEG00128,P,H,C1_buffered_stage,pattern,4,10,4,10,7,positive,0.05923232123127494,0.05923232123127494,0.4146262486189246,0.4146262486189246,0.16586279623887057
W045,SEG00129,P,H,C1_buffered_stage,pattern,11,11,11,11,1,negative,-0.00013096787341686233,0.00013096787341686233,-0.00013096787341686233,0.00013096787341686233,0.00013096787341686233
W045,SEG00130,P,H,C1_buffered_stage,pattern,12,12,12,12,1,positive,0.0026021868054123543,0.0026021868054123543,0.0026021868054123543,0.0026021868054123543,0.0026021868054123543
W045,SEG00131,P,H,C1_buffered_stage,pattern,13,14,13,14,2,negative,-0.005707683710158874,0.005707683710158874,-0.011415367420317749,0.011415367420317749,0.007283130935719133
W045,SEG00132,P,H,C1_buffered_stage,pattern,15,17,15,17,3,positive,0.018610181317721297,0.018610181317721297,0.05583054395316389,0.05583054395316389,0.028988676616503464
W045,SEG00133,P,H,C1_buffered_stage,pattern,18,26,18,26,9,negative,-0.08439680894077556,0.08439680894077556,-0.7595712804669801,0.7595712804669801,0.14581560114594605
W045,SEG00134,P,H,C1_buffered_stage,pattern,27,32,27,32,6,positive,0.05924946475729657,0.05924946475729657,0.3554967885437794,0.3554967885437794,0.11911352396544682
W045,SEG00135,P,H,C1_buffered_stage,pattern,33,44,33,44,12,negative,-0.23071015569636252,0.23071015569636252,-2.76852186835635,2.76852186835635,0.4119043282256131
W045,SEG00136,P,H,C1_buffered_stage,pattern,45,61,45,61,17,positive,0.251538229707653,0.251538229707653,4.276149905030101,4.276149905030101,0.49895326242406424
W045,SEG00137,P,H,C1_buffered_stage,pattern,62,74,62,74,13,negative,-0.3858323973701151,0.3858323973701151,-5.015821165811496,5.015821165811496,1.0862049137989442
W045,SEG00138,P,H,C2_immediate_pre,dist,4,28,4,28,25,negative,-0.09959701994254183,0.09959701994254183,-2.489925498563546,2.489925498563546,0.13625658412419497
W045,SEG00139,P,H,C2_immediate_pre,dist,29,30,29,30,2,positive,0.02741707151168483,0.02741707151168483,0.05483414302336966,0.05483414302336966,0.034692061739664604
W045,SEG00140,P,H,C2_immediate_pre,dist,31,42,31,42,12,negative,-0.11260264333700316,0.11260264333700316,-1.351231720044038,1.351231720044038,0.20426930805040733
W045,SEG00141,P,H,C2_immediate_pre,dist,43,57,43,57,15,positive,0.13526375524979892,0.13526375524979892,2.028956328746984,2.028956328746984,0.2629582207654253
W045,SEG00142,P,H,C2_immediate_pre,dist,58,74,58,74,17,negative,-0.03399681273342463,0.03399681273342463,-0.5779458164682186,0.5779458164682186,0.09692681336251086
W045,SEG00143,P,H,C2_immediate_pre,pattern,4,6,4,6,3,positive,0.1200913917294214,0.1200913917294214,0.3602741751882642,0.3602741751882642,0.1747467181955947
W045,SEG00144,P,H,C2_immediate_pre,pattern,7,8,7,8,2,negative,-0.0027625529327403864,0.0027625529327403864,-0.005525105865480773,0.005525105865480773,0.00541531114041921
W045,SEG00145,P,H,C2_immediate_pre,pattern,9,10,9,10,2,positive,0.027626018247848674,0.027626018247848674,0.05525203649569735,0.05525203649569735,0.032867842656018526
W045,SEG00146,P,H,C2_immediate_pre,pattern,11,11,11,11,1,negative,-0.0008577993813502216,0.0008577993813502216,-0.0008577993813502216,0.0008577993813502216,0.0008577993813502216
W045,SEG00147,P,H,C2_immediate_pre,pattern,12,12,12,12,1,positive,0.0025047302054207188,0.0025047302054207188,0.0025047302054207188,0.0025047302054207188,0.0025047302054207188
W045,SEG00148,P,H,C2_immediate_pre,pattern,13,14,13,14,2,negative,-0.008085619249501894,0.008085619249501894,-0.016171238499003787,0.016171238499003787,0.011991235653187077
W045,SEG00149,P,H,C2_immediate_pre,pattern,15,16,15,16,2,positive,0.021112284791314134,0.021112284791314134,0.04222456958262827,0.04222456958262827,0.024595962244940817
W045,SEG00150,P,H,C2_immediate_pre,pattern,17,27,17,27,11,negative,-0.09144581151991965,0.09144581151991965,-1.005903926719116,1.005903926719116,0.18055689154645754
W045,SEG00151,P,H,C2_immediate_pre,pattern,28,32,28,32,5,positive,0.04148868779423178,0.04148868779423178,0.2074434389711589,0.2074434389711589,0.09870307088945084
W045,SEG00152,P,H,C2_immediate_pre,pattern,33,44,33,44,12,negative,-0.27049765469870063,0.27049765469870063,-3.2459718563844078,3.2459718563844078,0.46346415649258504
W045,SEG00153,P,H,C2_immediate_pre,pattern,45,61,45,61,17,positive,0.2853395890744328,0.2853395890744328,4.850773014265358,4.850773014265358,0.5593020332753638
W045,SEG00154,P,H,C2_immediate_pre,pattern,62,74,62,74,13,negative,-0.4332388664635195,0.4332388664635195,-5.632105264025753,5.632105264025753,1.1994120626317017
W045,SEG00155,P,Je,C0_full_stage,dist,4,19,4,19,16,negative,-0.0730062682198023,0.0730062682198023,-1.1681002915168368,1.1681002915168368,0.09047864403300947
W045,SEG00156,P,Je,C0_full_stage,dist,20,22,20,22,3,positive,0.02578822880051876,0.02578822880051876,0.07736468640155628,0.07736468640155628,0.032627489732936665
W045,SEG00157,P,Je,C0_full_stage,dist,23,43,23,43,21,negative,-0.1349052043319562,0.1349052043319562,-2.8330092909710807,2.8330092909710807,0.23683631444156156
W045,SEG00158,P,Je,C0_full_stage,dist,44,55,44,55,12,positive,0.08504549628605414,0.08504549628605414,1.0205459554326497,1.0205459554326497,0.1321778999594846
W045,SEG00159,P,Je,C0_full_stage,dist,56,65,56,65,10,negative,-0.04051831932488124,0.04051831932488124,-0.40518319324881236,0.40518319324881236,0.08406529536530916
W045,SEG00160,P,Je,C0_full_stage,dist,66,67,66,67,2,positive,0.006269818269241556,0.006269818269241556,0.012539636538483112,0.012539636538483112,0.009592037550867905
