window_id,segment_id,object_A,object_B,baseline_config,branch,raw_start_idx,raw_end_idx,start_day,end_day,duration,raw_sign_type,D_mean,E_abs_mean,signed_integral,abs_integral,peak_abs_delta,classified_type,directional_bias,P_near_null,P_separation_gt_null,support_basis,null_n,null_E_median,null_E_q025,null_E_q975
W045,SEG00020,H,Je,C1_buffered_stage,dist,64,64,64,64,1,negative,-0.00485607059502835,0.00485607059502835,-0.00485607059502835,0.00485607059502835,0.00485607059502835,short_uncertain,negative,,,too_short_for_primary_segment,2000,0.013238977419298026,0.0007319618523358995,0.047562838973165086
W045,SEG00021,H,Je,C1_buffered_stage,dist,65,74,65,74,10,positive,0.031016830330898935,0.031016830330898935,0.31016830330898937,0.31016830330898937,0.04353550096517833,uncertain_segment,positive,0.2765,0.7235,same_object_reproducibility_null,2000,0.018692905338786564,0.0008282546499632438,0.06322081525324601
W045,SEG00022,H,Je,C1_buffered_stage,pattern,4,19,4,19,16,positive,0.1840210735842913,0.1840210735842913,2.9443371773486606,2.9443371773486606,0.28540784076201636,A_dominant_segment_tendency,positive,0.07,0.93,same_object_reproducibility_null,2000,0.05876728033629583,0.0024137507110314825,0.23444488530841054
W045,SEG00023,H,Je,C1_buffered_stage,pattern,20,57,20,57,38,negative,-0.200135005626514,0.200135005626514,-7.6051302138075325,7.6051302138075325,0.6210658674477287,B_dominant_segment_tendency,negative,0.0705,0.9295,same_object_reproducibility_null,2000,0.07390628292173174,0.003926321127426521,0.2540333322383413
W045,SEG00024,H,Je,C1_buffered_stage,pattern,58,59,58,59,2,positive,0.007435514672120114,0.007435514672120114,0.014871029344240227,0.014871029344240227,0.008029901308069909,short_uncertain,positive,,,too_short_for_primary_segment,2000,0.0693537411414992,0.0038801296697540703,0.29156771443584933
W045,SEG00025,H,Je,C1_buffered_stage,pattern,60,63,60,63,4,negative,-0.014617575386622783,0.014617575386622783,-0.05847030154649113,0.05847030154649113,0.026360919623406587,uncertain_segment,negative,0.833,0.167,same_object_reproducibility_null,2000,0.04812566980751998,0.0025243452905895003,0.18975754610920148
W045,SEG00026,H,Je,C1_buffered_stage,pattern,64,74,64,74,11,positive,0.212595106857491,0.212595106857491,2.338546175432401,2.338546175432401,0.6229900729895463,uncertain_segment,positive,0.2085,0.7915,same_object_reproducibility_null,2000,0.1064264353739541,0.004355547531667939,0.4254478427712191
W045,SEG00027,H,Je,C2_immediate_pre,dist,4,16,4,16,13,positive,0.008482495003784563,0.008482495003784563,0.11027243504919931,0.11027243504919931,0.011322008824551477,uncertain_segment,positive,0.756,0.244,same_object_reproducibility_null,2000,0.01843127669596789,0.0007350490516447335,0.0631410378687197
W045,SEG00028,H,Je,C2_immediate_pre,dist,17,35,17,35,19,negative,-0.019640644940613662,0.019640644940613662,-0.3731722538716596,0.3731722538716596,0.03368778695577018,uncertain_segment,negative,0.594,0.406,same_object_reproducibility_null,2000,0.025742787203716172,0.0009721010583210963,0.08459642189920542
W045,SEG00029,H,Je,C2_immediate_pre,dist,36,45,36,45,10,positive,0.05050358145152557,0.05050358145152557,0.5050358145152557,0.5050358145152557,0.08451767352907741,uncertain_segment,positive,0.581,0.419,same_object_reproducibility_null,2000,0.061120743770614175,0.002890240885791108,0.21973423460121275
W045,SEG00030,H,Je,C2_immediate_pre,dist,46,49,46,49,4,negative,-0.016373656035400724,0.016373656035400724,-0.0654946241416029,0.0654946241416029,0.024338548737974808,uncertain_segment,negative,0.848,0.152,same_object_reproducibility_null,2000,0.06047639473973051,0.002847413967473757,0.229177330240639
