window_id,anchor_day,field,bootstrap_id,profile_construction,feature_index,feature_lat_center,lat_bin_left,lat_bin_right,n_raw_lat_points,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,progress_quality_label,near_left_boundary,near_right_boundary,sampled_year_indices
W002,45,H,1,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,3.803117083363759,0.7899476025545482,0.49656467840577534,5.91229036775147,clear_separation,36.0,39.0,48.0,13.0,0.9570283736711015,1,3,1,nonmonotonic_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,3.498922436024259,0.7646134316487405,0.4493526132187071,5.764448603503634,clear_separation,36.0,39.0,48.0,13.0,0.9538109193876996,1,3,1,nonmonotonic_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,1.701421405941801,0.5585901643165698,0.3916868805526974,3.580895519100517,clear_separation,35.0,39.0,49.0,15.0,0.8057236384972599,3,3,1,nonmonotonic_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,1.8974803048449758,0.2487756509420933,0.32482577992277584,6.616023610601398,clear_separation,38.0,40.0,41.0,4.0,0.7477963450211296,1,2,4,nonmonotonic_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,6.838767178987837,0.7327042792846896,0.3573694551586186,12.547347877284269,clear_separation,37.0,40.0,42.0,6.0,0.8600773792048989,1,1,1,monotonic_clear_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,12.20618558505521,1.6960216710983786,0.49279645680996964,11.153220479499941,clear_separation,37.0,40.0,42.0,6.0,0.8892278766424248,1,1,1,monotonic_clear_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,17.20572239494686,2.8641694309345667,0.6427605031432222,9.812412975659639,clear_separation,37.0,39.0,41.0,5.0,0.8897524093833742,1,1,1,monotonic_clear_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,21.375803589234238,4.2160066816145445,0.9055827314108456,8.34733199614255,clear_separation,36.0,39.0,41.0,6.0,0.8845204264755336,1,1,1,monotonic_clear_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,25.464433602436657,5.602638917970921,1.2764133501633523,7.403471469576631,clear_separation,36.0,39.0,41.0,6.0,0.8990886365805254,1,1,3,nonmonotonic_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,30.18914537510682,6.850102342399623,1.8620174035473838,6.930378887214969,clear_separation,36.0,39.0,51.0,16.0,0.9279739827125283,1,1,3,nonmonotonic_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,1,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,34.63778286086381,7.740089511254155,2.5104854798973975,6.758212664315298,clear_separation,36.0,39.0,52.0,17.0,0.9491337760883141,1,1,1,monotonic_clear_progress,False,False,44;30;6;29;18;30;0;37;39;4;30;1;16;1;30;28;35;9;21;13;40;42;39;42;18;3;34;8;9;36;25;10;35;39;35;7;34;42;4;4;6;34;15;13;43
W002,45,H,2,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,2.540325944860342,0.651889559244978,0.4684450835912912,4.534941342927056,clear_separation,36.0,37.0,39.0,4.0,0.7448210511767548,1,1,5,nonmonotonic_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,2.6079796096619248,0.5821772993883769,0.48428070999341344,4.890918511022933,clear_separation,36.0,38.0,40.0,5.0,0.8361293363574877,1,1,5,nonmonotonic_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,1.2783238372321648,0.3526624693377016,0.6785829173338698,2.4791845932141916,clear_separation,36.0,39.0,40.0,5.0,0.6493299835722863,1,7,5,nonmonotonic_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,1.859498124151287,0.06974682745146765,0.9416324445784312,3.6771529248676127,clear_separation,38.0,42.0,42.0,5.0,0.5258101362732525,3,5,3,nonmonotonic_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,6.549146069683957,0.6188129102390576,1.4039636028312543,6.475402524559402,clear_separation,38.0,41.0,55.0,18.0,0.8640721758546002,1,3,1,nonmonotonic_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,11.969165563099523,1.2803364757124882,1.9262979382709773,7.4652511124417655,clear_separation,38.0,42.0,54.0,17.0,0.9348812591251671,1,3,1,nonmonotonic_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,17.22824280031182,1.8524263861281725,2.2987734827790973,8.300367770457918,clear_separation,38.0,42.0,54.0,17.0,0.965319782748418,1,3,1,nonmonotonic_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,21.497426511735284,2.2638279049532457,2.4220258659248657,9.175457691543615,clear_separation,39.0,43.0,53.0,15.0,0.9814752569760489,1,3,1,nonmonotonic_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,24.837621357426542,2.562088237505918,2.479903664427411,9.852305136742807,clear_separation,39.0,49.0,53.0,15.0,0.9852633965809332,1,1,1,monotonic_clear_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,28.26683957656678,2.679389937110386,2.5362748320716264,10.83920874039959,clear_separation,42.0,50.0,53.0,12.0,0.9799135826330394,1,1,1,monotonic_clear_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,2,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,31.592033802005062,2.517465248384383,2.6343889845924195,12.26433527554934,clear_separation,43.0,49.0,53.0,11.0,0.9741007083673958,1,1,1,monotonic_clear_progress,False,False,19;31;19;25;42;8;9;17;9;2;7;28;14;38;40;38;21;33;22;12;20;17;26;11;25;25;29;4;7;19;41;44;44;12;8;43;4;30;19;31;17;23;39;6;35
W002,45,H,3,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,2.8689786489303515,0.10709054785627359,0.40630913999018503,11.17639420839381,clear_separation,39.0,52.0,53.0,15.0,0.9530382791688384,3,1,1,nonmonotonic_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,2.4243071609898834,0.09273637912292543,0.3450493754080526,11.075313145244257,clear_separation,49.0,52.0,53.0,5.0,0.8911935160760146,1,1,1,monotonic_clear_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,0.46113769699422846,0.16148575474414884,0.26305251929557016,2.1724198979944638,clear_separation,32.0,53.0,54.0,23.0,0.5092599136834736,3,5,3,nonmonotonic_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,2.990276518277824,0.3318201056312091,0.3057968066476633,9.379539534423758,clear_separation,37.0,39.0,41.0,5.0,0.8265177349722018,1,1,1,monotonic_clear_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,7.664591208555066,0.6641454689847706,0.505622534181839,13.10446377024094,clear_separation,38.0,41.0,43.0,6.0,0.9313867434102128,1,1,1,monotonic_clear_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,12.8678646516164,1.093734823802265,0.8668471630320482,13.12657643293009,clear_separation,38.0,41.0,48.0,11.0,0.9625845471072638,1,1,1,monotonic_clear_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,17.71830111494637,1.5593840497191422,1.0958792788927667,13.345795819200813,clear_separation,38.0,41.0,49.0,12.0,0.9724743360385152,1,1,1,monotonic_clear_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,21.27339903963093,2.021768633699594,1.2440184970449764,13.028037767279557,clear_separation,38.0,42.0,50.0,13.0,0.9805120688561318,1,1,1,monotonic_clear_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,23.7034475220089,2.413382076640346,1.523045080484735,12.043127727687137,clear_separation,38.0,43.0,50.0,13.0,0.9874658607449812,1,3,1,nonmonotonic_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,26.354208839836247,2.7663915769011282,2.061916727844846,10.916539365939215,clear_separation,38.0,49.0,52.0,15.0,0.9807927243571546,1,1,1,monotonic_clear_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,3,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,29.376282994233406,3.1084255151638445,2.620570081437222,10.25529955430641,clear_separation,43.0,49.0,53.0,11.0,0.9623171144499927,3,1,1,nonmonotonic_progress,False,False,7;27;24;20;44;9;34;24;4;1;20;30;0;29;30;16;6;3;44;30;17;17;35;22;5;39;19;34;28;16;23;8;0;10;7;39;6;7;29;32;19;43;33;7;25
W002,45,H,4,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,3.6191836678317486,0.590222131460564,0.29793047780890447,8.149913945083117,clear_separation,37.0,39.0,41.0,5.0,0.8718240356275971,1,1,3,nonmonotonic_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,2.8622530156135326,0.36376205707517784,0.29578468883937603,8.679454590094108,clear_separation,38.0,40.0,41.0,4.0,0.8791878019750456,1,1,3,nonmonotonic_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,0.4165854049351765,0.10557636369617285,0.2759901339240969,2.1835533650418837,clear_separation,30.0,41.0,42.0,13.0,0.4366286468182128,6,5,7,boundary_limited_progress,True,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,3,21.0,20.0,22.0,8,40,48,30,60,30,37,53,60,3.7907436712193885,0.6658011524527865,0.320970141353655,7.683125147650014,clear_separation,37.0,38.0,43.0,7.0,0.8893634856045411,1,1,3,nonmonotonic_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,4,23.0,22.0,24.0,8,40,48,30,60,30,37,53,60,9.074541282128848,1.436640022681786,0.41078054141826215,9.82401241867695,clear_separation,37.0,39.0,43.0,7.0,0.9196586351677113,1,1,1,monotonic_clear_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,14.25835138948969,2.2821587735268167,0.6391008194344749,9.761783186838375,clear_separation,37.0,39.0,43.0,7.0,0.9179605927087948,1,1,1,monotonic_clear_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,18.43364482218385,3.018230607385476,0.8110862922649176,9.627641328852759,clear_separation,37.0,39.0,42.0,6.0,0.9174378345979936,1,1,1,monotonic_clear_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,20.995234514837648,3.4930190317651295,0.9411218333184479,9.469809441623342,clear_separation,37.0,39.0,43.0,7.0,0.9300439967182761,1,1,3,nonmonotonic_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,22.95498019225124,3.7969750313963004,1.2495998930980932,9.09725131824609,clear_separation,37.0,39.0,49.0,13.0,0.9568704256695498,1,1,1,monotonic_clear_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,25.63520289992175,3.9559038527901293,1.6900735165218066,9.080873415911967,clear_separation,37.0,48.0,50.0,14.0,0.9745355532311166,1,1,1,monotonic_clear_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,4,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,28.64921957675506,3.971967582628963,2.0430268532767286,9.525933858135565,clear_separation,37.0,49.0,50.0,14.0,0.9668967469477219,1,1,1,monotonic_clear_progress,False,False,13;14;19;9;5;10;5;32;26;23;41;29;23;3;24;7;15;7;22;15;22;35;24;37;20;27;35;29;10;10;37;20;12;18;35;21;30;43;16;43;15;15;16;1;17
W002,45,H,5,latbin_mean_after_lon_mean,0,15.0,15.0,16.0,4,40,48,30,60,30,37,53,60,2.710859025827631,0.4906241966604057,0.23175985536522603,7.505312494700364,clear_separation,37.0,39.0,40.0,4.0,0.8328165875657844,1,3,3,nonmonotonic_progress,False,False,1;6;14;21;5;38;15;27;5;31;0;9;17;14;5;24;44;7;11;20;22;0;28;12;25;19;10;15;1;17;32;6;29;44;4;40;6;29;44;25;13;34;42;11;44
W002,45,H,5,latbin_mean_after_lon_mean,1,17.0,16.0,18.0,8,40,48,30,60,30,37,53,60,2.755051259505308,0.2793779225067965,0.2597893066376855,10.219653979588623,clear_separation,39.0,53.0,54.0,16.0,0.9167540581988148,1,3,1,nonmonotonic_progress,False,False,1;6;14;21;5;38;15;27;5;31;0;9;17;14;5;24;44;7;11;20;22;0;28;12;25;19;10;15;1;17;32;6;29;44;4;40;6;29;44;25;13;34;42;11;44
W002,45,H,5,latbin_mean_after_lon_mean,2,19.0,18.0,20.0,8,40,48,30,60,30,37,53,60,1.1777036955081712,0.30110411829343775,0.2940865018359773,3.9574000519300534,clear_separation,53.0,54.0,54.0,2.0,0.6766135879868084,3,1,1,nonmonotonic_progress,False,False,1;6;14;21;5;38;15;27;5;31;0;9;17;14;5;24;44;7;11;20;22;0;28;12;25;19;10;15;1;17;32;6;29;44;4;40;6;29;44;25;13;34;42;11;44
