window_id,anchor_day,field,profile_construction,feature_index,feature_lat_center,lat_bin_left,lat_bin_right,n_raw_lat_points,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,day,relative_to_anchor,raw_progress,progress
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,57,12,1.0634029589319205,1.0
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,58,13,1.1002977803696508,1.0
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,59,14,1.1068844760042165,1.0
W002,45,H,latbin_mean_after_lon_mean,5,25.0,24.0,26.0,8,40,48,30,60,30,37,53,60,60,15,1.092174796412933,1.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,30,-15,-0.2714339493462395,0.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,31,-14,-0.21492791699572295,0.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,32,-13,-0.1501852291484588,0.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,33,-12,-0.07704549131282848,0.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,34,-11,0.014118691880729397,0.014118691880729397
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,35,-10,0.1203758716137177,0.1203758716137177
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,36,-9,0.2350607324596458,0.2350607324596458
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,37,-8,0.3440372908490509,0.3440372908490509
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,38,-7,0.4567929431531574,0.4567929431531574
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,39,-6,0.5587179269614022,0.5587179269614022
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,40,-5,0.6376952998779426,0.6376952998779426
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,41,-4,0.6877504555037448,0.6877504555037448
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,42,-3,0.7278348658861856,0.7278348658861856
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,43,-2,0.7543637585776843,0.7543637585776843
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,44,-1,0.757570282881786,0.757570282881786
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,45,0,0.7283014862011203,0.7283014862011203
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,46,1,0.6905463851909283,0.6905463851909283
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,47,2,0.648510202328255,0.648510202328255
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,48,3,0.6229431816866867,0.6229431816866867
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,49,4,0.6363864693701998,0.6363864693701998
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,50,5,0.6964081683412275,0.6964081683412275
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,51,6,0.7660235396468752,0.7660235396468752
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,52,7,0.802077692171214,0.802077692171214
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,53,8,0.830503456075169,0.830503456075169
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,54,9,0.8810539418187479,0.8810539418187479
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,55,10,0.9425835148930991,0.9425835148930991
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,56,11,1.0092383741287976,1.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,57,12,1.0582124210016448,1.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,58,13,1.0862531996164533,1.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,59,14,1.0953843652808741,1.0
W002,45,H,latbin_mean_after_lon_mean,6,27.0,26.0,28.0,8,40,48,30,60,30,37,53,60,60,15,1.096770727184868,1.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,30,-15,-0.2922103374828506,0.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,31,-14,-0.2234745086189805,0.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,32,-13,-0.15342469107872123,0.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,33,-12,-0.07505647155466308,0.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,34,-11,0.01901096754543031,0.01901096754543031
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,35,-10,0.13031660769074815,0.13031660769074815
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,36,-9,0.2459679150652624,0.2459679150652624
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,37,-8,0.3488705184337301,0.3488705184337301
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,38,-7,0.4550262754828518,0.4550262754828518
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,39,-6,0.5483972778607359,0.5483972778607359
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,40,-5,0.618393096089656,0.618393096089656
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,41,-4,0.659561131607403,0.659561131607403
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,42,-3,0.6928038496143507,0.6928038496143507
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,43,-2,0.71158555748146,0.71158555748146
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,44,-1,0.7060784211605401,0.7060784211605401
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,45,0,0.6711893419051245,0.6711893419051245
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,46,1,0.6348548587344686,0.6348548587344686
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,47,2,0.6013485613864269,0.6013485613864269
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,48,3,0.5894353496483455,0.5894353496483455
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,49,4,0.6194352760734139,0.6194352760734139
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,50,5,0.6925131582938802,0.6925131582938802
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,51,6,0.762998858347286,0.762998858347286
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,52,7,0.8006213739853196,0.8006213739853196
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,53,8,0.8370333868055005,0.8370333868055005
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,54,9,0.8871005973480418,0.8871005973480418
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,55,10,0.9439892521005558,0.9439892521005558
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,56,11,1.0079555717877264,1.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,57,12,1.0549421340888074,1.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,58,13,1.0772588802981178,1.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,59,14,1.0883149580697125,1.0
W002,45,H,latbin_mean_after_lon_mean,7,29.0,28.0,30.0,8,40,48,30,60,30,37,53,60,60,15,1.1034052195016961,1.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,30,-15,-0.3154250343759421,0.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,31,-14,-0.22824755681584952,0.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,32,-13,-0.14935538163233336,0.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,33,-12,-0.06678649537796638,0.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,34,-11,0.027440569126653356,0.027440569126653356
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,35,-10,0.1364612664033159,0.1364612664033159
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,36,-9,0.24929417291788497,0.24929417291788497
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,37,-8,0.3466184597541591,0.3466184597541591
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,38,-7,0.4430931972442633,0.4430931972442633
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,39,-6,0.5182266063390021,0.5182266063390021
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,40,-5,0.5694303976339061,0.5694303976339061
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,41,-4,0.5892209043412721,0.5892209043412721
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,42,-3,0.6074007950844681,0.6074007950844681
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,43,-2,0.6173876911241235,0.6173876911241235
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,44,-1,0.6025816343746991,0.6025816343746991
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,45,0,0.5662958107006271,0.5662958107006271
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,46,1,0.5404705779818667,0.5404705779818667
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,47,2,0.5228047733750244,0.5228047733750244
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,48,3,0.5262821470875422,0.5262821470875422
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,49,4,0.5730844546249158,0.5730844546249158
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,50,5,0.6649649489900618,0.6649649489900618
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,51,6,0.7397772821223991,0.7397772821223991
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,52,7,0.7832190976280776,0.7832190976280776
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,53,8,0.834474561890763,0.834474561890763
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,54,9,0.8882142286396773,0.8882142286396773
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,55,10,0.9414690053026292,0.9414690053026292
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,56,11,1.0014601967976935,1.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,57,12,1.051099448740418,1.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,58,13,1.0748007769369925,1.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,59,14,1.0897906826647676,1.0
W002,45,H,latbin_mean_after_lon_mean,8,31.0,30.0,32.0,8,40,48,30,60,30,37,53,60,60,15,1.1186910990272783,1.0
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,30,-15,-0.32542815381831264,0.0
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,31,-14,-0.22244731431988354,0.0
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,32,-13,-0.13488409264462528,0.0
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,33,-12,-0.04887375688246525,0.0
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,34,-11,0.039114574121476495,0.039114574121476495
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,35,-10,0.13530971071989023,0.13530971071989023
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,36,-9,0.235128570632841,0.235128570632841
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,37,-8,0.32208046219090936,0.32208046219090936
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,38,-7,0.4042469658102704,0.4042469658102704
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,39,-6,0.45523172496129544,0.45523172496129544
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,40,-5,0.48239542131494795,0.48239542131494795
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,41,-4,0.47549051717709445,0.47549051717709445
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,42,-3,0.47523675857957903,0.47523675857957903
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,43,-2,0.4798338286325381,0.4798338286325381
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,44,-1,0.4667208420147231,0.4667208420147231
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,45,0,0.4379850222629254,0.4379850222629254
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,46,1,0.43161802023812296,0.43161802023812296
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,47,2,0.43564115481964716,0.43564115481964716
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,48,3,0.45824448139484736,0.45824448139484736
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,49,4,0.5192753327524289,0.5192753327524289
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,50,5,0.6264156365653579,0.6264156365653579
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,51,6,0.7070717870896295,0.7070717870896295
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,52,7,0.7616002582855319,0.7616002582855319
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,53,8,0.8285089687205096,0.8285089687205096
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,54,9,0.8898610475911051,0.8898610475911051
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,55,10,0.9372379522331881,0.9372379522331881
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,56,11,0.9906279394391054,0.9906279394391054
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,57,12,1.0406220086392661,1.0
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,58,13,1.073349447372691,1.0
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,59,14,1.0988173803066814,1.0
W002,45,H,latbin_mean_after_lon_mean,9,33.0,32.0,34.0,8,40,48,30,60,30,37,53,60,60,15,1.140975255697272,1.0
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,30,-15,-0.31837872340531914,0.0
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,31,-14,-0.20865814407435374,0.0
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,32,-13,-0.11720531817237008,0.0
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,33,-12,-0.03152646455308788,0.0
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,34,-11,0.04647393497386803,0.04647393497386803
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,35,-10,0.12748988235172307,0.12748988235172307
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,36,-9,0.2122159657168535,0.2122159657168535
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,37,-8,0.289588867162567,0.289588867162567
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,38,-7,0.3547542198718321,0.3547542198718321
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,39,-6,0.3859859879368112,0.3859859879368112
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,40,-5,0.39403005849159606,0.39403005849159606
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,41,-4,0.3704971386141611,0.3704971386141611
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,42,-3,0.3610314446870293,0.3610314446870293
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,43,-2,0.36787265721868295,0.36787265721868295
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,44,-1,0.3644337851975461,0.3644337851975461
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,45,0,0.3485699789401139,0.3485699789401139
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,46,1,0.35937089672308187,0.35937089672308187
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,47,2,0.3838942502308113,0.3838942502308113
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,48,3,0.4238681736459019,0.4238681736459019
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,49,4,0.4960161329912818,0.4960161329912818
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,50,5,0.6111776421734991,0.6111776421734991
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,51,6,0.6930883512642775,0.6930883512642775
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,52,7,0.7530704238855379,0.7530704238855379
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,53,8,0.8273266320260177,0.8273266320260177
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,54,9,0.8930931307804006,0.8930931307804006
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,55,10,0.9355868026723424,0.9355868026723424
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,56,11,0.9830427713664402,0.9830427713664402
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,57,12,1.029790667265864,1.0
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,58,13,1.069385883224125,1.0
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,59,14,1.1036918744798787,1.0
W002,45,H,latbin_mean_after_lon_mean,10,35.0,34.0,35.0,5,40,48,30,60,30,37,53,60,60,15,1.1580822381849518,1.0
