feature_index,feature_lat_center,lat_bin_left,lat_bin_right,n_raw_lat_points,n_samples,n_valid_midpoints,valid_midpoint_fraction,onset_median,onset_q05,onset_q95,midpoint_median,midpoint_q05,midpoint_q95,midpoint_q25,midpoint_q75,midpoint_iqr,midpoint_q90_width,finish_median,finish_q05,finish_q95,duration_median,duration_q25,duration_q75,dominant_progress_quality_label,dominant_prepost_separation_label,timing_class,timing_class_note
0,15.0,15.0,16.0,4,1000,1000,1.0,36.0,34.0,43.0,38.0,34.0,52.0,36.0,40.0,4.0,18.0,40.0,35.0,54.0,5.0,3.0,12.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
1,17.0,16.0,18.0,8,1000,1000,1.0,36.0,34.0,48.0,39.0,34.0,52.0,36.0,45.0,9.0,18.0,41.0,34.0,54.0,5.0,3.0,10.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
2,19.0,18.0,20.0,8,1000,1000,1.0,34.0,30.0,49.0,37.0,30.0,53.0,32.0,46.0,14.0,23.0,41.0,30.0,55.0,3.0,1.0,12.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
3,21.0,20.0,22.0,8,1000,1000,1.0,37.0,30.0,50.0,38.0,30.0,54.0,36.0,42.0,6.0,24.0,40.0,33.0,55.0,3.0,2.0,11.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
4,23.0,22.0,24.0,8,1000,1000,1.0,37.0,35.0,41.0,39.0,36.0,51.0,37.0,40.0,3.0,15.0,41.0,37.0,55.0,5.0,4.0,15.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
5,25.0,24.0,26.0,8,1000,1000,1.0,37.0,36.0,39.0,39.0,37.0,49.0,38.0,40.0,2.0,12.0,42.0,38.0,54.0,6.0,4.75,15.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
6,27.0,26.0,28.0,8,1000,1000,1.0,37.0,36.0,38.0,39.0,37.0,44.049999999999955,38.0,40.0,2.0,7.0499999999999545,43.0,38.0,54.0,7.0,5.0,16.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
7,29.0,28.0,30.0,8,1000,1000,1.0,36.0,36.0,38.0,39.0,37.0,49.0,38.0,40.0,2.0,12.0,50.0,38.0,54.0,14.0,5.0,16.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
8,31.0,30.0,32.0,8,1000,1000,1.0,36.0,35.0,38.0,39.0,37.0,50.0,38.0,42.0,4.0,13.0,51.0,38.0,54.0,15.0,8.0,17.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
9,33.0,32.0,34.0,8,1000,1000,1.0,37.0,35.0,39.0,43.0,37.0,51.0,38.0,49.25,11.25,14.0,52.0,40.0,54.0,16.0,15.0,17.0,nonmonotonic_progress,clear_separation,unstable_latbin_feature,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
10,35.0,34.0,35.0,5,1000,1000,1.0,37.0,36.0,44.0,49.0,37.0,51.0,43.0,50.0,7.0,14.0,52.0,50.0,54.0,16.0,15.0,17.0,monotonic_clear_progress,clear_separation,late_latbin_candidate,diagnostic tertile class based on lat-bin midpoint_median within W45 H lat-bin features; not a statistical confirmation label
