window_id,mode,pc_phase,year,pc_score,pc_score_z,pc_rank_low_to_high
W160,1,low,1986,-1.2670967091238725,-1.9386820744598097,1
W160,1,low,1984,-1.1706387991401346,-1.7910996368456897,2
W160,1,low,2000,-0.7642863820032072,-1.169372706814052,3
W160,1,low,1989,-0.6701849881802853,-1.0253957837642527,4
W160,1,low,1981,-0.6605725851211771,-1.0106886241852013,5
W160,1,low,1985,-0.649258127537478,-0.9933772887979283,6
W160,1,low,1990,-0.6319088282694824,-0.9668325308065998,7
W160,1,low,1982,-0.6298766716422625,-0.9637232925003856,8
W160,1,low,2012,-0.5479688033939611,-0.8384026955903089,9
W160,1,low,2016,-0.5269713933993481,-0.806276258773354,10
W160,1,low,1997,-0.510782646454335,-0.7815071679184312,11
W160,1,low,2006,-0.4861371930868755,-0.743799155328401,12
W160,1,low,1992,-0.4770582007860299,-0.7299081243588879,13
W160,1,low,1979,-0.47045323783879267,-0.7198024053746329,14
W160,1,low,1991,-0.4659804106730108,-0.7129588947049115,15
W160,1,mid,2018,-0.41755106742182085,-0.6388610780482316,16
W160,1,mid,2001,-0.32928051205943415,-0.5038054487884909,17
W160,1,mid,1996,-0.3184017173159999,-0.48716068583633504,18
W160,1,mid,1988,-0.27620705055485734,-0.42260204283883734,19
W160,1,mid,1994,-0.22940389927585683,-0.35099233084174103,20
W160,1,mid,2004,-0.18295794898170295,-0.2799291431480504,21
W160,1,mid,2002,-0.1669368353864364,-0.2554165345078592,22
W160,1,mid,2007,-0.12579711836433366,-0.19247198468399687,23
W160,1,mid,1999,-0.08224514105561101,-0.1258366307226706,24
W160,1,mid,2011,-0.07108659532887657,-0.1087638434431439,25
W160,1,mid,1983,-0.012274830092835119,-0.018780723599601073,26
W160,1,mid,2019,0.07894873210066539,0.1207930622996563,27
W160,1,mid,2013,0.14536836405543085,0.22241636298043604,28
W160,1,mid,2008,0.16164138603427625,0.24731439624065332,29
W160,1,mid,2015,0.1892901630612273,0.2896175511750144,30
W160,1,high,1995,0.2599650073833259,0.3977514077432547,31
W160,1,high,2005,0.3811155366559169,0.5831140227045798,32
W160,1,high,1980,0.4072073262263164,0.6230349572050622,33
W160,1,high,2023,0.41752989980610566,0.6388286911934231,34
W160,1,high,1987,0.5583038326735623,0.8542154870363806,35
W160,1,high,2009,0.5604411340229222,0.857485598768095,36
W160,1,high,1993,0.584908448528954,0.8949210555106294,37
W160,1,high,2014,0.8176144873869352,1.2509657227440063,38
W160,1,high,2020,0.8824936368379175,1.3502320558826886,39
W160,1,high,2003,0.9053262265443353,1.3851663525773226,40
W160,1,high,2022,0.9347537318877648,1.4301909956803927,41
W160,1,high,2010,0.9744556873942157,1.4909357430285075,42
W160,1,high,2017,1.0867903707055475,1.6628099459268655,43
