smoothing,window_id,object,config_id,detector_scale,detector_width,band_half_width,search_mode,search_start_day,search_end_day,selection_rule,selected_peak_day,selected_peak_date,selected_window_start,selected_window_end,selected_candidate_id,candidate_rank_by_score,detector_score,distance_to_anchor,overlap_with_system_window,support_class,relation_to_system_window,detector_source,is_v9_baseline_peak,v9_baseline_peak_day,delta_from_v9_baseline,selected_peak_day_int,cluster_id
smooth9,W045,Jw,smooth9__wide_w24_b12__baseline_search__closest_anchor,wide,24,12,baseline_search,0,69,closest_anchor,48,5月19日,36,60,CP002,2,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__baseline_search__max_overlap,wide,24,12,baseline_search,0,69,max_overlap,48,5月19日,36,60,CP002,2,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__wide_search__baseline_rule,wide,24,12,wide_search,0,74,baseline_rule,48,5月19日,36,60,CP003,3,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__wide_search__max_score,wide,24,12,wide_search,0,74,max_score,74,6月14日,62,74,CP001,1,47.28871657075374,29.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,33,74,C04_074_074
smooth9,W045,Jw,smooth9__wide_w24_b12__wide_search__closest_anchor,wide,24,12,wide_search,0,74,closest_anchor,48,5月19日,36,60,CP003,3,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth9,W045,Jw,smooth9__wide_w24_b12__wide_search__max_overlap,wide,24,12,wide_search,0,74,max_overlap,48,5月19日,36,60,CP003,3,36.57440623518438,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,30,60,baseline_rule,42,5月13日,34,50,CP002,2,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,30,60,max_score,49,5月20日,41,57,CP001,1,31.14019331694908,4.0,8.0,candidate_window,late_or_post,local_prepost_contrast_score,False,41,8,49,C02_048_049
smooth5,W045,Jw,smooth5__narrow_w16_b8__narrow_search__closest_anchor,narrow,16,8,narrow_search,30,60,closest_anchor,42,5月13日,34,50,CP002,2,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__narrow_w16_b8__narrow_search__max_overlap,narrow,16,8,narrow_search,30,60,max_overlap,42,5月13日,34,50,CP002,2,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__narrow_w16_b8__baseline_search__baseline_rule,narrow,16,8,baseline_search,0,69,baseline_rule,42,5月13日,34,50,CP004,4,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__narrow_w16_b8__baseline_search__max_score,narrow,16,8,baseline_search,0,69,max_score,49,5月20日,41,57,CP001,1,31.14019331694908,4.0,8.0,candidate_window,late_or_post,local_prepost_contrast_score,False,41,8,49,C02_048_049
smooth5,W045,Jw,smooth5__narrow_w16_b8__baseline_search__closest_anchor,narrow,16,8,baseline_search,0,69,closest_anchor,42,5月13日,34,50,CP004,4,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__narrow_w16_b8__baseline_search__max_overlap,narrow,16,8,baseline_search,0,69,max_overlap,42,5月13日,34,50,CP004,4,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__narrow_w16_b8__wide_search__baseline_rule,narrow,16,8,wide_search,0,74,baseline_rule,42,5月13日,34,50,CP005,5,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__narrow_w16_b8__wide_search__max_score,narrow,16,8,wide_search,0,74,max_score,74,6月14日,66,74,CP001,1,35.354897927340204,29.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,33,74,C04_074_074
smooth5,W045,Jw,smooth5__narrow_w16_b8__wide_search__closest_anchor,narrow,16,8,wide_search,0,74,closest_anchor,42,5月13日,34,50,CP005,5,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__narrow_w16_b8__wide_search__max_overlap,narrow,16,8,wide_search,0,74,max_overlap,42,5月13日,34,50,CP005,5,26.793321124478,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,1,42,C01_041_043
smooth5,W045,Jw,smooth5__baseline_w20_b10__narrow_search__baseline_rule,baseline,20,10,narrow_search,30,60,baseline_rule,48,5月19日,38,58,CP001,1,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__narrow_search__max_score,baseline,20,10,narrow_search,30,60,max_score,48,5月19日,38,58,CP001,1,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__narrow_search__closest_anchor,baseline,20,10,narrow_search,30,60,closest_anchor,48,5月19日,38,58,CP001,1,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__narrow_search__max_overlap,baseline,20,10,narrow_search,30,60,max_overlap,48,5月19日,38,58,CP001,1,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__baseline_search__baseline_rule,baseline,20,10,baseline_search,0,69,baseline_rule,48,5月19日,38,58,CP002,2,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__baseline_search__max_score,baseline,20,10,baseline_search,0,69,max_score,69,6月9日,59,74,CP001,1,37.1321861159395,24.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,28,69,C03_069_069
smooth5,W045,Jw,smooth5__baseline_w20_b10__baseline_search__closest_anchor,baseline,20,10,baseline_search,0,69,closest_anchor,48,5月19日,38,58,CP002,2,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__baseline_search__max_overlap,baseline,20,10,baseline_search,0,69,max_overlap,48,5月19日,38,58,CP002,2,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__wide_search__baseline_rule,baseline,20,10,wide_search,0,74,baseline_rule,48,5月19日,38,58,CP003,3,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__wide_search__max_score,baseline,20,10,wide_search,0,74,max_score,74,6月14日,64,74,CP001,1,41.4539574037009,29.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,33,74,C04_074_074
smooth5,W045,Jw,smooth5__baseline_w20_b10__wide_search__closest_anchor,baseline,20,10,wide_search,0,74,closest_anchor,48,5月19日,38,58,CP003,3,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__baseline_w20_b10__wide_search__max_overlap,baseline,20,10,wide_search,0,74,max_overlap,48,5月19日,38,58,CP003,3,34.51649804380034,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__narrow_search__baseline_rule,wide,24,12,narrow_search,30,60,baseline_rule,48,5月19日,36,60,CP001,1,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__narrow_search__max_score,wide,24,12,narrow_search,30,60,max_score,48,5月19日,36,60,CP001,1,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__narrow_search__closest_anchor,wide,24,12,narrow_search,30,60,closest_anchor,48,5月19日,36,60,CP001,1,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__narrow_search__max_overlap,wide,24,12,narrow_search,30,60,max_overlap,48,5月19日,36,60,CP001,1,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__baseline_search__baseline_rule,wide,24,12,baseline_search,0,69,baseline_rule,48,5月19日,36,60,CP002,2,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__baseline_search__max_score,wide,24,12,baseline_search,0,69,max_score,69,6月9日,57,74,CP001,1,43.41130553745765,24.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,28,69,C03_069_069
smooth5,W045,Jw,smooth5__wide_w24_b12__baseline_search__closest_anchor,wide,24,12,baseline_search,0,69,closest_anchor,48,5月19日,36,60,CP002,2,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__baseline_search__max_overlap,wide,24,12,baseline_search,0,69,max_overlap,48,5月19日,36,60,CP002,2,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__wide_search__baseline_rule,wide,24,12,wide_search,0,74,baseline_rule,48,5月19日,36,60,CP003,3,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__wide_search__max_score,wide,24,12,wide_search,0,74,max_score,74,6月14日,62,74,CP001,1,47.556684451648096,29.0,0.0,weak_window,post_window,local_prepost_contrast_score,False,41,33,74,C04_074_074
smooth5,W045,Jw,smooth5__wide_w24_b12__wide_search__closest_anchor,wide,24,12,wide_search,0,74,closest_anchor,48,5月19日,36,60,CP003,3,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
smooth5,W045,Jw,smooth5__wide_w24_b12__wide_search__max_overlap,wide,24,12,wide_search,0,74,max_overlap,48,5月19日,36,60,CP003,3,37.77569742324109,3.0,9.0,accepted_window,within_system_window,local_prepost_contrast_score,False,41,7,48,C02_048_049
