window_id,object,cluster_id,smoothing,day_median,amplitude_l2,centroid_lat,spread_lat,max_lat,north_south_contrast,profile_shape_change_score,used_v7_profile_helper,component_mixture_status,unavailable_reason
W045,H,C01_017_019,smooth9,18,52290.57053324548,24.935062827766885,5.837268451021699,15.5,0.002660624950432483,92.85681153131351,False,COMPONENT_FEATURES_AVAILABLE,
W045,H,C01_017_019,smooth5,18,52316.20367705619,24.937517225178844,5.837626355310618,15.5,0.003018534378738871,111.56883357056408,False,COMPONENT_FEATURES_AVAILABLE,
W045,H,C02_030_048,smooth9,38,52486.69472116656,24.95328597933777,5.838371773086013,16.75,0.005414606997661919,54.86624461617253,False,COMPONENT_FEATURES_AVAILABLE,
W045,H,C02_030_048,smooth5,38,52487.69149614356,24.953664529425144,5.838457238641261,16.75,0.005470398060911949,80.0915586661623,False,COMPONENT_FEATURES_AVAILABLE,
W045,Jw,C01_041_043,smooth9,43,252.88181956369382,34.93007670469286,5.574672592248141,32.5,-0.003717202459189518,15.259690292160908,False,COMPONENT_FEATURES_AVAILABLE,
W045,Jw,C01_041_043,smooth5,43,254.5056409855286,34.92270621051325,5.5450767806776105,33.0,-0.00447480350976139,18.542312355604633,False,COMPONENT_FEATURES_AVAILABLE,
W045,Jw,C02_048_049,smooth9,48,252.66902712628917,35.18004852160107,5.44945642307792,35.5,0.036822636425755007,18.297772019781924,False,COMPONENT_FEATURES_AVAILABLE,
W045,Jw,C02_048_049,smooth5,48,252.75643252067525,35.17380585038419,5.4546732777084825,35.25,0.03525190554897443,23.87887439574171,False,COMPONENT_FEATURES_AVAILABLE,
