window_id,object,config_id,smoothing,detector_width,band_half_width,search_mode,selection_rule,search_start_day,search_end_day,n_local_peaks,top1_day,top1_score,top2_day,top2_score,top1_top2_gap,top1_top2_relative_gap,score_plateau_width,boundary_peak_flag,landscape_type,unavailable_reason
W045,H,smooth9__narrow_w16_b8__baseline_search__closest_anchor,smooth9,16,8,baseline_search,closest_anchor,0,69,5,18,138.65485903747563,32,117.66006026042568,20.99479877704995,0.15141769226692212,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__narrow_w16_b8__baseline_search__closest_anchor,smooth9,16,8,baseline_search,closest_anchor,0,69,4,69,30.27731467141755,49,28.93165550628509,1.34565916513246,0.04444446872967872,3,True,EDGE_PEAK,
W045,H,smooth9__narrow_w16_b8__baseline_search__max_overlap,smooth9,16,8,baseline_search,max_overlap,0,69,5,18,138.65485903747563,32,117.66006026042568,20.99479877704995,0.15141769226692212,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__narrow_w16_b8__baseline_search__max_overlap,smooth9,16,8,baseline_search,max_overlap,0,69,4,69,30.27731467141755,49,28.93165550628509,1.34565916513246,0.04444446872967872,3,True,EDGE_PEAK,
W045,H,smooth9__narrow_w16_b8__wide_search__baseline_rule,smooth9,16,8,wide_search,baseline_rule,0,74,5,18,138.65485903747563,32,117.66006026042568,20.99479877704995,0.15141769226692212,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__narrow_w16_b8__wide_search__baseline_rule,smooth9,16,8,wide_search,baseline_rule,0,74,4,74,34.429880967441264,49,28.93165550628509,5.498225461156174,0.1596934205597629,3,True,EDGE_PEAK,
W045,H,smooth9__narrow_w16_b8__wide_search__max_score,smooth9,16,8,wide_search,max_score,0,74,5,18,138.65485903747563,32,117.66006026042568,20.99479877704995,0.15141769226692212,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__narrow_w16_b8__wide_search__max_score,smooth9,16,8,wide_search,max_score,0,74,4,74,34.429880967441264,49,28.93165550628509,5.498225461156174,0.1596934205597629,3,True,EDGE_PEAK,
W045,H,smooth9__narrow_w16_b8__wide_search__closest_anchor,smooth9,16,8,wide_search,closest_anchor,0,74,5,18,138.65485903747563,32,117.66006026042568,20.99479877704995,0.15141769226692212,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__narrow_w16_b8__wide_search__closest_anchor,smooth9,16,8,wide_search,closest_anchor,0,74,4,74,34.429880967441264,49,28.93165550628509,5.498225461156174,0.1596934205597629,3,True,EDGE_PEAK,
W045,H,smooth9__narrow_w16_b8__wide_search__max_overlap,smooth9,16,8,wide_search,max_overlap,0,74,5,18,138.65485903747563,32,117.66006026042568,20.99479877704995,0.15141769226692212,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__narrow_w16_b8__wide_search__max_overlap,smooth9,16,8,wide_search,max_overlap,0,74,4,74,34.429880967441264,49,28.93165550628509,5.498225461156174,0.1596934205597629,3,True,EDGE_PEAK,
W045,H,smooth9__baseline_w20_b10__narrow_search__baseline_rule,smooth9,20,10,narrow_search,baseline_rule,30,60,2,31,136.24079212778938,57,82.07750644974773,54.163285678041646,0.397555569313178,5,True,EDGE_PEAK,
W045,Jw,smooth9__baseline_w20_b10__narrow_search__baseline_rule,smooth9,20,10,narrow_search,baseline_rule,30,60,2,49,32.634521793032185,60,26.230167194343466,6.40435459868872,0.19624478150178123,8,False,MULTI_LOCAL_PEAK,
W045,H,smooth9__baseline_w20_b10__narrow_search__max_score,smooth9,20,10,narrow_search,max_score,30,60,2,31,136.24079212778938,57,82.07750644974773,54.163285678041646,0.397555569313178,5,True,EDGE_PEAK,
W045,Jw,smooth9__baseline_w20_b10__narrow_search__max_score,smooth9,20,10,narrow_search,max_score,30,60,2,49,32.634521793032185,60,26.230167194343466,6.40435459868872,0.19624478150178123,8,False,MULTI_LOCAL_PEAK,
W045,H,smooth9__baseline_w20_b10__narrow_search__closest_anchor,smooth9,20,10,narrow_search,closest_anchor,30,60,2,31,136.24079212778938,57,82.07750644974773,54.163285678041646,0.397555569313178,5,True,EDGE_PEAK,
W045,Jw,smooth9__baseline_w20_b10__narrow_search__closest_anchor,smooth9,20,10,narrow_search,closest_anchor,30,60,2,49,32.634521793032185,60,26.230167194343466,6.40435459868872,0.19624478150178123,8,False,MULTI_LOCAL_PEAK,
W045,H,smooth9__baseline_w20_b10__narrow_search__max_overlap,smooth9,20,10,narrow_search,max_overlap,30,60,2,31,136.24079212778938,57,82.07750644974773,54.163285678041646,0.397555569313178,5,True,EDGE_PEAK,
W045,Jw,smooth9__baseline_w20_b10__narrow_search__max_overlap,smooth9,20,10,narrow_search,max_overlap,30,60,2,49,32.634521793032185,60,26.230167194343466,6.40435459868872,0.19624478150178123,8,False,MULTI_LOCAL_PEAK,
W045,H,smooth9__baseline_w20_b10__baseline_search__baseline_rule,smooth9,20,10,baseline_search,baseline_rule,0,69,4,19,156.81421165995815,31,136.24079212778938,20.57341953216877,0.13119614169142366,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__baseline_w20_b10__baseline_search__baseline_rule,smooth9,20,10,baseline_search,baseline_rule,0,69,3,69,36.712283027155436,49,32.634521793032185,4.077761234123251,0.1110734854355694,2,True,EDGE_PEAK,
W045,H,smooth9__baseline_w20_b10__baseline_search__max_score,smooth9,20,10,baseline_search,max_score,0,69,4,19,156.81421165995815,31,136.24079212778938,20.57341953216877,0.13119614169142366,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__baseline_w20_b10__baseline_search__max_score,smooth9,20,10,baseline_search,max_score,0,69,3,69,36.712283027155436,49,32.634521793032185,4.077761234123251,0.1110734854355694,2,True,EDGE_PEAK,
W045,H,smooth9__baseline_w20_b10__baseline_search__closest_anchor,smooth9,20,10,baseline_search,closest_anchor,0,69,4,19,156.81421165995815,31,136.24079212778938,20.57341953216877,0.13119614169142366,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__baseline_w20_b10__baseline_search__closest_anchor,smooth9,20,10,baseline_search,closest_anchor,0,69,3,69,36.712283027155436,49,32.634521793032185,4.077761234123251,0.1110734854355694,2,True,EDGE_PEAK,
W045,H,smooth9__baseline_w20_b10__baseline_search__max_overlap,smooth9,20,10,baseline_search,max_overlap,0,69,4,19,156.81421165995815,31,136.24079212778938,20.57341953216877,0.13119614169142366,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__baseline_w20_b10__baseline_search__max_overlap,smooth9,20,10,baseline_search,max_overlap,0,69,3,69,36.712283027155436,49,32.634521793032185,4.077761234123251,0.1110734854355694,2,True,EDGE_PEAK,
W045,H,smooth9__baseline_w20_b10__wide_search__baseline_rule,smooth9,20,10,wide_search,baseline_rule,0,74,4,19,156.81421165995815,31,136.24079212778938,20.57341953216877,0.13119614169142366,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__baseline_w20_b10__wide_search__baseline_rule,smooth9,20,10,wide_search,baseline_rule,0,74,3,74,40.97759154648016,49,32.634521793032185,8.343069753447978,0.20360078371088697,3,True,EDGE_PEAK,
W045,H,smooth9__baseline_w20_b10__wide_search__max_score,smooth9,20,10,wide_search,max_score,0,74,4,19,156.81421165995815,31,136.24079212778938,20.57341953216877,0.13119614169142366,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__baseline_w20_b10__wide_search__max_score,smooth9,20,10,wide_search,max_score,0,74,3,74,40.97759154648016,49,32.634521793032185,8.343069753447978,0.20360078371088697,3,True,EDGE_PEAK,
W045,H,smooth9__baseline_w20_b10__wide_search__closest_anchor,smooth9,20,10,wide_search,closest_anchor,0,74,4,19,156.81421165995815,31,136.24079212778938,20.57341953216877,0.13119614169142366,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__baseline_w20_b10__wide_search__closest_anchor,smooth9,20,10,wide_search,closest_anchor,0,74,3,74,40.97759154648016,49,32.634521793032185,8.343069753447978,0.20360078371088697,3,True,EDGE_PEAK,
W045,H,smooth9__baseline_w20_b10__wide_search__max_overlap,smooth9,20,10,wide_search,max_overlap,0,74,4,19,156.81421165995815,31,136.24079212778938,20.57341953216877,0.13119614169142366,5,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__baseline_w20_b10__wide_search__max_overlap,smooth9,20,10,wide_search,max_overlap,0,74,3,74,40.97759154648016,49,32.634521793032185,8.343069753447978,0.20360078371088697,3,True,EDGE_PEAK,
W045,H,smooth9__wide_w24_b12__narrow_search__baseline_rule,smooth9,24,12,narrow_search,baseline_rule,30,60,2,30,156.86342039502395,58,95.35713962205888,61.50628077296507,0.3921008519263181,3,True,EDGE_PEAK,
W045,Jw,smooth9__wide_w24_b12__narrow_search__baseline_rule,smooth9,24,12,narrow_search,baseline_rule,30,60,2,48,36.57440623518438,60,32.34332389391699,4.231082341267388,0.11568423870124542,11,False,MULTI_LOCAL_PEAK,
W045,H,smooth9__wide_w24_b12__narrow_search__max_score,smooth9,24,12,narrow_search,max_score,30,60,2,30,156.86342039502395,58,95.35713962205888,61.50628077296507,0.3921008519263181,3,True,EDGE_PEAK,
W045,Jw,smooth9__wide_w24_b12__narrow_search__max_score,smooth9,24,12,narrow_search,max_score,30,60,2,48,36.57440623518438,60,32.34332389391699,4.231082341267388,0.11568423870124542,11,False,MULTI_LOCAL_PEAK,
W045,H,smooth9__wide_w24_b12__narrow_search__closest_anchor,smooth9,24,12,narrow_search,closest_anchor,30,60,2,30,156.86342039502395,58,95.35713962205888,61.50628077296507,0.3921008519263181,3,True,EDGE_PEAK,
W045,Jw,smooth9__wide_w24_b12__narrow_search__closest_anchor,smooth9,24,12,narrow_search,closest_anchor,30,60,2,48,36.57440623518438,60,32.34332389391699,4.231082341267388,0.11568423870124542,11,False,MULTI_LOCAL_PEAK,
W045,H,smooth9__wide_w24_b12__narrow_search__max_overlap,smooth9,24,12,narrow_search,max_overlap,30,60,2,30,156.86342039502395,58,95.35713962205888,61.50628077296507,0.3921008519263181,3,True,EDGE_PEAK,
W045,Jw,smooth9__wide_w24_b12__narrow_search__max_overlap,smooth9,24,12,narrow_search,max_overlap,30,60,2,48,36.57440623518438,60,32.34332389391699,4.231082341267388,0.11568423870124542,11,False,MULTI_LOCAL_PEAK,
W045,H,smooth9__wide_w24_b12__baseline_search__baseline_rule,smooth9,24,12,baseline_search,baseline_rule,0,69,3,19,175.35281287432264,69,116.03544937214205,59.317363502180584,0.3382743768398743,8,False,SHARP_SINGLE_PEAK,
W045,Jw,smooth9__wide_w24_b12__baseline_search__baseline_rule,smooth9,24,12,baseline_search,baseline_rule,0,69,3,69,42.84993213474364,48,36.57440623518438,6.275525899559263,0.14645357849869106,2,True,EDGE_PEAK,
W045,H,smooth9__wide_w24_b12__baseline_search__max_score,smooth9,24,12,baseline_search,max_score,0,69,3,19,175.35281287432264,69,116.03544937214205,59.317363502180584,0.3382743768398743,8,False,SHARP_SINGLE_PEAK,
W045,Jw,smooth9__wide_w24_b12__baseline_search__max_score,smooth9,24,12,baseline_search,max_score,0,69,3,69,42.84993213474364,48,36.57440623518438,6.275525899559263,0.14645357849869106,2,True,EDGE_PEAK,
W045,H,smooth9__wide_w24_b12__baseline_search__closest_anchor,smooth9,24,12,baseline_search,closest_anchor,0,69,3,19,175.35281287432264,69,116.03544937214205,59.317363502180584,0.3382743768398743,8,False,SHARP_SINGLE_PEAK,
W045,Jw,smooth9__wide_w24_b12__baseline_search__closest_anchor,smooth9,24,12,baseline_search,closest_anchor,0,69,3,69,42.84993213474364,48,36.57440623518438,6.275525899559263,0.14645357849869106,2,True,EDGE_PEAK,
W045,H,smooth9__wide_w24_b12__baseline_search__max_overlap,smooth9,24,12,baseline_search,max_overlap,0,69,3,19,175.35281287432264,69,116.03544937214205,59.317363502180584,0.3382743768398743,8,False,SHARP_SINGLE_PEAK,
W045,Jw,smooth9__wide_w24_b12__baseline_search__max_overlap,smooth9,24,12,baseline_search,max_overlap,0,69,3,69,42.84993213474364,48,36.57440623518438,6.275525899559263,0.14645357849869106,2,True,EDGE_PEAK,
W045,H,smooth9__wide_w24_b12__wide_search__baseline_rule,smooth9,24,12,wide_search,baseline_rule,0,74,3,19,175.35281287432264,74,146.77909445023138,28.573718424091254,0.16294987206490016,8,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__wide_w24_b12__wide_search__baseline_rule,smooth9,24,12,wide_search,baseline_rule,0,74,3,74,47.28871657075374,48,36.57440623518438,10.714310335569365,0.22657223778823712,4,True,EDGE_PEAK,
W045,H,smooth9__wide_w24_b12__wide_search__max_score,smooth9,24,12,wide_search,max_score,0,74,3,19,175.35281287432264,74,146.77909445023138,28.573718424091254,0.16294987206490016,8,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__wide_w24_b12__wide_search__max_score,smooth9,24,12,wide_search,max_score,0,74,3,74,47.28871657075374,48,36.57440623518438,10.714310335569365,0.22657223778823712,4,True,EDGE_PEAK,
W045,H,smooth9__wide_w24_b12__wide_search__closest_anchor,smooth9,24,12,wide_search,closest_anchor,0,74,3,19,175.35281287432264,74,146.77909445023138,28.573718424091254,0.16294987206490016,8,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__wide_w24_b12__wide_search__closest_anchor,smooth9,24,12,wide_search,closest_anchor,0,74,3,74,47.28871657075374,48,36.57440623518438,10.714310335569365,0.22657223778823712,4,True,EDGE_PEAK,
W045,H,smooth9__wide_w24_b12__wide_search__max_overlap,smooth9,24,12,wide_search,max_overlap,0,74,3,19,175.35281287432264,74,146.77909445023138,28.573718424091254,0.16294987206490016,8,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth9__wide_w24_b12__wide_search__max_overlap,smooth9,24,12,wide_search,max_overlap,0,74,3,74,47.28871657075374,48,36.57440623518438,10.714310335569365,0.22657223778823712,4,True,EDGE_PEAK,
W045,H,smooth5__narrow_w16_b8__narrow_search__baseline_rule,smooth5,16,8,narrow_search,baseline_rule,30,60,3,33,119.93035261128175,52,75.02679285770581,44.903559753575934,0.3744136390486347,6,False,SHARP_SINGLE_PEAK,
W045,Jw,smooth5__narrow_w16_b8__narrow_search__baseline_rule,smooth5,16,8,narrow_search,baseline_rule,30,60,4,49,31.14019331694908,42,26.793321124478,4.346872192471082,0.13959040485805696,4,False,MULTI_LOCAL_PEAK,
W045,H,smooth5__narrow_w16_b8__narrow_search__max_score,smooth5,16,8,narrow_search,max_score,30,60,3,33,119.93035261128175,52,75.02679285770581,44.903559753575934,0.3744136390486347,6,False,SHARP_SINGLE_PEAK,
W045,Jw,smooth5__narrow_w16_b8__narrow_search__max_score,smooth5,16,8,narrow_search,max_score,30,60,4,49,31.14019331694908,42,26.793321124478,4.346872192471082,0.13959040485805696,4,False,MULTI_LOCAL_PEAK,
W045,H,smooth5__narrow_w16_b8__narrow_search__closest_anchor,smooth5,16,8,narrow_search,closest_anchor,30,60,3,33,119.93035261128175,52,75.02679285770581,44.903559753575934,0.3744136390486347,6,False,SHARP_SINGLE_PEAK,
W045,Jw,smooth5__narrow_w16_b8__narrow_search__closest_anchor,smooth5,16,8,narrow_search,closest_anchor,30,60,4,49,31.14019331694908,42,26.793321124478,4.346872192471082,0.13959040485805696,4,False,MULTI_LOCAL_PEAK,
W045,H,smooth5__narrow_w16_b8__narrow_search__max_overlap,smooth5,16,8,narrow_search,max_overlap,30,60,3,33,119.93035261128175,52,75.02679285770581,44.903559753575934,0.3744136390486347,6,False,SHARP_SINGLE_PEAK,
W045,Jw,smooth5__narrow_w16_b8__narrow_search__max_overlap,smooth5,16,8,narrow_search,max_overlap,30,60,4,49,31.14019331694908,42,26.793321124478,4.346872192471082,0.13959040485805696,4,False,MULTI_LOCAL_PEAK,
W045,H,smooth5__narrow_w16_b8__baseline_search__baseline_rule,smooth5,16,8,baseline_search,baseline_rule,0,69,5,17,155.5845144898669,33,119.93035261128175,35.65416187858516,0.22916266439168845,3,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__narrow_w16_b8__baseline_search__baseline_rule,smooth5,16,8,baseline_search,baseline_rule,0,69,5,49,31.14019331694908,14,30.82720401860107,0.31298929834801115,0.010050974801677175,8,False,FLAT_PLATEAU,
W045,H,smooth5__narrow_w16_b8__baseline_search__max_score,smooth5,16,8,baseline_search,max_score,0,69,5,17,155.5845144898669,33,119.93035261128175,35.65416187858516,0.22916266439168845,3,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__narrow_w16_b8__baseline_search__max_score,smooth5,16,8,baseline_search,max_score,0,69,5,49,31.14019331694908,14,30.82720401860107,0.31298929834801115,0.010050974801677175,8,False,FLAT_PLATEAU,
W045,H,smooth5__narrow_w16_b8__baseline_search__closest_anchor,smooth5,16,8,baseline_search,closest_anchor,0,69,5,17,155.5845144898669,33,119.93035261128175,35.65416187858516,0.22916266439168845,3,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__narrow_w16_b8__baseline_search__closest_anchor,smooth5,16,8,baseline_search,closest_anchor,0,69,5,49,31.14019331694908,14,30.82720401860107,0.31298929834801115,0.010050974801677175,8,False,FLAT_PLATEAU,
W045,H,smooth5__narrow_w16_b8__baseline_search__max_overlap,smooth5,16,8,baseline_search,max_overlap,0,69,5,17,155.5845144898669,33,119.93035261128175,35.65416187858516,0.22916266439168845,3,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__narrow_w16_b8__baseline_search__max_overlap,smooth5,16,8,baseline_search,max_overlap,0,69,5,49,31.14019331694908,14,30.82720401860107,0.31298929834801115,0.010050974801677175,8,False,FLAT_PLATEAU,
W045,H,smooth5__narrow_w16_b8__wide_search__baseline_rule,smooth5,16,8,wide_search,baseline_rule,0,74,5,17,155.5845144898669,33,119.93035261128175,35.65416187858516,0.22916266439168845,3,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__narrow_w16_b8__wide_search__baseline_rule,smooth5,16,8,wide_search,baseline_rule,0,74,5,74,35.354897927340204,49,31.14019331694908,4.214704610391124,0.11921133583960544,3,True,EDGE_PEAK,
W045,H,smooth5__narrow_w16_b8__wide_search__max_score,smooth5,16,8,wide_search,max_score,0,74,5,17,155.5845144898669,33,119.93035261128175,35.65416187858516,0.22916266439168845,3,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__narrow_w16_b8__wide_search__max_score,smooth5,16,8,wide_search,max_score,0,74,5,74,35.354897927340204,49,31.14019331694908,4.214704610391124,0.11921133583960544,3,True,EDGE_PEAK,
W045,H,smooth5__narrow_w16_b8__wide_search__closest_anchor,smooth5,16,8,wide_search,closest_anchor,0,74,5,17,155.5845144898669,33,119.93035261128175,35.65416187858516,0.22916266439168845,3,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__narrow_w16_b8__wide_search__closest_anchor,smooth5,16,8,wide_search,closest_anchor,0,74,5,74,35.354897927340204,49,31.14019331694908,4.214704610391124,0.11921133583960544,3,True,EDGE_PEAK,
W045,H,smooth5__narrow_w16_b8__wide_search__max_overlap,smooth5,16,8,wide_search,max_overlap,0,74,5,17,155.5845144898669,33,119.93035261128175,35.65416187858516,0.22916266439168845,3,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__narrow_w16_b8__wide_search__max_overlap,smooth5,16,8,wide_search,max_overlap,0,74,5,74,35.354897927340204,49,31.14019331694908,4.214704610391124,0.11921133583960544,3,True,EDGE_PEAK,
W045,H,smooth5__baseline_w20_b10__narrow_search__baseline_rule,smooth5,20,10,narrow_search,baseline_rule,30,60,3,32,144.08984197517006,54,83.02214762442408,61.06769435074598,0.4238167903693678,4,True,EDGE_PEAK,
W045,Jw,smooth5__baseline_w20_b10__narrow_search__baseline_rule,smooth5,20,10,narrow_search,baseline_rule,30,60,3,48,34.51649804380034,60,25.55514326352726,8.96135478027308,0.25962526003945724,5,False,SHARP_SINGLE_PEAK,
W045,H,smooth5__baseline_w20_b10__narrow_search__max_score,smooth5,20,10,narrow_search,max_score,30,60,3,32,144.08984197517006,54,83.02214762442408,61.06769435074598,0.4238167903693678,4,True,EDGE_PEAK,
W045,Jw,smooth5__baseline_w20_b10__narrow_search__max_score,smooth5,20,10,narrow_search,max_score,30,60,3,48,34.51649804380034,60,25.55514326352726,8.96135478027308,0.25962526003945724,5,False,SHARP_SINGLE_PEAK,
W045,H,smooth5__baseline_w20_b10__narrow_search__closest_anchor,smooth5,20,10,narrow_search,closest_anchor,30,60,3,32,144.08984197517006,54,83.02214762442408,61.06769435074598,0.4238167903693678,4,True,EDGE_PEAK,
W045,Jw,smooth5__baseline_w20_b10__narrow_search__closest_anchor,smooth5,20,10,narrow_search,closest_anchor,30,60,3,48,34.51649804380034,60,25.55514326352726,8.96135478027308,0.25962526003945724,5,False,SHARP_SINGLE_PEAK,
W045,H,smooth5__baseline_w20_b10__narrow_search__max_overlap,smooth5,20,10,narrow_search,max_overlap,30,60,3,32,144.08984197517006,54,83.02214762442408,61.06769435074598,0.4238167903693678,4,True,EDGE_PEAK,
W045,Jw,smooth5__baseline_w20_b10__narrow_search__max_overlap,smooth5,20,10,narrow_search,max_overlap,30,60,3,48,34.51649804380034,60,25.55514326352726,8.96135478027308,0.25962526003945724,5,False,SHARP_SINGLE_PEAK,
W045,H,smooth5__baseline_w20_b10__baseline_search__baseline_rule,smooth5,20,10,baseline_search,baseline_rule,0,69,5,17,165.30754256613608,32,144.08984197517006,21.217700590966018,0.1283528885711749,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__baseline_w20_b10__baseline_search__baseline_rule,smooth5,20,10,baseline_search,baseline_rule,0,69,4,69,37.1321861159395,48,34.51649804380034,2.6156880721391573,0.07044260911469302,2,True,EDGE_PEAK,
W045,H,smooth5__baseline_w20_b10__baseline_search__max_score,smooth5,20,10,baseline_search,max_score,0,69,5,17,165.30754256613608,32,144.08984197517006,21.217700590966018,0.1283528885711749,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__baseline_w20_b10__baseline_search__max_score,smooth5,20,10,baseline_search,max_score,0,69,4,69,37.1321861159395,48,34.51649804380034,2.6156880721391573,0.07044260911469302,2,True,EDGE_PEAK,
W045,H,smooth5__baseline_w20_b10__baseline_search__closest_anchor,smooth5,20,10,baseline_search,closest_anchor,0,69,5,17,165.30754256613608,32,144.08984197517006,21.217700590966018,0.1283528885711749,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__baseline_w20_b10__baseline_search__closest_anchor,smooth5,20,10,baseline_search,closest_anchor,0,69,4,69,37.1321861159395,48,34.51649804380034,2.6156880721391573,0.07044260911469302,2,True,EDGE_PEAK,
W045,H,smooth5__baseline_w20_b10__baseline_search__max_overlap,smooth5,20,10,baseline_search,max_overlap,0,69,5,17,165.30754256613608,32,144.08984197517006,21.217700590966018,0.1283528885711749,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__baseline_w20_b10__baseline_search__max_overlap,smooth5,20,10,baseline_search,max_overlap,0,69,4,69,37.1321861159395,48,34.51649804380034,2.6156880721391573,0.07044260911469302,2,True,EDGE_PEAK,
W045,H,smooth5__baseline_w20_b10__wide_search__baseline_rule,smooth5,20,10,wide_search,baseline_rule,0,74,5,17,165.30754256613608,32,144.08984197517006,21.217700590966018,0.1283528885711749,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__baseline_w20_b10__wide_search__baseline_rule,smooth5,20,10,wide_search,baseline_rule,0,74,4,74,41.4539574037009,48,34.51649804380034,6.937459359900558,0.1673533673115899,4,True,EDGE_PEAK,
W045,H,smooth5__baseline_w20_b10__wide_search__max_score,smooth5,20,10,wide_search,max_score,0,74,5,17,165.30754256613608,32,144.08984197517006,21.217700590966018,0.1283528885711749,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__baseline_w20_b10__wide_search__max_score,smooth5,20,10,wide_search,max_score,0,74,4,74,41.4539574037009,48,34.51649804380034,6.937459359900558,0.1673533673115899,4,True,EDGE_PEAK,
W045,H,smooth5__baseline_w20_b10__wide_search__closest_anchor,smooth5,20,10,wide_search,closest_anchor,0,74,5,17,165.30754256613608,32,144.08984197517006,21.217700590966018,0.1283528885711749,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__baseline_w20_b10__wide_search__closest_anchor,smooth5,20,10,wide_search,closest_anchor,0,74,4,74,41.4539574037009,48,34.51649804380034,6.937459359900558,0.1673533673115899,4,True,EDGE_PEAK,
W045,H,smooth5__baseline_w20_b10__wide_search__max_overlap,smooth5,20,10,wide_search,max_overlap,0,74,5,17,165.30754256613608,32,144.08984197517006,21.217700590966018,0.1283528885711749,4,False,MULTI_LOCAL_PEAK,
W045,Jw,smooth5__baseline_w20_b10__wide_search__max_overlap,smooth5,20,10,wide_search,max_overlap,0,74,4,74,41.4539574037009,48,34.51649804380034,6.937459359900558,0.1673533673115899,4,True,EDGE_PEAK,
