window_id,mode,pc_phase,object,selected_peak_day,selected_candidate_id,selected_window_start,selected_window_end,selected_role,support_class,selection_reason,detector_status,peak_source,has_missing_peak,has_non_ok_detector_status,has_excluded_candidates,has_early_secondary_candidates,has_late_secondary_candidates,quality_flag,excluded_candidates,early_secondary_candidates,late_secondary_candidates
W045,2,high,P,47,CP001,37,57,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@32:unstable_window,,
W045,2,high,V,46,CP001,36,56,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@28:unstable_window,CP002@28:unstable_window,
W045,2,low,H,44,CP001,34,54,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W045,2,low,Je,50,CP003,40,59,late_or_catchup,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@26:unstable_window;CP002@16:unstable_window,CP001@26:unstable_window;CP002@16:unstable_window,
W045,2,low,Jw,49,CP001,39,59,late_or_catchup,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@29:unstable_window;CP003@33:unstable_window,CP002@29:unstable_window,
W045,2,low,P,47,CP001,37,57,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@28:unstable_window;CP003@36:unstable_window,CP002@28:unstable_window,
W045,2,low,V,44,CP001,34,54,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@29:unstable_window,CP002@29:unstable_window,
W045,3,high,H,31,CP001,21,41,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@55:unstable_window,,CP002@55:unstable_window
W045,3,high,Je,48,CP002,38,58,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP001@35:unstable_window,,
W045,3,high,Jw,40,CP003,30,50,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@30:unstable_window;CP002@52:unstable_window;CP004@21:unstable_window,CP004@21:unstable_window,
W045,3,high,P,42,CP001,32,52,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,True,usable_with_candidate_complexity,CP002@57:unstable_window;CP003@32:unstable_window;CP004@20:unstable_window,CP004@20:unstable_window,CP002@57:unstable_window
W045,3,high,V,46,CP001,36,56,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@27:unstable_window,CP002@27:unstable_window,
W045,3,low,H,43,CP003,33,53,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@30:unstable_window;CP002@55:unstable_window,,CP002@55:unstable_window
W045,3,low,Je,49,CP003,39,59,late_or_catchup,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@16:unstable_window;CP002@29:unstable_window,CP001@16:unstable_window;CP002@29:unstable_window,
W045,3,low,Jw,41,CP001,31,51,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@30:unstable_window;CP003@20:unstable_window,CP003@20:unstable_window,
W045,3,low,P,39,CP001,29,49,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@23:unstable_window,CP002@23:unstable_window,
W045,3,low,V,37,CP001,27,47,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,True,usable_with_candidate_complexity,CP002@22:unstable_window;CP003@54:unstable_window,CP002@22:unstable_window,CP003@54:unstable_window
W081,1,high,H,83,CP001,73,92,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@75:unstable_window,,
W081,1,high,Je,69,CP001,59,79,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,1,high,Jw,83,CP001,73,92,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@72:unstable_window,,
W081,1,high,P,88,CP001,78,92,late_or_catchup,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@72:unstable_window,,
W081,1,high,V,85,CP002,75,92,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP001@71:unstable_window,,
W081,1,low,H,75,CP001,65,85,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@63:unstable_window;CP003@89:unstable_window,CP002@63:unstable_window,
W081,1,low,Je,73,CP001,63,83,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,1,low,Jw,86,CP001,76,92,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@66:unstable_window,,
W081,1,low,P,78,CP001,68,88,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@66:unstable_window,,
W081,1,low,V,75,CP001,65,85,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,2,high,H,83,CP002,73,92,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP001@72:unstable_window,,
W081,2,high,Je,82,CP003,82,82,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@63:unstable_window;CP002@75:unstable_window,CP001@63:unstable_window,
W081,2,high,Jw,79,CP001,69,89,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,2,high,P,83,CP002,73,92,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@75:unstable_window;CP003@64:unstable_window,CP003@64:unstable_window,
W081,2,high,V,70,CP001,60,80,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,2,low,H,75,CP001,65,85,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,2,low,Je,76,CP002,66,86,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP001@90:unstable_window,,
W081,2,low,Jw,83,CP001,73,92,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,2,low,P,78,CP001,68,88,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@66:unstable_window,,
W081,2,low,V,80,CP001,70,90,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@64:unstable_window,CP002@64:unstable_window,
W081,3,high,H,76,CP001,66,86,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,3,high,Je,69,CP001,59,79,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,3,high,Jw,73,CP001,63,83,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W081,3,high,P,80,CP001,70,90,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@63:unstable_window,CP002@63:unstable_window,
W081,3,high,V,80,CP001,70,90,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@63:unstable_window,CP002@63:unstable_window,
W081,3,low,H,76,CP001,66,86,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@61:unstable_window,CP002@61:unstable_window,
W081,3,low,Je,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@63:unstable_window,CP001@63:unstable_window,
W081,3,low,Jw,81,CP001,71,91,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@67:unstable_window,,
W081,3,low,P,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@65:unstable_window,,
W081,3,low,V,76,CP001,66,86,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@60:unstable_window;CP003@90:unstable_window,CP002@60:unstable_window,
W113,1,high,H,114,CP002,104,124,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@131:unstable_window,,CP001@131:unstable_window
W113,1,high,Je,111,CP003,101,121,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@132:unstable_window;CP002@107:unstable_window,,CP001@132:unstable_window
W113,1,high,Jw,108,CP001,98,118,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@123:unstable_window,,
W113,1,high,P,113,CP001,103,123,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@138:unstable_window;CP003@130:unstable_window,,CP002@138:unstable_window;CP003@130:unstable_window
W113,1,high,V,108,CP001,98,118,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@135:unstable_window;CP003@121:unstable_window,,CP002@135:unstable_window
W113,1,low,H,116,CP001,106,126,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@127:unstable_window;CP003@135:unstable_window,,CP002@127:unstable_window;CP003@135:unstable_window
W113,1,low,Je,109,CP001,99,119,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@129:unstable_window,,CP002@129:unstable_window
W113,1,low,Jw,103,CP001,98,113,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@137:unstable_window;CP003@130:unstable_window,,CP002@137:unstable_window;CP003@130:unstable_window
W113,1,low,P,113,CP002,103,123,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@106:unstable_window;CP003@124:unstable_window,,CP003@124:unstable_window
W113,1,low,V,114,CP001,104,124,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W113,2,high,H,109,CP002,99,119,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@101:unstable_window;CP003@127:unstable_window;CP004@138:unstable_window,,CP003@127:unstable_window;CP004@138:unstable_window
W113,2,high,Je,118,CP003,118,118,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@106:unstable_window;CP002@131:unstable_window,,CP002@131:unstable_window
W113,2,high,Jw,101,CP002,98,111,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@130:unstable_window,,CP001@130:unstable_window
W113,2,high,P,104,CP001,98,114,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@137:unstable_window;CP003@123:unstable_window,,CP002@137:unstable_window
W113,2,high,V,101,CP001,98,111,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@120:unstable_window,,
W113,2,low,H,118,CP001,108,128,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@135:unstable_window,,CP002@135:unstable_window
W113,2,low,Je,113,CP002,103,123,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@137:unstable_window,,CP001@137:unstable_window
W113,2,low,Jw,113,CP001,103,123,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@103:unstable_window;CP003@134:unstable_window,,CP003@134:unstable_window
W113,2,low,P,112,CP001,102,122,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@100:unstable_window;CP003@129:unstable_window;CP004@137:unstable_window,,CP003@129:unstable_window;CP004@137:unstable_window
W113,2,low,V,105,CP002,98,115,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@124:unstable_window,,CP001@124:unstable_window
W113,3,high,H,109,CP002,99,119,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@130:unstable_window,,CP001@130:unstable_window
W113,3,high,Je,104,CP001,98,114,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@135:unstable_window,,CP002@135:unstable_window
W113,3,high,Jw,104,CP001,98,114,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@124:unstable_window,,CP002@124:unstable_window
W113,3,high,P,118,CP004,118,118,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@106:unstable_window;CP002@128:unstable_window;CP003@137:unstable_window,,CP002@128:unstable_window;CP003@137:unstable_window
W113,3,high,V,110,CP001,100,120,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@131:unstable_window,,CP002@131:unstable_window
W113,3,low,H,117,CP001,107,127,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@105:unstable_window,,
W113,3,low,Je,115,CP001,105,125,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W113,3,low,Jw,113,CP002,103,123,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@129:unstable_window,,CP001@129:unstable_window
W113,3,low,P,116,CP001,106,126,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP002@101:unstable_window;CP003@134:unstable_window,,CP003@134:unstable_window
W113,3,low,V,114,CP002,104,124,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,True,usable_with_candidate_complexity,CP001@125:unstable_window;CP003@136:unstable_window,,CP001@125:unstable_window;CP003@136:unstable_window
W160,1,high,H,167,CP003,157,168,late_or_catchup,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@130:unstable_window;CP002@145:unstable_window;CP004@160:unstable_window,CP001@130:unstable_window,
W160,1,high,Je,165,CP002,155,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@132:unstable_window;CP003@149:unstable_window,CP001@132:unstable_window,
W160,1,high,Jw,148,CP001,138,158,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@140:unstable_window,CP002@140:unstable_window,
W160,1,high,P,154,CP001,144,164,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@139:unstable_window,CP002@139:unstable_window,
W160,1,high,V,148,CP001,138,158,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W160,1,low,H,153,CP001,143,163,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@134:unstable_window,CP002@134:unstable_window,
W160,1,low,Je,159,CP001,149,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@135:unstable_window;CP003@142:unstable_window,CP002@135:unstable_window;CP003@142:unstable_window,
W160,1,low,Jw,163,CP002,153,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@130:unstable_window,CP001@130:unstable_window,
W160,1,low,P,160,CP001,150,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@133:unstable_window;CP003@139:unstable_window;CP004@149:unstable_window,CP002@133:unstable_window;CP003@139:unstable_window,
W160,1,low,V,161,CP001,151,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@137:unstable_window,CP002@137:unstable_window,
W160,2,high,H,157,CP002,147,167,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@131:unstable_window;CP003@146:unstable_window,CP001@131:unstable_window,
W160,2,high,Je,155,CP001,145,165,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@135:unstable_window,CP002@135:unstable_window,
W160,2,high,Jw,166,CP001,156,168,late_or_catchup,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,False,False,usable_with_candidate_complexity,CP002@149:unstable_window,,
W160,2,high,P,158,CP001,148,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@137:unstable_window;CP003@148:unstable_window,CP002@137:unstable_window,
W160,2,high,V,158,CP001,148,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@136:unstable_window,CP002@136:unstable_window,
W160,2,low,H,157,CP001,147,167,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@140:unstable_window,CP002@140:unstable_window,
W160,2,low,Je,165,CP001,155,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@142:unstable_window,CP002@142:unstable_window,
W160,2,low,Jw,151,CP002,141,161,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@130:unstable_window,CP001@130:unstable_window,
W160,2,low,P,165,CP004,165,165,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@134:unstable_window;CP002@153:unstable_window;CP003@144:unstable_window,CP001@134:unstable_window;CP003@144:unstable_window,
W160,2,low,V,162,CP001,152,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@142:unstable_window;CP003@150:unstable_window,CP002@142:unstable_window,
W160,3,high,H,160,CP002,150,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@134:unstable_window;CP003@167:unstable_window,CP001@134:unstable_window,
W160,3,high,Je,166,CP001,156,168,late_or_catchup,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@137:unstable_window,CP002@137:unstable_window,
W160,3,high,Jw,157,CP003,147,167,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@130:unstable_window;CP002@141:unstable_window;CP004@163:unstable_window,CP001@130:unstable_window;CP002@141:unstable_window,
W160,3,high,P,159,CP002,149,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@154:unstable_window;CP003@138:unstable_window,CP003@138:unstable_window,
W160,3,high,V,155,CP001,145,165,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,False,False,False,usable_clean_selection,,,
W160,3,low,H,156,CP001,146,166,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@136:unstable_window;CP003@147:unstable_window,CP002@136:unstable_window,
W160,3,low,Je,161,CP001,151,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@140:unstable_window,CP002@140:unstable_window,
W160,3,low,Jw,149,CP001,139,159,front_or_early,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@132:unstable_window,CP002@132:unstable_window,
W160,3,low,P,161,CP003,151,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP001@135:unstable_window;CP002@166:unstable_window;CP004@155:unstable_window,CP001@135:unstable_window,
W160,3,low,V,165,CP001,155,168,within_system_window,unstable_window,system_relevant_first,ok,v7_detector_zero_bootstrap,False,False,True,True,False,usable_with_candidate_complexity,CP002@136:unstable_window;CP003@148:unstable_window,CP002@136:unstable_window,
