window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window,pcmci_plus_supported,support_rule,abs_val_matrix,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,evidence_tier,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,pair_phi_risk,v1_lead_lag_yes,v1_available,pcmci_plus_any_supported_1to5,pcmci_plus_supported_tau,exact_lag_agreement,lag_band_agreement,agreement_band
S1,H_west_extent_lon,V_strength,H,V,False,5,,False,-0.048817318155274445,0.05633275995220188,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.048817318155274445,lead_lag_ambiguous_coupled_or_feedback_like,lead_lag_ambiguous,same_day_short_lag_mixed,True,3,0.2756476694936439,0.2756476694936439,0.1405140431142993,0.1405140431142993,Tier4b_ambiguous_same_day_dominant,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_support_with_same_day_or_uncertain_direction,same_day_short_lag_mixed,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,Je_axis_lat,H,Je,False,1,,False,-0.026211827057621512,0.3058596902457113,lagged_direct_edge_control,source(t-tau)->target(t),0.6533612760405476,False,graph_selected_and_window_BH_q_le_alpha,0.026211827057621512,lead_lag_ambiguous_coupled_or_feedback_like,lead_lag_ambiguous,same_day_short_lag_mixed,True,1,-0.1405277605656949,0.1405277605656949,-0.1159886894448613,0.1159886894448613,Tier4b_ambiguous_same_day_dominant,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_support_with_same_day_or_uncertain_direction,same_day_short_lag_mixed,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,Je_meridional_width,H,Je,False,1,,False,-0.019342436087963384,0.4496276691492811,lagged_direct_edge_control,source(t-tau)->target(t),0.7327265719469767,False,graph_selected_and_window_BH_q_le_alpha,0.019342436087963384,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,5,0.0184287971442497,0.0184287971442497,-0.0014105102805657,0.0014105102805657,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,Je_strength,H,Je,False,5,,False,0.03110432585064573,0.22400312919204704,lagged_direct_edge_control,source(t-tau)->target(t),0.6059386321953635,False,graph_selected_and_window_BH_q_le_alpha,0.03110432585064573,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,5,0.0328495185566616,0.0328495185566616,0.0199086509752344,0.0199086509752344,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,Jw_axis_lat,H,Jw,False,1,,False,-0.04944615046690121,0.0531501611761198,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.04944615046690121,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,2,-0.0666582776792977,0.0666582776792977,-0.0368006475805289,0.0368006475805289,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,Jw_meridional_width,H,Jw,False,1,,False,-0.03408056992794375,0.18273984521813072,lagged_direct_edge_control,source(t-tau)->target(t),0.5846989154628456,False,graph_selected_and_window_BH_q_le_alpha,0.03408056992794375,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,2,-0.034557189873161,0.034557189873161,-0.0307526074293936,0.0307526074293936,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,Jw_strength,H,Jw,False,1,,False,0.04572426959429202,0.07377794102435617,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.04572426959429202,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,1,0.0559543368540821,0.0559543368540821,0.0764723480664952,0.0764723480664952,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,P_main_band_share,H,P,False,1,,False,-0.04521498982962793,0.077148887476093,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.04521498982962793,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,1,-0.0819538986935479,0.0819538986935479,-0.07248717737163,0.07248717737163,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,P_main_minus_south,H,P,False,4,,False,-0.0439326415661036,0.0858222218156693,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.0439326415661036,lead_lag_no_same_day_only,lead_lag_no,same_day_only,True,1,-0.0969812957895702,0.0969812957895702,-0.0886477101237047,0.0886477101237047,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,same_day_only_without_positive_lag_support,same_day_coupling,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,P_north_band_share_35_45,H,P,False,4,,False,-0.04890691604258088,0.055801132104202615,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.04890691604258088,lead_lag_no_same_day_only,lead_lag_no,same_day_only,True,1,-0.0975666429708344,0.0975666429708344,-0.1203905064601308,0.1203905064601308,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,same_day_only_without_positive_lag_support,same_day_coupling,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,P_north_minus_main_35_45,H,P,False,2,,False,0.0451737369785156,0.07741938780832702,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.0451737369785156,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,2,0.0554516266378977,0.0554516266378977,0.0172099127177562,0.0172099127177562,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,P_south_band_share_18_24,H,P,False,3,,False,-0.046436310918440846,0.06948291481817988,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.046436310918440846,lead_lag_no_same_day_only,lead_lag_no,same_day_only,True,1,0.0934739619328841,0.0934739619328841,0.0890249890578744,0.0890249890578744,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,same_day_only_without_positive_lag_support,same_day_coupling,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,P_spread_lat,H,P,False,4,,False,0.044263097053552185,0.08348855276831457,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha,0.044263097053552185,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,3,0.0527399640510505,0.0527399640510505,0.0135226168971046,0.0135226168971046,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,none,False,True,False,,False,False,neither_supported
S1,H_zonal_width,P_total_centroid_lat_10_50,H,P,False,2,,False,0.03259029486109967,0.20278542271751657,lagged_direct_edge_control,source(t-tau)->target(t),0.5903508369708066,False,graph_selected_and_window_BH_q_le_alpha,0.03259029486109967,lead_lag_no_same_day_only,lead_lag_no,same_day_only,True,1,-0.0932807901642633,0.0932807901642633,-0.1075258274795889,0.1075258274795889,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,same_day_only_without_positive_lag_support,same_day_coupling,,none,False,True,False,,False,False,neither_supported
