window,elapsed_seconds
S1,89.56338405609131
T1,12.276285409927368
S2,79.09141397476196
T2,17.853583335876465
S3,28.12125325202942
T3,11.115406274795532
S4,78.86791658401489
T4,10.981291770935059
S5,66.51580548286438
