point_id,point_day,month_day,reference_rank,point_role_group,point_role_detail,is_formal_primary,is_headline_primary,neighbor_group_id,bootstrap_match_rate,bootstrap_strict_match_rate,bootstrap_near_support_rate,bootstrap_no_match_rate,offset_mean,offset_sd,offset_q05,offset_q50,offset_q95,offset_iqr,ambiguous_match_rate,dominant_over_neighbor_rate,neighbor_tie_rate,yearwise_exact_hit_fraction,yearwise_near_hit_fraction,yearwise_missing_fraction,median_yearwise_peak_score,strict_match_fraction,matched_point_fraction,near_support_only_fraction,no_match_fraction,path_presence_rate,path_strict_match_rate,path_near_support_rate,path_ambiguous_rate,competition_status,competition_reason,neighbor_pair_status,has_neighbor_ambiguity,headline_primary_with_neighbor_ambiguity,core_stability_class,yearwise_support_class,pair_status_class,yearwise_total_support,judgement,caution_flag,caution_note
RP001,45,05-16,1.0,formal_primary,headline_primary,True,True,,0.97,0.905,0.02,0.01,-0.14948453608247422,1.2490510799308134,-3.0,0.0,1.0,2.0,0.0,,,0.17777777777777778,0.5333333333333333,0.28888888888888886,21.694628445423234,0.17777777777777778,0.2222222222222222,0.3111111111111111,0.28888888888888886,1.0,1.0,0.0,0.0,no_neighbor,,no_neighbor,False,False,core_strong,yearwise_moderate,pair_clear,0.4,supported_primary_point,False,
RP002,81,06-21,2.0,formal_primary,headline_primary,True,True,,0.825,0.595,0.13,0.045,-0.12121212121212122,2.1875345989655246,-4.0,0.0,3.0,4.0,0.0,,,0.2,0.5111111111111111,0.28888888888888886,28.71281434072427,0.2,0.13333333333333333,0.37777777777777777,0.28888888888888886,1.0,1.0,0.0,0.0,no_neighbor,,no_neighbor,False,False,core_weak,yearwise_moderate,pair_clear,0.33333333333333337,primary_point_with_caution,True,
RP003,113,07-23,3.0,formal_primary,headline_primary,True,True,,0.95,0.815,0.005,0.045,-0.22631578947368422,1.659531355934452,-3.0,0.0,2.0,2.0,0.0,,,0.28888888888888886,0.4444444444444444,0.26666666666666666,27.110546009286168,0.28888888888888886,0.13333333333333333,0.3111111111111111,0.26666666666666666,1.0,1.0,0.0,0.0,no_neighbor,,no_neighbor,False,False,core_moderate,yearwise_moderate,pair_clear,0.42222222222222217,supported_primary_point,False,
LP006,132,08-11,,neighbor_competition,neighbor_local_peak,False,False,NG001,0.595,0.35,0.135,0.27,0.7815126050420168,2.341297721980346,-3.0,0.0,4.0,4.0,0.475,0.16083916083916083,0.6643356643356644,0.3333333333333333,0.4222222222222222,0.24444444444444444,27.100936256138592,0.3333333333333333,0.13333333333333333,0.28888888888888886,0.24444444444444444,1.0,1.0,0.0,0.3333333333333333,neighbor_competition_tie,near_equal_score_and_support;score_close;bootstrap_close;yearwise_close,pair_tie,True,False,core_insufficient,yearwise_strong,pair_ambiguous,0.4666666666666667,ambiguous_neighbor_pair,True,not_headline_primary;headline_primary_with_neighbor_ambiguity;high_neighbor_ambiguity;neighbor_tie
RP004,135,08-14,4.0,formal_primary,headline_primary,True,True,NG001,0.61,0.375,0.135,0.255,-0.6311475409836066,2.2767564636177275,-4.0,0.0,3.0,4.0,0.475,0.17482517482517482,0.6643356643356644,0.28888888888888886,0.4666666666666667,0.24444444444444444,27.297073621909494,0.28888888888888886,0.1111111111111111,0.35555555555555557,0.24444444444444444,1.0,1.0,0.0,0.3333333333333333,neighbor_competition_tie,near_equal_score_and_support;score_close;bootstrap_close;yearwise_close,pair_tie,True,True,core_insufficient,yearwise_moderate,pair_ambiguous,0.39999999999999997,primary_point_with_caution,True,headline_primary_with_neighbor_ambiguity;high_neighbor_ambiguity;neighbor_tie
RP005,160,09-08,5.0,formal_primary,headline_primary,True,True,,0.885,0.735,0.105,0.01,0.14689265536723164,1.9047677186269871,-3.0,0.0,3.0,2.0,0.0,,,0.37777777777777777,0.5111111111111111,0.1111111111111111,26.38301579364342,0.37777777777777777,0.2222222222222222,0.28888888888888886,0.1111111111111111,1.0,1.0,0.0,0.0,no_neighbor,,no_neighbor,False,False,core_moderate,yearwise_strong,pair_clear,0.6,supported_primary_point,False,
