point_id,replicate_id,replicate_kind,point_day,nearest_peak_day,day_offset
LP006,191,bootstrap,132,130.0,-2.0
LP006,192,bootstrap,132,133.0,1.0
LP006,193,bootstrap,132,130.0,-2.0
LP006,195,bootstrap,132,136.0,4.0
LP006,197,bootstrap,132,136.0,4.0
LP006,198,bootstrap,132,132.0,0.0
RP001,0,bootstrap,45,44.0,-1.0
RP001,1,bootstrap,45,43.0,-2.0
RP001,2,bootstrap,45,45.0,0.0
RP001,3,bootstrap,45,45.0,0.0
RP001,4,bootstrap,45,41.0,-4.0
RP001,5,bootstrap,45,46.0,1.0
RP001,6,bootstrap,45,44.0,-1.0
RP001,7,bootstrap,45,45.0,0.0
RP001,8,bootstrap,45,43.0,-2.0
RP001,9,bootstrap,45,45.0,0.0
RP001,10,bootstrap,45,44.0,-1.0
RP001,11,bootstrap,45,45.0,0.0
RP001,12,bootstrap,45,44.0,-1.0
RP001,13,bootstrap,45,45.0,0.0
RP001,14,bootstrap,45,45.0,0.0
RP001,16,bootstrap,45,45.0,0.0
RP001,17,bootstrap,45,44.0,-1.0
RP001,18,bootstrap,45,46.0,1.0
RP001,19,bootstrap,45,45.0,0.0
RP001,20,bootstrap,45,44.0,-1.0
RP001,21,bootstrap,45,45.0,0.0
RP001,22,bootstrap,45,44.0,-1.0
RP001,23,bootstrap,45,43.0,-2.0
RP001,24,bootstrap,45,45.0,0.0
RP001,25,bootstrap,45,43.0,-2.0
RP001,26,bootstrap,45,45.0,0.0
RP001,27,bootstrap,45,45.0,0.0
RP001,28,bootstrap,45,44.0,-1.0
RP001,29,bootstrap,45,49.0,4.0
RP001,30,bootstrap,45,47.0,2.0
RP001,31,bootstrap,45,46.0,1.0
RP001,32,bootstrap,45,44.0,-1.0
RP001,33,bootstrap,45,44.0,-1.0
RP001,34,bootstrap,45,45.0,0.0
RP001,35,bootstrap,45,46.0,1.0
RP001,36,bootstrap,45,45.0,0.0
RP001,37,bootstrap,45,44.0,-1.0
RP001,38,bootstrap,45,45.0,0.0
RP001,39,bootstrap,45,43.0,-2.0
RP001,40,bootstrap,45,45.0,0.0
RP001,41,bootstrap,45,43.0,-2.0
RP001,42,bootstrap,45,45.0,0.0
RP001,43,bootstrap,45,45.0,0.0
RP001,44,bootstrap,45,45.0,0.0
RP001,46,bootstrap,45,46.0,1.0
RP001,47,bootstrap,45,46.0,1.0
RP001,48,bootstrap,45,45.0,0.0
RP001,49,bootstrap,45,46.0,1.0
RP001,50,bootstrap,45,46.0,1.0
RP001,51,bootstrap,45,46.0,1.0
RP001,52,bootstrap,45,45.0,0.0
RP001,53,bootstrap,45,44.0,-1.0
RP001,54,bootstrap,45,45.0,0.0
RP001,55,bootstrap,45,45.0,0.0
RP001,56,bootstrap,45,45.0,0.0
RP001,57,bootstrap,45,45.0,0.0
RP001,58,bootstrap,45,46.0,1.0
RP001,59,bootstrap,45,44.0,-1.0
RP001,60,bootstrap,45,46.0,1.0
RP001,61,bootstrap,45,42.0,-3.0
RP001,62,bootstrap,45,45.0,0.0
RP001,63,bootstrap,45,45.0,0.0
RP001,64,bootstrap,45,45.0,0.0
RP001,65,bootstrap,45,44.0,-1.0
RP001,66,bootstrap,45,41.0,-4.0
RP001,67,bootstrap,45,45.0,0.0
RP001,68,bootstrap,45,45.0,0.0
RP001,69,bootstrap,45,41.0,-4.0
RP001,70,bootstrap,45,45.0,0.0
RP001,71,bootstrap,45,45.0,0.0
RP001,72,bootstrap,45,44.0,-1.0
RP001,73,bootstrap,45,46.0,1.0
RP001,74,bootstrap,45,43.0,-2.0
RP001,75,bootstrap,45,45.0,0.0
RP001,76,bootstrap,45,46.0,1.0
RP001,77,bootstrap,45,44.0,-1.0
RP001,78,bootstrap,45,45.0,0.0
RP001,79,bootstrap,45,46.0,1.0
RP001,80,bootstrap,45,45.0,0.0
RP001,81,bootstrap,45,43.0,-2.0
RP001,82,bootstrap,45,45.0,0.0
RP001,83,bootstrap,45,46.0,1.0
RP001,84,bootstrap,45,45.0,0.0
RP001,86,bootstrap,45,44.0,-1.0
RP001,87,bootstrap,45,42.0,-3.0
RP001,88,bootstrap,45,46.0,1.0
RP001,89,bootstrap,45,46.0,1.0
RP001,90,bootstrap,45,45.0,0.0
RP001,91,bootstrap,45,42.0,-3.0
RP001,92,bootstrap,45,45.0,0.0
RP001,93,bootstrap,45,46.0,1.0
RP001,94,bootstrap,45,47.0,2.0
RP001,95,bootstrap,45,44.0,-1.0
RP001,96,bootstrap,45,42.0,-3.0
RP001,97,bootstrap,45,46.0,1.0
RP001,98,bootstrap,45,46.0,1.0
RP001,99,bootstrap,45,46.0,1.0
RP001,100,bootstrap,45,45.0,0.0
RP001,101,bootstrap,45,45.0,0.0
RP001,102,bootstrap,45,45.0,0.0
RP001,103,bootstrap,45,45.0,0.0
RP001,104,bootstrap,45,43.0,-2.0
RP001,105,bootstrap,45,45.0,0.0
RP001,107,bootstrap,45,45.0,0.0
RP001,108,bootstrap,45,41.0,-4.0
RP001,109,bootstrap,45,45.0,0.0
RP001,110,bootstrap,45,45.0,0.0
RP001,111,bootstrap,45,45.0,0.0
RP001,112,bootstrap,45,44.0,-1.0
RP001,113,bootstrap,45,46.0,1.0
RP001,114,bootstrap,45,46.0,1.0
RP001,115,bootstrap,45,45.0,0.0
RP001,116,bootstrap,45,46.0,1.0
RP001,117,bootstrap,45,45.0,0.0
RP001,118,bootstrap,45,46.0,1.0
RP001,119,bootstrap,45,46.0,1.0
RP001,120,bootstrap,45,45.0,0.0
RP001,121,bootstrap,45,46.0,1.0
RP001,122,bootstrap,45,45.0,0.0
RP001,123,bootstrap,45,46.0,1.0
RP001,124,bootstrap,45,45.0,0.0
RP001,125,bootstrap,45,45.0,0.0
RP001,126,bootstrap,45,45.0,0.0
RP001,127,bootstrap,45,45.0,0.0
RP001,128,bootstrap,45,46.0,1.0
RP001,129,bootstrap,45,46.0,1.0
RP001,130,bootstrap,45,45.0,0.0
RP001,131,bootstrap,45,45.0,0.0
RP001,132,bootstrap,45,45.0,0.0
RP001,133,bootstrap,45,45.0,0.0
RP001,134,bootstrap,45,46.0,1.0
RP001,135,bootstrap,45,46.0,1.0
RP001,136,bootstrap,45,46.0,1.0
RP001,137,bootstrap,45,46.0,1.0
RP001,138,bootstrap,45,46.0,1.0
RP001,139,bootstrap,45,44.0,-1.0
RP001,140,bootstrap,45,45.0,0.0
RP001,141,bootstrap,45,45.0,0.0
RP001,142,bootstrap,45,45.0,0.0
RP001,143,bootstrap,45,45.0,0.0
RP001,144,bootstrap,45,46.0,1.0
RP001,145,bootstrap,45,45.0,0.0
RP001,146,bootstrap,45,43.0,-2.0
RP001,147,bootstrap,45,45.0,0.0
RP001,148,bootstrap,45,46.0,1.0
RP001,149,bootstrap,45,45.0,0.0
RP001,150,bootstrap,45,44.0,-1.0
RP001,151,bootstrap,45,42.0,-3.0
RP001,152,bootstrap,45,47.0,2.0
RP001,153,bootstrap,45,45.0,0.0
RP001,154,bootstrap,45,46.0,1.0
RP001,155,bootstrap,45,44.0,-1.0
RP001,156,bootstrap,45,44.0,-1.0
RP001,157,bootstrap,45,45.0,0.0
RP001,158,bootstrap,45,46.0,1.0
RP001,159,bootstrap,45,45.0,0.0
RP001,160,bootstrap,45,44.0,-1.0
RP001,161,bootstrap,45,45.0,0.0
RP001,162,bootstrap,45,48.0,3.0
RP001,164,bootstrap,45,45.0,0.0
RP001,166,bootstrap,45,41.0,-4.0
RP001,167,bootstrap,45,45.0,0.0
RP001,168,bootstrap,45,45.0,0.0
RP001,169,bootstrap,45,45.0,0.0
RP001,170,bootstrap,45,44.0,-1.0
RP001,171,bootstrap,45,45.0,0.0
RP001,172,bootstrap,45,44.0,-1.0
RP001,173,bootstrap,45,45.0,0.0
RP001,174,bootstrap,45,46.0,1.0
RP001,175,bootstrap,45,45.0,0.0
RP001,176,bootstrap,45,44.0,-1.0
RP001,177,bootstrap,45,43.0,-2.0
RP001,178,bootstrap,45,46.0,1.0
RP001,179,bootstrap,45,46.0,1.0
RP001,180,bootstrap,45,46.0,1.0
RP001,181,bootstrap,45,44.0,-1.0
RP001,182,bootstrap,45,47.0,2.0
RP001,183,bootstrap,45,44.0,-1.0
RP001,184,bootstrap,45,43.0,-2.0
RP001,185,bootstrap,45,46.0,1.0
RP001,186,bootstrap,45,46.0,1.0
RP001,187,bootstrap,45,45.0,0.0
RP001,188,bootstrap,45,45.0,0.0
RP001,189,bootstrap,45,45.0,0.0
RP001,190,bootstrap,45,46.0,1.0
RP001,191,bootstrap,45,45.0,0.0
RP001,192,bootstrap,45,45.0,0.0
RP001,193,bootstrap,45,46.0,1.0
RP001,194,bootstrap,45,45.0,0.0
RP001,195,bootstrap,45,41.0,-4.0
RP001,196,bootstrap,45,45.0,0.0
RP001,197,bootstrap,45,46.0,1.0
RP001,198,bootstrap,45,45.0,0.0
RP001,199,bootstrap,45,45.0,0.0
RP002,0,bootstrap,81,82.0,1.0
RP002,1,bootstrap,81,77.0,-4.0
RP002,3,bootstrap,81,84.0,3.0
RP002,5,bootstrap,81,83.0,2.0
RP002,6,bootstrap,81,81.0,0.0
RP002,8,bootstrap,81,81.0,0.0
RP002,9,bootstrap,81,82.0,1.0
RP002,10,bootstrap,81,80.0,-1.0
RP002,11,bootstrap,81,82.0,1.0
RP002,12,bootstrap,81,79.0,-2.0
RP002,13,bootstrap,81,78.0,-3.0
RP002,14,bootstrap,81,84.0,3.0
RP002,15,bootstrap,81,77.0,-4.0
RP002,17,bootstrap,81,80.0,-1.0
RP002,18,bootstrap,81,79.0,-2.0
RP002,19,bootstrap,81,83.0,2.0
RP002,20,bootstrap,81,78.0,-3.0
RP002,21,bootstrap,81,82.0,1.0
RP002,22,bootstrap,81,80.0,-1.0
RP002,23,bootstrap,81,78.0,-3.0
RP002,24,bootstrap,81,77.0,-4.0
RP002,25,bootstrap,81,80.0,-1.0
RP002,26,bootstrap,81,77.0,-4.0
RP002,27,bootstrap,81,82.0,1.0
RP002,28,bootstrap,81,79.0,-2.0
RP002,29,bootstrap,81,85.0,4.0
RP002,30,bootstrap,81,82.0,1.0
RP002,31,bootstrap,81,83.0,2.0
RP002,32,bootstrap,81,80.0,-1.0
RP002,33,bootstrap,81,80.0,-1.0
RP002,34,bootstrap,81,80.0,-1.0
RP002,35,bootstrap,81,83.0,2.0
RP002,36,bootstrap,81,81.0,0.0
RP002,37,bootstrap,81,77.0,-4.0
RP002,39,bootstrap,81,82.0,1.0
RP002,40,bootstrap,81,81.0,0.0
RP002,41,bootstrap,81,81.0,0.0
RP002,42,bootstrap,81,78.0,-3.0
RP002,43,bootstrap,81,78.0,-3.0
RP002,45,bootstrap,81,83.0,2.0
RP002,47,bootstrap,81,81.0,0.0
RP002,48,bootstrap,81,82.0,1.0
RP002,50,bootstrap,81,78.0,-3.0
RP002,51,bootstrap,81,82.0,1.0
RP002,53,bootstrap,81,80.0,-1.0
RP002,54,bootstrap,81,79.0,-2.0
RP002,55,bootstrap,81,81.0,0.0
RP002,56,bootstrap,81,83.0,2.0
RP002,57,bootstrap,81,77.0,-4.0
RP002,58,bootstrap,81,78.0,-3.0
RP002,59,bootstrap,81,82.0,1.0
RP002,61,bootstrap,81,79.0,-2.0
RP002,63,bootstrap,81,83.0,2.0
RP002,64,bootstrap,81,83.0,2.0
RP002,65,bootstrap,81,83.0,2.0
RP002,66,bootstrap,81,78.0,-3.0
RP002,67,bootstrap,81,84.0,3.0
RP002,68,bootstrap,81,85.0,4.0
RP002,69,bootstrap,81,77.0,-4.0
RP002,71,bootstrap,81,80.0,-1.0
RP002,72,bootstrap,81,84.0,3.0
RP002,74,bootstrap,81,82.0,1.0
RP002,75,bootstrap,81,82.0,1.0
RP002,76,bootstrap,81,79.0,-2.0
RP002,77,bootstrap,81,81.0,0.0
RP002,78,bootstrap,81,81.0,0.0
RP002,79,bootstrap,81,84.0,3.0
RP002,80,bootstrap,81,77.0,-4.0
RP002,81,bootstrap,81,81.0,0.0
RP002,82,bootstrap,81,80.0,-1.0
RP002,83,bootstrap,81,83.0,2.0
RP002,84,bootstrap,81,80.0,-1.0
RP002,85,bootstrap,81,79.0,-2.0
RP002,86,bootstrap,81,77.0,-4.0
RP002,87,bootstrap,81,79.0,-2.0
RP002,88,bootstrap,81,82.0,1.0
RP002,90,bootstrap,81,80.0,-1.0
RP002,91,bootstrap,81,78.0,-3.0
RP002,93,bootstrap,81,82.0,1.0
RP002,94,bootstrap,81,84.0,3.0
RP002,95,bootstrap,81,85.0,4.0
RP002,96,bootstrap,81,79.0,-2.0
RP002,98,bootstrap,81,83.0,2.0
RP002,99,bootstrap,81,80.0,-1.0
RP002,100,bootstrap,81,84.0,3.0
RP002,101,bootstrap,81,84.0,3.0
RP002,102,bootstrap,81,83.0,2.0
RP002,103,bootstrap,81,80.0,-1.0
RP002,104,bootstrap,81,79.0,-2.0
RP002,105,bootstrap,81,80.0,-1.0
RP002,106,bootstrap,81,84.0,3.0
RP002,107,bootstrap,81,79.0,-2.0
RP002,108,bootstrap,81,81.0,0.0
RP002,109,bootstrap,81,80.0,-1.0
RP002,110,bootstrap,81,77.0,-4.0
RP002,113,bootstrap,81,79.0,-2.0
RP002,114,bootstrap,81,79.0,-2.0
RP002,115,bootstrap,81,79.0,-2.0
RP002,116,bootstrap,81,82.0,1.0
RP002,117,bootstrap,81,77.0,-4.0
RP002,118,bootstrap,81,84.0,3.0
RP002,119,bootstrap,81,83.0,2.0
RP002,120,bootstrap,81,78.0,-3.0
RP002,121,bootstrap,81,80.0,-1.0
RP002,122,bootstrap,81,85.0,4.0
RP002,123,bootstrap,81,83.0,2.0
RP002,124,bootstrap,81,82.0,1.0
RP002,125,bootstrap,81,83.0,2.0
RP002,127,bootstrap,81,81.0,0.0
RP002,128,bootstrap,81,83.0,2.0
RP002,129,bootstrap,81,80.0,-1.0
RP002,130,bootstrap,81,83.0,2.0
RP002,131,bootstrap,81,78.0,-3.0
RP002,132,bootstrap,81,82.0,1.0
RP002,133,bootstrap,81,82.0,1.0
RP002,135,bootstrap,81,77.0,-4.0
RP002,136,bootstrap,81,79.0,-2.0
RP002,140,bootstrap,81,80.0,-1.0
RP002,141,bootstrap,81,83.0,2.0
RP002,142,bootstrap,81,81.0,0.0
RP002,143,bootstrap,81,83.0,2.0
RP002,144,bootstrap,81,82.0,1.0
RP002,145,bootstrap,81,81.0,0.0
RP002,146,bootstrap,81,79.0,-2.0
RP002,147,bootstrap,81,82.0,1.0
RP002,148,bootstrap,81,82.0,1.0
RP002,149,bootstrap,81,82.0,1.0
RP002,151,bootstrap,81,78.0,-3.0
RP002,152,bootstrap,81,83.0,2.0
RP002,154,bootstrap,81,83.0,2.0
RP002,155,bootstrap,81,82.0,1.0
RP002,156,bootstrap,81,79.0,-2.0
RP002,157,bootstrap,81,82.0,1.0
RP002,159,bootstrap,81,82.0,1.0
RP002,161,bootstrap,81,83.0,2.0
RP002,163,bootstrap,81,81.0,0.0
RP002,164,bootstrap,81,82.0,1.0
RP002,165,bootstrap,81,81.0,0.0
RP002,167,bootstrap,81,79.0,-2.0
RP002,168,bootstrap,81,79.0,-2.0
RP002,171,bootstrap,81,83.0,2.0
RP002,172,bootstrap,81,79.0,-2.0
RP002,173,bootstrap,81,80.0,-1.0
RP002,174,bootstrap,81,83.0,2.0
RP002,175,bootstrap,81,83.0,2.0
RP002,176,bootstrap,81,83.0,2.0
RP002,179,bootstrap,81,79.0,-2.0
RP002,180,bootstrap,81,85.0,4.0
RP002,181,bootstrap,81,82.0,1.0
RP002,182,bootstrap,81,82.0,1.0
RP002,183,bootstrap,81,78.0,-3.0
RP002,184,bootstrap,81,78.0,-3.0
RP002,185,bootstrap,81,84.0,3.0
RP002,186,bootstrap,81,81.0,0.0
RP002,187,bootstrap,81,80.0,-1.0
RP002,188,bootstrap,81,78.0,-3.0
RP002,189,bootstrap,81,83.0,2.0
RP002,190,bootstrap,81,83.0,2.0
RP002,191,bootstrap,81,80.0,-1.0
RP002,192,bootstrap,81,78.0,-3.0
RP002,194,bootstrap,81,84.0,3.0
RP002,195,bootstrap,81,80.0,-1.0
RP002,197,bootstrap,81,79.0,-2.0
RP002,198,bootstrap,81,80.0,-1.0
RP002,199,bootstrap,81,85.0,4.0
RP003,0,bootstrap,113,114.0,1.0
RP003,1,bootstrap,113,113.0,0.0
RP003,2,bootstrap,113,112.0,-1.0
RP003,4,bootstrap,113,114.0,1.0
RP003,5,bootstrap,113,112.0,-1.0
RP003,6,bootstrap,113,110.0,-3.0
RP003,7,bootstrap,113,115.0,2.0
RP003,8,bootstrap,113,112.0,-1.0
RP003,9,bootstrap,113,114.0,1.0
RP003,10,bootstrap,113,113.0,0.0
RP003,11,bootstrap,113,113.0,0.0
RP003,12,bootstrap,113,112.0,-1.0
RP003,13,bootstrap,113,113.0,0.0
RP003,14,bootstrap,113,114.0,1.0
RP003,15,bootstrap,113,114.0,1.0
RP003,16,bootstrap,113,114.0,1.0
RP003,17,bootstrap,113,112.0,-1.0
RP003,18,bootstrap,113,117.0,4.0
RP003,19,bootstrap,113,115.0,2.0
RP003,20,bootstrap,113,110.0,-3.0
RP003,21,bootstrap,113,110.0,-3.0
RP003,22,bootstrap,113,114.0,1.0
RP003,23,bootstrap,113,115.0,2.0
RP003,24,bootstrap,113,114.0,1.0
RP003,25,bootstrap,113,112.0,-1.0
RP003,26,bootstrap,113,112.0,-1.0
RP003,27,bootstrap,113,114.0,1.0
RP003,28,bootstrap,113,114.0,1.0
RP003,30,bootstrap,113,113.0,0.0
RP003,31,bootstrap,113,109.0,-4.0
RP003,32,bootstrap,113,110.0,-3.0
RP003,33,bootstrap,113,111.0,-2.0
RP003,34,bootstrap,113,114.0,1.0
RP003,35,bootstrap,113,114.0,1.0
RP003,36,bootstrap,113,113.0,0.0
RP003,37,bootstrap,113,114.0,1.0
RP003,38,bootstrap,113,112.0,-1.0
RP003,39,bootstrap,113,111.0,-2.0
RP003,40,bootstrap,113,112.0,-1.0
RP003,41,bootstrap,113,113.0,0.0
RP003,42,bootstrap,113,112.0,-1.0
RP003,43,bootstrap,113,114.0,1.0
RP003,44,bootstrap,113,112.0,-1.0
RP003,45,bootstrap,113,110.0,-3.0
RP003,46,bootstrap,113,112.0,-1.0
RP003,47,bootstrap,113,112.0,-1.0
RP003,48,bootstrap,113,112.0,-1.0
RP003,49,bootstrap,113,112.0,-1.0
RP003,50,bootstrap,113,115.0,2.0
RP003,51,bootstrap,113,112.0,-1.0
RP003,52,bootstrap,113,113.0,0.0
RP003,53,bootstrap,113,112.0,-1.0
RP003,54,bootstrap,113,113.0,0.0
RP003,55,bootstrap,113,114.0,1.0
RP003,56,bootstrap,113,113.0,0.0
RP003,57,bootstrap,113,114.0,1.0
RP003,58,bootstrap,113,110.0,-3.0
RP003,59,bootstrap,113,115.0,2.0
RP003,60,bootstrap,113,111.0,-2.0
RP003,61,bootstrap,113,112.0,-1.0
RP003,62,bootstrap,113,114.0,1.0
RP003,63,bootstrap,113,114.0,1.0
RP003,64,bootstrap,113,112.0,-1.0
RP003,65,bootstrap,113,116.0,3.0
RP003,67,bootstrap,113,114.0,1.0
RP003,68,bootstrap,113,111.0,-2.0
RP003,69,bootstrap,113,110.0,-3.0
RP003,70,bootstrap,113,115.0,2.0
RP003,71,bootstrap,113,114.0,1.0
RP003,72,bootstrap,113,114.0,1.0
RP003,73,bootstrap,113,113.0,0.0
RP003,74,bootstrap,113,116.0,3.0
RP003,75,bootstrap,113,113.0,0.0
RP003,76,bootstrap,113,110.0,-3.0
RP003,77,bootstrap,113,113.0,0.0
RP003,78,bootstrap,113,115.0,2.0
RP003,79,bootstrap,113,112.0,-1.0
RP003,80,bootstrap,113,114.0,1.0
RP003,81,bootstrap,113,115.0,2.0
RP003,82,bootstrap,113,112.0,-1.0
RP003,83,bootstrap,113,113.0,0.0
RP003,84,bootstrap,113,115.0,2.0
RP003,85,bootstrap,113,115.0,2.0
RP003,86,bootstrap,113,114.0,1.0
RP003,87,bootstrap,113,115.0,2.0
RP003,88,bootstrap,113,112.0,-1.0
RP003,90,bootstrap,113,112.0,-1.0
RP003,91,bootstrap,113,114.0,1.0
RP003,92,bootstrap,113,112.0,-1.0
RP003,93,bootstrap,113,114.0,1.0
RP003,94,bootstrap,113,111.0,-2.0
RP003,95,bootstrap,113,114.0,1.0
RP003,96,bootstrap,113,111.0,-2.0
RP003,97,bootstrap,113,113.0,0.0
RP003,98,bootstrap,113,110.0,-3.0
RP003,99,bootstrap,113,110.0,-3.0
RP003,100,bootstrap,113,112.0,-1.0
RP003,101,bootstrap,113,112.0,-1.0
RP003,102,bootstrap,113,112.0,-1.0
RP003,103,bootstrap,113,113.0,0.0
RP003,104,bootstrap,113,109.0,-4.0
RP003,105,bootstrap,113,113.0,0.0
RP003,106,bootstrap,113,112.0,-1.0
RP003,107,bootstrap,113,114.0,1.0
RP003,108,bootstrap,113,109.0,-4.0
RP003,109,bootstrap,113,111.0,-2.0
RP003,110,bootstrap,113,114.0,1.0
RP003,112,bootstrap,113,114.0,1.0
RP003,113,bootstrap,113,114.0,1.0
RP003,114,bootstrap,113,114.0,1.0
RP003,115,bootstrap,113,112.0,-1.0
RP003,117,bootstrap,113,114.0,1.0
RP003,118,bootstrap,113,110.0,-3.0
RP003,119,bootstrap,113,109.0,-4.0
RP003,120,bootstrap,113,114.0,1.0
RP003,121,bootstrap,113,112.0,-1.0
RP003,122,bootstrap,113,112.0,-1.0
RP003,123,bootstrap,113,115.0,2.0
RP003,124,bootstrap,113,114.0,1.0
RP003,125,bootstrap,113,114.0,1.0
RP003,127,bootstrap,113,114.0,1.0
RP003,128,bootstrap,113,113.0,0.0
RP003,129,bootstrap,113,112.0,-1.0
RP003,130,bootstrap,113,113.0,0.0
RP003,131,bootstrap,113,114.0,1.0
RP003,132,bootstrap,113,116.0,3.0
RP003,133,bootstrap,113,112.0,-1.0
RP003,134,bootstrap,113,110.0,-3.0
RP003,135,bootstrap,113,114.0,1.0
RP003,136,bootstrap,113,114.0,1.0
RP003,137,bootstrap,113,113.0,0.0
RP003,139,bootstrap,113,110.0,-3.0
RP003,140,bootstrap,113,115.0,2.0
RP003,141,bootstrap,113,111.0,-2.0
RP003,142,bootstrap,113,114.0,1.0
RP003,143,bootstrap,113,113.0,0.0
RP003,145,bootstrap,113,111.0,-2.0
RP003,146,bootstrap,113,110.0,-3.0
RP003,147,bootstrap,113,111.0,-2.0
RP003,148,bootstrap,113,113.0,0.0
RP003,149,bootstrap,113,110.0,-3.0
RP003,150,bootstrap,113,113.0,0.0
RP003,151,bootstrap,113,113.0,0.0
RP003,152,bootstrap,113,111.0,-2.0
