object_name,rms,daily_energy_mean,p95_abs
P,1.0,0.9999999999999999,1.8820691412680421
V,1.0,0.9999999999999999,1.9915080606766307
H,0.9999999999999999,0.9999999999999999,1.8871496765977134
Je,1.0,1.0,1.8777405969774283
Jw,1.0,1.0,1.7563119771949265
