row_index,loo_pattern_corr,loo_status,window_id,target_name
0,0.998077497686029,ok,W081,W081_V_earlier_minus_Jw_earlier
1,0.9583917865945335,ok,W081,W081_V_earlier_minus_Jw_earlier
2,0.9665657408830753,ok,W081,W081_V_earlier_minus_Jw_earlier
3,0.9977356505712611,ok,W081,W081_V_earlier_minus_Jw_earlier
4,0.9929881510430779,ok,W081,W081_V_earlier_minus_Jw_earlier
5,0.9998460203235912,ok,W081,W081_V_earlier_minus_Jw_earlier
6,0.9994275938050841,ok,W081,W081_V_earlier_minus_Jw_earlier
7,0.9929754415221631,ok,W081,W081_V_earlier_minus_Jw_earlier
8,0.9763407212291006,ok,W081,W081_V_earlier_minus_Jw_earlier
9,0.9982701145886905,ok,W081,W081_V_earlier_minus_Jw_earlier
10,0.9903677867824447,ok,W081,W081_V_earlier_minus_Jw_earlier
11,0.9999999993954853,ok,W081,W081_V_earlier_minus_Jw_earlier
12,0.9755408988251162,ok,W081,W081_V_earlier_minus_Jw_earlier
13,0.9954507820791226,ok,W081,W081_V_earlier_minus_Jw_earlier
14,0.9910289173886465,ok,W081,W081_V_earlier_minus_Jw_earlier
15,0.9999820808957015,ok,W081,W081_V_earlier_minus_Jw_earlier
16,0.9986868681758413,ok,W081,W081_V_earlier_minus_Jw_earlier
17,0.9995599872402751,ok,W081,W081_V_earlier_minus_Jw_earlier
18,0.9999958629727572,ok,W081,W081_V_earlier_minus_Jw_earlier
19,0.9998009840050969,ok,W081,W081_V_earlier_minus_Jw_earlier
20,0.9995462510745434,ok,W081,W081_V_earlier_minus_Jw_earlier
21,0.9767367644948476,ok,W081,W081_V_earlier_minus_Jw_earlier
22,0.9970435183488222,ok,W081,W081_V_earlier_minus_Jw_earlier
23,0.9934179473951646,ok,W081,W081_V_earlier_minus_Jw_earlier
24,0.9999967643883872,ok,W081,W081_V_earlier_minus_Jw_earlier
25,0.9899246938759151,ok,W081,W081_V_earlier_minus_Jw_earlier
