window_id,object,observed_peak_day,bootstrap_peak_median,bootstrap_peak_q025,bootstrap_peak_q975,abs_error_median,abs_error_q75,abs_error_q90,abs_error_q975,support_class,included_in_tau_estimation,target_name,phase_group,phase_group_size,years_in_phase_group,group_role
W081,P,84.0,84.0,81.0,87.0,1.0,2.0,2.0,4.0,accepted_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_high,15,1980;1982;1986;1988;1991;1997;2000;2004;2006;2010;2011;2012;2015;2018;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,V,82.0,82.0,74.0,86.0,2.0,3.0,4.100000000000023,8.0,candidate_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_high,15,1980;1982;1986;1988;1991;1997;2000;2004;2006;2010;2011;2012;2015;2018;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,H,79.0,79.0,75.0,86.0,1.0,3.0,6.0,8.0,candidate_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_high,15,1980;1982;1986;1988;1991;1997;2000;2004;2006;2010;2011;2012;2015;2018;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Je,84.0,84.0,73.0,88.0,1.0,2.0,4.0,11.0,accepted_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_high,15,1980;1982;1986;1988;1991;1997;2000;2004;2006;2010;2011;2012;2015;2018;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Jw,84.0,84.0,82.0,85.0,1.0,1.0,1.0,2.0,accepted_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_high,15,1980;1982;1986;1988;1991;1997;2000;2004;2006;2010;2011;2012;2015;2018;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,P,75.0,80.0,71.475,84.0,5.0,7.0,8.0,9.0,candidate_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_low,15,1981;1987;1989;1992;1993;1995;1996;1998;1999;2008;2009;2013;2016;2020;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,V,70.0,83.0,68.0,89.0,13.0,17.0,18.0,19.0,accepted_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_low,15,1981;1987;1989;1992;1993;1995;1996;1998;1999;2008;2009;2013;2016;2020;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,H,83.0,82.0,70.0,88.0,3.0,7.0,10.0,13.0,weak_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_low,15,1981;1987;1989;1992;1993;1995;1996;1998;1999;2008;2009;2013;2016;2020;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Je,66.0,76.0,64.0,88.0,10.0,15.0,18.0,22.0,candidate_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_low,15,1981;1987;1989;1992;1993;1995;1996;1998;1999;2008;2009;2013;2016;2020;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Jw,87.0,85.0,71.0,89.0,2.0,13.0,15.0,16.0,candidate_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_low,15,1981;1987;1989;1992;1993;1995;1996;1998;1999;2008;2009;2013;2016;2020;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,P,80.0,80.0,77.0,83.0,1.0,2.0,2.0,4.0,accepted_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_mid,15,1979;1983;1984;1985;1990;1994;2001;2002;2003;2005;2007;2014;2017;2019;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,V,79.0,79.0,74.475,83.0,1.0,2.0,3.0,5.0,accepted_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_mid,15,1979;1983;1984;1985;1990;1994;2001;2002;2003;2005;2007;2014;2017;2019;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,H,78.0,78.0,74.0,85.0,1.0,3.0,4.0,7.0,accepted_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_mid,15,1979;1983;1984;1985;1990;1994;2001;2002;2003;2005;2007;2014;2017;2019;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Je,76.0,76.0,73.0,84.0,2.0,4.25,6.0,8.0,candidate_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_mid,15,1979;1983;1984;1985;1990;1994;2001;2002;2003;2005;2007;2014;2017;2019;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Jw,86.0,82.0,67.0,90.0,4.0,7.0,11.5,19.0,weak_window,True,W081_H_earlier_minus_Jw_earlier,target_mode_mid,15,1979;1983;1984;1985;1990;1994;2001;2002;2003;2005;2007;2014;2017;2019;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,P,76.0,77.0,74.0,87.0,1.0,2.0,8.0,11.0,accepted_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_high,15,1979;1980;1984;1986;1990;1997;2001;2003;2004;2006;2007;2010;2011;2012;2013,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,V,80.0,80.0,77.0,85.0,1.0,2.0,4.0,5.0,accepted_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_high,15,1979;1980;1984;1986;1990;1997;2001;2003;2004;2006;2007;2010;2011;2012;2013,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,H,74.0,75.0,73.0,87.0,1.0,2.25,11.0,13.0,accepted_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_high,15,1979;1980;1984;1986;1990;1997;2001;2003;2004;2006;2007;2010;2011;2012;2013,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Je,86.0,84.0,72.0,88.0,2.0,11.0,12.0,14.0,candidate_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_high,15,1979;1980;1984;1986;1990;1997;2001;2003;2004;2006;2007;2010;2011;2012;2013,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Jw,86.0,86.0,76.0,88.0,1.0,1.0,10.0,10.0,accepted_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_high,15,1979;1980;1984;1986;1990;1997;2001;2003;2004;2006;2007;2010;2011;2012;2013,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,P,74.0,81.0,71.475,88.0,7.0,11.0,13.0,14.0,accepted_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_low,15,1982;1987;1988;1989;1994;1995;1998;2014;2015;2016;2017;2019;2020;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,V,68.0,83.0,67.0,90.0,15.0,19.0,21.0,22.0,candidate_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_low,15,1982;1987;1988;1989;1994;1995;1998;2014;2015;2016;2017;2019;2020;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,H,87.0,82.5,66.0,89.0,4.5,13.0,17.0,21.0,weak_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_low,15,1982;1987;1988;1989;1994;1995;1998;2014;2015;2016;2017;2019;2020;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Je,88.0,87.0,70.0,89.52499999999998,1.0,2.0,11.0,18.0,candidate_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_low,15,1982;1987;1988;1989;1994;1995;1998;2014;2015;2016;2017;2019;2020;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Jw,78.0,79.0,70.0,89.0,2.0,4.0,8.0,11.0,candidate_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_low,15,1982;1987;1988;1989;1994;1995;1998;2014;2015;2016;2017;2019;2020;2021;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,P,82.0,82.0,79.0,87.0,1.0,2.0,3.0,5.0,accepted_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_mid,15,1981;1983;1985;1991;1992;1993;1996;1999;2000;2002;2005;2008;2009;2018;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,V,77.0,79.5,71.0,86.0,4.0,5.0,7.0,9.0,candidate_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_mid,15,1981;1983;1985;1991;1992;1993;1996;1999;2000;2002;2005;2008;2009;2018;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,H,79.0,79.0,69.475,85.0,1.0,2.0,5.0,9.524999999999977,candidate_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_mid,15,1981;1983;1985;1991;1992;1993;1996;1999;2000;2002;2005;2008;2009;2018;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W081,Je,78.0,78.0,70.0,90.0,1.0,3.0,4.0,13.0,candidate_window,True,W081_Je_earlier_minus_Jw_earlier,target_mode_mid,15,1981;1983;1985;1991;1992;1993;1996;1999;2000;2002;2005;2008;2009;2018;2022,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
