bootstrap_id,raw_profile_return_day,raw_matched,shape_pattern_return_day,shape_matched,delta_raw_minus_shape,both_matched
706,46.0,True,35.0,True,11.0,True
707,45.0,True,33.0,True,12.0,True
708,46.0,True,34.0,True,12.0,True
709,46.0,True,33.0,True,13.0,True
710,47.0,True,33.0,True,14.0,True
711,45.0,True,33.0,True,12.0,True
712,48.0,True,34.0,True,14.0,True
713,,False,34.0,True,,False
714,46.0,True,35.0,True,11.0,True
715,48.0,True,31.0,True,17.0,True
716,46.0,True,34.0,True,12.0,True
717,,False,33.0,True,,False
718,47.0,True,34.0,True,13.0,True
719,47.0,True,,False,,False
720,47.0,True,30.0,True,17.0,True
721,44.0,True,,False,,False
722,46.0,True,33.0,True,13.0,True
723,45.0,True,33.0,True,12.0,True
724,45.0,True,34.0,True,11.0,True
725,46.0,True,32.0,True,14.0,True
726,45.0,True,32.0,True,13.0,True
727,45.0,True,33.0,True,12.0,True
728,46.0,True,32.0,True,14.0,True
729,45.0,True,32.0,True,13.0,True
730,47.0,True,34.0,True,13.0,True
731,46.0,True,33.0,True,13.0,True
732,43.0,True,32.0,True,11.0,True
733,45.0,True,32.0,True,13.0,True
734,46.0,True,33.0,True,13.0,True
735,45.0,True,34.0,True,11.0,True
736,44.0,True,,False,,False
737,45.0,True,32.0,True,13.0,True
738,46.0,True,33.0,True,13.0,True
739,46.0,True,32.0,True,14.0,True
740,46.0,True,33.0,True,13.0,True
741,46.0,True,33.0,True,13.0,True
742,46.0,True,33.0,True,13.0,True
743,45.0,True,33.0,True,12.0,True
744,48.0,True,32.0,True,16.0,True
745,47.0,True,29.0,True,18.0,True
746,46.0,True,,False,,False
747,44.0,True,32.0,True,12.0,True
748,45.0,True,33.0,True,12.0,True
749,49.0,True,35.0,True,14.0,True
750,48.0,True,32.0,True,16.0,True
751,44.0,True,,False,,False
752,46.0,True,33.0,True,13.0,True
753,46.0,True,34.0,True,12.0,True
754,45.0,True,32.0,True,13.0,True
755,,False,34.0,True,,False
756,45.0,True,33.0,True,12.0,True
757,45.0,True,30.0,True,15.0,True
758,45.0,True,31.0,True,14.0,True
759,45.0,True,33.0,True,12.0,True
760,45.0,True,33.0,True,12.0,True
761,46.0,True,33.0,True,13.0,True
762,45.0,True,32.0,True,13.0,True
763,45.0,True,32.0,True,13.0,True
764,46.0,True,31.0,True,15.0,True
765,44.0,True,32.0,True,12.0,True
766,45.0,True,32.0,True,13.0,True
767,48.0,True,32.0,True,16.0,True
768,45.0,True,31.0,True,14.0,True
769,46.0,True,34.0,True,12.0,True
770,45.0,True,34.0,True,11.0,True
771,46.0,True,33.0,True,13.0,True
772,46.0,True,34.0,True,12.0,True
773,47.0,True,33.0,True,14.0,True
774,44.0,True,33.0,True,11.0,True
775,45.0,True,33.0,True,12.0,True
776,50.0,True,33.0,True,17.0,True
777,48.0,True,33.0,True,15.0,True
778,44.0,True,33.0,True,11.0,True
779,47.0,True,36.0,True,11.0,True
780,48.0,True,33.0,True,15.0,True
781,44.0,True,28.0,True,16.0,True
782,45.0,True,33.0,True,12.0,True
783,46.0,True,34.0,True,12.0,True
784,44.0,True,33.0,True,11.0,True
785,46.0,True,34.0,True,12.0,True
786,46.0,True,33.0,True,13.0,True
787,47.0,True,35.0,True,12.0,True
788,46.0,True,33.0,True,13.0,True
789,44.0,True,33.0,True,11.0,True
790,46.0,True,34.0,True,12.0,True
791,46.0,True,32.0,True,14.0,True
792,45.0,True,28.0,True,17.0,True
793,45.0,True,33.0,True,12.0,True
794,48.0,True,33.0,True,15.0,True
795,45.0,True,34.0,True,11.0,True
796,45.0,True,33.0,True,12.0,True
797,47.0,True,32.0,True,15.0,True
798,48.0,True,33.0,True,15.0,True
799,44.0,True,33.0,True,11.0,True
800,45.0,True,32.0,True,13.0,True
801,46.0,True,33.0,True,13.0,True
802,44.0,True,33.0,True,11.0,True
803,49.0,True,35.0,True,14.0,True
804,45.0,True,31.0,True,14.0,True
805,49.0,True,33.0,True,16.0,True
806,46.0,True,33.0,True,13.0,True
807,47.0,True,34.0,True,13.0,True
808,46.0,True,34.0,True,12.0,True
809,49.0,True,34.0,True,15.0,True
810,46.0,True,35.0,True,11.0,True
811,,False,30.0,True,,False
812,44.0,True,30.0,True,14.0,True
813,48.0,True,34.0,True,14.0,True
814,47.0,True,34.0,True,13.0,True
815,46.0,True,36.0,True,10.0,True
816,46.0,True,32.0,True,14.0,True
817,45.0,True,33.0,True,12.0,True
818,,False,33.0,True,,False
819,44.0,True,31.0,True,13.0,True
820,45.0,True,34.0,True,11.0,True
821,46.0,True,33.0,True,13.0,True
822,47.0,True,31.0,True,16.0,True
823,47.0,True,33.0,True,14.0,True
824,45.0,True,33.0,True,12.0,True
825,50.0,True,33.0,True,17.0,True
826,46.0,True,30.0,True,16.0,True
827,47.0,True,34.0,True,13.0,True
828,47.0,True,34.0,True,13.0,True
829,45.0,True,33.0,True,12.0,True
830,45.0,True,35.0,True,10.0,True
831,44.0,True,34.0,True,10.0,True
832,44.0,True,33.0,True,11.0,True
833,46.0,True,34.0,True,12.0,True
834,46.0,True,32.0,True,14.0,True
835,45.0,True,33.0,True,12.0,True
836,46.0,True,34.0,True,12.0,True
837,46.0,True,33.0,True,13.0,True
838,45.0,True,33.0,True,12.0,True
839,48.0,True,32.0,True,16.0,True
840,45.0,True,32.0,True,13.0,True
841,49.0,True,32.0,True,17.0,True
842,47.0,True,34.0,True,13.0,True
843,47.0,True,32.0,True,15.0,True
844,46.0,True,32.0,True,14.0,True
845,44.0,True,33.0,True,11.0,True
846,46.0,True,33.0,True,13.0,True
847,47.0,True,33.0,True,14.0,True
848,44.0,True,33.0,True,11.0,True
849,45.0,True,33.0,True,12.0,True
850,44.0,True,33.0,True,11.0,True
851,47.0,True,36.0,True,11.0,True
852,48.0,True,33.0,True,15.0,True
853,47.0,True,31.0,True,16.0,True
854,49.0,True,33.0,True,16.0,True
855,45.0,True,32.0,True,13.0,True
856,46.0,True,,False,,False
857,44.0,True,33.0,True,11.0,True
858,45.0,True,,False,,False
859,44.0,True,31.0,True,13.0,True
860,49.0,True,34.0,True,15.0,True
861,48.0,True,35.0,True,13.0,True
862,45.0,True,33.0,True,12.0,True
863,49.0,True,34.0,True,15.0,True
864,45.0,True,33.0,True,12.0,True
865,46.0,True,35.0,True,11.0,True
866,46.0,True,34.0,True,12.0,True
867,47.0,True,34.0,True,13.0,True
868,46.0,True,31.0,True,15.0,True
869,48.0,True,,False,,False
870,47.0,True,30.0,True,17.0,True
871,45.0,True,33.0,True,12.0,True
872,45.0,True,32.0,True,13.0,True
873,46.0,True,34.0,True,12.0,True
874,49.0,True,33.0,True,16.0,True
875,45.0,True,34.0,True,11.0,True
876,48.0,True,33.0,True,15.0,True
877,45.0,True,37.0,True,8.0,True
878,45.0,True,,False,,False
879,45.0,True,32.0,True,13.0,True
880,48.0,True,34.0,True,14.0,True
881,46.0,True,36.0,True,10.0,True
882,44.0,True,34.0,True,10.0,True
883,47.0,True,33.0,True,14.0,True
884,45.0,True,33.0,True,12.0,True
885,46.0,True,32.0,True,14.0,True
886,45.0,True,32.0,True,13.0,True
887,,False,36.0,True,,False
888,46.0,True,34.0,True,12.0,True
889,44.0,True,31.0,True,13.0,True
890,47.0,True,35.0,True,12.0,True
891,47.0,True,34.0,True,13.0,True
892,46.0,True,33.0,True,13.0,True
893,45.0,True,34.0,True,11.0,True
894,44.0,True,31.0,True,13.0,True
895,45.0,True,33.0,True,12.0,True
896,48.0,True,34.0,True,14.0,True
897,46.0,True,33.0,True,13.0,True
898,45.0,True,34.0,True,11.0,True
899,45.0,True,32.0,True,13.0,True
900,46.0,True,34.0,True,12.0,True
901,45.0,True,33.0,True,12.0,True
902,45.0,True,32.0,True,13.0,True
903,49.0,True,33.0,True,16.0,True
904,46.0,True,33.0,True,13.0,True
905,45.0,True,33.0,True,12.0,True
906,47.0,True,33.0,True,14.0,True
907,46.0,True,33.0,True,13.0,True
908,46.0,True,31.0,True,15.0,True
909,46.0,True,33.0,True,13.0,True
910,45.0,True,32.0,True,13.0,True
911,47.0,True,35.0,True,12.0,True
912,48.0,True,33.0,True,15.0,True
913,43.0,True,31.0,True,12.0,True
914,46.0,True,32.0,True,14.0,True
915,43.0,True,,False,,False
916,48.0,True,34.0,True,14.0,True
917,43.0,True,33.0,True,10.0,True
918,46.0,True,33.0,True,13.0,True
919,47.0,True,33.0,True,14.0,True
920,46.0,True,32.0,True,14.0,True
921,45.0,True,33.0,True,12.0,True
922,46.0,True,31.0,True,15.0,True
923,48.0,True,31.0,True,17.0,True
924,49.0,True,34.0,True,15.0,True
925,46.0,True,33.0,True,13.0,True
926,46.0,True,33.0,True,13.0,True
927,45.0,True,33.0,True,12.0,True
928,,False,35.0,True,,False
929,50.0,True,34.0,True,16.0,True
930,45.0,True,34.0,True,11.0,True
931,47.0,True,33.0,True,14.0,True
932,43.0,True,32.0,True,11.0,True
933,47.0,True,31.0,True,16.0,True
934,46.0,True,32.0,True,14.0,True
935,45.0,True,33.0,True,12.0,True
936,45.0,True,34.0,True,11.0,True
937,45.0,True,33.0,True,12.0,True
938,49.0,True,36.0,True,13.0,True
939,45.0,True,33.0,True,12.0,True
940,45.0,True,33.0,True,12.0,True
941,51.0,True,33.0,True,18.0,True
942,46.0,True,33.0,True,13.0,True
943,45.0,True,31.0,True,14.0,True
944,43.0,True,30.0,True,13.0,True
945,45.0,True,34.0,True,11.0,True
946,44.0,True,31.0,True,13.0,True
947,46.0,True,34.0,True,12.0,True
948,45.0,True,33.0,True,12.0,True
949,45.0,True,33.0,True,12.0,True
950,45.0,True,33.0,True,12.0,True
951,43.0,True,31.0,True,12.0,True
952,46.0,True,,False,,False
953,,False,33.0,True,,False
954,46.0,True,33.0,True,13.0,True
955,46.0,True,33.0,True,13.0,True
956,46.0,True,33.0,True,13.0,True
957,47.0,True,34.0,True,13.0,True
958,47.0,True,34.0,True,13.0,True
959,44.0,True,30.0,True,14.0,True
960,49.0,True,32.0,True,17.0,True
961,46.0,True,33.0,True,13.0,True
962,44.0,True,33.0,True,11.0,True
963,45.0,True,32.0,True,13.0,True
964,44.0,True,34.0,True,10.0,True
965,44.0,True,33.0,True,11.0,True
966,45.0,True,34.0,True,11.0,True
967,45.0,True,,False,,False
968,44.0,True,28.0,True,16.0,True
969,45.0,True,31.0,True,14.0,True
970,49.0,True,33.0,True,16.0,True
971,45.0,True,32.0,True,13.0,True
972,48.0,True,35.0,True,13.0,True
973,47.0,True,34.0,True,13.0,True
974,46.0,True,34.0,True,12.0,True
975,43.0,True,,False,,False
976,46.0,True,33.0,True,13.0,True
977,46.0,True,34.0,True,12.0,True
978,47.0,True,35.0,True,12.0,True
979,45.0,True,31.0,True,14.0,True
980,46.0,True,35.0,True,11.0,True
981,45.0,True,33.0,True,12.0,True
982,46.0,True,34.0,True,12.0,True
983,46.0,True,33.0,True,13.0,True
984,47.0,True,33.0,True,14.0,True
985,47.0,True,34.0,True,13.0,True
986,47.0,True,32.0,True,15.0,True
987,46.0,True,34.0,True,12.0,True
988,47.0,True,32.0,True,15.0,True
989,46.0,True,35.0,True,11.0,True
990,45.0,True,33.0,True,12.0,True
991,46.0,True,35.0,True,11.0,True
992,46.0,True,34.0,True,12.0,True
993,,False,34.0,True,,False
994,45.0,True,33.0,True,12.0,True
995,45.0,True,32.0,True,13.0,True
996,45.0,True,33.0,True,12.0,True
997,45.0,True,34.0,True,11.0,True
998,46.0,True,34.0,True,12.0,True
999,,False,34.0,True,,False
