day,date_mmdd,raw_weighted_mean_clim,raw_weighted_std_clim,raw_weighted_l2_norm_clim,shape_norm_denominator_clim,shape_norm_denominator_year_median,shape_norm_qrank_clim,shape_norm_q10_day0_70,shape_norm_q50_day0_70,shape_norm_q90_day0_70,shape_valid_flag,is_low_norm_warning,is_day33_neighbor,is_day46_neighbor
0,04-01,,,,,,,5.726296413704448,7.469602132615204,8.89445495367064,False,False,False,False
1,04-02,,,,,,,5.726296413704448,7.469602132615204,8.89445495367064,False,False,False,False
2,04-03,,,,,,,5.726296413704448,7.469602132615204,8.89445495367064,False,False,False,False
3,04-04,,,,,,,5.726296413704448,7.469602132615204,8.89445495367064,False,False,False,False
4,04-05,42.2939089402486,7.687947969076204,42.952385101950334,7.4921727489563965,8.404720878467877,0.5223880597014925,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
5,04-06,41.95384179291353,7.48756300173201,42.58399254111273,7.298738216755477,8.799424900711324,0.44776119402985076,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
6,04-07,41.66408971843759,7.3194501629385025,42.271082714243796,7.1377910986819995,8.542358968825734,0.40298507462686567,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
7,04-08,41.47226336189393,7.27661135088969,42.075561164016904,7.0995928692170684,8.270391093586088,0.3880597014925373,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
8,04-09,41.444024475619344,7.42464554773176,42.072807683290456,7.246653132267926,8.185517256211744,0.417910447761194,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
9,04-10,41.46027027840391,7.521275736725143,42.105303441642704,7.341836715325806,8.33323085566726,0.47761194029850745,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
10,04-11,41.384864827876925,7.656130749787626,42.05356100071925,7.469602132615204,8.563097979789422,0.5074626865671642,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
11,04-12,41.1829550516652,7.800706706562206,41.87935948607828,7.605587694366444,8.636289938588517,0.582089552238806,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
12,04-13,40.93339872120887,7.82041727206227,41.63649656198041,7.619364480476224,8.61341720619333,0.5970149253731343,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
13,04-14,40.59327576003494,7.801722188069013,41.298330735583775,7.598558061594547,8.598378136858006,0.5671641791044776,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
14,04-15,40.25254810862694,7.734930218901994,40.951321734033385,7.532803098912673,9.49400832459578,0.5373134328358209,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
15,04-16,39.9006996242953,7.517713965581249,40.56606497798156,7.317089400136021,8.870852978926933,0.4626865671641791,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
16,04-17,39.534711850571746,7.270674388817046,40.16297648572622,7.076103382883783,8.610795092174312,0.3582089552238806,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
17,04-18,39.15059897324831,7.058138744997751,39.749005941202576,6.871249766210435,8.780875066959613,0.34328358208955223,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
18,04-19,38.762208892529976,6.888414498665701,39.3389871477046,6.711711523831912,8.46720575592824,0.31343283582089554,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
19,04-20,38.397318791457664,6.6757643467961225,38.94612190964778,6.515084145912415,8.251625407491266,0.29850746268656714,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
20,04-21,38.057167190339754,6.475302511857675,38.5813142134144,6.337967488141558,8.2203882910813,0.23880597014925373,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
21,04-22,37.718759930451256,6.394163113457905,38.23785075501861,6.279202152508116,8.51057535533456,0.19402985074626866,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
22,04-23,37.44414890644817,6.397316192023255,37.96949418843691,6.294299134731394,8.34252839599475,0.208955223880597,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
23,04-24,37.1973129827494,6.443808356691442,37.73415184346136,6.342406657474832,8.185978784149606,0.2537313432835821,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
24,04-25,36.920415501676224,6.4706591510400155,37.466002993336566,6.370580780454063,8.301069380682955,0.26865671641791045,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
25,04-26,36.55512184167704,6.4028411406712715,37.0940495223432,6.300125165914941,8.206949728611114,0.22388059701492538,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
26,04-27,36.028548266851956,6.182928158723318,36.5388198548656,6.085151285665763,8.674968870705735,0.16417910447761194,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
27,04-28,35.375547243822346,5.947365839449685,35.85692299760129,5.855730872914234,8.265883101476847,0.13432835820895522,5.726296413704448,7.469602132615204,8.89445495367064,True,False,False,False
28,04-29,34.72030279379981,5.705997367356228,35.17275281680981,5.623443306307946,7.535140151334614,0.1044776119402985,5.726296413704448,7.469602132615204,8.89445495367064,True,True,False,False
29,04-30,34.17929775326031,5.535572246922546,34.61304900758447,5.462487226110349,7.439895088711517,0.07462686567164178,5.726296413704448,7.469602132615204,8.89445495367064,True,True,False,False
30,05-01,33.728220296519545,5.334792963521725,34.138842133132734,5.278986438740451,7.2392171292978595,0.05970149253731343,5.726296413704448,7.469602132615204,8.89445495367064,True,True,True,False
