day,date_mmdd,lat,raw_profile_value
6,04-07,35.0,47.25922822110464
6,04-07,37.0,43.57055982967866
6,04-07,39.0,39.49016911307169
6,04-07,41.0,35.36906364584385
6,04-07,43.0,31.308614784216388
6,04-07,45.0,27.20279309602546
7,04-08,25.0,37.67572333834454
7,04-08,27.0,43.408605495397495
7,04-08,29.0,47.76664520373109
7,04-08,31.0,49.94389376806466
7,04-08,33.0,49.60173504061935
7,04-08,35.0,47.122744326633516
7,04-08,37.0,43.3796546913317
7,04-08,39.0,39.29149402314104
7,04-08,41.0,35.20297461938336
7,04-08,43.0,31.211656514684783
7,04-08,45.0,27.20183649186156
8,04-09,25.0,37.38735902329053
8,04-09,27.0,43.18695826577375
8,04-09,29.0,47.671200802170944
8,04-09,31.0,50.10664828862842
8,04-09,33.0,49.93114796525093
8,04-09,35.0,47.37255629480589
8,04-09,37.0,43.48476395470944
8,04-09,39.0,39.27621927023536
8,04-09,41.0,35.07598400522956
8,04-09,43.0,31.01447790411066
8,04-09,45.0,26.971282710520633
9,04-10,25.0,37.209925871263515
9,04-10,27.0,43.11296883754623
9,04-10,29.0,47.69395017240312
9,04-10,31.0,50.22649662706296
9,04-10,33.0,50.101787999747
9,04-10,35.0,47.538363018502636
9,04-10,37.0,43.612631253241425
9,04-10,39.0,39.360183179061664
9,04-10,41.0,35.072936994570796
9,04-10,43.0,30.90742333462672
9,04-10,45.0,26.807083277698
10,04-11,25.0,37.25214922338406
10,04-11,27.0,43.1940236004454
10,04-11,29.0,47.72333093356532
10,04-11,31.0,50.22130628466522
10,04-11,33.0,50.12797769169128
10,04-11,35.0,47.563770905893215
10,04-11,37.0,43.57006079801703
10,04-11,39.0,39.22136611316522
10,04-11,41.0,34.82989083909524
10,04-11,43.0,30.561683003658512
10,04-11,45.0,26.42288696896686
11,04-12,25.0,37.32270740342778
11,04-12,27.0,43.255214299404955
11,04-12,29.0,47.65246296617866
11,04-12,31.0,50.06038525528524
11,04-12,33.0,49.98067717036536
11,04-12,35.0,47.47957294005389
11,04-12,37.0,43.40319692728439
11,04-12,39.0,38.869286389009005
11,04-12,41.0,34.31493383736565
11,04-12,43.0,30.021529986047597
11,04-12,45.0,25.936744553808385
12,04-13,25.0,37.22557272394426
12,04-13,27.0,43.044915754794346
12,04-13,29.0,47.296621508973445
12,04-13,31.0,49.713118425868835
12,04-13,33.0,49.7233797062813
12,04-13,35.0,47.2930724552353
12,04-13,37.0,43.24708933067573
12,04-13,39.0,38.708418645445576
12,04-13,41.0,34.06038103464582
12,04-13,43.0,29.651425365156204
12,04-13,45.0,25.55540083527473
13,04-14,25.0,36.921310773118535
13,04-14,27.0,42.65188329640171
13,04-14,29.0,46.854825567160454
13,04-14,31.0,49.301109950876445
13,04-14,33.0,49.34569398466817
13,04-14,35.0,46.963147496092105
13,04-14,37.0,43.03599962644395
13,04-14,39.0,38.476499714819504
13,04-14,41.0,33.73674350308309
13,04-14,43.0,29.302448097600447
13,04-14,45.0,25.208527575175722
14,04-15,25.0,36.48013971993066
14,04-15,27.0,42.16033659885032
14,04-15,29.0,46.34047028151669
14,04-15,31.0,48.815062553976745
14,04-15,33.0,48.96229547844678
14,04-15,35.0,46.71393639150291
14,04-15,37.0,42.83020353443907
14,04-15,39.0,38.26293423859249
14,04-15,41.0,33.52312024485272
14,04-15,43.0,29.080604378174165
14,04-15,45.0,24.97131736815448
15,04-16,25.0,35.86585631550201
15,04-16,27.0,41.48060973113048
15,04-16,29.0,45.55646859261347
15,04-16,31.0,47.98561921840224
15,04-16,33.0,48.320758411055024
15,04-16,35.0,46.435883747284656
15,04-16,37.0,42.88698413640993
15,04-16,39.0,38.43136445757761
15,04-16,41.0,33.63066330358071
15,04-16,43.0,29.057916359299735
15,04-16,45.0,24.87646281147185
16,04-17,25.0,35.16849835092996
16,04-17,27.0,40.63124465995945
16,04-17,29.0,44.66886123308642
16,04-17,31.0,47.17517390957341
16,04-17,33.0,47.7290369606928
16,04-17,35.0,46.14775371910809
16,04-17,37.0,42.88544376766258
16,04-17,39.0,38.56370064755249
16,04-17,41.0,33.79546964797982
16,04-17,43.0,29.167026436871755
16,04-17,45.0,24.88857455288082
17,04-18,25.0,34.42395694539716
17,04-18,27.0,39.74845136216164
17,04-18,29.0,43.81650914283428
17,04-18,31.0,46.44924735901562
17,04-18,33.0,47.135134654370155
17,04-18,35.0,45.80748873506927
17,04-18,37.0,42.83030183865773
17,04-18,39.0,38.66442082078009
17,04-18,41.0,33.926593342207525
17,04-18,43.0,29.233470734918086
17,04-18,45.0,24.86600678985642
18,04-19,25.0,33.659370481174186
18,04-19,27.0,38.93377228238503
18,04-19,29.0,43.06694490034998
18,04-19,31.0,45.80780747668766
18,04-19,33.0,46.63622927383483
18,04-19,35.0,45.45030356469869
18,04-19,37.0,42.65905198646288
18,04-19,39.0,38.60249240600191
18,04-19,41.0,33.957892224510815
18,04-19,43.0,29.295632671075964
18,04-19,45.0,24.827374322925586
19,04-20,25.0,32.73677388180268
19,04-20,27.0,37.97132306618152
19,04-20,29.0,42.2214313194899
19,04-20,31.0,45.095566535927716
19,04-20,33.0,46.108397857836614
19,04-20,35.0,45.131358706529504
19,04-20,37.0,42.59216851792251
19,04-20,39.0,38.7342262605382
19,04-20,41.0,34.17781163638003
19,04-20,43.0,29.51634936702033
19,04-20,45.0,24.973589892449255
20,04-21,25.0,31.5866847064381
20,04-21,27.0,36.77198876341358
20,04-21,29.0,41.160008698671454
20,04-21,31.0,44.27981366520087
20,04-21,33.0,45.607682410391426
20,04-21,35.0,44.96562489839581
20,04-21,37.0,42.76371805525737
20,04-21,39.0,39.103241963109326
20,04-21,41.0,34.61169831363259
20,04-21,43.0,29.92944550663065
20,04-21,45.0,25.248662874735984
21,04-22,25.0,30.5405144689701
21,04-22,27.0,35.80590505348913
21,04-22,29.0,40.42672023740269
21,04-22,31.0,43.72464644006464
21,04-22,33.0,45.209660143068966
21,04-22,35.0,44.76850661417541
21,04-22,37.0,42.72733666850083
21,04-22,39.0,39.17603378971058
21,04-22,41.0,34.7745964056198
21,04-22,43.0,30.140194944452496
21,04-22,45.0,25.370451331546494
22,04-23,25.0,29.91712486453054
22,04-23,27.0,35.23074838062388
22,04-23,29.0,39.94987070225495
22,04-23,31.0,43.44581499738866
22,04-23,33.0,45.03405543451678
22,04-23,35.0,44.63488790256995
22,04-23,37.0,42.515491472798736
22,04-23,39.0,38.98360485248773
22,04-23,41.0,34.699252668412484
22,04-23,43.0,30.088662043728352
22,04-23,45.0,25.29146565274227
23,04-24,25.0,29.589303903425716
23,04-24,27.0,34.97349321044406
23,04-24,29.0,39.78400652580166
23,04-24,31.0,43.35492210572301
23,04-24,33.0,44.90520380051611
23,04-24,35.0,44.41720719907948
23,04-24,37.0,42.166974404425645
23,04-24,39.0,38.640543778623474
23,04-24,41.0,34.413011218372716
23,04-24,43.0,29.825766293295853
23,04-24,45.0,24.977924139231597
24,04-25,25.0,29.3377431836313
24,04-25,27.0,34.72306732159735
24,04-25,29.0,39.61590482376317
24,04-25,31.0,43.28069521446197
24,04-25,33.0,44.77653119395127
24,04-25,35.0,44.09622339269231
24,04-25,37.0,41.72856895584389
24,04-25,39.0,38.1980994505836
24,04-25,41.0,33.999589367405754
24,04-25,43.0,29.483913374682118
24,04-25,45.0,24.70747048652375
25,04-26,25.0,29.16694744164579
25,04-26,27.0,34.57243332165486
25,04-26,29.0,39.43542479561096
25,04-26,31.0,42.96579429957071
25,04-26,33.0,44.30043532352049
25,04-26,35.0,43.50088731952284
25,04-26,37.0,41.15537592651213
25,04-26,39.0,37.74024996675805
25,04-26,41.0,33.55256660175843
25,04-26,43.0,29.07313426274528
25,04-26,45.0,24.401438553326106
26,04-27,25.0,28.9071256607552
26,04-27,27.0,34.185201492041095
26,04-27,29.0,38.86773908239904
26,04-27,31.0,42.25440244532588
26,04-27,33.0,43.573426620602
26,04-27,35.0,42.76592739943661
26,04-27,37.0,40.38283761505966
26,04-27,39.0,37.01509310634116
26,04-27,41.0,33.02941453104206
26,04-27,43.0,28.7934134814413
26,04-27,45.0,24.348497274816364
27,04-28,25.0,28.48071343280022
27,04-28,27.0,33.52851203772512
27,04-28,29.0,38.021140329830686
27,04-28,31.0,41.34692709951416
27,04-28,33.0,42.66233833381797
27,04-28,35.0,41.922603216337535
27,04-28,37.0,39.61053328478097
27,04-28,39.0,36.352751506230184
27,04-28,41.0,32.49136085783486
27,04-28,43.0,28.399630132479917
27,04-28,45.0,24.238468926517978
28,04-29,25.0,27.895281799215304
28,04-29,27.0,32.73775094133017
28,04-29,29.0,37.04293081034923
28,04-29,31.0,40.340423465663136
28,04-29,33.0,41.695937734087735
28,04-29,35.0,41.10274418908801
28,04-29,37.0,38.970444571929335
28,04-29,39.0,35.883212539960795
28,04-29,41.0,32.112933914862055
28,04-29,43.0,28.113895548497958
28,04-29,45.0,24.15068089363214
29,04-30,25.0,27.313259149297032
29,04-30,27.0,32.073277035743644
29,04-30,29.0,36.30199019701473
29,04-30,31.0,39.55972054842713
29,04-30,33.0,40.956327615885385
29,04-30,35.0,40.420042386043676
29,04-30,37.0,38.414641993158426
29,04-30,39.0,35.472391638750544
29,04-30,41.0,31.8171781062535
29,04-30,43.0,27.87358037065926
29,04-30,45.0,24.056275325579694
30,05-01,25.0,26.638216095131895
30,05-01,27.0,31.282726969743813
30,05-01,29.0,35.479931032749
30,05-01,31.0,38.7303694127387
30,05-01,33.0,40.22488220457989
30,05-01,35.0,39.90233991205795
30,05-01,37.0,38.068491534516866
30,05-01,39.0,35.28184518626169
30,05-01,41.0,31.800087183205147
30,05-01,43.0,27.958820575501537
30,05-01,45.0,24.22439351450425
31,05-02,25.0,25.74143354954356
31,05-02,27.0,30.339169753347807
31,05-02,29.0,34.54978050984186
31,05-02,31.0,37.82469758784304
31,05-02,33.0,39.51245680820512
31,05-02,35.0,39.42349812920455
31,05-02,37.0,37.89242877895163
31,05-02,39.0,35.43160309821388
31,05-02,41.0,32.155999391239256
31,05-02,43.0,28.391920079849296
31,05-02,45.0,24.635945908515268
32,05-03,25.0,24.70697433925167
32,05-03,27.0,29.304961437996514
32,05-03,29.0,33.58852730779978
32,05-03,31.0,37.05024127525044
32,05-03,33.0,39.04202605671968
32,05-03,35.0,39.249241637244275
32,05-03,37.0,38.030693994856115
32,05-03,39.0,35.717282256990764
32,05-03,41.0,32.44386767293759
32,05-03,43.0,28.638634040519143
32,05-03,45.0,24.84616534139256
33,05-04,25.0,23.805812011100695
33,05-04,27.0,28.50598234882562
33,05-04,29.0,32.888465083276174
33,05-04,31.0,36.48718797908324
33,05-04,33.0,38.70803427870838
33,05-04,35.0,39.19349467771982
33,05-04,37.0,38.20901369989076
33,05-04,39.0,36.07981209513701
33,05-04,41.0,32.86133728243374
33,05-04,43.0,28.974257808368712
33,05-04,45.0,25.009526657667884
34,05-05,25.0,22.946083009587802
34,05-05,27.0,27.72948417119109
34,05-05,29.0,32.22939093312889
34,05-05,31.0,36.0112714489891
34,05-05,33.0,38.583425853339726
34,05-05,35.0,39.410336720341306
34,05-05,37.0,38.59692027558898
34,05-05,39.0,36.559143120642595
34,05-05,41.0,33.42308548000207
34,05-05,43.0,29.41714742206368
34,05-05,45.0,25.23085150061481
35,05-06,25.0,22.126329694884138
35,05-06,27.0,27.00371364650137
35,05-06,29.0,31.643057639986576
35,05-06,31.0,35.60724312803808
35,05-06,33.0,38.48446529492391
35,05-06,35.0,39.636826153771906
35,05-06,37.0,39.049769573100725
35,05-06,39.0,37.14758677193562
35,05-06,41.0,33.94166122102946
35,05-06,43.0,29.692227514962877
35,05-06,45.0,25.227216052973706
36,05-07,25.0,21.339639930300415
36,05-07,27.0,26.271126006541262
36,05-07,29.0,31.028617143816795
36,05-07,31.0,35.12696626176492
36,05-07,33.0,38.24926351374156
36,05-07,35.0,39.76984088757592
36,05-07,37.0,39.47416676860488
36,05-07,39.0,37.671039159812096
36,05-07,41.0,34.462081984491
36,05-07,43.0,30.129662104011544
36,05-07,45.0,25.431583617677102
37,05-08,25.0,20.61616165902916
37,05-08,27.0,25.62714600575617
37,05-08,29.0,30.510140607508003
37,05-08,31.0,34.72289990829646
37,05-08,33.0,38.023202434928066
37,05-08,35.0,39.73404581076555
37,05-08,37.0,39.583858319309535
37,05-08,39.0,37.9008359227895
37,05-08,41.0,34.92762805766366
37,05-08,43.0,30.715288208755172
37,05-08,45.0,25.842675711021776
38,05-09,25.0,19.89700537808877
38,05-09,27.0,24.96932939107685
38,05-09,29.0,30.051205378188904
38,05-09,31.0,34.49323448641208
38,05-09,33.0,37.931387673747906
38,05-09,35.0,39.851567701859835
38,05-09,37.0,39.859767791268986
38,05-09,39.0,38.21895904692123
38,05-09,41.0,35.282478321976136
38,05-09,43.0,31.00871873149166
38,05-09,45.0,25.918118495595174
39,05-10,25.0,19.33409638177991
39,05-10,27.0,24.489185721409225
39,05-10,29.0,29.679109891609855
39,05-10,31.0,34.32213783906381
39,05-10,33.0,37.90892933433983
39,05-10,35.0,39.97496203661881
39,05-10,37.0,40.12331736153709
39,05-10,39.0,38.527461948272396
39,05-10,41.0,35.40152563017172
39,05-10,43.0,30.908701611589215
39,05-10,45.0,25.661401995167523
40,05-11,25.0,18.825809557757307
40,05-11,27.0,24.035318716742438
40,05-11,29.0,29.347124667929204
40,05-11,31.0,34.20492267197367
40,05-11,33.0,38.03990769001879
40,05-11,35.0,40.359195895057454
40,05-11,37.0,40.57911814803734
40,05-11,39.0,38.69114359498044
40,05-11,41.0,35.13513128917306
40,05-11,43.0,30.362300448686984
40,05-11,45.0,25.062091014464958
41,05-12,25.0,18.422634628213586
41,05-12,27.0,23.718188690195515
41,05-12,29.0,29.115809800729124
41,05-12,31.0,34.10756056042444
41,05-12,33.0,38.12400730725384
41,05-12,35.0,40.563708443861685
41,05-12,37.0,40.744025992161305
41,05-12,39.0,38.63579014201808
41,05-12,41.0,34.792970260127845
41,05-12,43.0,29.85736743198943
41,05-12,45.0,24.574598005823493
42,05-13,25.0,18.100751614886974
42,05-13,27.0,23.425283939419362
42,05-13,29.0,28.9438811540313
42,05-13,31.0,34.085400620340266
42,05-13,33.0,38.250503405508624
42,05-13,35.0,40.662029427319005
42,05-13,37.0,40.70298108890657
42,05-13,39.0,38.35458794706723
42,05-13,41.0,34.37938906726497
42,05-13,43.0,29.416318985592234
42,05-13,45.0,24.164063279493423
43,05-14,25.0,17.73048026154066
43,05-14,27.0,23.10879870919745
43,05-14,29.0,28.703654124357534
43,05-14,31.0,34.061917222537666
43,05-14,33.0,38.4092198381392
43,05-14,35.0,40.85620086955384
43,05-14,37.0,40.77352183643565
43,05-14,39.0,38.12056147665692
43,05-14,41.0,33.90592062658387
43,05-14,43.0,28.885725053888002
43,05-14,45.0,23.65303719795148
44,05-15,25.0,17.420505934245725
44,05-15,27.0,22.92566755738816
44,05-15,29.0,28.704179115552407
44,05-15,31.0,34.19564567507963
44,05-15,33.0,38.516251515941434
44,05-15,35.0,40.87249627193087
44,05-15,37.0,40.66041637094245
44,05-15,39.0,37.76170386699478
44,05-15,41.0,33.3303522110379
44,05-15,43.0,28.263643104098
44,05-15,45.0,23.080993632455087
45,05-16,25.0,17.295064419257624
45,05-16,27.0,23.028750353598237
45,05-16,29.0,28.95757007567181
45,05-16,31.0,34.616199341403
45,05-16,33.0,38.8680958022238
45,05-16,35.0,40.91502143504768
45,05-16,37.0,40.312448507495866
45,05-16,39.0,37.12881830833923
45,05-16,41.0,32.524088326850425
45,05-16,43.0,27.46224738491511
45,05-16,45.0,22.38602455891753
46,05-17,25.0,17.234347067651072
46,05-17,27.0,23.177136150051677
46,05-17,29.0,29.27625926908575
46,05-17,31.0,35.017029132868025
46,05-17,33.0,39.25265358695511
46,05-17,35.0,41.02139273003805
46,05-17,37.0,40.038981841704974
46,05-17,39.0,36.52155059798429
46,05-17,41.0,31.617820213798748
46,05-17,43.0,26.44369797586243
46,05-17,45.0,21.50718709533842
47,05-18,25.0,17.2186980149286
47,05-18,27.0,23.270299551121415
47,05-18,29.0,29.367297247268393
47,05-18,31.0,35.03963761976088
47,05-18,33.0,39.22548276728462
47,05-18,35.0,40.84549905556359
47,05-18,37.0,39.68575076328346
47,05-18,39.0,36.03637219447365
47,05-18,41.0,30.935747058926097
47,05-18,43.0,25.759414663545023
47,05-18,45.0,21.039839746228683
48,05-19,25.0,17.11656179049978
48,05-19,27.0,23.216222397061166
48,05-19,29.0,29.329621505977986
48,05-19,31.0,34.94559883667316
48,05-19,33.0,39.127914647747865
48,05-19,35.0,40.62283551441646
48,05-19,37.0,39.3057066114447
48,05-19,39.0,35.53433186872064
48,05-19,41.0,30.464144513475983
48,05-19,43.0,25.38061133872599
48,05-19,45.0,20.803066129744135
49,05-20,25.0,16.85563080953944
49,05-20,27.0,22.99593884011955
49,05-20,29.0,29.132736290990845
49,05-20,31.0,34.73016849470361
49,05-20,33.0,38.85382409951601
49,05-20,35.0,40.23794875587349
49,05-20,37.0,38.797508460870695
49,05-20,39.0,35.039774233799314
49,05-20,41.0,30.11973365680602
49,05-20,43.0,25.20234728217388
49,05-20,45.0,20.71437546596035
50,05-21,25.0,16.50044226951357
50,05-21,27.0,22.60784355870794
50,05-21,29.0,28.763121681478054
50,05-21,31.0,34.32253494035739
50,05-21,33.0,38.39027352096116
50,05-21,35.0,39.82362595901146
50,05-21,37.0,38.47014550669826
50,05-21,39.0,34.77629154354533
50,05-21,41.0,29.95802254993226
50,05-21,43.0,25.106049082367687
50,05-21,45.0,20.63249523082457
51,05-22,25.0,16.00864714283015
51,05-22,27.0,22.143259869866988
51,05-22,29.0,28.324922858639553
51,05-22,31.0,33.91983374135606
51,05-22,33.0,37.981746947736816
51,05-22,35.0,39.590988870033414
51,05-22,37.0,38.35235367527496
51,05-22,39.0,34.6020664688722
51,05-22,41.0,29.708066966835595
51,05-22,43.0,24.822046567039703
51,05-22,45.0,20.404782129151677
52,05-23,25.0,15.583486751804967
52,05-23,27.0,21.7273421131454
52,05-23,29.0,27.98956859925672
52,05-23,31.0,33.580858118243334
52,05-23,33.0,37.63930762955922
52,05-23,35.0,39.19355736711512
52,05-23,37.0,38.008897212793315
52,05-23,39.0,34.33359533463082
52,05-23,41.0,29.407801502425396
52,05-23,43.0,24.487870195771684
52,05-23,45.0,20.110275434455858
53,05-24,25.0,15.159755369009531
53,05-24,27.0,21.305113945560596
53,05-24,29.0,27.529735549690866
53,05-24,31.0,33.170097486766835
53,05-24,33.0,37.35813580403063
53,05-24,35.0,38.924863260624846
53,05-24,37.0,37.78113612634568
53,05-24,39.0,34.152621548991974
53,05-24,41.0,29.324608777375953
53,05-24,43.0,24.50345180970975
53,05-24,45.0,20.145141768748918
54,05-25,25.0,14.583949216496716
54,05-25,27.0,20.689356733316224
54,05-25,29.0,26.965975295917072
54,05-25,31.0,32.70241532230097
54,05-25,33.0,37.05290654648141
54,05-25,35.0,38.78443063885249
54,05-25,37.0,37.85884717631736
54,05-25,39.0,34.31140310761824
54,05-25,41.0,29.480016379418014
54,05-25,43.0,24.5873588577571
54,05-25,45.0,20.164206154864644
55,05-26,25.0,14.0716646986776
55,05-26,27.0,20.162221707369195
55,05-26,29.0,26.47007641728569
55,05-26,31.0,32.33492196724176
55,05-26,33.0,36.824497258083596
55,05-26,35.0,38.72606029224208
55,05-26,37.0,37.974180825795166
55,05-26,39.0,34.451834432856714
55,05-26,41.0,29.566170781875858
55,05-26,43.0,24.59160058195101
55,05-26,45.0,20.096219342357564
56,05-27,25.0,13.619520982701866
56,05-27,27.0,19.757150735807777
56,05-27,29.0,26.181401489396052
56,05-27,31.0,32.1940374190736
56,05-27,33.0,36.83094608855482
56,05-27,35.0,38.811897209643014
56,05-27,37.0,37.98916202333664
56,05-27,39.0,34.332078722297666
56,05-27,41.0,29.32520966993242
56,05-27,43.0,24.25762762888257
56,05-27,45.0,19.68600344147939
57,05-28,25.0,13.15556904595891
57,05-28,27.0,19.331076392456815
57,05-28,29.0,25.896179978665185
57,05-28,31.0,32.1569491564727
57,05-28,33.0,36.96090836727043
57,05-28,35.0,39.07328297696132
57,05-28,37.0,38.155456798575
57,05-28,39.0,34.2596697200141
57,05-28,41.0,29.00363758151763
57,05-28,43.0,23.842732118685774
57,05-28,45.0,19.171721885633225
58,05-29,25.0,12.699659804717331
58,05-29,27.0,18.98981335703801
58,05-29,29.0,25.722962431799417
58,05-29,31.0,32.14315076705502
58,05-29,33.0,37.080424901267364
58,05-29,35.0,39.30796865983796
58,05-29,37.0,38.437165502714144
58,05-29,39.0,34.375762600626636
58,05-29,41.0,28.786861552029762
58,05-29,43.0,23.397466675757702
58,05-29,45.0,18.615336792703854
59,05-30,25.0,12.241638801916537
59,05-30,27.0,18.613593310775048
59,05-30,29.0,25.442818573493064
59,05-30,31.0,32.01832271157449
59,05-30,33.0,37.102577812601346
59,05-30,35.0,39.41039769683233
59,05-30,37.0,38.58629237985763
59,05-30,39.0,34.47349865623665
59,05-30,41.0,28.67588177521299
59,05-30,43.0,23.115855653541725
59,05-30,45.0,18.28230640157241
60,05-31,25.0,11.800215384396374
60,05-31,27.0,18.17833597758069
60,05-31,29.0,25.066929905777144
60,05-31,31.0,31.75385643068531
60,05-31,33.0,37.02285466912289
60,05-31,35.0,39.36323637368226
60,05-31,37.0,38.54459010307569
60,05-31,39.0,34.38824321412645
60,05-31,41.0,28.487799077071855
60,05-31,43.0,22.80616189748509
60,05-31,45.0,17.90783877787397
61,06-01,25.0,11.379654260144141
61,06-01,27.0,17.7871525157673
61,06-01,29.0,24.691905413409994
61,06-01,31.0,31.430062198313944
61,06-01,33.0,36.65357630246172
61,06-01,35.0,39.03784457322555
61,06-01,37.0,38.201420542335136
61,06-01,39.0,34.063771722721235
61,06-01,41.0,28.259899423950127
61,06-01,43.0,22.666906741806226
61,06-01,45.0,17.816249433238248
62,06-02,25.0,11.053147778098436
62,06-02,27.0,17.405651124101883
62,06-02,29.0,24.29343817876226
62,06-02,31.0,30.97538171194613
62,06-02,33.0,36.0968226908951
62,06-02,35.0,38.46890109758914
62,06-02,37.0,37.68558700838654
62,06-02,39.0,33.71563768221711
62,06-02,41.0,28.074768826205002
62,06-02,43.0,22.548488090904733
62,06-02,45.0,17.824645922794577
63,06-03,25.0,10.668381728581277
63,06-03,27.0,17.018566772796667
63,06-03,29.0,23.91276789995605
63,06-03,31.0,30.52698496897063
63,06-03,33.0,35.661100975987814
63,06-03,35.0,38.09663690771227
63,06-03,37.0,37.29539099312891
63,06-03,39.0,33.381113773405005
63,06-03,41.0,27.88669874412176
63,06-03,43.0,22.475581296486897
63,06-03,45.0,17.80818239542393
64,06-04,25.0,10.24512911514579
64,06-04,27.0,16.5272973423253
64,06-04,29.0,23.37297189397016
64,06-04,31.0,29.98754944314777
64,06-04,33.0,35.19247887220817
64,06-04,35.0,37.769750865122404
64,06-04,37.0,37.08466038916668
64,06-04,39.0,33.30964960748399
64,06-04,41.0,27.906773377034163
64,06-04,43.0,22.487056357696147
64,06-04,45.0,17.766646347754296
65,06-05,25.0,9.7024849399807
65,06-05,27.0,15.865389431070772
65,06-05,29.0,22.649477311837547
65,06-05,31.0,29.280752468964874
65,06-05,33.0,34.633183306352684
65,06-05,35.0,37.400096773095385
65,06-05,37.0,36.87253781241123
65,06-05,39.0,33.280829240351395
65,06-05,41.0,28.00632862045476
65,06-05,43.0,22.662744002724242
65,06-05,45.0,17.94756194269075
66,06-06,25.0,9.131867936108534
66,06-06,27.0,15.247465967449052
66,06-06,29.0,21.987110685101047
66,06-06,31.0,28.53584481258877
66,06-06,33.0,33.96016595221948
66,06-06,35.0,36.92691579121355
66,06-06,37.0,36.72979799493789
66,06-06,39.0,33.2988311540624
66,06-06,41.0,28.079882770255438
66,06-06,43.0,22.737500618927534
66,06-06,45.0,18.030921823703128
67,06-07,25.0,8.72856837197267
67,06-07,27.0,14.72779092412966
67,06-07,29.0,21.324072932259735
67,06-07,31.0,27.839745840750997
67,06-07,33.0,33.27986892512093
67,06-07,35.0,36.24068604150304
67,06-07,37.0,36.14340011955004
67,06-07,39.0,32.98781150306378
67,06-07,41.0,28.003313353813272
67,06-07,43.0,22.77340652096363
67,06-07,45.0,18.108515742659
68,06-08,25.0,8.308229710979502
68,06-08,27.0,14.226916509165067
68,06-08,29.0,20.77069274180936
68,06-08,31.0,27.277977269694105
68,06-08,33.0,32.78343022773018
68,06-08,35.0,35.80554286638053
68,06-08,37.0,35.76233939965292
68,06-08,39.0,32.7793417883387
68,06-08,41.0,27.96434964305963
68,06-08,43.0,22.770346757401402
68,06-08,45.0,18.00406877000611
69,06-09,25.0,7.837808398393722
69,06-09,27.0,13.739355566336295
69,06-09,29.0,20.277688295774624
69,06-09,31.0,26.83211808726297
69,06-09,33.0,32.39116810160112
69,06-09,35.0,35.48462949484417
69,06-09,37.0,35.500069679927094
69,06-09,39.0,32.6427120213054
69,06-09,41.0,27.987041261728756
69,06-09,43.0,22.87619829340387
69,06-09,45.0,18.063217047492582
70,06-10,25.0,7.236185911706025
70,06-10,27.0,13.14133675201095
70,06-10,29.0,19.735238434322046
70,06-10,31.0,26.39203851501707
70,06-10,33.0,32.103709595807715
70,06-10,35.0,35.34895182950714
70,06-10,37.0,35.57734540917205
70,06-10,39.0,32.7935962901781
70,06-10,41.0,28.01005135921495
70,06-10,43.0,22.814031802102615
70,06-10,45.0,17.908159386722666
