status,raw_candidate,shape_candidate,n_joint_matches,raw_median,raw_q025,raw_q975,shape_median,shape_q025,shape_q975,delta_median,delta_q025,delta_q975,P_raw_later_than_shape,decision
available,CP001,CP001,936,46.0,43.0,49.0,33.0,29.0,36.0,13.0,10.0,17.0,1.0,raw_later_than_shape_supported
