field,bootstrap_id,retreat_start_day,retreat_end_day,P_proj_change,P_dist_change,D_pre_change,D_post_change,R_diff_change,orthogonal_ratio_change,daily_cos_mean,retreat_interpretation
H,176,44,47,-0.07698811782797321,-0.060146756930902434,-1.3583999790187082,0.9423087649612913,6.0607484144492574e-05,-0.024776475048835567,-0.3897811113826501,true_backward_retreat
H,177,43,46,-0.08003571319858738,-0.006697305850409729,-1.1889031202067848,-0.5288605156449915,0.002445730752325237,-0.07947844795117853,-0.29025789750043846,mixed_retreat_and_reorganization
H,178,43,47,-0.16421521020400964,-0.0557073165214399,-3.466585026902651,-0.8748197939402544,0.006426489561743076,-0.24316577884866336,-0.35033934777291864,mixed_retreat_and_reorganization
H,179,43,46,-0.03958956089236387,-0.02951342430624737,-0.877842364524076,0.31641840799638743,0.0029474188889966335,-0.036016764640286,-0.27203920055073116,true_backward_retreat
H,180,44,46,-0.01874222134971315,-0.01855466956147278,-0.5088209260948169,0.20049834153390655,0.0022309383983042386,-0.028320076466645028,-0.28629410470707783,true_backward_retreat
H,181,41,47,-0.17389564099342902,-0.1643343504046092,-4.166394135699861,3.0341692511159373,0.0017831785557351765,-0.09194103593377083,-0.5328091756286734,true_backward_retreat
H,183,45,47,-0.03587401300350046,-0.029325524704734485,-0.7696456811570851,0.4758671797061673,-0.0003988395262922717,-0.02030603789458796,-0.3659859588035672,true_backward_retreat
H,184,44,46,-0.027520935916842793,-0.0048308322094974265,-0.5405555991050619,-0.08867870471824268,0.0015050648702851221,-0.021152420880246714,-0.29487894311228346,mixed_retreat_and_reorganization
H,185,45,48,-0.03586041537528395,-0.02343149689046864,-1.0211285867771966,0.05441629969072004,0.0018371778330324995,-0.10943743411341296,-0.217512850728708,true_backward_retreat
H,186,42,46,-0.09332746677453813,-0.07292716769529467,-1.9639319394072707,0.8935325435566526,0.0035661894913149306,-0.0684950096017106,-0.2964439841990464,true_backward_retreat
H,187,44,47,-0.02880928569750707,0.004178218746504703,-1.097073600640318,-0.6980693195556418,0.0007039523402391223,-0.11279820385551914,-0.20288533497704064,mixed_retreat_and_reorganization
H,189,44,48,-0.05093992030006744,-0.04113776496746713,-0.8888283132227919,0.4955637926237646,0.0024704866135898396,-0.029814672467470493,-0.2051867765440338,true_backward_retreat
H,190,40,45,-0.1237068029165459,-0.12388017647176391,-2.4549653705001777,2.130294824688816,0.003147146389229194,-0.04839933121739627,-0.47299015491598306,true_backward_retreat
H,191,40,47,-0.18337881575885925,-0.1373579441790408,-2.5329901715675636,3.292482137612753,0.006871924760180614,0.015719062398154043,-0.3281628837890443,true_backward_retreat
H,192,43,48,-0.22444753612558127,-0.18456497989674608,-4.125222281054956,3.030047047651369,0.0029478416927510853,-0.07153873865553464,-0.6367014570680856,true_backward_retreat
H,193,43,48,-0.1259362672072848,-0.11415822044931978,-2.2981978440264683,1.0586521971709475,0.008158474967423612,-0.12015460930901961,-0.3157566832760078,true_backward_retreat
H,194,43,46,-0.10271973041001975,-0.07396494300572576,-2.369061289422282,0.45615176121923184,0.005423711914162133,-0.1077806749819305,-0.46887912606353965,true_backward_retreat
H,195,44,47,-0.02728984529840639,-0.02051272681366323,-1.113130228375658,-0.3444195730392803,0.0026511296609899038,-0.1333842478513934,-0.1620615602827413,mixed_retreat_and_reorganization
H,196,43,47,-0.09440292360400315,-0.040186826916322915,-2.194495260332033,-0.394987792295149,0.0023344642094639267,-0.15853689929484774,-0.381481361162926,mixed_retreat_and_reorganization
H,197,43,45,-0.011717825188376552,-0.010953223216672137,-0.174971687621861,0.168847090821151,0.001617664226629234,-0.0011390336667018164,-0.12453638995695343,true_backward_retreat
H,198,43,48,-0.1376932793981659,-0.09742566357314009,-3.7533702733464143,1.196531648146582,0.0072504691869614835,-0.14077649854117305,-0.41095972170131745,true_backward_retreat
H,199,44,48,-0.03107931645219586,-0.02559627505045403,-0.6978825186747244,0.3856778964081995,0.0011207252974354542,-0.032290407182831354,-0.26064128739769704,true_backward_retreat
H,202,44,46,-0.010126994058050509,-0.0094415907269777,-0.21069639457144973,0.1368513980207844,0.0010024213996425724,-0.009419171560755252,-0.08174850180295876,true_backward_retreat
H,203,45,47,-0.008509398619085173,-0.005045054185413345,-0.2869383538865087,-0.0407233693140121,0.001298072666351846,-0.024238401979739227,-0.08705630699540917,mixed_retreat_and_reorganization
H,204,44,45,-0.006498085995523983,-0.006176196560884195,-0.14538010847230964,0.07294792251968296,0.0009926760260982048,-0.005722924253819206,-0.18669792547885997,true_backward_retreat
H,205,44,48,-0.020206629193320946,0.0173616081611061,-1.0137022410270724,-1.0682719495571256,0.0008648397306200151,-0.11270225129554298,-0.1315989096380907,mixed_retreat_and_reorganization
H,206,42,44,-0.017602251064100294,-0.015288773988364313,-0.3039397140205562,0.3334411289979453,0.0005210207644059661,-0.0002111838436069935,-0.24670065199601973,true_backward_retreat
H,207,40,47,-0.20074348413485088,-0.12765888055653102,-3.514485448248074,1.2928722248811528,0.004341904416331088,-0.121597328961428,-0.43790321802169613,true_backward_retreat
H,210,42,47,-0.16594777442220232,-0.12512320776272523,-3.149188654369656,2.1954862414338976,0.0036564467076559692,-0.042636398969498335,-0.5125941264574829,true_backward_retreat
H,211,44,45,-0.0028211835290516407,-0.00291183566900749,-0.26766110987255054,-0.15599831825579535,0.0013861710569518237,-0.02936519517690872,-0.05825674460522129,mixed_retreat_and_reorganization
H,212,43,45,-0.012318804870218636,-0.011622799552347296,-0.31447877169132354,0.1724807065018279,0.0017013194072564852,-0.01103763562851831,-0.16963208637529192,true_backward_retreat
H,213,39,42,-0.08698612582901677,-0.0638362678721015,-0.3464433936262683,1.7417408966177979,0.0007132654705352959,0.10189266830838592,-0.37713030695730754,true_backward_retreat
H,214,42,45,-0.10583681746067497,-0.07956925188867525,-1.2991477077079665,1.3761969496488762,0.001871553797354153,0.017478921525920288,-0.4961683049552237,true_backward_retreat
H,215,44,45,-0.0062245383332157345,-0.007636526395893406,-0.23584488325661912,0.047165075163698944,0.0011684678962484707,-0.012457535534398156,-0.12229502238106259,true_backward_retreat
H,216,39,45,-0.12335232675832608,-0.08104410449158306,-1.0211953853072835,1.8852958166419143,0.0037648678462213203,0.043839481371501454,-0.33950100565735924,true_backward_retreat
H,217,39,47,-0.20029565809555339,-0.11043843856295871,-1.3478649919157952,1.8231395824926784,0.005517636234043333,-9.294749320654105e-05,-0.24447042439146652,true_backward_retreat
H,218,43,48,-0.07308819459582261,-0.03479837697031729,-1.9621995326661237,-0.5617175530139296,0.005347901837802205,-0.17239982724558603,-0.22601831505098557,mixed_retreat_and_reorganization
H,219,40,47,-0.13232008548935065,-0.12155884776460213,-2.4151490602888366,2.1427615476571287,0.0038199510663241565,-0.037294762525976244,-0.3712738961156834,true_backward_retreat
H,220,45,46,-0.0012199706977349956,-0.0013407908212462183,-0.04153465641648779,0.0073978173881315,0.001270438601359114,-0.004572801521281561,-0.031168628353150298,true_backward_retreat
H,221,44,48,-0.03053754042134449,-0.029029259085651904,-0.8722699877279663,0.2171065804710981,0.0005599253750749877,-0.07037378366946909,-0.16288195583496998,true_backward_retreat
H,222,39,45,-0.3047509963949733,-0.2025180719242965,-2.3156502275503046,4.047997408763608,0.004522677369074857,0.0929829489178979,-0.5241456240628953,true_backward_retreat
H,223,41,47,-0.24266347855843434,-0.13968710987059302,-3.6140143822619537,1.0839311322478817,0.004371468809607371,-0.14676096031102331,-0.4915148971882872,true_backward_retreat
H,224,44,45,-0.01193010074536538,-0.012000311490872606,-0.24070441274205745,0.13259827113727773,0.0010091401869409822,-0.011928575745584924,-0.24987082199674804,true_backward_retreat
H,226,44,46,-0.018488090781163424,-0.018146145199595676,-0.5256904561667017,0.24200333411062225,0.0018409951917435219,-0.02682383402717016,-0.19431686560069153,true_backward_retreat
H,227,40,48,-0.40601038081569696,-0.32534665292512727,-6.214635944877383,5.452385425447143,0.00585468051239213,-0.0893746320786793,-0.5641559798988054,true_backward_retreat
H,228,43,48,-0.09272540460301931,-0.081542810514318,-2.0849625264093614,1.1848793446408035,0.0023320776681252653,-0.07876269298755803,-0.44113471590266373,true_backward_retreat
H,229,39,46,-0.22432643656238727,-0.08265156054558243,-2.6024766403687964,0.2937429568134329,0.0012303650001003197,-0.11484696321298721,-0.38265071940161377,true_backward_retreat
H,230,43,48,-0.06897036441914373,-0.014636833170763364,-1.8899871985374865,-0.7741719207148243,0.001158441749369965,-0.16167871493479075,-0.25122992295090346,mixed_retreat_and_reorganization
H,231,40,48,-0.16250614236717853,-0.10948978341700172,-2.858175737154676,0.8101353445277191,0.007574380825679516,-0.13052372660393818,-0.2551156275285138,true_backward_retreat
H,232,39,45,-0.24482447483663916,-0.11991912312000419,-0.026666948553002,4.332395546180027,0.003337769837648552,0.23355008713903969,-0.3722119101487528,true_backward_retreat
H,233,40,46,-0.09166043366608773,-0.0720719445127111,-0.9601123896936432,1.772144520950393,0.006482560705099449,0.0529393456953722,-0.26627686240505527,true_backward_retreat
H,235,40,46,-0.1463775953807281,-0.12547125290229216,-2.3570525214798232,2.5946425496618506,0.00350095725776034,0.004178561434988126,-0.4310206290029308,true_backward_retreat
H,236,42,46,-0.12007543406135807,-0.10433453879734517,-2.5787369701964638,1.0693143648320316,0.002279872327499599,-0.12041417710739363,-0.4377462455619703,true_backward_retreat
H,237,43,45,-0.033398820530504636,-0.027600711933204347,-0.48867473575657705,0.8348891878983054,0.001078618954667876,0.020884092089642647,-0.35891790974050874,true_backward_retreat
H,238,43,45,-0.022372610255588232,-0.008265631813074936,-0.8020514088761885,-0.30023631516867866,0.0018694288499406797,-0.06295292401163122,-0.24244261946975249,mixed_retreat_and_reorganization
H,239,42,47,-0.07756699521524124,-0.07365171889577271,-2.107153770716608,0.4187257251113117,-0.0002636523962352699,-0.14736955639652022,-0.2649945373800785,true_backward_retreat
H,240,43,48,-0.3070560712299415,-0.19502217336251482,-4.622779555607236,1.7987634287955148,0.0045687101522884355,-0.17159336029228095,-0.5142008606512511,true_backward_retreat
H,241,40,45,-0.0825945374012747,-0.062367990741872714,-0.8862285439385404,1.588403180062528,0.0009255473053910723,0.05076508161454776,-0.3453347153518679,true_backward_retreat
H,243,44,46,-0.01692878385884261,-0.01427684093587639,-0.7313128736159822,-0.17641632292845522,0.003379541816568854,-0.06171735441743881,-0.16391235737113002,mixed_retreat_and_reorganization
H,244,45,46,-0.001757994512794736,-0.006404180884599042,-0.26439246319466836,-0.14154159819484669,0.002093770405740214,-0.04600784822966594,-0.021266065142662705,mixed_retreat_and_reorganization
H,245,44,48,-0.05479980369980508,-0.024144531258863067,-1.8051585028404435,-0.4030258521857739,0.0007712295175693606,-0.12682849854793232,-0.28375699839898477,mixed_retreat_and_reorganization
H,246,43,49,-0.2278856636951308,-0.17132219323086473,-3.7473909076401517,0.8177848713689873,0.0055675456433628145,-0.2499562716906357,-0.39141596885414787,true_backward_retreat
H,247,45,48,-0.0016609521190380505,-0.0015741444283912664,-0.2736854581417738,-0.21083715318741092,0.0019711045573349573,-0.050179444307628676,0.0058100071792682355,mixed_retreat_and_reorganization
H,248,43,47,-0.10212353964262261,-0.080959485090557,-1.8231447806884482,1.5042253972683035,0.0019941431794560094,-0.016681603318335014,-0.4161320733306587,true_backward_retreat
H,249,43,48,-0.09281320441976393,-0.07131411759504774,-1.0900229356862807,1.699794592152287,0.007643085049606313,0.03769884852546082,-0.266392397281059,true_backward_retreat
H,250,44,46,-0.030565585599844347,-0.032141677343621056,-0.9075741660842898,0.4039238188795178,0.0017411389899725238,-0.04047353906194584,-0.3515094713144945,true_backward_retreat
H,251,44,45,-0.001221933128941588,-4.708915037521244e-05,-0.2023396718460404,-0.18046980547522473,0.00015523872905220948,-0.028533499739221063,-0.027612484789137543,mixed_retreat_and_reorganization
H,252,40,48,-0.21662714806809114,-0.160095798394304,-3.4795323757986996,2.029410569588009,0.0028288332674887284,-0.09154091537565887,-0.4027792132904543,true_backward_retreat
H,253,43,48,-0.09903382305634151,-0.08650543287444218,-1.7430890498145146,1.2191940696439056,0.00042103062398113344,-0.046321042279321295,-0.3284543945648103,true_backward_retreat
H,254,40,47,-0.07073761363329684,-0.0629437076295723,-1.0084677869312424,1.127499622212886,0.0019513790873999515,0.005624474933800527,-0.22774051910576423,true_backward_retreat
H,255,40,45,-0.07487300510092804,-0.06050265719077225,-1.521832552145435,1.2748281261140235,0.0021314484446983695,-0.019188163089343208,-0.35355964674288354,true_backward_retreat
H,256,44,48,-0.12698078110784383,-0.05363189757399078,-3.215186383700873,-0.6685818578327094,0.004564841649401186,-0.19263804927523892,-0.44903973089272214,mixed_retreat_and_reorganization
H,258,44,47,-0.008339486261692564,7.524345083920192e-05,-0.9128328345224723,-0.7869610262399291,0.004802236989753239,-0.12793961987711405,-0.04737941659355355,mixed_retreat_and_reorganization
H,259,40,46,-0.15603786714260753,-0.1267740350589978,-2.1377699066336664,1.699583836374444,0.0013998042016289958,-0.04466226899439826,-0.3383310233805692,true_backward_retreat
H,260,40,48,-0.17648333078014455,-0.06708608145529826,-3.2514173030454874,-0.3910985900630619,0.004109933439844338,-0.21139437671879308,-0.32515296817363454,mixed_retreat_and_reorganization
H,261,41,48,-0.08082718932763261,-0.05634486313386322,-1.7206964689860076,0.37322536723259425,0.002789519697360854,-0.0824062980305898,-0.21835615227981028,true_backward_retreat
H,262,40,48,-0.07558519536102465,-0.05294464588253178,-2.3134787684501683,-0.5524914518983319,0.014144478026493101,-0.16217962544172781,-0.07779147750331084,mixed_retreat_and_reorganization
H,263,40,45,-0.1443650760597415,-0.09792492263010866,-1.649143274284759,1.6146174853696333,0.00826972152881722,-0.0286056329023488,-0.37606809288816806,true_backward_retreat
H,264,42,47,-0.11651981991366112,-0.09673108958262983,-2.158705432546844,1.267365800892792,0.004221703058447601,-0.06650206256006341,-0.38752238068788536,true_backward_retreat
H,265,45,48,-0.008229831946022892,0.015670672165738808,-0.638960965752192,-0.8476708015956556,0.00022747407388135077,-0.07535475971023192,-0.06907465283269414,mixed_retreat_and_reorganization
H,266,40,45,-0.12104704441096445,-0.06554667308646994,-0.5072910578184278,2.1794143708813856,0.001985894015026468,0.1027818223755822,-0.3729170959929441,true_backward_retreat
H,267,41,47,-0.22708144297877597,-0.1318836929004804,-3.348635949057668,1.895823601126228,0.0024472423486926465,-0.05545520367485446,-0.5141425647094193,true_backward_retreat
H,268,44,48,-0.05714334613982408,0.00869793837917554,-1.684203560946008,-1.170228971718088,0.004001391510808139,-0.21817839541050454,-0.17791611686718156,mixed_retreat_and_reorganization
H,269,40,46,-0.11474916791040135,-0.08519270862465222,-0.8577258931193068,2.0761349934153213,0.00253168563531736,0.08467850268243343,-0.3208045970746725,true_backward_retreat
H,270,43,46,-0.036110280395895755,-0.03279117216475974,-0.7515563257033921,0.7037004803801281,0.0017317185357359488,-0.0051326491468847435,-0.296893651890404,true_backward_retreat
H,271,43,46,-0.041560440206075966,-0.03920805333651184,-1.196648282748738,0.4896364211720119,0.002555999838524725,-0.062424711811183003,-0.27580795346453507,true_backward_retreat
H,272,43,48,-0.2035329308715802,-0.12560536159898006,-3.827241328673935,1.2674548690753884,0.006438581347857686,-0.1473710711197353,-0.3797808064013171,true_backward_retreat
H,273,40,47,-0.07809049024922776,-0.06382994690915883,-1.1494805405003392,1.5781658154546587,0.006280924062360693,0.02474267699577537,-0.1644844102087826,true_backward_retreat
H,274,41,46,-0.2376566639395778,-0.18697925944357774,-3.489829465577208,2.9780777389642488,0.004850375918862282,-0.04289883406639397,-0.6169729349583306,true_backward_retreat
H,275,43,47,-0.1290595314570554,-0.0694132103690388,-3.2188472666676056,-0.13491906683105626,0.0049929154993949565,-0.1719882755639484,-0.4412659667976517,mixed_retreat_and_reorganization
H,276,43,47,-0.06339703807887764,-0.05322873395649974,-1.626816965719227,0.6307962895985639,0.003154786749406613,-0.08159245403101532,-0.31845478839706076,true_backward_retreat
H,277,44,46,-0.054389548983898084,-0.04488969675164878,-1.1781918850300581,0.4612517621700327,0.0016869131530945491,-0.055544962683148735,-0.4097271093893984,true_backward_retreat
H,278,44,47,-0.04337947933692632,-0.03750207177332765,-0.7322596628159719,0.559280321308278,0.0030243604147602854,-0.014512376750385997,-0.25004397728937133,true_backward_retreat
H,279,44,47,-0.04126939076234348,-0.017406423856910935,-0.9483101807609575,-0.2569994134793001,0.0026287944800231777,-0.08336508257895331,-0.2651284240780504,mixed_retreat_and_reorganization
H,280,42,49,-0.2412272036509262,-0.13593888291608758,-3.154702429061107,1.045812774375583,0.0027606939898712213,-0.12619137813760756,-0.3765724450302809,true_backward_retreat
H,282,42,48,-0.15277085831825726,-0.10295089891870118,-3.364383226363774,0.648531719349096,0.004427419855896231,-0.15621953745390812,-0.4311267942395962,true_backward_retreat
H,283,40,47,-0.23589772418986057,-0.19143892379439387,-3.1759537989415234,2.313277029440645,0.003628795494921788,-0.09490259245682339,-0.44445733647466784,true_backward_retreat
H,284,45,47,-0.013625846545330167,0.0038859974565786937,-0.7988355885747946,-0.696051458650639,0.0024143579657917025,-0.12476099964533477,-0.09317888272605758,mixed_retreat_and_reorganization
H,285,43,45,-0.020579671802703037,-0.016779462587497518,-0.5067359198756645,0.18859519754409426,0.0023693583638347837,-0.022430635657650355,-0.16434433311896035,true_backward_retreat
H,286,43,47,-0.1457047774572482,-0.07480111042615811,-2.6652203711002453,0.19576785508264916,0.009428729549392556,-0.1344276570375017,-0.322931456415029,true_backward_retreat
H,287,44,47,-0.07098047514667705,-0.04971947408075117,-1.8342659573666165,0.5928736270172124,0.00043733617166075156,-0.08236591337442142,-0.5222177530086608,true_backward_retreat
H,288,43,45,-0.021615287955529305,-0.019110156146491863,-0.35171735913942737,0.3571177309830684,0.0015810716454128793,-0.001688627917159402,-0.20074428427572844,true_backward_retreat
H,289,44,47,-0.04463019123486334,-0.03681030352697856,-1.1179391956467706,0.07279211426709331,0.004317369295151696,-0.09446643626358739,-0.2641310016921435,true_backward_retreat
H,290,42,48,-0.2579474014751173,-0.17610013167703348,-3.8449574008381546,2.2445623019197134,0.006650487778188996,-0.09865442540925412,-0.44383105795349326,true_backward_retreat
H,292,44,49,-0.06455314342126095,0.04743628342532069,-1.6564140703383412,-1.8370305534637188,0.000507139534397183,-0.12466737700896516,-0.30702199997182716,mixed_retreat_and_reorganization
H,293,44,46,-0.005730761844863652,-0.00418755294205031,-0.3203877601815037,-0.1343269659709403,0.00022790813252648867,-0.030324883020516946,-0.07370483867748988,mixed_retreat_and_reorganization
H,294,44,47,-0.042452018452570406,-0.03964267342248923,-0.8822919693300424,0.5884786623450466,0.0018283054734359316,-0.03204027184483109,-0.27336047691909476,true_backward_retreat
H,295,43,45,-0.05987686534568293,-0.03635608682386926,-1.1685796281114271,0.5874725443370288,0.0011914697872168478,-0.01945498467060558,-0.5737031712763637,true_backward_retreat
H,296,44,45,-0.00534071366702682,-0.006492816907172683,-0.13904333458325446,0.034615633947275626,0.0010326014653382343,-0.013112521990470694,-0.07818051295966005,true_backward_retreat
H,297,40,47,-0.042007807623746674,-0.01711007361161776,-1.7783884045316096,-1.0689250799910415,0.008800454249811573,-0.17815139308764355,-0.0657984299397053,mixed_retreat_and_reorganization
H,298,39,45,-0.26362924696703643,-0.15043681551566612,-1.5138116234199437,2.019062530734903,0.0026951512228785557,0.018988511879722336,-0.4264517109162736,true_backward_retreat
H,299,43,46,-0.02438836676564826,-0.02463279296848042,-0.742784568420273,0.2464902174069845,0.0011625820842221524,-0.04688221987560354,-0.27162451968396345,true_backward_retreat
H,300,44,45,-0.008320720725450315,-0.0023067173169479815,-0.20924629826964924,-0.0350140428932777,0.00047611202361996785,-0.019529262153039267,-0.17658137607440436,mixed_retreat_and_reorganization
H,301,43,48,-0.13639738327394602,-0.06852816660956418,-2.2659974526703213,0.686215762151539,0.001653411529841886,-0.06623960532629239,-0.43266122508198823,true_backward_retreat
H,302,45,47,-0.006639288074718808,-0.003317163269165535,-0.44688304643858245,-0.25685492308340585,0.00020281513095155024,-0.0662263914605723,-0.08972871994725679,mixed_retreat_and_reorganization
H,303,43,48,-0.14389696972225363,-0.07935233456802121,-2.275930157475382,0.0958535299585419,0.004390089452529167,-0.15582740772457765,-0.3199848745441767,true_backward_retreat
H,304,45,47,-0.09183681618720846,-0.08563006111057653,-1.7360780612803097,1.3926617403790438,0.0006780554824175056,-0.03639397052103291,-0.6530448067598693,true_backward_retreat
H,305,43,48,-0.13956724463621617,-0.10723617450852707,-2.921176956717673,0.9704339796315811,-8.304553924454172e-05,-0.1495813124727146,-0.4515766949738815,true_backward_retreat
H,306,40,47,-0.15655741450972127,-0.12006533440563305,-2.422822767494142,1.1186288883052944,0.003577187375694457,-0.10313958043112476,-0.23166064038909878,true_backward_retreat
H,307,44,47,-0.05261981521945541,-0.03869589177744254,-1.4587819400641067,-0.05836393279532892,0.00460484967494279,-0.09298918477872009,-0.2780727268437302,mixed_retreat_and_reorganization
H,309,44,47,-0.03527384992049726,-0.030337760029161887,-0.5324344446073361,0.7864788749456864,0.0042020912580842396,0.018139609439164428,-0.2087392151539552,true_backward_retreat
H,312,45,46,-0.0013406223123888505,0.0013212898573485843,-0.1978102672028843,-0.2022665240238073,0.0019653217541895085,-0.02522638510983713,-0.029629146769233786,mixed_retreat_and_reorganization
H,313,40,48,-0.07644952040524178,-0.06320770412794785,-1.1175485456622525,1.1710183353883554,0.001428937453264001,-0.0021800394631162623,-0.22888657681811853,true_backward_retreat
H,315,40,47,-0.11969607212688688,-0.0987773879426389,-1.80535853485432,1.9128443684307594,0.008930281723372513,-0.01267525493664437,-0.23888985649094982,true_backward_retreat
H,316,43,48,-0.17878549692173407,-0.0767962919149493,-3.7620414303125287,0.12420665079875182,0.004239239363901803,-0.18957771189905015,-0.4324143306695335,true_backward_retreat
H,317,43,47,-0.0680254607416525,-0.012149187018778984,-1.725755779308935,-0.4435389503079774,0.001580856779453188,-0.10306424361165312,-0.3233097457148325,mixed_retreat_and_reorganization
H,318,41,47,-0.17729193453130504,-0.16200979982566255,-4.067740762357166,3.080165013576371,0.002581886848387449,-0.07752272895451481,-0.5566150770207527,true_backward_retreat
H,319,40,47,-0.144890274562953,-0.1344042852952283,-2.415869142282971,2.212457465620462,0.004744843981155156,-0.028399926076377202,-0.45183078157895645,true_backward_retreat
H,320,44,47,-0.05011151077963094,-0.04476285868054991,-1.0008554801030591,0.6593432597609432,0.004965112301035579,-0.027602119924850815,-0.26841007899390507,true_backward_retreat
H,322,44,47,-0.03742537275103908,-0.023765086728794405,-1.2428410274953503,-0.22557915838221732,0.004972275878987076,-0.08448356232017196,-0.20870035053956174,mixed_retreat_and_reorganization
H,323,41,44,-0.006657410573491396,-0.0005655377178082621,0.1934924598531449,0.3353268657528261,0.0020208691688323732,0.032634761763674774,-0.058104919317499525,mixed_retreat_and_reorganization
H,325,44,47,-0.027058565127102474,-0.014043474620356933,-0.9570013780672202,-0.3113171976984255,0.003871667196485462,-0.08041114976112826,-0.17421590205475487,mixed_retreat_and_reorganization
H,326,44,47,-0.025980420698786588,-0.02594253955031034,-0.8650529519198962,0.1654401654297093,0.0006483671941490687,-0.06346163449128515,-0.231302926626052,true_backward_retreat
H,327,44,46,-0.01360357340880225,-0.005627618536094503,-0.686648607728948,-0.3741704516935602,0.0018456631435576076,-0.07239311641959867,-0.12550584507891135,mixed_retreat_and_reorganization
H,328,40,47,-0.3454277229086105,-0.21693316030981274,-3.646261394140371,2.3396779245634693,0.008467796599395117,-0.12567257792332615,-0.3804196508613483,true_backward_retreat
H,329,40,45,-0.11224765811107673,-0.0782539819008467,-0.9560284648037563,2.254573037602972,0.000744196714696943,0.075778621475795,-0.43260944228138254,true_backward_retreat
H,330,40,48,-0.3967810533638401,-0.22590420068661238,-5.093894648000657,1.4892185435706953,0.0038103627901752146,-0.23422712144491104,-0.4606395941240399,true_backward_retreat
H,331,44,47,-0.06963256140510299,-0.05720971777738448,-2.1417821037120497,0.6055862110831196,0.003319484560316832,-0.09598462723976003,-0.3785767077933586,true_backward_retreat
H,333,44,45,-0.004546366353392561,-0.003469565940935726,-0.2567027162192659,-0.12318846802805439,0.0009671683152073784,-0.022571634825828746,-0.07915479430315105,mixed_retreat_and_reorganization
H,334,44,47,-0.0051430788386603865,0.005390446103199165,-0.3994587922659978,-0.4178975210849609,0.0006601069145328875,-0.06423051348739048,-0.06617225120421792,mixed_retreat_and_reorganization
H,335,40,45,-0.11597233015364006,-0.08000040098269784,-0.8966398450754136,1.8117924837239237,0.0029103732570077145,0.05651095830232156,-0.3353767209674941,true_backward_retreat
H,336,41,46,-0.14234653837851197,-0.10179991353345341,-2.3586017249374587,0.9513859217341052,0.0038251998871813297,-0.09656598639136274,-0.39037691082430603,true_backward_retreat
H,337,40,48,-0.271334645507087,-0.15687911206974353,-3.37113124579553,0.4776066483744792,0.005942513109320702,-0.23518400193801897,-0.31518537934908863,true_backward_retreat
H,338,39,42,-0.10390911449943196,-0.0687579187503291,-1.0025666082426632,0.9603286625757352,0.002378574720830251,-0.0028354629838237,-0.42001848099074685,true_backward_retreat
H,339,44,45,-0.005427382081884313,-0.003922669060274109,-0.021929735255827865,0.13686182245326783,-0.00015192789250972893,0.007244767262385238,-0.20658478742133132,true_backward_retreat
H,340,40,46,-0.07610983036794705,-0.07139118880055512,-1.3712842332203037,0.9091466335660403,0.0018613678036665249,-0.04738425487127543,-0.27120116133122324,true_backward_retreat
H,342,44,48,-0.14610962120412962,-0.08088622944944956,-2.905551693595422,0.4791481953082508,0.0028385611673634736,-0.14239647255566895,-0.49370715959943184,true_backward_retreat
H,343,43,48,-0.15090994755967369,-0.0101789342543821,-3.7408660550571273,-1.8387346060709424,0.008553789040788407,-0.26663249844618253,-0.3296335232785654,mixed_retreat_and_reorganization
H,344,43,48,-0.02904761774340836,-0.02956624358491111,-0.7999731402845356,0.35215926339897763,2.5946776269658578e-05,-0.03508882107626407,-0.15624483489402471,true_backward_retreat
H,345,40,43,-0.07934439210138627,-0.06607052789798912,-1.3349968898384894,1.7523175704582403,0.0017133124421992996,0.021578949846770584,-0.5661394429194018,true_backward_retreat
H,346,43,45,-0.0073293981231836725,-0.006477460837129023,-0.1298093845449957,0.0872239081002899,0.0007328306050196076,-0.003821742895912139,-0.08965839852724007,true_backward_retreat
H,347,39,47,-0.06487196503346382,-0.05241818625757316,-0.7848123104841385,1.570522507304478,0.004665287666253071,0.06013432860384188,-0.1797267662846167,true_backward_retreat
H,348,45,48,-0.020742828313433548,-0.017249917296218387,-0.5558370898445446,0.11457533360642991,0.0004980429794285701,-0.03529750129419015,-0.18338900244396325,true_backward_retreat
H,349,40,45,-0.1135445025180839,-0.0747323959485896,-0.40593262190161994,1.7843085785962387,0.001809780885361545,0.10152252395575162,-0.31348554082289726,true_backward_retreat
H,350,40,47,-0.304963130012523,-0.18423780776005827,-4.441457808221244,1.268503608383332,0.010164785386272635,-0.20523860990779547,-0.41359576961490674,true_backward_retreat
H,351,39,43,-0.11442982674700397,-0.07921069325832575,-0.8639882930252618,1.715023267691853,0.001699510600075227,0.0543579715930857,-0.4468439873280228,true_backward_retreat
H,352,43,47,-0.05744297733257797,-0.02990515181942921,-1.7354915175142303,-0.3793477616019434,0.011223381411243571,-0.14302496986711385,-0.18217225738814002,mixed_retreat_and_reorganization
H,353,39,42,-0.07325125617110989,-0.05206055883188848,-0.5540508425009305,1.3746558579066637,0.0012934206870952591,0.06438559750908651,-0.40262186236375147,true_backward_retreat
H,354,42,47,-0.040252758085051354,-0.029747340804811895,-1.4083210828610255,-0.06908513853854359,0.004970765122074616,-0.10966346250022255,-0.18513936551842486,mixed_retreat_and_reorganization
H,355,44,46,-0.03260730262521616,-0.020791585517542455,-1.0629443662422524,-0.019567150549708145,0.002667019085519584,-0.0676471826132019,-0.26585705098862605,mixed_retreat_and_reorganization
