window_id,object,observed_peak_day,bootstrap_peak_median,bootstrap_peak_q025,bootstrap_peak_q975,abs_error_median,abs_error_q75,abs_error_q90,abs_error_q975,support_class,included_in_tau_estimation,mode,phase_group,phase_group_size,years_in_phase_group,group_role
W081,P,88.0,85.0,74.0,89.0,3.0,9.0,10.0,14.0,accepted_window,True,1,PC_high,15,1980;1987;1988;1991;1996;1998;1999;2011;2013;2015;2016;2018;2020;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W081,V,85.0,85.0,69.475,88.0,1.0,2.0,11.100000000000023,15.524999999999977,candidate_window,True,1,PC_high,15,1980;1987;1988;1991;1996;1998;1999;2011;2013;2015;2016;2018;2020;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W081,H,83.0,80.0,64.0,87.0,4.0,8.0,12.0,19.0,weak_window,True,1,PC_high,15,1980;1987;1988;1991;1996;1998;1999;2011;2013;2015;2016;2018;2020;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W081,Je,69.0,84.0,67.0,90.0,15.0,18.0,20.0,21.0,candidate_window,True,1,PC_high,15,1980;1987;1988;1991;1996;1998;1999;2011;2013;2015;2016;2018;2020;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W081,Jw,83.0,83.0,70.0,87.0,2.0,6.0,11.0,13.0,weak_window,True,1,PC_high,15,1980;1987;1988;1991;1996;1998;1999;2011;2013;2015;2016;2018;2020;2021;2023,PC_phase_group_multi_year_peak_not_single_year_peak
W081,P,77.0,81.0,76.0,85.0,4.0,5.0,6.0,8.0,accepted_window,True,1,PC_low,15,1979;1982;1983;1985;1986;1992;1993;1997;2002;2003;2004;2010;2012;2014;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W081,V,76.0,77.0,70.0,85.52499999999998,2.0,4.0,6.0,10.0,candidate_window,True,1,PC_low,15,1979;1982;1983;1985;1986;1992;1993;1997;2002;2003;2004;2010;2012;2014;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W081,H,71.0,77.0,69.0,86.0,6.0,9.0,11.0,15.0,weak_window,True,1,PC_low,15,1979;1982;1983;1985;1986;1992;1993;1997;2002;2003;2004;2010;2012;2014;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W081,Je,73.0,77.0,69.0,87.52499999999998,4.0,8.0,10.0,14.524999999999977,candidate_window,True,1,PC_low,15,1979;1982;1983;1985;1986;1992;1993;1997;2002;2003;2004;2010;2012;2014;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W081,Jw,81.0,81.0,76.0,90.0,2.0,4.0,8.0,10.0,candidate_window,True,1,PC_low,15,1979;1982;1983;1985;1986;1992;1993;1997;2002;2003;2004;2010;2012;2014;2019,PC_phase_group_multi_year_peak_not_single_year_peak
W081,P,80.0,80.0,77.0,83.0,1.0,2.0,3.0,4.0,accepted_window,True,1,PC_mid,15,1981;1984;1989;1990;1994;1995;2000;2001;2005;2006;2007;2008;2009;2017;2022,PC_phase_group_multi_year_peak_not_single_year_peak
