window_id,mode,target_type,target_name,target_metric,corr_pc_with_influence_score,spearman_pc_with_influence_score,n_years,relationship_status
W081,1,object_peak_year_influence,H,presence_effect_on_peak_day,0.17600374717978495,0.25836627140974966,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,H,presence_effect_on_early_probability,-0.09592168407277463,-0.15019762845849802,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,H,presence_effect_on_late_probability,0.1790788492485286,0.2108036890645586,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,H,high_count_effect_on_peak_day,0.1890388921353252,0.22055335968379444,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,Je,presence_effect_on_peak_day,0.09808510269637674,0.19433465085638996,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,Je,presence_effect_on_early_probability,-0.06465911070973188,-0.18379446640316202,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,Je,presence_effect_on_late_probability,0.12392698423029552,0.2180500658761528,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,Je,high_count_effect_on_peak_day,0.03971713372247678,0.13610013175230565,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,Jw,presence_effect_on_peak_day,0.0368143072938828,0.059552042160737804,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,Jw,presence_effect_on_early_probability,-0.08253275702994962,-0.032542819499341236,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,Jw,presence_effect_on_late_probability,0.02691636627465656,0.053491436100131746,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,Jw,high_count_effect_on_peak_day,-0.01988518820055023,0.03596837944664031,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,P,presence_effect_on_peak_day,0.236318626755087,0.21686429512516467,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,P,presence_effect_on_early_probability,-0.20537863455393338,-0.21857707509881422,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,P,presence_effect_on_late_probability,0.2612264068249079,0.2650856389986824,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,P,high_count_effect_on_peak_day,0.2324950743369346,0.23241106719367585,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,V,presence_effect_on_peak_day,0.2626989677481233,0.22555994729907772,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,V,presence_effect_on_early_probability,-0.27407547487610345,-0.26693017127799734,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,V,presence_effect_on_late_probability,0.24740910788970824,0.2540184453227931,45,diagnostic_only_not_physical_type
W081,1,object_peak_year_influence,V,high_count_effect_on_peak_day,0.24566463089828716,0.2180500658761528,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,H,presence_effect_on_peak_day,-0.07420246081506027,-0.08511198945981553,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,H,presence_effect_on_early_probability,0.24272774751909895,0.20223978919631092,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,H,presence_effect_on_late_probability,0.19235041778603792,0.23346508563899865,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,H,high_count_effect_on_peak_day,-0.11535151903793066,-0.13412384716732542,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,Je,presence_effect_on_peak_day,-0.005065716154863541,-0.011857707509881422,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,Je,presence_effect_on_early_probability,-0.006885341413343505,0.0453227931488801,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,Je,presence_effect_on_late_probability,0.18799567113134982,0.20645586297760207,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,Je,high_count_effect_on_peak_day,0.017657664462311127,-0.031093544137022394,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,Jw,presence_effect_on_peak_day,-0.11895072107496066,-0.21752305665349142,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,Jw,presence_effect_on_early_probability,0.10883092714115386,0.2054018445322793,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,Jw,presence_effect_on_late_probability,-0.10288390059464435,-0.1820816864295125,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,Jw,high_count_effect_on_peak_day,-0.13204895473941206,-0.2603425559947299,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,P,presence_effect_on_peak_day,0.0558196866749776,-0.028194993412384715,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,P,presence_effect_on_early_probability,-0.05874433341635269,0.014229249011857705,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,P,presence_effect_on_late_probability,0.16222361752514544,0.09749670619235835,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,P,high_count_effect_on_peak_day,0.06091683999258017,-0.013306982872200262,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,V,presence_effect_on_peak_day,0.03441727927756643,-0.04097496706192358,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,V,presence_effect_on_early_probability,0.007636044446798791,0.035836627140974964,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,V,presence_effect_on_late_probability,0.1545079803803109,0.05467720685111989,45,diagnostic_only_not_physical_type
W081,2,object_peak_year_influence,V,high_count_effect_on_peak_day,0.002524348553816554,-0.05770750988142292,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,H,presence_effect_on_peak_day,0.07630980245653277,0.047299077733860335,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,H,presence_effect_on_early_probability,0.043858583193229515,0.05019762845849802,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,H,presence_effect_on_late_probability,0.08556125004203158,0.07786561264822134,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,H,high_count_effect_on_peak_day,0.14132790365465128,0.15230566534914358,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,Je,presence_effect_on_peak_day,-0.06917718948903354,-0.08353096179183135,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,Je,presence_effect_on_early_probability,0.0870403204359023,0.06851119894598155,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,Je,presence_effect_on_late_probability,-0.03964755956858906,-0.08616600790513833,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,Je,high_count_effect_on_peak_day,-0.07746225917269624,-0.09420289855072463,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,Jw,presence_effect_on_peak_day,-0.03220091183414799,-0.0150197628458498,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,Jw,presence_effect_on_early_probability,-0.0867266660863865,-0.09525691699604742,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,Jw,presence_effect_on_late_probability,-0.18340755279637158,-0.17786561264822132,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,Jw,high_count_effect_on_peak_day,-0.02404787180076551,-0.015546772068511197,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,P,presence_effect_on_peak_day,0.17494482190134372,0.2142292490118577,45,diagnostic_only_not_physical_type
W081,3,object_peak_year_influence,P,presence_effect_on_early_probability,-0.03893809618833102,-0.10303030303030301,45,diagnostic_only_not_physical_type
