window_id,mode,target,target_type,influence_group,years,n_years,pc_score_mean,pc_score_min,pc_score_max,pc_phase_concentration,overlap_status
W081,1,H,object_peak,push_early_peak,1979;1980;1982;1985;1987;1990;1993;2003;2006;2009;2013;2014;2022,13,-0.1840534473316921,-1.7394023601898532,1.2990352675727266,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W081,1,H,object_peak,push_late_peak,1984;1989;1991;1994;1996;1997;1999;2000;2001;2012;2017;2018;2020;2021;2023,15,0.3000438680351767,-1.4819437560880098,1.3948012981044218,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W081,1,Je,object_peak,push_early_peak,1979;1986;1990;1992;1993;1999;2006;2007;2008;2012;2013;2017,12,-0.2529342111209189,-1.944616559889878,1.2990352675727266,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W081,1,Je,object_peak,push_late_peak,1980;1985;1987;1988;1994;1997;1998;2004;2005;2010;2011;2015;2019;2022;2023,15,0.05957580341272699,-1.4819437560880098,0.7776912911173027,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W081,1,Jw,object_peak,push_early_peak,1979;1981;1982;1985;1987;1990;1992;1993;1995;1999;2003;2009;2016;2019;2021;2022,16,-0.22375011888900187,-1.944616559889878,1.2624036891127681,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W081,1,Jw,object_peak,push_late_peak,1980;1984;1986;1988;1991;1996;1997;1998;2000;2001;2004;2005;2007;2010;2011;2012;2013;2017;2018;2023,20,0.17432720141667662,-1.4819437560880098,1.3948012981044218,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W081,1,P,object_peak,push_early_peak,1979;1982;1990;1993;1995;2000;2002;2003;2006;2009;2011;2016;2019;2020;2022,15,-0.15408038179150788,-1.7394023601898532,1.0620279767320964,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W081,1,P,object_peak,push_late_peak,1983;1984;1985;1988;1991;1994;1996;1998;2004;2005;2010;2012;2014;2018;2023,15,0.14205591806875442,-0.6553293572437696,1.3948012981044218,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W081,1,V,object_peak,push_early_peak,1979;1982;1983;1986;1995;1996;2000;2002;2004;2007;2011;2014;2016;2018;2019;2022,16,-0.16864878934921843,-1.7394023601898532,1.0645203070508085,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W081,1,V,object_peak,push_late_peak,1981;1984;1985;1987;1988;1989;1991;1994;1997;2005;2010;2013;2017;2021;2023,15,0.20819190877372787,-1.4819437560880098,1.3948012981044218,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
