window_id,mode,object_A,object_B,full_sample_order_direction,full_sample_order_probability,full_sample_order_level,pc_high_order_direction,pc_high_order_probability,pc_high_order_level,pc_mid_order_direction,pc_mid_order_probability,pc_mid_order_level,pc_low_order_direction,pc_low_order_probability,pc_low_order_level,opposite_order_between_pc_high_low,group_internal_stabilization,mode_stability_status,eof_explains_peak_order_instability,recommended_interpretation
W081,1,H,Je,A_earlier,0.6619576185671039,unresolved,A_earlier,0.6863543788187373,unresolved,A_earlier,0.448,unresolved,A_earlier,0.5,unresolved,False,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,H,Jw,A_earlier,0.7957957957957958,unresolved,A_earlier,0.5763747454175153,unresolved,B_earlier,0.6092184368737475,unresolved,A_earlier,0.7555110220440882,unresolved,False,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,Je,Jw,A_earlier,0.5454545454545454,unresolved,B_earlier,0.604,unresolved,B_earlier,0.6032064128256514,unresolved,A_earlier,0.7775551102204409,unresolved,True,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,P,H,B_earlier,0.895,unresolved,B_earlier,0.7780040733197556,unresolved,B_earlier,0.56,unresolved,B_earlier,0.806,unresolved,False,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,P,Je,B_earlier,0.5882946518668012,unresolved,B_earlier,0.498,unresolved,B_earlier,0.544,unresolved,B_earlier,0.658,unresolved,False,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,P,Jw,B_earlier,0.4464464464464464,unresolved,B_earlier,0.686,unresolved,B_earlier,0.657314629258517,unresolved,A_earlier,0.6292585170340681,unresolved,True,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,P,V,B_earlier,0.673,unresolved,B_earlier,0.622,unresolved,A_earlier,0.544,unresolved,B_earlier,0.696,unresolved,False,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,V,H,B_earlier,0.754,unresolved,B_earlier,0.7922606924643585,unresolved,B_earlier,0.834,unresolved,B_earlier,0.578,unresolved,False,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,V,Je,A_earlier,0.491422805247225,unresolved,B_earlier,0.47,unresolved,B_earlier,0.676,unresolved,A_earlier,0.494,unresolved,True,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,1,V,Jw,A_earlier,0.6576576576576577,unresolved,B_earlier,0.674,unresolved,B_earlier,0.717434869739479,unresolved,A_earlier,0.875751503006012,unresolved,True,False,stable_mode,not_supported,PC phase grouping does not explain V9 peak/order instability in this audit
W081,2,H,Je,A_earlier,0.6619576185671039,unresolved,B_earlier,0.5991983967935872,unresolved,A_earlier,0.558,unresolved,A_earlier,0.664,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,H,Jw,A_earlier,0.7957957957957958,unresolved,B_earlier,0.76,unresolved,A_earlier,0.696,unresolved,A_earlier,0.724,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,Je,Jw,A_earlier,0.5454545454545454,unresolved,B_earlier,0.5350701402805611,unresolved,A_earlier,0.744,unresolved,A_earlier,0.702,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,P,H,B_earlier,0.895,unresolved,B_earlier,0.446,unresolved,B_earlier,0.796,unresolved,B_earlier,0.586,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,P,Je,B_earlier,0.5882946518668012,unresolved,B_earlier,0.5771543086172345,unresolved,B_earlier,0.77,unresolved,A_earlier,0.68,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,P,Jw,B_earlier,0.4464464464464464,unresolved,B_earlier,0.66,unresolved,B_earlier,0.576,unresolved,A_earlier,0.708,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,P,V,B_earlier,0.673,unresolved,B_earlier,0.492,unresolved,B_earlier,0.8,unresolved,A_earlier,0.452,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,V,H,B_earlier,0.754,unresolved,B_earlier,0.452,unresolved,B_earlier,0.55,unresolved,B_earlier,0.63,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,V,Je,A_earlier,0.491422805247225,unresolved,B_earlier,0.6212424849699398,unresolved,A_earlier,0.5,unresolved,A_earlier,0.5,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,2,V,Jw,A_earlier,0.6576576576576577,unresolved,B_earlier,0.658,unresolved,A_earlier,0.798,unresolved,A_earlier,0.676,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,3,H,Je,A_earlier,0.6619576185671039,unresolved,B_earlier,0.5616161616161616,unresolved,A_earlier,0.536,unresolved,A_earlier,0.8694779116465864,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,3,H,Jw,A_earlier,0.7957957957957958,unresolved,B_earlier,0.4759036144578313,unresolved,A_earlier,0.73,unresolved,B_earlier,0.6726907630522089,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,3,Je,Jw,A_earlier,0.5454545454545454,unresolved,A_earlier,0.4949698189134809,unresolved,A_earlier,0.656,unresolved,B_earlier,0.816,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,3,P,H,B_earlier,0.895,unresolved,A_earlier,0.5742971887550201,unresolved,B_earlier,0.662,unresolved,B_earlier,0.6265060240963856,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W081,3,P,Je,B_earlier,0.5882946518668012,unresolved,A_earlier,0.5211267605633803,unresolved,B_earlier,0.558,unresolved,A_earlier,0.852,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
