scope,object,config_id,candidate_id,point_day,month_day,registry_rank,source_run_tag,peak_score,peak_prominence,is_formal_primary,nearest_primary_day,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP001,14,04-15,1,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,6.624358540067583,3.6583394713230195,True,14,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP002,22,04-23,2,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,3.1255512002582346,1.4180910821217516,False,14,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP003,29,04-30,3,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,3.501400755305946,1.2502600679523357,False,42,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP004,42,05-13,4,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,8.886454955016,7.365311093548085,True,42,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP005,49,05-20,5,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,5.8385391607937756,0.9253701408554633,False,42,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP006,83,06-23,6,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,9.751488017617769,5.836709245488114,True,83,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP007,103,07-13,7,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,16.635527838044283,15.812445355644568,True,103,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP008,110,07-20,8,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,15.481831142199411,1.5648377752993845,False,103,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP009,128,08-07,9,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,14.443105780282261,11.050437667356924,True,128,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP010,150,08-29,10,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,6.521354189901743,2.283911403591885,True,150,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,CP011,165,09-13,11,v10_3_Jw_only_SMOOTH5_DET_WIDTH_16,5.75682920002907,1.2149765860927975,True,165,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
